variable,sum_sqerr,pct_of_total_sqerr,mean_pct_per_ir
mu,1.8180840314340422e-10,77.85189098072053,26.971226480102423
D_mu,8.64309822567655e-14,0.03701047526776218,0.29619964278417615
T0_mu,4.636694424571808e-11,19.854716427378445,29.436526289077047
Ly,1.9650902495038151e-13,0.0841468211735944,3.1868916583120224
op_x,3.6851241640958115e-12,1.5780012348896433,27.952019284651975
op_y,1.3877215348874837e-12,0.5942340605700324,12.157136645072358
