folder,file,label_hz,F_hz,semis,score,alpha,p1,bump2,bump3,bump4,odd_only,kind
moog-detune,299970__modularsamples__moog-minitaur-slight-detune-b3-slight-detune-59-127.aiff,246.94,246.94,0.00,38.92,2.57,7.47,-1.30,0.20,-1.59,1.30,single
moog-detune,299971__modularsamples__moog-minitaur-slight-detune-c4-slight-detune-60-127.aiff,261.63,261.63,0.00,39.73,2.66,5.80,-0.45,-1.28,-0.61,0.45,single
moog-detune,299972__modularsamples__moog-minitaur-slight-detune-c4-slight-detune-61-127.aiff,277.18,277.18,0.00,38.13,2.75,5.87,-1.47,-0.01,0.91,1.47,single
moog-detune,299973__modularsamples__moog-minitaur-slight-detune-d4-slight-detune-62-127.aiff,293.66,293.66,0.00,38.26,2.65,5.38,1.15,-2.30,0.90,-1.15,single
moog-detune,299974__modularsamples__moog-minitaur-slight-detune-d4-slight-detune-63-127.aiff,311.13,311.13,0.00,36.60,2.74,4.15,-1.45,0.74,-0.87,1.45,single
moog-detune,299975__modularsamples__moog-minitaur-slight-detune-e4-slight-detune-64-127.aiff,329.63,329.63,0.00,36.69,2.76,5.28,-0.67,-0.38,-0.66,0.67,single
moog-detune,299976__modularsamples__moog-minitaur-slight-detune-e4-slight-detune-65-127.aiff,349.23,349.23,0.00,34.24,2.90,3.52,-1.08,-0.16,0.11,1.08,single
moog-detune,299977__modularsamples__moog-minitaur-slight-detune-f4-slight-detune-66-127.aiff,369.99,369.99,0.00,35.86,2.78,3.10,-1.21,0.00,-0.57,1.21,single
moog-detune,299978__modularsamples__moog-minitaur-slight-detune-f4-slight-detune-67-127.aiff,392.00,392.00,0.00,37.60,2.71,4.37,-0.32,-1.03,-0.25,0.32,single
moog-detune,299979__modularsamples__moog-minitaur-slight-detune-g4-slight-detune-68-127.aiff,415.30,415.30,0.00,37.95,2.69,5.24,-0.79,0.22,-0.69,0.79,single
moog-detune,299980__modularsamples__moog-minitaur-slight-detune-a4-slight-detune-69-127.aiff,440.00,440.00,0.00,37.75,2.79,3.01,-0.99,-0.57,-1.06,0.99,single
moog-detune,299981__modularsamples__moog-minitaur-slight-detune-a4-slight-detune-70-127.aiff,466.16,466.16,0.00,37.34,3.04,0.42,-0.99,0.16,-0.22,0.99,single
moog-detune,299982__modularsamples__moog-minitaur-slight-detune-b4-slight-detune-71-127.aiff,493.88,493.88,0.00,36.78,3.12,0.68,-0.55,0.19,0.38,0.55,single
moog-detune,299983__modularsamples__moog-minitaur-slight-detune-c5-slight-detune-72-127.aiff,523.25,523.25,0.00,37.73,2.73,-2.27,13.72,-0.94,9.16,-13.72,octave
moog-minitaur,299763__modularsamples__moog-minitaur-doubles-c3-doubles-48-32-3mak.aiff,130.81,65.41,-12.00,45.70,-0.00,-36.86,11.97,4.41,-8.44,-11.97,fifth
moog-minitaur,299764__modularsamples__moog-minitaur-doubles-c3-doubles-48-64-pb9g.aiff,130.81,65.41,-12.00,39.93,0.27,-38.78,17.74,9.57,-1.52,-17.74,fifth
moog-minitaur,299765__modularsamples__moog-minitaur-doubles-c3-doubles-48-95-26fu.aiff,130.81,65.41,-12.00,37.49,0.41,-43.24,21.07,8.93,-1.27,-21.07,fifth
moog-minitaur,299766__modularsamples__moog-minitaur-doubles-c3-doubles-49-32-sgjy.aiff,138.59,69.30,-12.00,39.77,-0.08,-40.66,8.20,2.67,-6.50,-8.20,?
moog-minitaur,299767__modularsamples__moog-minitaur-doubles-c3-doubles-49-64-uysw.aiff,138.59,69.30,-12.00,33.86,0.04,-43.13,14.54,2.53,-2.95,-14.54,?
moog-minitaur,299768__modularsamples__moog-minitaur-doubles-c3-doubles-49-95-dflf.aiff,138.59,69.30,-12.00,34.23,0.26,-43.06,17.41,3.53,-0.06,-17.41,fifth
moog-minitaur,299769__modularsamples__moog-minitaur-doubles-d3-doubles-50-32-vxl7.aiff,146.83,73.42,-12.00,43.03,0.08,-41.32,5.85,5.95,-8.04,-5.85,fifth
moog-minitaur,299770__modularsamples__moog-minitaur-doubles-d3-doubles-50-64-95o0.aiff,146.83,73.42,-12.00,39.05,0.30,-44.34,12.00,8.95,-2.99,-12.00,fifth
moog-minitaur,299771__modularsamples__moog-minitaur-doubles-d3-doubles-50-95-no9v.aiff,146.83,73.42,-12.00,34.50,0.64,-49.05,12.79,11.40,-0.14,-12.79,fifth
moog-minitaur,299772__modularsamples__moog-minitaur-doubles-d3-doubles-51-32-1eko.aiff,155.56,77.78,-12.00,39.33,0.16,-45.93,3.33,6.50,-15.83,-3.33,fifth
moog-minitaur,299773__modularsamples__moog-minitaur-doubles-d3-doubles-51-64-s4wf.aiff,155.56,77.78,-12.00,34.26,0.19,-48.16,10.78,7.18,-10.41,-10.78,fifth
moog-minitaur,299774__modularsamples__moog-minitaur-doubles-d3-doubles-51-95-vh9k.aiff,155.56,77.78,-12.00,35.03,0.50,-49.44,13.27,7.22,-6.04,-13.27,fifth
moog-minitaur,299775__modularsamples__moog-minitaur-doubles-e3-doubles-52-32-9a7t.aiff,164.81,82.41,-12.00,35.83,-0.02,-46.34,2.36,7.79,-16.35,-2.36,fifth
moog-minitaur,299776__modularsamples__moog-minitaur-doubles-e3-doubles-52-64-fagm.aiff,164.81,82.41,-12.00,31.91,0.20,-47.99,6.60,9.45,-13.46,-6.60,fifth
moog-minitaur,299777__modularsamples__moog-minitaur-doubles-e3-doubles-52-95-695v.aiff,164.81,82.41,-12.00,31.96,0.32,-47.18,15.58,7.82,-6.88,-15.58,fifth
moog-minitaur,299778__modularsamples__moog-minitaur-doubles-e3-doubles-53-32-mqoj.aiff,174.61,87.31,-12.00,37.85,0.12,-42.35,1.12,6.38,-17.28,-1.12,fifth
moog-minitaur,299779__modularsamples__moog-minitaur-doubles-e3-doubles-53-64-4r29.aiff,174.61,87.31,-12.00,35.06,0.32,-42.44,5.26,8.49,-15.92,-5.26,fifth
moog-minitaur,299780__modularsamples__moog-minitaur-doubles-e3-doubles-53-95-51j0.aiff,174.61,87.31,-12.00,31.81,0.45,-49.34,11.29,6.96,-10.86,-11.29,fifth
moog-minitaur,299781__modularsamples__moog-minitaur-doubles-f3-doubles-54-32-fzhm.aiff,185.00,92.50,-12.00,38.90,0.03,-39.43,0.35,4.90,-17.66,-0.35,fifth
moog-minitaur,299782__modularsamples__moog-minitaur-doubles-f3-doubles-54-64-pjfl.aiff,185.00,92.50,-12.00,36.36,0.19,-40.71,4.77,4.96,-15.47,-4.77,fifth
moog-minitaur,299783__modularsamples__moog-minitaur-doubles-f3-doubles-54-95-gtqs.aiff,185.00,92.50,-12.00,31.90,0.35,-43.24,10.19,5.00,-12.12,-10.19,fifth
moog-minitaur,299784__modularsamples__moog-minitaur-doubles-f3-doubles-55-32-7j4f.aiff,196.00,98.00,-12.00,33.32,0.13,-41.95,1.11,8.22,-17.52,-1.11,fifth
moog-minitaur,299785__modularsamples__moog-minitaur-doubles-f3-doubles-55-64-lfut.aiff,196.00,98.00,-12.00,32.90,0.11,-39.96,5.60,7.68,-14.43,-5.60,fifth
moog-minitaur,299786__modularsamples__moog-minitaur-doubles-f3-doubles-55-95-e4l5.aiff,196.00,98.00,-12.00,29.48,0.36,-44.90,11.27,9.62,-11.67,-11.27,fifth
moog-minitaur,299787__modularsamples__moog-minitaur-doubles-g3-doubles-56-32-wkbm.aiff,207.65,103.83,-12.00,33.47,-0.02,-42.53,4.17,8.66,-17.62,-4.17,fifth
moog-minitaur,299788__modularsamples__moog-minitaur-doubles-g3-doubles-56-64-zkq0.aiff,207.65,103.83,-12.00,29.59,0.19,-41.17,3.87,11.30,-18.66,-3.87,fifth
moog-minitaur,299789__modularsamples__moog-minitaur-doubles-g3-doubles-56-95-rui2.aiff,207.65,103.23,-12.10,26.33,-0.79,-20.57,-1.31,45.75,-3.25,1.31,fifth
moog-minitaur,299790__modularsamples__moog-minitaur-doubles-a3-doubles-57-32-38vb.aiff,220.00,110.00,-12.00,33.65,0.02,-41.33,5.17,9.44,-15.48,-5.17,fifth
moog-minitaur,299791__modularsamples__moog-minitaur-doubles-a3-doubles-57-64-fn67.aiff,220.00,110.00,-12.00,34.73,0.02,-37.95,6.62,9.00,-18.01,-6.62,fifth
moog-minitaur,299792__modularsamples__moog-minitaur-doubles-a3-doubles-57-95-u5f1.aiff,220.00,110.00,-12.00,31.16,0.24,-42.20,11.49,9.14,-13.05,-11.49,fifth
moog-minitaur,299793__modularsamples__moog-minitaur-doubles-a3-doubles-58-32-fr3n.aiff,233.08,116.54,-12.00,32.93,0.32,-38.06,-3.18,4.79,-20.31,3.18,fifth
moog-minitaur,299794__modularsamples__moog-minitaur-doubles-a3-doubles-58-64-vrkh.aiff,233.08,116.54,-12.00,29.41,0.04,-38.93,0.15,4.15,-16.56,-0.15,fifth
moog-minitaur,299795__modularsamples__moog-minitaur-doubles-a3-doubles-58-95-y0tv.aiff,233.08,124.19,-10.90,27.94,-1.68,14.85,4.23,-5.05,-1.52,-4.23,octave
moog-minitaur,299796__modularsamples__moog-minitaur-doubles-b3-doubles-59-32-ig4f.aiff,246.94,123.47,-12.00,31.05,0.41,-37.85,-2.65,4.23,-15.55,2.65,fifth
moog-minitaur,299797__modularsamples__moog-minitaur-doubles-b3-doubles-59-64-esod.aiff,246.94,123.47,-12.00,29.19,0.10,-36.70,0.95,5.91,-15.99,-0.95,fifth
moog-minitaur,299798__modularsamples__moog-minitaur-doubles-b3-doubles-59-95-ixn9.aiff,246.94,131.57,-10.90,29.41,-1.61,14.73,5.41,-6.03,-0.16,-5.41,octave
moog-minitaur,299799__modularsamples__moog-minitaur-doubles-c4-doubles-60-32-3v0h.aiff,261.63,130.81,-12.00,30.83,0.20,-39.47,-0.83,6.57,-16.25,0.83,fifth
moog-minitaur,299800__modularsamples__moog-minitaur-doubles-c4-doubles-60-64-ya3i.aiff,261.63,130.81,-12.00,29.58,-0.22,-37.81,4.53,9.33,-15.91,-4.53,fifth
moog-minitaur,299801__modularsamples__moog-minitaur-doubles-c4-doubles-60-95-2yyx.aiff,261.63,139.39,-10.90,28.63,-1.61,14.81,5.54,-5.54,0.08,-5.54,octave
moog-minitaur,299802__modularsamples__moog-minitaur-doubles-c4-doubles-61-32-sh4q.aiff,277.18,138.59,-12.00,30.30,0.49,-38.88,-3.21,6.24,-19.90,3.21,fifth
moog-minitaur,299803__modularsamples__moog-minitaur-doubles-c4-doubles-61-64-eabo.aiff,277.18,138.59,-12.00,28.56,-0.08,-39.11,3.70,8.37,-16.90,-3.70,fifth
moog-minitaur,299804__modularsamples__moog-minitaur-doubles-c4-doubles-61-95-1plm.aiff,277.18,147.68,-10.90,22.05,-1.41,17.86,9.77,-4.11,4.84,-9.77,octave
moog-minitaur,299805__modularsamples__moog-minitaur-doubles-d4-doubles-62-32-t0lh.aiff,293.66,146.83,-12.00,29.47,0.52,-38.42,-1.24,8.01,-15.62,1.24,fifth
moog-minitaur,299806__modularsamples__moog-minitaur-doubles-d4-doubles-62-64-tigq.aiff,293.66,156.46,-10.90,29.48,-1.59,21.87,-1.82,-6.56,-7.40,1.82,single
moog-minitaur,299807__modularsamples__moog-minitaur-doubles-d4-doubles-62-95-q987.aiff,293.66,156.46,-10.90,26.57,-1.57,14.46,6.78,-6.58,0.94,-6.78,octave
moog-minitaur,299808__modularsamples__moog-minitaur-doubles-d4-doubles-63-32-f7ts.aiff,311.13,155.56,-12.00,29.35,0.37,-35.83,-4.88,3.88,-17.17,4.88,fifth
moog-minitaur,299809__modularsamples__moog-minitaur-doubles-d4-doubles-63-64-ch2e.aiff,311.13,155.56,-12.00,26.50,-0.12,-28.02,-0.58,1.90,-18.08,0.58,?
moog-minitaur,299810__modularsamples__moog-minitaur-doubles-d4-doubles-63-95-jw1q.aiff,311.13,145.46,-13.16,24.59,-0.40,21.41,-13.99,9.61,-14.29,13.99,?
moog-minitaur,299811__modularsamples__moog-minitaur-doubles-e4-doubles-64-32-9kne.aiff,329.63,164.81,-12.00,23.75,0.38,-36.20,-4.64,4.90,-21.21,4.64,fifth
moog-minitaur,299812__modularsamples__moog-minitaur-doubles-e4-doubles-64-64-88vz.aiff,329.63,164.81,-12.00,22.74,-0.10,-28.14,-2.02,2.62,-20.42,2.02,?
moog-mt-pad,299838__modularsamples__moog-minitaur-mt-pad-c2-mt-pad-36-127.aiff,65.41,65.41,0.00,33.49,2.13,-4.43,-4.33,1.00,-0.03,4.33,single
moog-mt-pad,299839__modularsamples__moog-minitaur-mt-pad-c2-mt-pad-37-127.aiff,69.30,34.65,-12.00,39.20,0.02,-22.20,44.25,-6.46,23.48,-44.25,?
moog-mt-pad,299840__modularsamples__moog-minitaur-mt-pad-d2-mt-pad-38-127.aiff,73.42,73.42,0.00,64.44,0.94,-1.53,-4.60,1.07,-2.67,4.60,single
moog-mt-pad,299841__modularsamples__moog-minitaur-mt-pad-d2-mt-pad-39-127.aiff,77.78,77.78,0.00,62.55,1.20,3.06,-3.03,-1.50,-1.35,3.03,single
moog-mt-pad,299842__modularsamples__moog-minitaur-mt-pad-e2-mt-pad-40-127.aiff,82.41,82.41,0.00,59.71,1.18,1.58,-3.92,0.58,-2.06,3.92,single
moog-mt-pad,299843__modularsamples__moog-minitaur-mt-pad-e2-mt-pad-41-127.aiff,87.31,87.31,0.00,65.45,1.19,-0.05,-3.07,1.73,-1.47,3.07,single
moog-mt-pad,299844__modularsamples__moog-minitaur-mt-pad-f2-mt-pad-42-127.aiff,92.50,92.50,0.00,61.37,1.22,3.04,-3.51,1.07,-2.11,3.51,single
moog-mt-pad,299845__modularsamples__moog-minitaur-mt-pad-f2-mt-pad-43-127.aiff,98.00,98.00,0.00,65.71,1.18,-1.40,-3.87,2.67,-2.83,3.87,single
moog-mt-pad,299846__modularsamples__moog-minitaur-mt-pad-g2-mt-pad-44-127.aiff,103.83,103.83,0.00,60.65,1.37,1.22,-2.60,-2.09,-2.72,2.60,single
moog-mt-pad,299847__modularsamples__moog-minitaur-mt-pad-a2-mt-pad-45-127.aiff,110.00,110.00,0.00,61.88,1.36,-1.39,-2.20,0.58,-1.33,2.20,single
moog-mt-pad,299848__modularsamples__moog-minitaur-mt-pad-a2-mt-pad-46-127.aiff,116.54,116.54,0.00,61.71,1.43,-1.02,-1.88,-0.66,-1.54,1.88,single
moog-mt-pad,299849__modularsamples__moog-minitaur-mt-pad-b2-mt-pad-47-127.aiff,123.47,123.47,0.00,55.02,1.54,-6.91,-1.26,0.50,-0.43,1.26,single
moog-mt-pad,299850__modularsamples__moog-minitaur-mt-pad-c3-mt-pad-48-127.aiff,130.81,130.81,0.00,58.14,1.80,-3.91,-3.72,1.18,-2.66,3.72,single
moog-mt-pad,299851__modularsamples__moog-minitaur-mt-pad-c3-mt-pad-49-127.aiff,138.59,138.59,0.00,53.85,2.67,-10.23,-1.15,1.17,-1.35,1.15,?
moog-mt-pad,299852__modularsamples__moog-minitaur-mt-pad-d3-mt-pad-50-127.aiff,146.83,146.83,0.00,51.97,2.63,-15.56,-2.50,1.32,-1.84,2.50,?
moog-mt-pad,299853__modularsamples__moog-minitaur-mt-pad-d3-mt-pad-51-127.aiff,155.56,155.56,0.00,53.56,2.81,-15.01,-1.12,3.04,-1.07,1.12,fifth
moog-mt-pad,299854__modularsamples__moog-minitaur-mt-pad-e3-mt-pad-52-127.aiff,164.81,164.81,0.00,51.10,3.30,-14.57,-1.74,1.19,-1.42,1.74,?
moog-mt-pad,299855__modularsamples__moog-minitaur-mt-pad-e3-mt-pad-53-127.aiff,174.61,174.61,0.00,51.85,3.10,-12.14,-0.42,2.26,1.48,0.42,?
moog-mt-pad,299856__modularsamples__moog-minitaur-mt-pad-f3-mt-pad-54-127.aiff,185.00,185.00,0.00,49.99,3.22,-13.51,-2.54,4.91,2.26,2.54,?
moog-mt-pad,299857__modularsamples__moog-minitaur-mt-pad-f3-mt-pad-55-127.aiff,196.00,196.00,0.00,43.03,3.76,-15.42,-2.16,4.98,-1.89,2.16,fifth
moog-mt-pad,299858__modularsamples__moog-minitaur-mt-pad-g3-mt-pad-56-127.aiff,207.65,207.65,0.00,49.48,3.41,-11.62,-0.55,2.20,-0.14,0.55,?
moog-mt-pad,299859__modularsamples__moog-minitaur-mt-pad-a3-mt-pad-57-127.aiff,220.00,220.00,0.00,45.83,3.61,-14.75,-2.83,3.21,-2.87,2.83,?
moog-mt-pad,299860__modularsamples__moog-minitaur-mt-pad-a3-mt-pad-58-127.aiff,233.08,233.08,0.00,46.10,3.58,-17.46,-1.42,3.37,-0.26,1.42,fifth
moog-mt-pad,299861__modularsamples__moog-minitaur-mt-pad-b3-mt-pad-59-127.aiff,246.94,246.94,0.00,49.28,3.45,-14.88,2.03,3.20,2.95,-2.03,?
moog-mt-pad,299862__modularsamples__moog-minitaur-mt-pad-c4-mt-pad-60-127.aiff,261.63,261.63,0.00,44.54,3.72,-15.37,-0.33,5.31,-0.93,0.33,fifth
moog-mt-pad,299863__modularsamples__moog-minitaur-mt-pad-c4-mt-pad-61-127.aiff,277.18,277.18,0.00,46.60,3.69,-10.34,-0.96,2.70,0.87,0.96,?
moog-mt-pad,299864__modularsamples__moog-minitaur-mt-pad-d4-mt-pad-62-127.aiff,293.66,293.66,0.00,45.81,3.69,-15.16,-0.19,4.24,-0.29,0.19,fifth
moog-mt-pad,299865__modularsamples__moog-minitaur-mt-pad-d4-mt-pad-63-127.aiff,311.13,311.13,0.00,41.54,3.51,-6.22,2.30,2.03,4.92,-2.30,single
moog-mt-pad,299866__modularsamples__moog-minitaur-mt-pad-e4-mt-pad-64-127.aiff,329.63,329.63,0.00,44.66,3.49,-4.72,-1.09,-0.02,3.29,1.09,single
moog-mt-pad,299867__modularsamples__moog-minitaur-mt-pad-e4-mt-pad-65-127.aiff,349.23,349.23,0.00,41.03,3.56,-3.84,-0.13,2.80,4.94,0.13,single
moog-mt-pad,299868__modularsamples__moog-minitaur-mt-pad-f4-mt-pad-66-127.aiff,369.99,369.99,0.00,41.12,3.42,-5.95,-1.59,4.68,-1.10,1.59,?
moog-mt-pad,299869__modularsamples__moog-minitaur-mt-pad-f4-mt-pad-67-127.aiff,392.00,392.00,0.00,43.53,3.25,1.70,-2.25,4.05,-2.05,2.25,?
moog-mt-pad,299870__modularsamples__moog-minitaur-mt-pad-g4-mt-pad-68-127.aiff,415.30,415.30,0.00,42.99,3.15,5.96,-3.01,0.80,-4.49,3.01,single
moog-mt-pad,299871__modularsamples__moog-minitaur-mt-pad-a4-mt-pad-69-127.aiff,440.00,440.00,0.00,44.33,3.41,-3.45,-3.33,1.05,-2.05,3.33,single
moog-mt-pad,299872__modularsamples__moog-minitaur-mt-pad-a4-mt-pad-70-127.aiff,466.16,466.16,0.00,44.56,3.53,-3.29,-1.20,1.72,1.77,1.20,single
moog-mt-pad,299873__modularsamples__moog-minitaur-mt-pad-b4-mt-pad-71-127.aiff,493.88,493.88,0.00,44.64,3.30,5.07,-4.10,-0.75,-7.00,4.10,single
moog-mt-pad,299874__modularsamples__moog-minitaur-mt-pad-c5-mt-pad-72-127.aiff,523.25,523.25,0.00,80.67,1.21,2.44,-0.69,-0.47,-0.57,0.69,single
moog-simple-saw,278002__modularsamples__moog-minitaur-simple-saw-c2-simple-saw-36-127.aiff,65.41,65.03,-0.10,40.41,2.86,-3.95,0.26,0.45,0.04,-0.26,single
moog-simple-saw,278003__modularsamples__moog-minitaur-simple-saw-c2-simple-saw-37-127.aiff,69.30,68.90,-0.10,43.13,2.89,-3.94,0.25,0.49,0.07,-0.25,single
moog-simple-saw,278004__modularsamples__moog-minitaur-simple-saw-d2-simple-saw-38-127.aiff,73.42,72.99,-0.10,46.69,2.90,-4.25,0.20,0.57,0.04,-0.20,single
moog-simple-saw,278005__modularsamples__moog-minitaur-simple-saw-d2-simple-saw-39-127.aiff,77.78,77.78,0.00,42.21,2.95,-3.82,0.20,0.37,0.06,-0.20,single
moog-simple-saw,278006__modularsamples__moog-minitaur-simple-saw-e2-simple-saw-40-127.aiff,82.41,81.93,-0.10,43.81,2.96,-3.97,0.18,0.52,-0.00,-0.18,single
moog-simple-saw,278007__modularsamples__moog-minitaur-simple-saw-e2-simple-saw-41-127.aiff,87.31,86.80,-0.10,43.22,2.99,-4.03,0.19,0.52,0.01,-0.19,single
moog-simple-saw,278008__modularsamples__moog-minitaur-simple-saw-f2-simple-saw-42-127.aiff,92.50,92.50,0.00,44.89,3.03,-3.89,0.12,0.47,0.03,-0.12,single
moog-simple-saw,278009__modularsamples__moog-minitaur-simple-saw-f2-simple-saw-43-127.aiff,98.00,97.43,-0.10,45.01,3.04,-4.10,0.17,0.52,-0.03,-0.17,single
moog-simple-saw,278010__modularsamples__moog-minitaur-simple-saw-g2-simple-saw-44-127.aiff,103.83,103.23,-0.10,45.41,3.06,-4.28,0.13,0.57,-0.09,-0.13,single
moog-simple-saw,278011__modularsamples__moog-minitaur-simple-saw-a2-simple-saw-45-127.aiff,110.00,110.00,0.00,46.69,3.11,-4.09,0.20,0.45,0.03,-0.20,single
moog-simple-saw,278012__modularsamples__moog-minitaur-simple-saw-a2-simple-saw-46-127.aiff,116.54,116.54,0.00,45.86,3.13,-4.40,0.20,0.56,-0.01,-0.20,single
moog-simple-saw,278013__modularsamples__moog-minitaur-simple-saw-b2-simple-saw-47-127.aiff,123.47,123.47,0.00,44.95,3.16,-4.43,0.26,0.54,0.06,-0.26,single
moog-simple-saw,278014__modularsamples__moog-minitaur-simple-saw-c3-simple-saw-48-127.aiff,130.81,130.81,0.00,44.77,3.20,-4.34,0.19,0.56,0.05,-0.19,single
moog-simple-saw,278015__modularsamples__moog-minitaur-simple-saw-c3-simple-saw-49-127.aiff,138.59,138.59,0.00,44.12,3.23,-4.44,0.18,0.58,0.03,-0.18,single
moog-simple-saw,278016__modularsamples__moog-minitaur-simple-saw-d3-simple-saw-50-127.aiff,146.83,146.83,0.00,44.14,3.24,-4.62,0.17,0.64,-0.02,-0.17,single
moog-simple-saw,278017__modularsamples__moog-minitaur-simple-saw-d3-simple-saw-51-127.aiff,155.56,155.56,0.00,43.19,3.26,-4.84,0.21,0.61,0.00,-0.21,single
moog-simple-saw,278018__modularsamples__moog-minitaur-simple-saw-e3-simple-saw-52-127.aiff,164.81,164.81,0.00,44.13,3.30,-4.45,0.17,0.61,0.19,-0.17,single
moog-simple-saw,278019__modularsamples__moog-minitaur-simple-saw-e3-simple-saw-53-127.aiff,174.61,174.61,0.00,43.23,3.35,-4.67,0.18,0.57,-0.04,-0.18,single
moog-simple-saw,278020__modularsamples__moog-minitaur-simple-saw-f3-simple-saw-54-127.aiff,185.00,185.00,0.00,40.90,3.37,-4.92,0.26,0.62,0.10,-0.26,single
moog-simple-saw,278021__modularsamples__moog-minitaur-simple-saw-f3-simple-saw-55-127.aiff,196.00,196.00,0.00,42.18,3.41,-4.81,0.16,0.65,0.08,-0.16,single
moog-simple-saw,278022__modularsamples__moog-minitaur-simple-saw-g3-simple-saw-56-127.aiff,207.65,207.65,0.00,39.90,3.43,-4.87,0.23,0.65,0.18,-0.23,single
moog-simple-saw,278023__modularsamples__moog-minitaur-simple-saw-a3-simple-saw-57-127.aiff,220.00,220.00,0.00,41.17,3.45,-5.26,0.31,0.59,0.19,-0.31,single
moog-simple-saw,278024__modularsamples__moog-minitaur-simple-saw-a3-simple-saw-58-127.aiff,233.08,233.08,0.00,39.75,3.50,-5.12,0.13,0.66,0.06,-0.13,single
moog-simple-saw,278025__modularsamples__moog-minitaur-simple-saw-b3-simple-saw-59-127.aiff,246.94,246.94,0.00,38.44,3.53,-5.28,0.19,0.71,0.15,-0.19,single
moog-simple-saw,278026__modularsamples__moog-minitaur-simple-saw-c4-simple-saw-60-127.aiff,261.63,261.63,0.00,38.62,3.56,-5.36,0.38,0.62,0.25,-0.38,single
moog-simple-saw,278027__modularsamples__moog-minitaur-simple-saw-c4-simple-saw-61-127.aiff,277.18,277.18,0.00,38.89,3.59,-5.43,0.31,0.68,0.28,-0.31,single
moog-simple-saw,278028__modularsamples__moog-minitaur-simple-saw-d4-simple-saw-62-127.aiff,293.66,293.66,0.00,38.11,3.64,-5.66,0.20,0.83,0.13,-0.20,single
moog-simple-saw,278029__modularsamples__moog-minitaur-simple-saw-d4-simple-saw-63-127.aiff,311.13,311.13,0.00,36.96,3.67,-5.73,0.42,0.54,0.33,-0.42,single
moog-simple-saw,278030__modularsamples__moog-minitaur-simple-saw-e4-simple-saw-64-127.aiff,329.63,329.63,0.00,35.28,3.70,-5.93,0.31,0.84,0.14,-0.31,single
moog-simple-saw,278031__modularsamples__moog-minitaur-simple-saw-e4-simple-saw-65-127.aiff,349.23,349.23,0.00,36.60,3.73,-5.89,0.12,0.93,0.09,-0.12,single
moog-simple-saw,278032__modularsamples__moog-minitaur-simple-saw-f4-simple-saw-66-127.aiff,369.99,369.99,0.00,35.00,3.75,-5.95,0.36,0.77,0.02,-0.36,single
moog-simple-saw,278033__modularsamples__moog-minitaur-simple-saw-f4-simple-saw-67-127.aiff,392.00,392.00,0.00,36.50,3.78,-6.25,0.56,0.73,0.45,-0.56,single
moog-simple-saw,278034__modularsamples__moog-minitaur-simple-saw-g4-simple-saw-68-127.aiff,415.30,415.30,0.00,36.41,3.80,-6.21,0.28,0.88,0.38,-0.28,single
moog-simple-saw,278035__modularsamples__moog-minitaur-simple-saw-a4-simple-saw-69-127.aiff,440.00,440.00,0.00,38.49,3.87,-6.36,0.41,0.88,0.20,-0.41,single
moog-simple-saw,278036__modularsamples__moog-minitaur-simple-saw-a4-simple-saw-70-127.aiff,466.16,466.16,0.00,41.27,3.89,-6.33,0.54,0.92,0.77,-0.54,single
moog-simple-saw,278037__modularsamples__moog-minitaur-simple-saw-b4-simple-saw-71-127.aiff,493.88,493.88,0.00,43.87,3.92,-6.39,0.76,0.45,1.41,-0.76,single
moog-simple-saw,278038__modularsamples__moog-minitaur-simple-saw-c5-simple-saw-72-127.aiff,523.25,523.25,0.00,42.29,3.90,-5.87,0.39,1.24,1.02,-0.39,single
moog-simple-saw,278039__modularsamples__moog-minitaur-simple-saw-c5-simple-saw-73-127.aiff,554.37,523.25,-1.00,44.46,3.87,-5.83,0.43,1.35,1.14,-0.43,single
moog-simple-saw,278040__modularsamples__moog-minitaur-simple-saw-d5-simple-saw-74-127.aiff,587.33,523.25,-2.00,46.25,3.83,-5.69,0.49,1.26,1.07,-0.49,single
moog-simple-saw,278041__modularsamples__moog-minitaur-simple-saw-d5-simple-saw-75-127.aiff,622.25,523.25,-3.00,45.00,3.78,-5.46,0.30,1.12,0.88,-0.30,single
moog-simple-saw,278042__modularsamples__moog-minitaur-simple-saw-e5-simple-saw-76-127.aiff,659.26,523.25,-4.00,45.92,3.77,-5.51,0.25,1.12,0.91,-0.25,single
moog-simple-saw,278043__modularsamples__moog-minitaur-simple-saw-e5-simple-saw-77-127.aiff,698.46,523.25,-5.00,45.31,3.73,-5.43,0.40,1.25,1.04,-0.40,single
moog-simple-saw,278044__modularsamples__moog-minitaur-simple-saw-f5-simple-saw-78-127.aiff,739.99,523.25,-6.00,46.94,3.70,-5.32,0.43,1.21,1.03,-0.43,single
moog-simple-saw,278045__modularsamples__moog-minitaur-simple-saw-f5-simple-saw-79-127.aiff,783.99,523.25,-7.00,47.60,3.65,-5.14,0.41,1.20,1.00,-0.41,single
moog-simple-saw,278046__modularsamples__moog-minitaur-simple-saw-g5-simple-saw-80-127.aiff,830.61,523.25,-8.00,48.03,3.62,-5.10,0.26,1.13,0.93,-0.26,single
moog-simple-saw,278047__modularsamples__moog-minitaur-simple-saw-a5-simple-saw-81-127.aiff,880.00,523.25,-9.00,48.34,3.59,-5.01,0.27,1.13,0.95,-0.27,single
