filename,est_E,est_rho,est_h,est_Ly,est_T0,est_op_x,est_op_y,gt_E,gt_rho,gt_h,gt_Ly,gt_T0,gt_op_x,gt_op_y,est_mu,est_D_div_mu,est_T0_div_mu,refined_mu,refined_D_div_mu,refined_T0_div_mu,refined_Ly,refined_op_x,refined_op_y,gt_mu,gt_D_div_mu,gt_T0_div_mu,mu_orig,mu_refined,mu_gt,mu_orig_err,mu_refined_err,loss_orig,loss_refined,loss_delta,nmse_orig,nmse_refined,nmse_delta,nmse_summary_orig,sanity_ok,sanity_grid_min_mu,elapsed_s
random_IR_0012.npz,120238352078.99509,17800.30744867,0.00330992,1.44856998,380.86161528,0.54143227,0.84931144,130382238160.7445,8408.08377260675,0.0021845607900885,1.44857002751819,118.73653167705451,0.5414322732109044,0.8493113384913098,58.917593630501806,6.578062319926037,6.4643104344782145,18.36795520673001,6.578062319926037,6.4643104344782145,1.44856998,0.54143227,0.84931144,18.367970129416097,6.578049665998129,6.464325172594837,58.917593630501806,18.36795520673001,18.367970129416097,40.549623501085705,-1.4922686087714965e-05,1.4074073817482713e-07,4.550700528210827e-12,-1.4073618747429892e-07,0.025474014155116336,1.1529403855468953e-14,-0.025474014155104807,0.02547394,True,18.806842105263158,0.393
random_IR_0013.npz,111570473722.41754,5667.33039805,0.00282502,2.74314432,968.43739647,0.96535518,0.66609869,155119813820.09543,4196.081602258703,0.0020615579637577,2.743144217199068,523.252820986165,0.965355136812345,0.6660987867011486,16.010321721099213,13.965653931413224,60.48831580902863,8.650465441725874,13.965653931413224,60.48831580902863,2.74314432,0.96535518,0.66609869,8.650465443713598,13.965674871627598,60.48840081390296,16.010321721099213,8.650465441725874,8.650465443713598,7.3598562773856155,-1.987723763363647e-09,2.3520627223660995e-08,1.829422897892119e-12,-2.3518797800763103e-08,0.000839194058800022,1.6917148955153066e-14,-0.0008391940587831048,0.0008392,True,7.888947368421054,0.478
random_IR_0014.npz,185041062835.1103,12235.46239257,0.00136454,3.03549005,994.95740514,0.79739128,0.51985265,95028278387.08888,7870.83454740738,0.0015271914496175,3.035490101894677,716.3300408465243,0.7973913380569407,0.5198526976318718,16.695777853157466,2.5030397550585914,59.593354313338324,12.020272661340037,2.5030397550585914,59.593354313338324,3.03549005,0.79739128,0.51985265,12.020271222154577,2.5030327003928234,59.59350064632947,16.695777853157466,12.020272661340037,12.020271222154577,4.675506631002889,1.4391854605833032e-06,3.624292332915502e-08,3.241398902759096e-12,-3.623968193025226e-08,0.0003386734001969149,2.5279530176954823e-14,-0.00033867340017163536,0.00033867,True,13.347894736842106,1.097
random_IR_0015.npz,76829785499.73698,6478.2471688,0.00144661,3.50392597,830.66025769,0.98147235,0.63188905,179484685384.75702,7506.149896012699,0.0010187819047701,3.503926084730353,677.8197586308621,0.9814723871075448,0.6318890403247794,9.371497136857768,2.2060863637705155,88.63687899162264,7.647126364054156,2.2060863637705155,88.63687899162264,3.50392597,0.98147235,0.63188905,7.647129688549706,2.2060740593991834,88.63714703907578,9.371497136857768,7.647126364054156,7.647129688549706,1.7243674483080618,-3.3244955499611706e-06,9.833443392892605e-09,5.347211822631648e-12,-9.828096181069973e-09,4.60663036400773e-05,7.278868786136358e-14,-4.606630356728861e-05,4.606e-05,True,7.888947368421054,1.315
random_IR_0016.npz,114120150001.0259,7581.31559934,0.0049202,2.7708562,956.76945749,0.72909152,0.9247402,212770598762.0987,6623.934693643624,0.0033681677250873,2.770856269811727,572.2561832718154,0.7290914355226374,0.9247402495108528,37.301589011872665,32.391476777406076,25.64956300348147,22.31051915705924,32.391476777406076,25.64956300348147,2.7708562,0.72909152,0.9247402,22.31052304821649,32.39145608935976,25.649608574172884,37.301589011872665,22.31051915705924,22.31052304821649,14.991065963656176,-3.89115724885869e-06,1.2572051844017551e-08,5.558150511023041e-13,-1.2571496028966449e-08,0.0034816792861685607,1.0797544372872873e-14,-0.0034816792861577634,0.00348167,True,24.26578947368421,0.351
random_IR_0017.npz,89230582261.37634,7423.97159969,0.00285399,3.1284898,796.64457794,0.79482363,0.94205035,201808789158.0077,9884.307927923312,0.0021897478034205,3.1284898984207627,813.7996817242802,0.7948237075915707,0.9420503273088778,21.187940705799264,8.702214756922368,37.598962022862075,21.644139286144686,8.702214756922368,37.598962022862075,3.1284898,0.79482363,0.94205035,21.644141573501905,8.70220853626461,37.599074047851545,21.187940705799264,21.644139286144686,21.644141573501905,-0.45620086770264123,-2.2873572191883795e-06,7.688381598036642e-10,6.801745039593243e-13,-7.681579852997049e-10,3.2243037598421836e-06,1.7320037525956044e-14,-3.2243037425221463e-06,3.22e-06,True,24.26578947368421,0.646
random_IR_0018.npz,103571842681.4922,20208.2711657,0.00490794,3.10834159,624.66815768,0.71768907,0.80713272,165530500482.13452,20404.372332796607,0.0039010171192785,3.108341611225521,501.329368682883,0.717688973793508,0.8071326749226829,99.18098238498567,10.973837105677406,6.298265480525874,79.59775155376369,10.973837105677406,6.298265480525874,3.10834159,0.71768907,0.80713272,79.59780577837215,10.973823687273573,6.298281262661405,99.18098238498567,79.59775155376369,79.59780577837215,19.58317660661352,-5.422460846205013e-05,2.567214441029364e-09,1.975991120945278e-13,-2.5670168419172695e-09,0.005941416725600206,5.438585286692039e-14,-0.00594141672554582,0.00594138,True,78.85526315789475,0.585
random_IR_0019.npz,103235944526.81696,8159.45381107,0.00280791,1.15566022,869.60889592,0.72009648,0.5763823,161556360636.82275,7883.459015556348,0.0022062992666981,1.1556602750970673,660.1769357573102,0.7200966634634254,0.5763822914690007,22.911011950641562,8.867142582091448,37.95593567815536,17.393273304380862,8.867142582091448,37.95593567815536,1.15566022,0.72009648,0.5763823,17.393269845066495,8.86714001117632,37.95588418037254,22.911011950641562,17.393273304380862,17.393269845066495,5.517742105575067,3.4593143674044313e-06,7.756129605240858e-08,2.8685489313756696e-12,-7.75584275034772e-08,0.00047167898750182375,2.6297807996567738e-14,-0.00047167898747552594,0.00047168,True,18.806842105263158,0.302
random_IR_0020.npz,131659957303.32864,17331.59511177,0.00422758,1.96501869,997.93198322,0.82953054,0.72139509,166939725438.14145,13227.314678372082,0.003279859642805,1.9650187452724888,590.8768525205608,0.8295306023008275,0.7213950333626472,73.27070486261661,12.0683062363448,13.619795047572335,43.38372989498672,12.0683062363448,13.619795047572335,1.96501869,0.82953054,0.72139509,43.383735596274796,12.068297428414555,13.619778112682791,73.27070486261661,43.38372989498672,43.383735596274796,29.886969266341815,-5.701288074533295e-06,1.7207218760972864e-08,5.755498616762111e-13,-1.7206643211111188e-08,0.013838451225288597,6.08769583540568e-15,-0.01383845122528251,0.01383842,True,46.101578947368424,0.392
random_IR_0021.npz,80255217982.85382,21208.39316158,0.00399854,3.69998517,779.41043548,0.85490539,0.5591111,190347680324.05112,19198.15907429464,0.0024702474801915,3.699985127968082,435.87056661637416,0.8549054059347795,0.5591111747830275,84.8026083923041,5.377939104164032,9.190878090381146,47.42424198075039,5.377939104164032,9.190878090381146,3.69998517,0.85490539,0.5591111,47.42420407759191,5.3779456666408,9.19088838904361,84.8026083923041,47.42424198075039,47.42420407759191,37.378404314712185,3.790315847851389e-05,8.359987369033206e-09,3.1231823225709443e-13,-8.359675050800949e-09,0.021645381676836623,2.6632943377340456e-14,-0.02164538167680999,0.02164543,True,46.101578947368424,0.922
random_IR_0022.npz,152246700102.69574,4179.66881222,0.00394653,3.76649968,815.29119533,0.58962136,0.81162417,199823286777.3368,5239.628127570282,0.0038569651981964,3.766499579859553,998.8470180978009,0.5896215379914237,0.8116241864990836,16.495188357490598,50.429459351035376,49.42600094407347,20.20906542355523,50.429459351035376,49.42600094407347,3.76649968,0.58962136,0.81162417,20.209063339529546,50.429487111863814,49.42569585320788,16.495188357490598,20.20906542355523,20.209063339529546,-3.7138749820389485,2.0840256844678606e-06,5.017374959948029e-09,2.8934260586435667e-13,-5.0170856173421645e-09,0.00021368709457743792,1.1723375988286153e-13,-0.00021368709446020417,0.00021369,True,18.806842105263158,0.373
random_IR_0023.npz,156458826327.83612,13728.01015489,0.00408272,1.45907797,784.70567402,0.54389202,0.85174015,129299044475.57794,13129.093885954357,0.0043920329172889,1.4590779502633804,807.3208855354235,0.5438918277730177,0.8517400988408361,56.047621619572496,16.88648063919197,14.000695325597391,57.66341584785561,16.88648063919197,14.000695325597391,1.45907797,0.54389202,0.85174015,57.663412521287974,16.886483181673185,14.0005741983685,56.047621619572496,57.66341584785561,57.663412521287974,-1.615790901715478,3.326567636463551e-06,1.306712515969366e-09,4.3976318897173683e-13,-1.3062727527803943e-09,4.04477204387957e-05,4.2111778288859784e-14,-4.044772039668392e-05,4.045e-05,True,57.01947368421053,0.284
random_IR_0024.npz,115204825089.10976,15265.73052767,0.00436941,2.41527377,715.59580085,0.5157401,0.68638921,197937911386.0695,20769.80429405425,0.0038882223978813,2.4152737797664,866.3836621053699,0.515739901250651,0.6863892515943983,66.70223562490658,12.80696289078086,10.728213142271306,80.75764841817724,12.80696289078086,10.728213142271306,2.41527377,0.5157401,0.68638921,80.75761825575294,12.806965861436364,10.728197299747027,66.70223562490658,80.75764841817724,80.75761825575294,-14.055382630846367,3.01624242950993e-05,4.534412845202951e-09,1.64225200821079e-13,-4.53424862000213e-09,0.0030606176562595756,4.300103830822534e-14,-0.0030606176562165744,0.00306062,True,78.85526315789475,0.45
random_IR_0025.npz,137502648479.72284,5617.3440575,0.00181266,3.21697224,911.41197192,0.51907565,0.89891186,97599468309.14922,3451.554180777968,0.0016865187090457,3.216972631029768,521.0413958380673,0.5190756792857009,0.8989118746451361,10.18233487926795,7.149245629666218,89.50913348722284,5.821121392150724,7.149245629666218,89.50913348722284,3.21697224,0.51907565,0.89891186,5.821110701166948,7.1492841875356605,89.50893095601413,10.18233487926795,5.821121392150724,5.821110701166948,4.361224178101002,1.0690983776484586e-05,7.062549656211559e-08,8.256032142661685e-12,-7.061724052997292e-08,0.00029467314324189763,5.2052687083971024e-14,-0.0002946731431898449,0.00029468,True,7.888947368421054,0.722
random_IR_0026.npz,162708626062.94775,20418.02488893,0.0018065,1.74938154,917.1723664,0.59070021,0.8145243,71871356218.2901,15672.990756162417,0.0023814067227876,1.7493815953751024,928.0820126526562,0.5907001366839773,0.8145244167348842,36.88516196185204,2.3116403063654944,24.86561852022156,37.323762971824394,2.3116403063654944,24.86561852022156,1.74938154,0.59070021,0.8145243,37.323765552913095,2.3116314307873376,24.86571220518826,36.88516196185204,37.323762971824394,37.323765552913095,-0.43860359106105307,-2.5810887009924954e-06,1.2737598753531643e-09,3.3885288238527655e-12,-1.2703713465293115e-09,2.9803557240879743e-06,2.2317542404988075e-14,-2.980355701770432e-06,2.98e-06,True,35.183684210526316,0.698
random_IR_0027.npz,127922537758.31972,12202.50577188,0.00196798,2.77396304,822.72560722,0.79905579,0.86775973,148951818862.8186,13972.559972158844,0.001951571285498,2.773962906952086,934.2146557848146,0.7990558884137398,0.8677597944632172,24.0142873089444,3.609000010178836,34.259838596732635,27.26844877916035,3.609000010178836,34.259838596732635,2.77396304,0.79905579,0.86775973,27.268446826563935,3.6089938747074815,34.25991446182173,24.0142873089444,27.26844877916035,27.268446826563935,-3.2541595176195344,1.952596416998631e-06,7.0791923434398996e-09,1.1633384143158731e-12,-7.078029005025584e-09,0.00016405950981026427,1.5837242508843913e-14,-0.00016405950979442703,0.00016406,True,29.724736842105266,0.85
random_IR_0028.npz,81192413737.82292,7363.46150774,0.00466302,2.00464041,468.59771535,0.87237989,0.75032481,211488975667.54184,5930.42851055032,0.0025928842488643,2.0046404868908456,209.8516505376324,0.8723798895741509,0.7503248162226079,34.33596827982178,21.311571014929545,13.647429760277966,15.376915405277014,21.311571014929545,13.647429760277966,2.00464041,0.87237989,0.75032481,15.376914674021696,21.311567565967618,13.647188333051181,34.33596827982178,15.376915405277014,15.376914674021696,18.95905360580008,7.312553176319625e-07,4.3130995663887006e-08,1.0866565893635771e-12,-4.312990900729764e-08,0.0055687412945850424,5.75648528497902e-14,-0.005568741294527477,0.00556874,True,13.347894736842106,0.324
