filename,target_npz,runtime,best_loss,optimizer,loss_name,num_particles,max_iter,w,c1,c2,gt_loss,nmse,gt_available,mu,D_mu,T0_mu,E,rho,h,Ly,T0,op_x,op_y,gt_E,gt_rho,gt_h,gt_Ly,gt_T0,gt_op_x,gt_op_y
random_IR_0071.npz,random_IR_0071.npz,0.198,1.33682668,PSO,MSS,10,5,0.2,2.0,1.0,0.74356258,0.04386995,True,80.72965059,14.84030839,7.29721282,181897836273.88525,19220.56176377,0.00420017,1.89082386,589.10144148,0.76069359,0.73056692,151467976333.87152,10076.58690171,0.00336892,1.89698835,896.76219061,0.64310986,0.73316763
random_IR_0072.npz,random_IR_0072.npz,0.238,1.78721845,PSO,MSS,10,5,0.2,2.0,1.0,0.89023876,0.07716026,True,82.18617244,7.25822826,1.3783144,95052784917.6814,19885.03701798,0.00413307,1.72815522,113.27838526,0.74908808,0.80710488,124074334173.75436,8265.15952842,0.00199365,2.26496925,505.87132516,0.76723552,0.87779156
random_IR_0073.npz,random_IR_0073.npz,0.151,1.54159963,PSO,MSS,10,5,0.2,2.0,1.0,0.69927478,0.0175382,True,18.44416273,53.32772918,20.37817345,144887369512.9851,4347.24651852,0.00424272,1.74405232,375.85834736,0.72473499,0.70257028,105807306211.29388,3345.37756434,0.00469664,2.06717165,862.31992365,0.7286064,0.56126767
random_IR_0074.npz,random_IR_0074.npz,0.23,1.29966569,PSO,MSS,10,5,0.2,2.0,1.0,0.63173592,0.00830567,True,41.87764041,14.28046891,17.55201696,144354367686.3369,11636.78780372,0.00359873,1.65261085,735.03705456,0.59149646,0.64435026,175710845616.51886,14130.82725704,0.00396039,2.11058037,680.517676,0.61041261,0.67743208
random_IR_0075.npz,random_IR_0075.npz,0.262,1.63575983,PSO,MSS,10,5,0.2,2.0,1.0,0.77609861,0.07224946,True,37.87821082,17.08492872,6.94492711,176696202174.11765,10966.8055973,0.0034539,1.91833594,263.06141312,0.76267176,0.75346106,71625994474.91534,7744.75343778,0.00451694,3.0611032,543.68261705,0.85806505,0.51386321
random_IR_0076.npz,random_IR_0076.npz,0.218,1.60785604,PSO,MSS,10,5,0.2,2.0,1.0,0.64500046,0.08275663,True,61.7098007,7.74418826,6.76012224,85239122775.61523,15502.66199857,0.00398059,1.31019506,417.16579593,0.5214902,0.86768428,129109175261.1474,4112.49744662,0.00312215,2.1807693,922.11224065,0.52191347,0.67787938
random_IR_0077.npz,random_IR_0077.npz,0.41,1.67290294,PSO,MSS,10,5,0.2,2.0,1.0,0.92133874,0.01587067,True,35.94711102,5.52883239,19.00514521,129273189704.71204,13900.06511725,0.00258611,2.75074055,683.18006478,0.7726684,0.81924061,155302457335.1123,4605.22078655,0.00211627,2.90447007,209.75785216,0.8506823,0.839259
random_IR_0078.npz,random_IR_0078.npz,0.474,2.10543227,PSO,MSS,10,5,0.2,2.0,1.0,1.26164973,0.02618852,True,15.04581229,4.8288884,38.32925504,168600226959.4688,8889.89396444,0.00169246,3.66266194,576.69477667,0.8747219,0.67649205,157077160325.4541,13717.37405744,0.00101081,3.85169696,647.20018193,0.98175746,0.51826712
random_IR_0079.npz,random_IR_0079.npz,0.277,1.48214757,PSO,MSS,10,5,0.2,2.0,1.0,0.67822731,0.04401906,True,4.97741723,24.08348952,103.26945306,156921576687.2692,2430.0,0.00204832,2.88892033,514.01515482,0.71764367,0.7626238,187998544973.79297,8708.53954842,0.00425471,3.11979905,509.81209855,0.55764903,0.72659746
random_IR_0080.npz,random_IR_0080.npz,0.231,2.05064416,PSO,MSS,10,5,0.2,2.0,1.0,0.98536468,0.03809261,True,28.58510085,26.98829309,20.72084412,164061883689.06488,7614.7047753,0.00375393,2.80092166,592.30741887,0.8972282,0.72913215,129776139091.58922,6711.87862891,0.00377583,2.60786189,90.89482318,0.81541439,0.94461078
random_IR_0081.npz,random_IR_0081.npz,0.236,2.14095402,PSO,MSS,10,5,0.2,2.0,1.0,1.20266736,0.03816464,True,29.77494554,10.46494258,21.03051648,192682988774.2126,11321.01375128,0.00263006,2.55977141,626.18248294,0.77912251,0.90805451,143916276455.23456,18819.5718134,0.00153385,2.89459589,980.58032699,0.96195051,0.77527659
random_IR_0082.npz,random_IR_0082.npz,0.261,1.32556701,PSO,MSS,10,5,0.2,2.0,1.0,0.67137682,0.0838963,True,49.87809529,4.80664096,10.83085931,108177746857.04565,17073.44458416,0.00292138,2.03362282,540.22263301,0.58602383,0.77876057,72513174066.57114,19721.91684263,0.00431959,3.7775876,968.28672743,0.59563828,0.70067599
random_IR_0083.npz,random_IR_0083.npz,0.441,1.67731464,PSO,MSS,10,5,0.2,2.0,1.0,1.1191287,0.01783843,True,26.13994312,3.04144673,23.64792594,175116201410.28076,15178.68992171,0.00172215,3.33036701,618.15543899,0.869055,0.65266148,135298345568.93004,19092.52772243,0.00220012,3.86121382,160.47603921,0.95485904,0.58851293
random_IR_0084.npz,random_IR_0084.npz,0.262,1.81160975,PSO,MSS,10,5,0.2,2.0,1.0,0.69040096,0.1421419,True,21.5948543,4.17234912,34.29461497,141417348574.8643,11200.13767381,0.00192809,1.4335252,740.58721348,0.58591092,0.88343382,104852009597.49052,15523.50711947,0.00276106,3.01724078,76.49600416,0.52941161,0.53937271
random_IR_0085.npz,random_IR_0085.npz,0.391,1.56079483,PSO,MSS,10,5,0.2,2.0,1.0,0.64364064,0.20626699,True,17.64509671,29.47462265,26.83692826,173941282172.63318,5466.17240759,0.00322805,3.59286996,473.54019447,0.6035099,0.64862996,169905093628.36777,19313.57231562,0.00463093,1.27712776,739.88651899,0.76918057,0.65917872
random_IR_0086.npz,random_IR_0086.npz,0.235,1.50610495,PSO,MSS,10,5,0.2,2.0,1.0,0.73557043,0.1809685,True,39.53993384,7.535116,9.44536449,154343750234.11017,14172.27225246,0.00278995,1.1,373.46908709,0.71147086,0.7156961,216867620188.3252,9541.00928856,0.00244876,3.99409053,470.65424272,0.59558261,0.67071412
random_IR_0087.npz,random_IR_0087.npz,0.336,1.77577209,PSO,MSS,10,5,0.2,2.0,1.0,0.75426519,0.06655195,True,57.04201287,7.98071803,6.68000255,104778073395.04135,15601.09930754,0.00365628,3.40582331,381.04079152,0.83916699,0.83110169,110451996444.60149,11409.75425408,0.00125283,3.07301113,607.25330152,0.62682251,0.76211124
random_IR_0088.npz,random_IR_0088.npz,0.338,1.51065302,PSO,MSS,10,5,0.2,2.0,1.0,0.63963461,0.02256992,True,46.05671929,2.54583868,20.24231139,119454344519.7727,20682.42769531,0.00222685,1.68227225,932.29445354,0.51,0.81912241,87416233057.07742,20675.2814396,0.00282608,2.16698998,337.48400699,0.55743394,0.67826195
random_IR_0089.npz,random_IR_0089.npz,0.547,1.81913602,PSO,MSS,10,5,0.2,2.0,1.0,0.83581918,0.11605095,True,16.92090863,0.76633288,47.88002664,145879296308.7019,16920.90862938,0.001,2.24507785,810.17355602,0.89012474,0.55139388,120839628417.53552,21216.42628574,0.00363671,2.81397801,397.2627746,0.86348927,0.82241552
random_IR_0090.npz,random_IR_0090.npz,0.271,1.49451613,PSO,MSS,10,5,0.2,2.0,1.0,0.73875135,0.03190915,True,64.58808607,20.58532035,10.59576701,157371499442.0393,14152.73105146,0.00456365,3.41207221,684.36031159,0.87023427,0.56130586,173832017106.19846,16803.76511792,0.0049049,3.4578562,889.79475851,0.6743941,0.58236593
random_IR_0091.npz,random_IR_0091.npz,0.229,1.94822598,PSO,MSS,10,5,0.2,2.0,1.0,1.16797686,0.05760924,True,60.12945422,7.40658145,6.56908942,148529917363.86108,18609.70030596,0.00323108,1.73771551,394.99576155,0.92691038,0.77975627,185281783770.39536,12243.52994424,0.00196761,1.28164441,432.28715837,0.97978305,0.56748704
random_IR_0092.npz,random_IR_0092.npz,0.253,2.28872871,PSO,MSS,10,5,0.2,2.0,1.0,1.31690109,0.02789071,True,48.76267731,13.08642534,2.74656709,102576627555.24591,11832.68534035,0.00412102,1.83257722,133.92996488,0.82665741,0.7683971,210182308273.16864,18375.22715052,0.00335878,1.41031201,745.40061997,0.99187886,0.70590283
random_IR_0093.npz,random_IR_0093.npz,0.487,1.53079438,PSO,MSS,10,5,0.2,2.0,1.0,0.83857358,0.0356917,True,18.49759608,0.53833499,38.4068045,70225991960.20207,15830.97919037,0.00116844,1.49420993,710.43355647,0.74595979,0.72395787,198895577165.2347,14777.12481869,0.00159123,2.20297203,684.93758934,0.55765642,0.75391068
random_IR_0094.npz,random_IR_0094.npz,0.592,1.50678253,PSO,MSS,10,5,0.2,2.0,1.0,0.70439911,0.03187574,True,19.9084286,1.8173545,21.96792148,216000107823.3604,16118.02849916,0.00123517,3.01987108,437.34679638,0.54759206,0.58874047,75955843102.0405,18590.11972469,0.00196623,2.7851376,169.03371588,0.74060424,0.56675866
random_IR_0095.npz,random_IR_0095.npz,0.293,1.27330768,PSO,MSS,10,5,0.2,2.0,1.0,0.69539201,0.0350149,True,47.70768875,10.40096718,8.25466805,147456146293.48267,14208.1585621,0.00335777,2.52694385,393.81113404,0.7231156,0.67026207,84949281320.02866,18543.94844909,0.00491985,2.42547041,423.71211639,0.64291352,0.70785844
random_IR_0096.npz,random_IR_0096.npz,0.252,1.37346649,PSO,MSS,10,5,0.2,2.0,1.0,0.75068951,0.01045131,True,39.14920066,10.57306082,11.1282299,71450927828.45827,9728.22199931,0.00402429,2.05119341,435.66130549,0.63761396,0.75079119,164795595581.48505,15848.81712611,0.00368553,2.25945521,344.72468019,0.70558896,0.72156246
random_IR_0097.npz,random_IR_0097.npz,0.317,1.51239944,PSO,MSS,10,5,0.2,2.0,1.0,0.77580136,0.06071828,True,20.25540846,3.72746168,22.06107663,110642994630.43286,10267.86321138,0.0019727,1.97305628,446.85611832,0.6279151,0.76924711,178130397055.92877,14714.31782894,0.00128017,2.88213033,822.40851429,0.77309227,0.56413378
random_IR_0098.npz,random_IR_0098.npz,0.241,1.52255857,PSO,MSS,10,5,0.2,2.0,1.0,0.70105147,0.01019908,True,21.70159205,23.39211426,5.61800263,99734639153.84668,5630.35446741,0.00385439,1.90073627,121.91960128,0.62076486,0.78830961,179799899117.26105,2993.06610821,0.00262149,2.27460328,321.04977961,0.56379438,0.80709099
random_IR_0099.npz,random_IR_0099.npz,0.488,1.87297702,PSO,MSS,10,5,0.2,2.0,1.0,0.84426278,0.09226775,True,18.36173638,2.90418835,52.48167339,163037312509.17908,11893.57459984,0.00154384,3.62222446,963.65465151,0.84055202,0.66137573,199676575343.09543,4372.0053156,0.00353915,3.13933074,959.14266056,0.52430322,0.77210926
random_IR_0100.npz,random_IR_0100.npz,0.309,1.77814102,PSO,MSS,10,5,0.2,2.0,1.0,0.82950515,0.03000434,True,19.67938298,13.65691725,42.63761798,133559118825.91614,6956.60108093,0.00282888,1.80747042,839.08201339,0.75981352,0.732754,69925803309.64954,6012.65800087,0.00309674,2.27230649,365.10622606,0.76389341,0.92296066
