step,epoch,epoch,lr-Adam,lw/param_w,lw/perc_w,lw/sw_w,train/param,train/param_grad/AMP_0,train/param_grad/AMP_1,train/param_grad/BFRQ_0,train/param_grad/CUTOFF_0,train/param_grad/MULT_0,train/param_grad/M_OSC_0,train/param_grad/M_OSC_1,train/param_grad/Q_FILT_0,train/perc,train/spec,train/total,train/wave,val_id/loud,val_id/lsd,val_id/mfcc,val_id/param,val_id/perc,val_id/spec,val_id/wave,val_ood/loud,val_ood/lsd,val_ood/mfcc,val_ood/param,val_ood/perc,val_ood/spec,val_ood/wave
21999,87,87,0.000417121,7.50013,0,0.249987,0.342146,0.000292781,7.68503e-05,1.04401,0.000157822,0.124335,0.0153581,0.00996686,0.0239459,0,1.90477,2.24691,0,7.60931,15.4026,1.59833,0.0648291,0,7.70259,0,8.58593,17.329,2.74743,0,0,11.019,0
22049,88,,0.00041295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22099,88,,0.00041295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22149,88,,0.00041295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22199,88,,0.00041295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22249,88,88,0.00041295,7.43347,0,0.256653,0.325727,0.000313912,7.52389e-05,1.14211,0.000161209,0.111797,0.0157857,0.00982372,0.0243456,0,1.93435,2.26008,0,7.5657,15.2649,1.58958,0.0636267,0,7.76507,0,8.70734,17.3723,2.76628,0,0,11.0318,0
22299,89,,0.00040882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22349,89,,0.00040882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22399,89,,0.00040882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22449,89,,0.00040882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
