filename,target_npz,runtime,best_loss,n_restarts_run,total_evaluations,cmaes_gen_count,best_popsize,loss_name,gt_loss,terrain_mean,early_threshold,tolfun_eff,nmse,gt_available,mu,D_mu,T0_mu,E,rho,h,Ly,T0,op_x,op_y,gt_E,gt_rho,gt_h,gt_Ly,gt_T0,gt_op_x,gt_op_y
random_IR_0001.npz,random_IR_0001.npz,684.391135931015,21.22697448730469,20,20573,467,49,EDR,0.06692421436309814,194.3831634521484,1.912928487122059,1.010444444036484,0.04278416458845693,True,31.25896746078929,2.969081009450493,4.527863675961269,129978747975.8128,15608.06310009775,0.002002744815953078,3.988454521700274,141.5363433137631,0.8970816530297284,0.6947166521402389,131819184298.8524,12673.80384034166,0.0038607574654896,2.691559161389242,602.7673484378831,0.8264881154026615,0.7244177335187193
random_IR_0002.npz,random_IR_0002.npz,144.5608017444611,14.35412788391113,1,14820,390,38,EDR,57.80302047729492,631.0646362304688,63.24900582695008,2.980960401916504,0.03204372757624797,True,64.8052253573056,32.77537871595912,8.665193888299013,211083986498.1612,13396.51081339304,0.004837470462272695,3.931323052750074,561.5498426959648,0.9723679684829067,0.9946722570562874,147920922722.1944,17314.43071595409,0.0048546510420041,3.686141702268032,383.4476844105894,0.7883418349360268,0.9635423527634041
random_IR_0003.npz,random_IR_0003.npz,927.9704313278198,14.23784923553467,20,36134,760,54,EDR,0.009603806771337986,152.0988006591797,1.454451176869217,0.7908638236325234,0.03446261259995975,True,35.9958277676196,2.780848926633008,27.74720243027059,146306782109.1465,18231.10350859937,0.00197441848490635,2.450516803494671,998.7835197132961,0.846177622598185,0.9986612008848894,186057982895.3271,18083.25309630123,0.0013485171988061,1.306004568773872,20.22819525635132,0.9363059526409414,0.9895229876940544
random_IR_0004.npz,random_IR_0004.npz,1842.262252092361,11.52801990509033,20,14280,340,42,EDR,0.0002446105354465544,330.5157775878906,3.140142173820321,1.718680771482247,0.05712746390821811,True,13.41868466068034,1.349991703134443,11.0160372930214,149685707708.718,12107.06486263256,0.001108335076497028,3.720616959675561,147.8207306453488,0.8480220140852487,0.9376584090646809,164907916263.1111,4653.559206335945,0.0028459174490117,3.417559836228498,780.5313709946926,0.5802431108304328,0.972887769354296
random_IR_0005.npz,random_IR_0005.npz,1266.889678239822,16.38701438903809,20,47851,971,57,EDR,0.5533329844474792,310.1693115234375,3.494684780567884,1.610003088402748,0.09308080084534237,True,12.81602181825716,77.7024852232252,49.2767355282194,218494671535.6534,3449.742121761455,0.003715066624085292,2.240585934770071,631.5317176621477,0.5421329874982526,0.6287700220787878,136791000829.1319,16985.59336136327,0.002658647759962,2.613360133075208,264.5629665485059,0.7885326349456379,0.519207002213814
random_IR_0006.npz,random_IR_0006.npz,1228.071239709854,11.95457649230957,20,36314,771,34,EDR,0.0004455237649381161,294.7770690917969,2.800823447661241,1.532838442553766,0.09255163222998876,True,9.608038240109927,2.538870996858818,96.54089485314498,108263063201.3722,7046.695954224975,0.001363481311315731,3.942196766480504,927.5686094834485,0.6945207627134015,0.8258918268582699,171318505762.8329,20172.46387607493,0.0034483828908896,2.891142941520044,616.9378275347882,0.6861588712811552,0.7241456573616774
random_IR_0007.npz,random_IR_0007.npz,1840.833068609238,10.30583095550537,20,62931,1375,56,EDR,0.003637878457084298,194.3677673339844,1.850097108284594,1.010693473168742,0.04070932651229119,True,22.43992596778252,0.9067475979509018,32.28410544393415,95376283760.96846,16760.2863124209,0.001338874858668284,1.907234207249456,724.4529360979669,0.5709278847272271,0.7914367341959831,99188531844.29764,15037.9919488214,0.001240901886517,3.123130468189068,666.7700477785132,0.5731738858508781,0.6645598919528501
random_IR_0008.npz,random_IR_0008.npz,673.9223916530609,14.83787155151367,20,31391,761,44,EDR,0.002179440343752503,178.6750030517578,1.699571264652186,0.929098682779353,0.06790573697973,True,10.18698228781802,8.634223863902371,58.55055292665813,133912135540.3317,5230.12100600238,0.001947752695611988,1.695336432600871,596.4534456058177,0.6796604369992043,0.5100518350534672,82612856044.4483,21011.42815551345,0.0032807870816715,2.154761235733606,438.6071274471857,0.612349610486469,0.5890416637636482
random_IR_0009.npz,random_IR_0009.npz,1249.044132232666,12.16828346252441,20,33770,680,52,EDR,0.0002484228170942515,285.4309997558594,2.711840560480996,1.48423990693182,0.004085720563776025,True,11.74396341063319,1.558155324499276,26.95197214216411,162223735470.9861,10847.42947753086,0.001082649436436474,3.073356181729056,316.5229746819804,0.6376220577340965,0.8238302647199944,91322346297.76453,7025.201129630132,0.0020131664101591,2.994014143849656,466.3161097485777,0.5640838191705095,0.831601498837984
random_IR_0010.npz,random_IR_0010.npz,738.0764458179474,14.06088352203369,20,39300,942,40,EDR,0.006002169102430344,170.8722686767578,1.629231700925156,0.888504585839808,0.102114425110763,True,24.06158697174276,13.78967448754358,18.63878106584584,199722843287.6767,9066.853101551984,0.002653796935082594,2.601287646527193,448.4786516631219,0.7478392620747651,0.8404745991815626,81856495196.33838,17864.67272114118,0.0017863294467202,1.50073055891098,368.7314834092575,0.920593004674414,0.5570882198680419
random_IR_0011.npz,random_IR_0011.npz,795.4274151325226,16.89984130859375,20,39669,707,59,EDR,0.02842494286596775,178.7251892089844,1.726044203394093,0.9292231741838157,0.1711137924783947,True,50.17069143483356,19.05298734681017,3.326983504532617,204206699268.1825,13384.99414676847,0.00374827892225461,3.041881659913608,166.9170628146871,0.9906668135064833,0.7341016763247754,180107327647.9402,13801.09577120686,0.0028746048065908,3.931732448538848,976.7613205794552,0.5292020182046171,0.6485754116624407
random_IR_0012.npz,random_IR_0012.npz,1735.909069299698,15.10032081604004,20,47604,972,42,EDR,0.00101117289159447,186.4164276123047,1.771957629066019,0.9693601654849481,0.02267152618324692,True,10.08411053218439,0.9926531298322675,78.78024495571258,108368191987.6299,9955.788484003886,0.001012889189880508,1.999109629632191,794.4286978859674,0.5879185523216177,0.7365504074136262,130382238160.7445,8408.083772606749,0.0021845607900885,1.44857002751819,118.7365316770545,0.5414322732109044,0.8493113384913098
random_IR_0013.npz,random_IR_0013.npz,873.7847006320953,15.57662868499756,20,33885,917,55,EDR,0.0004189982428215444,217.4395294189453,2.066090547239495,1.130683374187653,0.1008417343714918,True,15.1959469221596,1.280766939948035,18.05632020399505,117441129565.2676,12346.70414137746,0.001230769503193446,2.939763630330137,274.3828834294267,0.6547148733362688,0.8739582043125971,155119813820.0954,4196.081602258703,0.0020615579637577,2.743144217199068,523.252820986165,0.965355136812345,0.6660987867011486
random_IR_0014.npz,random_IR_0014.npz,929.940710067749,16.32137298583984,20,47512,892,51,EDR,0.0006475123227573931,246.1143035888672,2.338727245049929,1.279791011598031,0.06619689534082709,True,23.68400024020983,0.8173661973283717,38.54161866773045,155644879788.0299,21175.08937724365,0.001118484074294507,1.467750949316696,912.8197057846036,0.6584646232992285,0.5668883037920213,95028278387.08888,7870.83454740738,0.0015271914496175,3.035490101894677,716.3300408465243,0.7973913380569407,0.5198526976318718
random_IR_0015.npz,random_IR_0015.npz,199.3229010105133,16.20577239990234,1,22770,495,46,EDR,22.2122688293457,921.307373046875,30.75367231941223,4.675294541931152,0.1359529017599818,True,8.746261296035259,9.671785591849652,114.2647155082471,200707820671.0391,5206.149910168558,0.001679986448133624,2.065838323019764,999.3890587522619,0.9744855174718186,0.999954902285507,179484685384.757,7506.149896012699,0.0010187819047701,3.503926084730353,677.8197586308621,0.9814723871075448,0.6318890403247794
random_IR_0016.npz,random_IR_0016.npz,417.9334652423859,15.89953804016113,20,11868,276,43,EDR,0.6707058548927307,364.5314025878906,4.12738247385621,1.892075623011589,0.1077400866428196,True,10.23622181895839,77.16521390107366,97.59264811034707,173700621238.5053,2757.415551368586,0.003712252153607336,3.996016997767028,998.9799939570631,0.9977998190805,0.7919374018275716,212770598762.0987,6623.934693643624,0.0033681677250873,2.770856269811727,572.2561832718154,0.7290914355226374,0.9247402495108528
random_IR_0017.npz,random_IR_0017.npz,486.7560646533966,12.39706611633301,20,10619,287,37,EDR,0.03699231147766113,143.6319122314453,1.401144050717354,0.7466935835838318,0.0147221689206254,True,17.57900570070298,7.294049953541915,24.58205392207326,185567577010.2625,8874.076162945719,0.001980939241214231,3.557949792032543,432.1280660311139,0.7105568877933596,0.8513778934140473,201808789158.0077,9884.307927923312,0.0021897478034205,3.128489898420763,813.7996817242802,0.7948237075915707,0.9420503273088778
