filename,mu_orig,mu_refined,mu_gt,mu_orig_err,mu_refined_err,loss_orig,loss_refined,loss_delta,nmse_orig,nmse_refined,nmse_delta,nmse_summary_orig,sanity_ok,sanity_grid_min_mu,elapsed_s
random_IR_0085.npz,94.81331514367979,89.39468766108419,89.43980144357413,5.373513700105661,-0.045113782489934806,2.200258863993554e-09,1.5902022754143985e-10,-2.041238636452114e-09,0.0004487283887886842,1.4171174113925779e-06,-0.0004473112713772916,0.00044872,True,89.77315789473685,0.867
random_IR_0086.npz,47.86655294293574,23.363797129365004,23.363641905454188,24.502911037481553,0.00015522391081645992,1.6015725634588307e-08,1.9717869698121504e-11,-1.5996007764890185e-08,0.009301635593017703,4.742365263883713e-09,-0.009301630850652439,0.00930164,True,24.26578947368421,2.495
random_IR_0087.npz,22.198836877105503,14.294588488953039,14.294482422139046,7.904354454966457,0.00010606681399316642,4.2442813708021276e-08,3.784701024800441e-11,-4.240496669777327e-08,0.0009679581917686874,1.1606304022469473e-10,-0.0009679580757056471,0.00096795,True,13.347894736842106,5.463
random_IR_0088.npz,59.418688459630786,58.43333236213786,58.42999937082477,0.9886890888060194,0.003332991313094169,9.986307336617983e-10,1.354356557459191e-11,-9.850871680872064e-10,1.5144266905004816e-05,3.4782095998022876e-10,-1.5143919084044836e-05,1.515e-05,True,57.01947368421053,2.705
random_IR_0089.npz,65.03174328951344,77.15903096727536,77.15798963761351,-12.126246348100068,0.001041329661845225,2.5590125574126432e-09,2.4869932502280534e-12,-2.556525564162415e-09,0.0022781195502490584,3.802371080150293e-11,-0.0022781195122253475,0.00227806,True,78.85526315789475,2.394
random_IR_0090.npz,87.64348146812645,82.44281386181456,82.42078752688582,5.222693941240635,0.02202633492873929,6.707782107540083e-10,9.906638877288376e-12,-6.6087157187672e-10,0.0004225956956416124,1.9371441867288615e-08,-0.0004225763241997451,0.00042258,True,84.3142105263158,1.701
random_IR_0091.npz,29.505480139190702,24.090815491338994,24.090491953586064,5.4149881856046385,0.0003235377529300365,1.2145763506055118e-08,1.6820635162506647e-11,-1.2128942870892612e-08,0.0004542749460120588,2.7958490912912316e-11,-0.00045427491805356785,0.00045429,True,24.26578947368421,1.358
random_IR_0092.npz,71.7895394100739,61.545328133511454,61.718345448623566,10.071193961450334,-0.17301731511211216,8.520274485945833e-10,1.6189255882051445e-12,-8.504085230063782e-10,0.0015713998200445063,4.675526814394549e-07,-0.0015709322673630667,0.00157141,True,62.47842105263158,1.05
random_IR_0093.npz,28.043195161989566,23.514845784519224,23.513804325244084,4.529390836745481,0.0010414592751395446,1.7546355479680642e-08,3.7391478802106803e-11,-1.7508964000878535e-08,0.00031783623449521556,7.471804149456173e-11,-0.0003178361597771741,0.00031782,True,24.26578947368421,2.759
random_IR_0094.npz,33.73395079911183,36.55111892070899,36.55245110627722,-2.8185003071653867,-0.0013321855682306705,5.962394578062913e-09,2.7858869725005952e-11,-5.934535708337907e-09,0.0001230723224780368,1.6629139055534636e-10,-0.00012307215618664625,0.00012306,True,35.183684210526316,4.889
