ir_name,popsize,n_runs,n_success,success_rate,successful_run_indices,success_threshold,mean_best_loss,std_best_loss,min_best_loss,max_best_loss,avg_runtime_s
random_IR_0016,10,20,7,0.35,0;6;7;9;12;17;19,0.01,0.3202949919257662,0.2846948667029764,0.0001028037368087098,0.6259427666664124,3.770133376121521
random_IR_0016,30,20,13,0.65,0;2;3;5;7;8;9;11;15;16;17;18;19,0.01,0.09458181646477896,0.19695490918897893,0.00023416191106662154,0.6013596057891846,7.37809567451477
random_IR_0016,50,20,19,0.95,0;1;2;3;4;5;6;7;8;9;10;11;12;14;15;16;17;18;19,0.01,0.0032126847094332335,0.011521642819278862,0.00018191277922596782,0.05341801792383194,9.918775868415832
random_IR_0016,100,20,19,0.95,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;19,0.01,0.003111878037452698,0.011424469319107455,0.00018758472288027406,0.05290411412715912,15.013309586048127
