ir_name,popsize,n_runs,n_success,success_rate,successful_run_indices,success_threshold,mean_best_loss,std_best_loss,min_best_loss,max_best_loss,avg_runtime_s
random_IR_0009,10,20,7,0.35,1;2;4;13;15;16;19,0.01,0.18528405133984052,0.13994489498880752,0.0001351093378616497,0.37697866559028625,8.557489144802094
random_IR_0009,30,20,16,0.8,0;1;2;3;4;5;7;8;10;12;13;14;16;17;18;19,0.01,0.05473726662748959,0.10874066878082442,0.00015138901653699577,0.2723492980003357,17.343125462532043
random_IR_0009,50,20,14,0.7,0;2;5;6;8;9;10;11;12;13;14;16;18;19,0.01,0.08132537481578765,0.12360890238441645,0.00021836991072632372,0.27228689193725586,23.347959101200104
random_IR_0009,100,20,19,0.95,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15;16;17;18;19,0.01,0.013981557043734938,0.05924926360908632,0.0001391558034811169,0.2722422182559967,38.21770888566971
