ir_name,popsize,n_runs,n_success,success_rate,successful_run_indices,success_threshold,mean_best_loss,std_best_loss,min_best_loss,max_best_loss,avg_runtime_s
random_IR_0008,10,20,18,0.9,0;1;2;3;4;6;7;8;9;10;11;12;13;14;16;17;18;19,0.01,0.020101639354834333,0.07233903798331384,9.474526450503618e-05,0.32826754450798035,8.1255007147789
random_IR_0008,30,20,20,1.0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,0.01,0.00045378349896054717,0.00017686669710440886,0.0001790001115296036,0.0008133710362017155,13.552041721343993
random_IR_0008,50,20,20,1.0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,0.01,0.0004963617131579668,0.00022646472512432853,0.00019396815332584083,0.0010065034730359912,17.780181491374968
random_IR_0008,100,20,20,1.0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,0.01,0.00036056208264199083,0.00013413585623538453,0.0002029214083449915,0.0008650898816995323,27.531108176708223
