ir_name,popsize,n_runs,n_success,success_rate,successful_run_indices,success_threshold,mean_best_loss,std_best_loss,min_best_loss,max_best_loss,avg_runtime_s
random_IR_0006,10,20,12,0.6,2;5;7;8;9;12;13;14;15;17;18;19,0.01,0.11613802879073773,0.1717536739640991,4.8790519940666854e-05,0.43173232674598694,6.971331393718719
random_IR_0006,30,20,19,0.95,0;1;2;3;4;5;6;7;8;9;10;11;12;14;15;16;17;18;19,0.01,0.019476720273814863,0.08305228026332984,0.00019811261154245585,0.38149234652519226,11.404123604297638
random_IR_0006,50,20,19,0.95,0;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,0.01,0.01953057690479909,0.08283246343521034,0.00021583361376542598,0.38058754801750183,16.031400644779204
random_IR_0006,100,20,20,1.0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,0.01,0.0004475185603951104,0.00019159339639768165,0.00019344373140484095,0.000918862409889698,24.299760222434998
