ir_name,popsize,n_runs,n_success,success_rate,successful_run_indices,success_threshold,mean_best_loss,std_best_loss,min_best_loss,max_best_loss,avg_runtime_s
random_IR_0017,10,20,14,0.7,1;4;5;6;7;9;10;11;13;14;16;17;18;19,0.01,0.12805067923218302,0.22795241387977058,4.638129030354321e-05,0.6203654408454895,8.38033185005188
random_IR_0017,30,20,19,0.95,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18,0.01,0.001007301944628125,0.0029343051980978197,0.0001657090469961986,0.01378970593214035,16.032178854942323
random_IR_0017,50,20,20,1.0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,0.01,0.000901986636017682,0.0017797106659026161,0.0001166959700640291,0.008590643294155598,22.140540754795076
random_IR_0017,100,20,20,1.0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,0.01,0.00046019124347367323,0.00024726122089886325,0.00019713140500243753,0.001290911459363997,31.60119757652283
