ir_name,popsize,n_runs,n_success,success_rate,successful_run_indices,success_threshold,mean_best_loss,std_best_loss,min_best_loss,max_best_loss,avg_runtime_s
random_IR_0011,10,20,6,0.3,1;6;10;13;14;19,0.01,0.24316053061047568,0.17833072185035576,0.0001827317028073594,0.4257514476776123,6.892917382717132
random_IR_0011,30,20,13,0.65,0;2;3;4;5;6;7;8;10;11;12;15;16,0.01,0.1344233147749037,0.1828389149124195,0.00016464530199300498,0.4154655933380127,13.330258071422577
random_IR_0011,50,20,17,0.85,0;1;2;3;4;5;7;8;9;10;11;12;13;15;16;17;18,0.01,0.05792419651261298,0.13697495632264337,0.00020934254280291498,0.4063494801521301,20.54581379890442
random_IR_0011,100,20,18,0.9,0;1;2;3;4;5;6;7;8;9;10;11;13;14;15;16;18;19,0.01,0.03522280081597273,0.10461610687088142,0.00017979665426537395,0.37398335337638855,32.075933837890624
