ir_name,popsize,n_runs,n_success,success_rate,successful_run_indices,success_threshold,mean_best_loss,std_best_loss,min_best_loss,max_best_loss,avg_runtime_s
random_IR_0018,10,20,16,0.8,0;1;2;3;4;6;7;8;9;11;12;14;16;17;18;19,0.01,0.05270361216535093,0.14952413788863916,7.903432560851797e-05,0.5287429094314575,8.17856811285019
random_IR_0018,30,20,20,1.0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,0.01,0.0003842512418486876,0.00016558570209555403,0.00012018533743685111,0.0008808643906377256,11.479841005802154
random_IR_0018,50,20,20,1.0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,0.01,0.0004869633536145557,0.00023475998743146325,0.0001610497129149735,0.0012119264574721456,15.330593395233155
random_IR_0018,100,20,20,1.0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,0.01,0.000527813996450277,0.00024992046728289905,0.0002220746100647375,0.0013992111198604107,23.32582014799118
