ir_name,popsize,n_runs,n_success,success_rate,successful_run_indices,success_threshold,mean_best_loss,std_best_loss,min_best_loss,max_best_loss,avg_runtime_s
random_IR_0007,10,20,2,0.1,12;19,0.01,0.2822155532667239,0.10069522315343465,0.00013784694601781666,0.42656874656677246,12.300939667224885
random_IR_0007,30,20,6,0.3,1;2;4;9;10;18,0.01,0.22560244399865043,0.14767083731319777,0.000157028844114393,0.33889755606651306,26.903662228584288
random_IR_0007,50,20,11,0.55,1;3;6;7;9;10;12;13;14;15;17,0.01,0.14261620065808528,0.15717155016799528,0.0002722294593695551,0.3338541090488434,44.94627913236618
random_IR_0007,100,20,18,0.9,0;2;3;4;5;6;7;8;9;11;12;13;14;15;16;17;18;19,0.01,0.03171295912616188,0.09379018677142303,0.00014079839456826448,0.3131103515625,79.26252958774566
