ir_name,popsize,n_runs,n_success,success_rate,successful_run_indices,success_threshold,mean_best_loss,std_best_loss,min_best_loss,max_best_loss,avg_runtime_s
random_IR_0010,10,20,2,0.1,13;19,0.01,0.44567211987559857,0.1509476397427489,4.7674213419668376e-05,0.5249305367469788,8.973824405670166
random_IR_0010,30,20,2,0.1,9;11,0.01,0.4478806403487397,0.15079270338653758,0.0002066052838927135,0.5126228928565979,15.53737097978592
random_IR_0010,50,20,5,0.25,0;7;15;16;18,0.01,0.3809073929238366,0.21974927482934148,0.0004248840268701315,0.511630654335022,18.635520970821382
random_IR_0010,100,20,9,0.45,0;1;2;6;8;9;11;15;19,0.01,0.27872301461175086,0.25183280717677364,0.00024667466641403735,0.511509358882904,38.660866713523866
