filename,est_E,est_rho,est_h,est_Ly,est_T0,est_op_x,est_op_y,gt_E,gt_rho,gt_h,gt_Ly,gt_T0,gt_op_x,gt_op_y,est_mu,est_D_div_mu,est_T0_div_mu,refined_mu,refined_D_div_mu,refined_T0_div_mu,refined_Ly,refined_op_x,refined_op_y,gt_mu,gt_D_div_mu,gt_T0_div_mu,mu_orig,mu_refined,mu_gt,mu_orig_err,mu_refined_err,loss_orig,loss_refined,loss_delta,nmse_orig,nmse_refined,nmse_delta,nmse_summary_orig,sanity_ok,sanity_grid_min_mu,total_evaluations,elapsed_s
random_IR_0003.npz,100890929531.2207,18932.96979361696,0.0018672609570652,1.306571003133615,589.501529152223,0.9791458789397376,0.949090667602446,186057982895.32712,18083.253096301232,0.0013485171988061,1.3060045687738722,20.22819525635132,0.9363059526409414,0.9895229876940544,35.35279529691573,1.651546827096637,16.67482087911879,37.27134892022048,1.651546827096637,16.67482087911879,1.306571003133615,0.9791458789397376,0.949090667602446,24.385577810725874,1.6631530041768487,0.8295146997687317,35.35279529691573,37.27134892022048,24.385577810725874,10.967217486189856,12.885771109494609,7.0316135136749836e-09,6.809764308002286e-09,-2.2184920567269728e-10,0.004519287179670692,0.005228277777894981,0.0007089905982242892,0.0045192871796709,True,35.183684210526316,122,1.438
random_IR_0004.npz,193438578730.3879,14055.21847806944,0.0045852643168345,3.420231359746479,454.2683568581812,0.5987511463702001,0.97475189558097,164907916263.11115,4653.5592063359445,0.0028459174490117,3.4175598362284982,780.5313709946926,0.5802431108304328,0.972887769354296,64.44689175280472,25.72063701912122,7.048724065709679,12.981700340302226,25.72063701912122,7.048724065709679,3.420231359746479,0.5987511463702001,0.97475189558097,13.243645345320504,25.51222490269219,58.93629364444471,64.44689175280472,12.981700340302226,13.243645345320504,51.203246407484215,-0.2619450050182781,1.3228659945241361e-08,1.7185419753928954e-09,-1.1510117969848466e-08,0.043508179820949955,0.0028912248466760114,-0.04061695497427394,0.0435081798209499,True,13.347894736842106,122,1.042
random_IR_0005.npz,175215105976.1191,19540.00835190327,0.0025194723151453,2.613334008229676,288.462815805747,0.7885229876160669,0.5191960824000811,136791000829.13193,16985.593361363273,0.002658647759962,2.613360133075208,264.5629665485059,0.7885326349456379,0.519207002213814,49.23051008032823,5.0595682577736545,5.8594317900641135,45.15991777871975,5.0595682577736545,5.8594317900641135,2.613334008229676,0.7885229876160669,0.5191960824000811,45.15870974181389,5.059946047841708,5.858514737491241,49.23051008032823,45.15991777871975,45.15870974181389,4.071800338514343,0.0012080369058651286,1.3716778823891218e-09,9.069968734398692e-12,-1.3626079136547231e-09,0.0002568602826702476,1.849302233189958e-10,-0.0002568600977400243,0.0002568602826702,True,46.101578947368424,122,1.673
random_IR_0006.npz,159414679774.004,17879.95787700241,0.0033655663082617,2.891142589361201,532.8193102067019,0.6862061440915312,0.7241483598761795,171318505762.83295,20172.463876074933,0.0034483828908896,2.891142941520044,616.9378275347882,0.6861588712811552,0.7241456573616774,60.1761838239777,8.976883730748026,8.854322031540915,69.56193154300703,8.976883730748026,8.854322031540915,2.891142589361201,0.6862061440915312,0.7241483598761795,69.5623792973453,8.976845948324273,8.868843098331634,60.1761838239777,69.56193154300703,69.5623792973453,-9.3861954733676,-0.00044775433826771405,1.2314151920378436e-09,1.7326018007454702e-12,-1.229682590237098e-09,0.0013649083276004567,1.7669450760698484e-09,-0.0013649065606553806,0.0013649083276002,True,67.93736842105264,122,1.39
random_IR_0007.npz,150274959838.2402,14906.71185822595,0.0010037325040746,3.123128177999434,534.729010009241,0.573203138570071,0.6645553178563834,99188531844.29764,15037.991948821396,0.001240901886517,3.123130468189068,666.7700477785132,0.5731738858508781,0.6645598919528501,14.962351220975666,0.9027930722846181,35.73830089348567,18.661534261355712,0.9027930722846181,35.73830089348567,3.123128177999434,0.573203138570071,0.6645553178563834,18.66067257871993,0.9028050531466348,35.73129773140534,14.962351220975666,18.661534261355712,18.66067257871993,-3.6983213577442626,0.0008616826357830121,9.830866787297055e-09,1.219239986749443e-11,-9.81867438742956e-09,0.00021190166582770126,6.684016384410786e-10,-0.0002119009974260628,0.0002119016658276,True,18.806842105263158,122,4.502
random_IR_0008.npz,67018239786.18967,19744.69622910867,0.003530844952361,2.154746764294031,448.0768778047774,0.6122846049338033,0.5890167125914112,82612856044.4483,21011.42815551345,0.0032807870816715,2.1547612357336057,438.60712744718575,0.612349610486469,0.5890416637636482,69.71546101644962,3.7613810501679845,6.427223908037443,68.92530434795225,3.7613810501679845,6.427223908037443,2.154746764294031,0.6122846049338033,0.5890167125914112,68.93402206007737,3.761799410073101,6.362709070782652,69.71546101644962,68.92530434795225,68.93402206007737,0.7814389563722557,-0.008717712125118737,1.6752682574505684e-10,1.3578790869495094e-11,-1.5394803487556175e-10,9.467961284370268e-06,8.643942460881697e-09,-9.459317341909387e-06,9.46796128440566e-06,True,67.93736842105264,122,1.595
random_IR_0009.npz,74128515416.5734,8477.805023844201,0.0024605597673032,2.993610285094879,0.0101107006748901,0.563983000190707,0.8318311295964366,91322346297.76453,7025.201129630132,0.0020131664101591,2.994014143849656,466.3161097485777,0.5640838191705095,0.831601498837984,20.860145956711985,4.7056236831569125,0.00048468983370832406,14.372433158610619,4.7056236831569125,0.00048468983370832406,2.993610285094879,0.563983000190707,0.8318311295964366,14.142898938783146,4.683010453498064,32.971748703501625,20.860145956711985,14.372433158610619,14.142898938783146,6.717247017928839,0.2295342198274728,1.1656601017762114e-08,3.534036618901837e-09,-8.122564398860277e-09,0.0017689701321202866,0.001070739380643266,-0.0006982307514770206,0.0017689701321203,True,13.347894736842106,122,1.98
random_IR_0010.npz,181045271562.8646,14453.47735076714,0.0010803773557435,1.500724568687928,180.576431098768,0.92058775511195,0.5570891869204878,81856495196.33838,17864.672721141178,0.0017863294467202,1.50073055891098,368.7314834092575,0.920593004674414,0.5570882198680419,15.61520964152037,1.299610656881556,11.564137481614129,31.913357656215467,1.299610656881556,11.564137481614129,1.500724568687928,0.92058775511195,0.5570891869204878,31.91219093779357,1.2996567710331561,11.55456496634862,15.61520964152037,31.913357656215467,31.91219093779357,-16.296981296273202,0.0011667184218957516,6.256624374145758e-08,1.1241260526595465e-11,-6.255500248093099e-08,0.004114699078628632,1.31768224139588e-10,-0.004114698946860408,0.0041146990786284,True,29.724736842105266,122,1.885
random_IR_0011.npz,68147628879.56955,7171.994812259611,0.0033688232121633,3.931746827329018,595.6453234062487,0.5291739537214267,0.6485814621589217,180107327647.94016,13801.095771206865,0.0028746048065908,3.931732448538848,976.7613205794552,0.5292020182046171,0.6485754116624407,24.161182601054943,9.585498468088264,24.65298711745348,39.67115590833392,9.585498468088264,24.65298711745348,3.931746827329018,0.5291739537214267,0.6485814621589217,39.672696240131216,9.585650388125048,24.62049250868422,24.161182601054943,39.67115590833392,39.672696240131216,-15.511513639076274,-0.001540331797293959,4.5810657489653295e-09,1.919389560484097e-12,-4.579146359404845e-09,0.003727625549303493,1.6522538904749248e-09,-0.0037276238970496024,0.0037276255493034,True,40.64263157894737,122,1.823
random_IR_0012.npz,170540580783.9779,20049.46072788514,0.0036599381088391,1.189213664506162,934.4989609754213,0.7440336416521234,0.5177516431143665,130382238160.7445,8408.08377260675,0.0021845607900885,1.44857002751819,118.73653167705451,0.5414322732109044,0.8493113384913098,73.37978537965974,10.127913932850547,12.735100765700203,32.651273689526526,10.127913932850547,12.735100765700203,1.189213664506162,0.7440336416521234,0.5177516431143665,18.367970129416097,6.578049665998129,6.464325172594837,73.37978537965974,32.651273689526526,18.367970129416097,55.01181525024364,14.28330356011043,4.8389964035777666e-08,2.0483007290295063e-08,-2.7906956745482603e-08,0.15311193432350365,0.10938742772657932,-0.043724506596924326,0.153111934323505,True,29.724736842105266,122,0.641
random_IR_0013.npz,185430598980.2194,6855.320579240412,0.0024100878642135,2.743138149997005,998.9766949379556,0.9653413545271192,0.6661127990916376,155119813820.09543,4196.081602258703,0.0020615579637577,2.743144217199068,523.252820986165,0.965355136812345,0.6660987867011486,16.521924933320378,13.96583355202553,60.46369893155018,8.653776610946824,13.96583355202553,60.46369893155018,2.743138149997005,0.9653413545271192,0.6661127990916376,8.650465443713598,13.965674871627598,60.48840081390296,16.521924933320378,8.653776610946824,8.650465443713598,7.87145948960678,0.003311167233226442,1.1049013259878393e-08,7.579617489206214e-12,-1.1041433642389187e-08,0.0009599191509813243,1.0393544237085571e-09,-0.0009599181116269006,0.0009599191509813,True,7.888947368421054,122,1.125
random_IR_0014.npz,218165855251.6868,14761.87087916509,0.0016878197446275,3.686191240301425,999.4064407452992,0.5101077220707015,0.604766015285246,95028278387.08888,7870.83454740738,0.0015271914496175,3.035490101894677,716.3300408465243,0.7973913380569407,0.5198526976318718,24.91537713749655,3.742355000490956,40.112033433410744,7.785107804172638,3.742355000490956,40.112033433410744,3.686191240301425,0.5101077220707015,0.604766015285246,12.020271222154577,2.5030327003928234,59.59350064632947,24.91537713749655,7.785107804172638,12.020271222154577,12.895105915341972,-4.235163417981939,3.500626277741503e-08,1.1986542425290736e-08,-2.3019720352124295e-08,0.07364203985978175,0.07134375988514059,-0.0022982799746411597,0.0736420398597819,True,7.888947368421054,122,2.618
random_IR_0015.npz,109103097342.5331,6122.189129684132,0.0011800912693129,3.503916266829611,640.4523388801504,0.981478739629458,0.6318899479247685,179484685384.75702,7506.149896012699,0.0010187819047701,3.503926084730353,677.8197586308621,0.9814723871075448,0.6318890403247794,7.224741941022586,2.206017789532203,88.6470885892294,7.644603806706472,2.206017789532203,88.6470885892294,3.503916266829611,0.981478739629458,0.6318899479247685,7.647129688549706,2.2060740593991834,88.63714703907578,7.224741941022586,7.644603806706472,7.647129688549706,-0.42238774752711983,-0.002525881843233435,1.4706187378976665e-09,6.068311651785674e-12,-1.4645504262458808e-09,2.7641807171654996e-06,2.2661925632501482e-10,-2.7639540979091746e-06,2.764180717160215e-06,True,7.888947368421054,122,3.266
random_IR_0016.npz,200372653460.4887,8551.695909156486,0.0039435608164699,2.770835734579236,862.179625216788,0.7291157922978355,0.9247434479546298,212770598762.0987,6623.934693643624,0.0033681677250873,2.770856269811727,572.2561832718154,0.7290914355226374,0.9247402495108528,33.72413290171546,32.38998621608224,25.565657321108805,22.310954051363694,32.38998621608224,25.565657321108805,2.770835734579236,0.7291157922978355,0.9247434479546298,22.31052304821649,32.39145608935976,25.649608574172884,33.72413290171546,22.310954051363694,22.31052304821649,11.413609853498969,0.0004310031472058995,5.159797922260623e-09,4.916062348869765e-12,-5.154881859911753e-09,0.00201823329346773,7.375174748084412e-09,-0.002018225918292982,0.0020182332934678,True,24.26578947368421,122,0.794
random_IR_0017.npz,160975877319.6536,6536.400016664744,0.0019938142979631,3.128492390857502,489.826646231772,0.7948446029941274,0.942052954613128,201808789158.0077,9884.307927923312,0.0021897478034205,3.1284898984207627,813.7996817242802,0.7948237075915707,0.9420503273088778,13.032367810432412,8.70240053041289,37.58539149268529,21.642619052711353,8.70240053041289,37.58539149268529,3.128492390857502,0.7948446029941274,0.942052954613128,21.644141573501905,8.70220853626461,37.599074047851545,13.032367810432412,21.642619052711353,21.644141573501905,-8.611773763069493,-0.0015225207905515958,1.1397473187457763e-08,3.163205591558138e-12,-1.1394309981866205e-08,0.0011489712023803219,5.283053985793197e-10,-0.0011489706740749233,0.0011489712023802,True,24.26578947368421,122,1.494
