filename,target_npz,runtime,best_loss,n_restarts_run,best_popsize,loss_name,gt_loss,nmse,gt_available,mu,D_mu,T0_mu,E,rho,h,Ly,T0,op_x,op_y,gt_E,gt_rho,gt_h,gt_Ly,gt_T0,gt_op_x,gt_op_y
random_IR_0028.npz,random_IR_0028.npz,13.188,0.00039844,1,49,MultiResL1_STFT_V2,1.189e-05,0.00460561,True,32.61867719,21.311171,13.64270667,111207374537.03714,7902.57841071,0.0041276,2.00465133,445.00704495,0.87237024,0.75032571,211488975667.54184,5930.42851055,0.00259288,2.00464049,209.85165054,0.87237989,0.75032482
random_IR_0029.npz,random_IR_0029.npz,15.672,0.00081618,1,34,MultiResL1_STFT_V2,7.05e-06,0.00740055,True,43.23469559,3.91580767,2.72712413,182672848186.23865,19790.41852038,0.00218463,1.75946929,117.90638173,0.85118456,0.69513323,114704769945.09769,10597.03256049,0.00201743,1.75950242,58.03858003,0.85120831,0.6950984
random_IR_0030.npz,random_IR_0030.npz,55.125,0.00044839,2,56,MultiResL1_STFT_V2,1.037e-05,0.00017562,True,13.33640715,0.96286219,4.02087884,128573050254.01312,12828.33605248,0.00103961,1.62085093,53.62407735,0.77293437,0.94934938,136415617217.07494,15202.58414177,0.00109871,1.62085066,67.25895897,0.77292381,0.94936893
random_IR_0031.npz,random_IR_0031.npz,138.438,0.00041166,10,31,MultiResL1_STFT_V2,1.067e-05,1.535e-05,True,12.78828785,2.94707502,48.114721,219848580954.2623,10273.89019498,0.00124474,3.97194919,615.30490219,0.88158526,0.66681342,70159602918.25648,7380.46068266,0.00186759,3.97198295,663.08157232,0.88160554,0.6668084
random_IR_0032.npz,random_IR_0032.npz,18.075,0.0006613,1,48,MultiResL1_STFT_V2,1.07e-05,0.00140003,True,57.30656661,14.06062515,17.35960778,80348796354.67096,11859.79003834,0.00483201,2.21204212,994.81951937,0.64401177,0.90102714,200515550283.45148,14254.85865951,0.00335327,2.21204529,831.05014475,0.6440356,0.90104295
random_IR_0033.npz,random_IR_0033.npz,8.671,0.00050197,1,55,MultiResL1_STFT_V2,1.628e-05,0.00021429,True,34.90285314,67.28304193,21.99678599,211537289676.93585,6982.59551253,0.00499855,1.6383331,767.75059101,0.86810762,0.63444717,211947700344.80545,6481.54432973,0.00481117,1.63834424,687.49140151,0.86811935,0.6344314
random_IR_0034.npz,random_IR_0034.npz,37.396,0.00082123,6,55,MultiResL1_STFT_V2,6.89e-06,0.06194185,True,82.68320636,17.49668998,1.24801483,211526301302.77304,19440.02676819,0.00425325,1.71860952,103.18986791,0.69325754,0.73712415,131976876718.98044,6330.43741829,0.0030728,1.71860473,25.67246143,0.69334329,0.73715196
random_IR_0035.npz,random_IR_0035.npz,63.94,0.00087036,13,48,MultiResL1_STFT_V2,1.109e-05,4.03e-06,True,16.03923669,31.37232638,55.5713366,184013348286.7833,5118.85103417,0.00313337,1.90510895,891.32182088,0.5747419,0.86131815,146159003394.57947,4639.59889209,0.00334714,1.90512325,863.85696737,0.57471337,0.86126124
random_IR_0036.npz,random_IR_0036.npz,15.791,0.00057323,1,50,MultiResL1_STFT_V2,1.993e-05,0.01367718,True,46.52021734,25.99781346,10.90458104,141057575998.7375,10143.71052165,0.00458611,2.24856666,507.2834799,0.68428096,0.97078233,141672610939.29004,5153.13787566,0.00326169,2.24857314,183.28800342,0.68425024,0.97081165
random_IR_0037.npz,random_IR_0037.npz,25.54,0.00077382,2,41,MultiResL1_STFT_V2,2.587e-05,1.877e-05,True,17.07166406,53.73860823,56.38296052,113066311677.90326,3791.53730618,0.00450257,3.31942859,962.55096079,0.79639614,0.98134396,151485447898.1282,3998.34178631,0.00399465,3.31944324,903.72070255,0.79639327,0.98134883
random_IR_0038.npz,random_IR_0038.npz,12.758,0.00063531,1,58,MultiResL1_STFT_V2,1.239e-05,0.00820607,True,28.39199369,26.1741346,18.56337273,73460980148.68631,5858.78932253,0.00484605,1.9472426,527.05116121,0.83830893,0.89472968,209217985469.20517,2738.87703632,0.00196332,1.94722783,100.30293933,0.83825911,0.89472493
random_IR_0039.npz,random_IR_0039.npz,9.896,0.00026871,1,30,MultiResL1_STFT_V2,2.025e-05,0.06858732,True,105.21144896,18.63926463,1.66687302,177464702276.39255,21080.72601722,0.00499088,1.91701801,175.37412607,0.93946518,0.67569735,216556756380.9004,11559.79880357,0.00334564,1.91701731,63.96462657,0.93948757,0.67569789
random_IR_0040.npz,random_IR_0040.npz,50.695,0.00054687,1,60,MultiResL1_STFT_V2,1.254e-05,4.14e-05,True,37.14786743,3.10335819,24.47689285,151449596329.87732,18157.26739003,0.0020459,3.88856817,909.26437067,0.81885349,0.93840288,189277995864.91592,20127.90084848,0.00192681,3.88855345,949.31932923,0.81891949,0.9384011
random_IR_0041.npz,random_IR_0041.npz,7.765,0.0004509,1,35,MultiResL1_STFT_V2,2.287e-05,1.786e-05,True,10.7022006,77.02066186,52.56200975,114206994638.6112,2471.49481055,0.00433025,1.94975334,562.52917237,0.58256275,0.99113432,120126728243.6296,2678.85292587,0.00439577,1.94975883,617.88051315,0.58258902,0.9910964
random_IR_0042.npz,random_IR_0042.npz,15.131,0.00115686,1,33,MultiResL1_STFT_V2,1.302e-05,0.00176212,True,38.64536492,7.46497341,22.79855275,67314242185.97438,10617.94161038,0.00363963,2.48725893,881.05839066,0.91275156,0.60303433,87945741567.89664,9359.39059524,0.00298957,2.48727389,639.47612167,0.91283769,0.60302548
random_IR_0043.npz,random_IR_0043.npz,71.819,0.00050987,4,51,MultiResL1_STFT_V2,3.038e-05,0.00144967,True,45.03681146,3.70541081,2.75184387,159600555554.76306,19802.81488038,0.00227426,2.58282917,123.93427334,0.98082159,0.95420992,215856681820.5389,18639.20052753,0.00189727,2.58282505,97.85350605,0.98080898,0.95421219
random_IR_0044.npz,random_IR_0044.npz,21.164,0.00042048,1,31,MultiResL1_STFT_V2,5.62e-06,0.04279093,True,76.08171156,4.91657265,3.41322091,87453244959.2544,20917.37414285,0.00363725,3.34473647,259.68368857,0.57494896,0.53618071,102531823752.15424,10086.13402258,0.00233258,3.34473726,81.11057897,0.57491894,0.53617932
