id,filename,best_loss,gt_loss,loss_ratio,nmse_6d,mu_rel_error,runtime_s,space,normalize,n_restarts,n_epochs,loss_name,est_mu,gt_mu,est_D_div_mu,gt_D_div_mu,est_T0_div_mu,gt_T0_div_mu,est_Ly,gt_Ly,est_op_x,gt_op_x,est_op_y,gt_op_y,est_raw_E,gt_raw_E,est_raw_rho,gt_raw_rho,est_raw_h,gt_raw_h,est_raw_Ly,gt_raw_Ly,est_raw_T0,gt_raw_T0,est_raw_op_x,gt_raw_op_x,est_raw_op_y,gt_raw_op_y
0001,random_IR_0001.npz,2.2644981321953e-13,2.927151793521987e-13,0.7736182787673701,4.075042896675213e-14,3.187092970111595e-07,1289.8171997070312,raw7,False,16,2000,L1_STFT,48.93046719815104,48.930482792750816,13.780474777340267,13.780474006253689,12.319033997751866,12.31885144054178,2.6915590405464176,2.691559161389242,0.8264881724119186,0.8264881154026615,0.7244176849722862,0.7244177335187193,105306299299.0017,131819184298.85242,11759.769003391266,12673.803840341661,0.004160835742950439,0.003860757465489678,2.6915590405464176,2.691559161389242,602.7760889399052,602.7673484378831,0.8264881724119186,0.8264881154026615,0.7244176849722862,0.7244177335187193
