filename,target_npz,runtime,best_loss,n_restarts_run,total_evaluations,cmaes_gen_count,best_popsize,loss_name,gt_loss,terrain_mean,early_threshold,nmse,gt_available,mu,D_mu,T0_mu,E,rho,h,Ly,T0,op_x,op_y,gt_E,gt_rho,gt_h,gt_Ly,gt_T0,gt_op_x,gt_op_y
random_IR_0001.npz,random_IR_0001.npz,977.1362788677216,0.7999720573425293,20,30024,556,54,L1_STFT_log_multi,0.7767128944396973,1.478945136070251,0.7833841007351875,0.08232186786675755,True,27.0798453048366,2.318594984893522,0.9115175352408795,77925793808.06812,12987.69435177389,0.002085038696736651,1.107072601871132,24.68375384696896,0.7194585780134483,0.5700167651302276,131819184298.8524,12673.80384034166,0.0038607574654896,2.691559161389242,602.7673484378831,0.8264881154026615,0.7244177335187193
random_IR_0002.npz,random_IR_0002.npz,601.5187504291534,1.032802104949951,1,18354,399,46,L1_STFT_log_multi,1.099798083305359,1.688373446464539,1.105389549255371,0.2520584480876263,True,18.68303625994005,0.5944214420165636,6.951178669103352,124196610185.1034,18646.00896907769,0.001001985802480507,2.081426195245434,129.8691231241798,0.630927163457689,0.5540922776862628,147920922722.1944,17314.43071595409,0.0048546510420041,3.686141702268032,383.4476844105894,0.7883418349360268,0.9635423527634041
random_IR_0003.npz,random_IR_0003.npz,152.4537606239319,1.214125514030457,1,26220,570,46,L1_STFT_log_multi,1.402327299118042,1.800832033157349,1.406113094091415,0.3487981354172218,True,40.51092083852218,50.22807877918167,21.45887869269118,219294140011.0542,8603.808243359341,0.004708487182962223,2.93555019434248,869.3189360030627,0.5164366468508973,0.5100007207582715,186057982895.3271,18083.25309630123,0.0013485171988061,1.306004568773872,20.22819525635132,0.9363059526409414,0.9895229876940544
random_IR_0004.npz,random_IR_0004.npz,66.54137182235718,0.9086987972259521,1,30060,501,60,L1_STFT_log_multi,0.9546850919723511,1.548139333724976,0.960322907269001,0.2713128191256423,True,22.92784697205266,63.29722819258141,43.56329057966545,191786046280.5613,5211.972473342053,0.004399072920918695,1.147059807757799,998.8124600096328,0.7416526869228638,0.5182419996401932,164907916263.1111,4653.559206335945,0.0028459174490117,3.417559836228498,780.5313709946926,0.5802431108304328,0.972887769354296
random_IR_0005.npz,random_IR_0005.npz,2456.463047742844,0.8912960290908813,20,44688,1056,44,L1_STFT_log_multi,0.7476398944854736,1.675453662872314,0.7564541252851487,0.06575458255795763,True,35.37798226152037,0.8423644036824902,1.870957148007837,69363610740.82333,20924.17905475751,0.00169077038429742,1.276554737210774,66.19068879428599,0.587794787379037,0.5530874978283064,136791000829.1319,16985.59336136327,0.002658647759962,2.613360133075208,264.5629665485059,0.7885326349456379,0.519207002213814
random_IR_0006.npz,random_IR_0006.npz,1103.221856832504,0.8116282224655151,20,31470,810,34,L1_STFT_log_multi,0.7343670129776001,1.484113335609436,0.7414896030426026,0.0660839937568546,True,62.03886712122305,8.839982231920484,7.955224026727033,201496802981.53,19830.36254597225,0.003128478714264545,1.265905721005309,493.5330863136794,0.6178136518797689,0.6064392302056115,171318505762.8329,20172.46387607493,0.0034483828908896,2.891142941520044,616.9378275347882,0.6861588712811552,0.7241456573616774
random_IR_0007.npz,random_IR_0007.npz,2047.205556154251,0.8065732717514038,20,25292,506,54,L1_STFT_log_multi,0.7263113260269165,1.565222263336182,0.7342809799313545,0.005779266538225518,True,22.73151364311576,0.9681821194648865,0.01016251741176464,107865721162.9546,17232.31113498316,0.00131912158880237,3.289955792344072,0.2310094031939295,0.6012424362971294,0.5970005406766574,99188531844.29764,15037.9919488214,0.001240901886517,3.123130468189068,666.7700477785132,0.5731738858508781,0.6645598919528501
random_IR_0008.npz,random_IR_0008.npz,2502.884761810303,0.7083413004875183,20,79589,1452,60,L1_STFT_log_multi,0.6006552577018738,1.468349814414978,0.6088983559906482,0.05848359707713349,True,24.13972079585117,1.670772190955776,1.161735853909106,133297720182.3243,16047.44202928483,0.001504272191904406,1.105946468656747,28.04397915189557,0.5703715280155921,0.5100646519032525,82612856044.4483,21011.42815551345,0.0032807870816715,2.154761235733606,438.6071274471857,0.612349610486469,0.5890416637636482
random_IR_0009.npz,random_IR_0009.npz,1889.590764522552,0.7916483283042908,20,33248,1040,34,L1_STFT_log_multi,0.6726493835449219,1.601061105728149,0.6814692949056625,0.03639406803450074,True,26.24035134039369,0.5372007478805255,1.240356003339748,71704391064.97992,20140.27072715931,0.001302879772366136,1.803349021452672,32.54737731480151,0.6338877045209053,0.7837818018137769,91322346297.76453,7025.201129630132,0.0020131664101591,2.994014143849656,466.3161097485777,0.5640838191705095,0.831601498837984
random_IR_0010.npz,random_IR_0010.npz,730.783180475235,0.8628228902816772,20,46646,1409,32,L1_STFT_log_multi,0.8166953325271606,1.428029537200928,0.8225030074715615,0.0752884121811891,True,37.65080130743797,5.311360064570829,1.193814796676069,112438332982.1832,13868.67144468428,0.002714809522859461,1.359709417814291,44.94808370753012,0.6041572741336708,0.6394183171288805,81856495196.33838,17864.67272114118,0.0017863294467202,1.50073055891098,368.7314834092575,0.920593004674414,0.5570882198680419
