filename,target_npz,runtime,best_loss,n_restarts_run,total_evaluations,cmaes_gen_count,best_popsize,loss_name,gt_loss,nmse,gt_available,mu,D_mu,T0_mu,E,rho,h,Ly,T0,op_x,op_y,gt_E,gt_rho,gt_h,gt_Ly,gt_T0,gt_op_x,gt_op_y
random_IR_0008.npz,random_IR_0008.npz,162.3892529010773,3.751574240595801e-06,2,8000,216,36,L1_STFT_1024,3.781610303121852e-06,0.001006887918972736,True,60.87228371690571,3.761799025040654,6.362697782166684,73747429480.81337,18621.41398397741,0.003268939929550064,2.154761032724402,387.3119446009771,0.6123497712528383,0.5890415762583892,82612856044.4483,21011.42815551345,0.0032807870816715,2.154761235733606,438.6071274471857,0.612349610486469,0.5890416637636482
