step,epoch,epoch,lr-Adam,lw/param_w,lw/perc_w,lw/sw_w,train/param_grad/AMP_0,train/param_grad/AMP_1,train/param_grad/BFRQ_0,train/param_grad/CUTOFF_0,train/param_grad/MULT_0,train/param_grad/M_OSC_0,train/param_grad/M_OSC_1,train/param_grad/Q_FILT_0,train/total,val_id/loud,val_id/lsd,val_id/mfcc,val_id/param,val_id/perc,val_id/spec,val_id/wave,val_ood/loud,val_ood/lsd,val_ood/mfcc,val_ood/param,val_ood/perc,val_ood/spec,val_ood/wave
16749,66,66,0.000515137,10,0,0,4.7014e-05,4.7523e-05,0.0260416,8.99936e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.224085,6.00794,13.9832,1.23119,0.0494912,0,4.60092,0,6.04268,17.2876,2.57711,0,0,10.176,0
16799,67,,0.000509986,,,,,,,,,,,,,,,,,,,,,,,,,,
16849,67,,0.000509986,,,,,,,,,,,,,,,,,,,,,,,,,,
16899,67,,0.000509986,,,,,,,,,,,,,,,,,,,,,,,,,,
16949,67,,0.000509986,,,,,,,,,,,,,,,,,,,,,,,,,,
16999,67,67,0.000509986,10,0,0,4.70174e-05,4.74762e-05,0.0260416,8.95646e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.221193,5.96639,14.1405,1.24101,0.0503168,0,4.47177,0,6.06824,17.3137,2.55354,0,0,9.78224,0
17049,68,,0.000504886,,,,,,,,,,,,,,,,,,,,,,,,,,
17099,68,,0.000504886,,,,,,,,,,,,,,,,,,,,,,,,,,
17149,68,,0.000504886,,,,,,,,,,,,,,,,,,,,,,,,,,
17199,68,,0.000504886,,,,,,,,,,,,,,,,,,,,,,,,,,
17249,68,68,0.000504886,10,0,0,4.69528e-05,4.74733e-05,0.0260416,8.95795e-05,0.0260416,0.0130208,0.01302,0.0260416,0.221959,5.92059,14.4016,1.25132,0.0497221,0,4.79885,0,6.05255,17.2657,2.57015,0,0,10.1515,0
17299,69,,0.000499837,,,,,,,,,,,,,,,,,,,,,,,,,,
17349,69,,0.000499837,,,,,,,,,,,,,,,,,,,,,,,,,,
17399,69,,0.000499837,,,,,,,,,,,,,,,,,,,,,,,,,,
17449,69,,0.000499837,,,,,,,,,,,,,,,,,,,,,,,,,,
17499,69,69,0.000499837,10,0,0,4.70568e-05,4.75418e-05,0.0260416,8.95822e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.221439,6.03585,14.1993,1.24664,0.0499905,0,4.61506,0,6.1369,17.3451,2.57302,0,0,9.75081,0
17549,70,,0.000494839,,,,,,,,,,,,,,,,,,,,,,,,,,
17599,70,,0.000494839,,,,,,,,,,,,,,,,,,,,,,,,,,
17649,70,,0.000494839,,,,,,,,,,,,,,,,,,,,,,,,,,
17699,70,,0.000494839,,,,,,,,,,,,,,,,,,,,,,,,,,
17749,70,70,0.000494839,10,0,0,4.70224e-05,4.75555e-05,0.0260416,8.95133e-05,0.0260416,0.01302,0.0130208,0.0260416,0.218745,5.98846,13.954,1.23231,0.0501902,0,4.60628,0,6.11586,17.3613,2.58791,0,0,9.95558,0
17799,71,,0.00048989,,,,,,,,,,,,,,,,,,,,,,,,,,
17849,71,,0.00048989,,,,,,,,,,,,,,,,,,,,,,,,,,
17899,71,,0.00048989,,,,,,,,,,,,,,,,,,,,,,,,,,
17949,71,,0.00048989,,,,,,,,,,,,,,,,,,,,,,,,,,
17999,71,71,0.00048989,10,0,0,4.699e-05,4.75309e-05,0.0260416,8.96767e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.217859,5.96915,13.7888,1.21656,0.049327,0,4.37686,0,6.02152,17.297,2.54943,0,0,9.57262,0
18049,72,,0.000484991,,,,,,,,,,,,,,,,,,,,,,,,,,
18099,72,,0.000484991,,,,,,,,,,,,,,,,,,,,,,,,,,
18149,72,,0.000484991,,,,,,,,,,,,,,,,,,,,,,,,,,
18199,72,,0.000484991,,,,,,,,,,,,,,,,,,,,,,,,,,
18249,72,72,0.000484991,10,0,0,4.69046e-05,4.73934e-05,0.0260416,8.96093e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.212481,5.98946,14.4278,1.25159,0.0500786,0,4.62232,0,6.02684,17.3485,2.57093,0,0,9.81209,0
18299,73,,0.000480141,,,,,,,,,,,,,,,,,,,,,,,,,,
18349,73,,0.000480141,,,,,,,,,,,,,,,,,,,,,,,,,,
18399,73,,0.000480141,,,,,,,,,,,,,,,,,,,,,,,,,,
18449,73,,0.000480141,,,,,,,,,,,,,,,,,,,,,,,,,,
18499,73,73,0.000480141,10,0,0,4.68722e-05,4.74171e-05,0.0260416,8.95107e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.210857,6.00116,14.0265,1.23501,0.0501481,0,4.57766,0,6.14799,17.2366,2.56201,0,0,9.9556,0
18549,74,,0.00047534,,,,,,,,,,,,,,,,,,,,,,,,,,
18599,74,,0.00047534,,,,,,,,,,,,,,,,,,,,,,,,,,
18649,74,,0.00047534,,,,,,,,,,,,,,,,,,,,,,,,,,
18699,74,,0.00047534,,,,,,,,,,,,,,,,,,,,,,,,,,
18749,74,74,0.00047534,10,0,0,4.70662e-05,4.75109e-05,0.0260416,8.97525e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.212213,5.96797,13.8593,1.23191,0.0498956,0,4.66185,0,6.05003,17.3379,2.56211,0,0,10.7241,0
18799,75,,0.000470587,,,,,,,,,,,,,,,,,,,,,,,,,,
18849,75,,0.000470587,,,,,,,,,,,,,,,,,,,,,,,,,,
18899,75,,0.000470587,,,,,,,,,,,,,,,,,,,,,,,,,,
18949,75,,0.000470587,,,,,,,,,,,,,,,,,,,,,,,,,,
18999,75,75,0.000470587,10,0,0,4.68828e-05,4.7402e-05,0.0260416,8.91137e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.208,6.01296,14.3354,1.24069,0.0497541,0,5.11314,0,5.97501,17.391,2.57705,0,0,10.7513,0
19049,76,,0.000465881,,,,,,,,,,,,,,,,,,,,,,,,,,
19099,76,,0.000465881,,,,,,,,,,,,,,,,,,,,,,,,,,
19149,76,,0.000465881,,,,,,,,,,,,,,,,,,,,,,,,,,
19199,76,,0.000465881,,,,,,,,,,,,,,,,,,,,,,,,,,
19249,76,76,0.000465881,10,0,0,4.68654e-05,4.73977e-05,0.0260416,8.95006e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.208844,5.97268,14.8436,1.25367,0.0497873,0,5.00233,0,6.04038,17.1989,2.54744,0,0,9.93726,0
19299,77,,0.000461222,,,,,,,,,,,,,,,,,,,,,,,,,,
19349,77,,0.000461222,,,,,,,,,,,,,,,,,,,,,,,,,,
19399,77,,0.000461222,,,,,,,,,,,,,,,,,,,,,,,,,,
19449,77,,0.000461222,,,,,,,,,,,,,,,,,,,,,,,,,,
19499,77,77,0.000461222,10,0,0,4.69142e-05,4.73598e-05,0.0260416,8.93809e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.203346,6.01471,13.7333,1.22279,0.0494051,0,4.58389,0,5.99161,17.2997,2.54118,0,0,9.93597,0
19549,78,,0.00045661,,,,,,,,,,,,,,,,,,,,,,,,,,
19599,78,,0.00045661,,,,,,,,,,,,,,,,,,,,,,,,,,
19649,78,,0.00045661,,,,,,,,,,,,,,,,,,,,,,,,,,
19699,78,,0.00045661,,,,,,,,,,,,,,,,,,,,,,,,,,
19749,78,78,0.00045661,10,0,0,4.69179e-05,4.73864e-05,0.0260416,8.94433e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.203862,5.95472,13.8938,1.23714,0.0500041,0,4.65692,0,5.99807,17.3032,2.5507,0,0,10.3853,0
19799,79,,0.000452044,,,,,,,,,,,,,,,,,,,,,,,,,,
19849,79,,0.000452044,,,,,,,,,,,,,,,,,,,,,,,,,,
19899,79,,0.000452044,,,,,,,,,,,,,,,,,,,,,,,,,,
19949,79,,0.000452044,,,,,,,,,,,,,,,,,,,,,,,,,,
19999,79,79,0.000452044,10,0,0,4.67774e-05,4.72451e-05,0.0260416,8.88358e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.200681,5.95912,13.8268,1.22483,0.0504,0,4.40348,0,5.96319,17.2338,2.52913,0,0,9.55962,0
20049,80,,0.000447523,,,,,,,,,,,,,,,,,,,,,,,,,,
20099,80,,0.000447523,,,,,,,,,,,,,,,,,,,,,,,,,,
20149,80,,0.000447523,,,,,,,,,,,,,,,,,,,,,,,,,,
20199,80,,0.000447523,,,,,,,,,,,,,,,,,,,,,,,,,,
20249,80,80,0.000447523,10,0,0,4.68201e-05,4.72418e-05,0.0260416,8.91154e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.199661,5.9943,14.2792,1.23855,0.0495004,0,4.50774,0,6.01054,17.249,2.56066,0,0,9.53485,0
20299,81,,0.000443048,,,,,,,,,,,,,,,,,,,,,,,,,,
20349,81,,0.000443048,,,,,,,,,,,,,,,,,,,,,,,,,,
20399,81,,0.000443048,,,,,,,,,,,,,,,,,,,,,,,,,,
20449,81,,0.000443048,,,,,,,,,,,,,,,,,,,,,,,,,,
20499,81,81,0.000443048,10,0,0,4.67497e-05,4.72142e-05,0.0260416,8.93615e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.197496,6.00534,14.3577,1.24967,0.0502241,0,4.70757,0,6.01926,17.3556,2.57605,0,0,9.6386,0
20549,82,,0.000438618,,,,,,,,,,,,,,,,,,,,,,,,,,
20599,82,,0.000438618,,,,,,,,,,,,,,,,,,,,,,,,,,
20649,82,,0.000438618,,,,,,,,,,,,,,,,,,,,,,,,,,
20699,82,,0.000438618,,,,,,,,,,,,,,,,,,,,,,,,,,
20749,82,82,0.000438618,10,0,0,4.66967e-05,4.72249e-05,0.0260416,8.90824e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.196107,5.96676,13.9809,1.22583,0.0494727,0,4.7209,0,6.02813,17.2887,2.54677,0,0,10.0185,0
20799,83,,0.000434231,,,,,,,,,,,,,,,,,,,,,,,,,,
20849,83,,0.000434231,,,,,,,,,,,,,,,,,,,,,,,,,,
20899,83,,0.000434231,,,,,,,,,,,,,,,,,,,,,,,,,,
20949,83,,0.000434231,,,,,,,,,,,,,,,,,,,,,,,,,,
20999,83,83,0.000434231,10,0,0,4.66697e-05,4.72227e-05,0.0260416,8.8947e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.194514,5.94494,13.8129,1.21159,0.0495555,0,4.59141,0,6.07722,17.3031,2.57174,0,0,10.1226,0
21049,84,,0.000429889,,,,,,,,,,,,,,,,,,,,,,,,,,
21099,84,,0.000429889,,,,,,,,,,,,,,,,,,,,,,,,,,
21149,84,,0.000429889,,,,,,,,,,,,,,,,,,,,,,,,,,
21199,84,,0.000429889,,,,,,,,,,,,,,,,,,,,,,,,,,
21249,84,84,0.000429889,10,0,0,4.66894e-05,4.715e-05,0.0260416,8.88065e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.194522,5.98253,13.9671,1.226,0.0493848,0,4.59993,0,6.04881,17.2723,2.5606,0,0,9.9746,0
21299,85,,0.00042559,,,,,,,,,,,,,,,,,,,,,,,,,,
21349,85,,0.00042559,,,,,,,,,,,,,,,,,,,,,,,,,,
21399,85,,0.00042559,,,,,,,,,,,,,,,,,,,,,,,,,,
21449,85,,0.00042559,,,,,,,,,,,,,,,,,,,,,,,,,,
21499,85,85,0.00042559,10,0,0,4.67114e-05,4.72572e-05,0.0260416,8.90042e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.193397,6.04133,13.7886,1.22328,0.049482,0,4.73544,0,5.91944,17.3142,2.54828,0,0,10.3474,0
21549,86,,0.000421334,,,,,,,,,,,,,,,,,,,,,,,,,,
21599,86,,0.000421334,,,,,,,,,,,,,,,,,,,,,,,,,,
21649,86,,0.000421334,,,,,,,,,,,,,,,,,,,,,,,,,,
21699,86,,0.000421334,,,,,,,,,,,,,,,,,,,,,,,,,,
21749,86,86,0.000421334,10,0,0,4.65958e-05,4.71469e-05,0.0260416,8.867e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.188548,5.94891,13.6319,1.21437,0.0496563,0,4.35632,0,5.94514,17.2054,2.53685,0,0,9.8168,0
21799,87,,0.000417121,,,,,,,,,,,,,,,,,,,,,,,,,,
21849,87,,0.000417121,,,,,,,,,,,,,,,,,,,,,,,,,,
21899,87,,0.000417121,,,,,,,,,,,,,,,,,,,,,,,,,,
21949,87,,0.000417121,,,,,,,,,,,,,,,,,,,,,,,,,,
21999,87,87,0.000417121,10,0,0,4.67374e-05,4.7252e-05,0.0260416,8.88141e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.189726,5.95483,13.8477,1.22758,0.0497022,0,4.38594,0,6.007,17.1466,2.55553,0,0,9.6012,0
22049,88,,0.00041295,,,,,,,,,,,,,,,,,,,,,,,,,,
22099,88,,0.00041295,,,,,,,,,,,,,,,,,,,,,,,,,,
22149,88,,0.00041295,,,,,,,,,,,,,,,,,,,,,,,,,,
22199,88,,0.00041295,,,,,,,,,,,,,,,,,,,,,,,,,,
22249,88,88,0.00041295,10,0,0,4.667e-05,4.71039e-05,0.02604,8.83686e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.186896,5.95957,13.7106,1.21536,0.0496665,0,4.26559,0,5.98555,17.1692,2.52297,0,0,9.25843,0
22299,89,,0.00040882,,,,,,,,,,,,,,,,,,,,,,,,,,
22349,89,,0.00040882,,,,,,,,,,,,,,,,,,,,,,,,,,
22399,89,,0.00040882,,,,,,,,,,,,,,,,,,,,,,,,,,
22449,89,,0.00040882,,,,,,,,,,,,,,,,,,,,,,,,,,
22499,89,89,0.00040882,10,0,0,4.66522e-05,4.71168e-05,0.0260416,8.86086e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.189611,5.93974,13.6233,1.20071,0.0492563,0,4.26979,0,5.97667,17.1978,2.54685,0,0,9.64234,0
22549,90,,0.000404732,,,,,,,,,,,,,,,,,,,,,,,,,,
22599,90,,0.000404732,,,,,,,,,,,,,,,,,,,,,,,,,,
22649,90,,0.000404732,,,,,,,,,,,,,,,,,,,,,,,,,,
22699,90,,0.000404732,,,,,,,,,,,,,,,,,,,,,,,,,,
