filename,target_npz,runtime,best_loss,optimizer,loss_name,budget,num_particles,max_iter,realized_budget,w,c1,c2,seed,optuna_trial,gt_loss,nmse,gt_available,mu,D_mu,T0_mu,E,rho,h,Ly,T0,op_x,op_y,gt_E,gt_rho,gt_h,gt_Ly,gt_T0,gt_op_x,gt_op_y
random_IR_0001.npz,random_IR_0001.npz,764.633,1.183e-05,PSO+Optuna,L1_STFT,5000,45,110,4995,0.4472586953979231,1.148241479012968,1.8371096301057264,15807,19,1.403e-05,0.01756408,True,15.25988851,13.78047,12.31887639,109867646976.0,5485.10986328,0.00278206,2.69155908,187.98468018,0.82648802,0.72441769,131819184298.85242,12673.80384034,0.00386076,2.69155916,602.76734844,0.82648812,0.72441773
random_IR_0002.npz,random_IR_0002.npz,1041.669,2.232e-05,PSO+Optuna,L1_STFT,5000,39,127,4992,0.5868114176660042,1.8561897828286404,1.0171674491981175,30023,26,2.066e-05,0.0527284,True,25.71632338,17.8971894,4.56158688,191887196160.0,8573.84179688,0.00299939,3.68614149,117.30724335,0.78834188,0.96354234,147920922722.1944,17314.43071595,0.00485465,3.6861417,383.44768441,0.78834183,0.96354235
random_IR_0003.npz,random_IR_0003.npz,1325.475,0.12053383,PSO+Optuna,L1_STFT,5000,51,97,4998,0.5811160236895838,1.8857940360658094,1.3575757770289116,65984,27,4.55e-05,0.00375758,True,39.52639045,1.6593521,15.28156296,108774326272.0,20880.29101562,0.001893,1.30589843,604.02502441,0.93623269,0.98872501,186057982895.32712,18083.2530963,0.00134852,1.30600457,20.22819526,0.93630595,0.98952299
random_IR_0004.npz,random_IR_0004.npz,844.903,0.01080074,PSO+Optuna,L1_STFT,5000,46,107,4968,0.2945102561133144,2.7096921192674204,1.4903499274473526,42101,26,2.43e-05,3.522e-05,True,14.34393031,25.50875999,63.02600254,202443161600.0,5255.3203125,0.00272941,3.41769218,904.04058838,0.58028179,0.97290641,164907916263.11115,4653.55920634,0.00284592,3.41755984,780.53137099,0.58024311,0.97288777
random_IR_0005.npz,random_IR_0005.npz,1297.041,8.04e-06,PSO+Optuna,L1_STFT,5000,47,105,4982,0.5278371271776856,0.9744744993225865,0.9992269625401836,30422,26,8.55e-06,0.00745879,True,23.21690603,5.05994498,5.8585108,164077568000.0,11582.07910156,0.00200455,2.61335993,136.01649475,0.78853267,0.519207,136791000829.13193,16985.59336136,0.00265865,2.61336013,264.56296655,0.78853263,0.519207
random_IR_0006.npz,random_IR_0006.npz,1058.858,1.037e-05,PSO+Optuna,L1_STFT,5000,53,93,4982,0.3474963843938331,1.500953522798775,1.5817781682412522,10866,22,1.207e-05,0.02664048,True,28.09475806,8.97684464,8.86883977,67000000512.0,8060.27246094,0.00348558,2.89114285,249.16790771,0.6861589,0.72414565,171318505762.83295,20172.46387607,0.00344838,2.89114294,616.93782753,0.68615887,0.72414566
random_IR_0007.npz,random_IR_0007.npz,2609.326,1.845e-05,PSO+Optuna,L1_STFT,5000,60,82,4980,0.5173576059600284,2.6555805866154105,0.6688293655066802,41543,21,1.17e-05,0.00015553,True,21.82913263,0.90280524,35.73141695,132032905216.0,18365.50390625,0.00118859,3.1231308,779.98583984,0.57317311,0.6645599,99188531844.29764,15037.99194882,0.0012409,3.12313047,666.77004778,0.57317389,0.66455989
random_IR_0008.npz,random_IR_0008.npz,1298.816,6.59e-06,PSO+Optuna,L1_STFT,5000,40,124,5000,0.22956296776183543,0.8192821677117872,2.369569350565074,5684,5,6.83e-06,0.00414484,True,52.57745675,3.76179816,6.36269869,146486919168.0,21230.0,0.00247656,2.15476108,334.53451538,0.61234969,0.58904165,82612856044.4483,21011.42815551,0.00328079,2.15476124,438.60712745,0.61234961,0.58904166
random_IR_0009.npz,random_IR_0009.npz,1680.496,8.96e-06,PSO+Optuna,L1_STFT,5000,47,105,4982,0.4587707917284347,2.1931330383890675,0.9496058908089203,49026,19,1.049e-05,0.00217649,True,25.9955767,4.68300945,32.97174191,129717985280.0,11849.6953125,0.00219378,2.99401402,857.1194458,0.56408387,0.83160156,91322346297.76453,7025.20112963,0.00201317,2.99401414,466.31610975,0.56408382,0.8316015
random_IR_0010.npz,random_IR_0010.npz,1326.616,1.237e-05,PSO+Optuna,L1_STFT,5000,43,115,4988,0.25826071273202755,1.9817878287391435,2.0370714707649737,63353,24,1.332e-05,0.00329375,True,17.33132914,1.29965652,11.55454282,67000000512.0,11123.78222656,0.00155804,1.50073051,200.25558472,0.92059296,0.5570882,81856495196.33838,17864.67272114,0.00178633,1.50073056,368.73148341,0.920593,0.55708822
