step,epoch,epoch,lr-Adam,lw/param_w,lw/perc_w,lw/sw_w,train/param_grad/AMP_0,train/param_grad/AMP_1,train/param_grad/BFRQ_0,train/param_grad/CUTOFF_0,train/param_grad/MULT_0,train/param_grad/M_OSC_0,train/param_grad/M_OSC_1,train/param_grad/Q_FILT_0,train/total,val_id/loud,val_id/lsd,val_id/mfcc,val_id/param,val_id/perc,val_id/spec,val_id/wave,val_ood/loud,val_ood/lsd,val_ood/mfcc,val_ood/param,val_ood/perc,val_ood/spec,val_ood/wave
11399,45,,0.000636185,,,,,,,,,,,,,,,,,,,,,,,,,,
11449,45,,0.000636185,,,,,,,,,,,,,,,,,,,,,,,,,,
11499,45,45,0.000636185,10,0,0,4.77433e-05,4.82112e-05,0.0260416,9.14438e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.287629,6.01323,15.0377,1.28049,0.0522631,0,4.95441,0,6.21107,17.4761,2.62283,0,0,10.0926,0
11549,46,,0.000629824,,,,,,,,,,,,,,,,,,,,,,,,,,
11599,46,,0.000629824,,,,,,,,,,,,,,,,,,,,,,,,,,
11649,46,,0.000629824,,,,,,,,,,,,,,,,,,,,,,,,,,
11699,46,,0.000629824,,,,,,,,,,,,,,,,,,,,,,,,,,
11749,46,46,0.000629824,10,0,0,4.76319e-05,4.80647e-05,0.0260416,9.11614e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.285286,5.9926,14.3053,1.26236,0.0513312,0,4.68084,0,6.28864,17.431,2.66431,0,0,10.1398,0
11799,47,,0.000623525,,,,,,,,,,,,,,,,,,,,,,,,,,
11849,47,,0.000623525,,,,,,,,,,,,,,,,,,,,,,,,,,
11899,47,,0.000623525,,,,,,,,,,,,,,,,,,,,,,,,,,
11949,47,,0.000623525,,,,,,,,,,,,,,,,,,,,,,,,,,
11999,47,47,0.000623525,10,0,0,4.75103e-05,4.80763e-05,0.0260416,9.10813e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.281928,6.04353,14.488,1.26349,0.0512952,0,5.15656,0,6.14093,17.4455,2.60532,0,0,10.9764,0
12049,48,,0.00061729,,,,,,,,,,,,,,,,,,,,,,,,,,
12099,48,,0.00061729,,,,,,,,,,,,,,,,,,,,,,,,,,
12149,48,,0.00061729,,,,,,,,,,,,,,,,,,,,,,,,,,
12199,48,,0.00061729,,,,,,,,,,,,,,,,,,,,,,,,,,
12249,48,48,0.00061729,10,0,0,4.75373e-05,4.80456e-05,0.0260416,9.13172e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.276154,6.02544,14.4378,1.2547,0.0511594,0,4.71596,0,6.04602,17.2691,2.53691,0,0,9.51076,0
12299,49,,0.000611117,,,,,,,,,,,,,,,,,,,,,,,,,,
12349,49,,0.000611117,,,,,,,,,,,,,,,,,,,,,,,,,,
12399,49,,0.000611117,,,,,,,,,,,,,,,,,,,,,,,,,,
12449,49,,0.000611117,,,,,,,,,,,,,,,,,,,,,,,,,,
12499,49,49,0.000611117,10,0,0,4.74014e-05,4.79872e-05,0.0260416,9.0932e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.274079,6.03331,15.4476,1.31392,0.0513569,0,5.38081,0,6.17373,17.4637,2.59621,0,0,10.6807,0
