filename,target_npz,runtime,best_loss,n_restarts_run,best_popsize,loss_name,ir_peak_abs,effective_tolfun,effective_tolfunhist,effective_early_stop_loss,gt_loss,nmse,gt_available,mu,D_mu,T0_mu,E,rho,h,Ly,T0,op_x,op_y,gt_E,gt_rho,gt_h,gt_Ly,gt_T0,gt_op_x,gt_op_y
random_IR_0001.npz,random_IR_0001.npz,51.57778286933899,2.214277480989957e-13,3,55,L1_STFT,1.911880637955143e-08,1.911880637955143e-13,1.911880637955143e-13,1.911880637955143e-10,2.554891248649632e-13,1.511299051381058e-15,True,48.93048245948153,13.78047174495373,12.31886513149026,169437293014.8881,13780.03955839088,0.003550823076533695,2.6915591289339,602.768014237103,0.8264880724092518,0.7244177336827338,131819184298.8524,12673.80384034166,0.0038607574654896,2.691559161389242,602.7673484378831,0.8264881154026615,0.7244177335187193
random_IR_0002.npz,random_IR_0002.npz,35.02738356590271,8.45202136360787e-14,1,58,L1_STFT,4.248233524101381e-09,4.248233524101382e-14,4.248233524101382e-14,4.248233524101381e-11,8.711884295561911e-14,4.076293378762215e-13,True,84.0555785779602,17.89718863617589,4.562430341200793,211241236811.8811,19498.06358992104,0.004310970583838403,3.686141698292093,383.497722051273,0.78834189863604,0.9635422679183581,147920922722.1944,17314.43071595409,0.0048546510420041,3.686141702268032,383.4476844105894,0.7883418349360268,0.9635423527634041
random_IR_0003.npz,random_IR_0003.npz,519.9281969070435,1.369202494438948e-12,58,56,L1_STFT,3.339992340210533e-08,3.339992340210534e-13,3.339992340210534e-13,3.339992340210533e-10,1.578497532336853e-12,1.896869543543907e-13,True,24.38546844558039,1.663152856698669,0.8294548075101336,67119954491.1916,12872.89983980591,0.0018943259676561,1.306004638887311,20.22664403557332,0.9363059199619168,0.9895229830032347,186057982895.3271,18083.25309630123,0.0013485171988061,1.306004568773872,20.22819525635132,0.9363059526409414,0.9895229876940544
random_IR_0004.npz,random_IR_0004.npz,21.23861479759216,5.05928903372227e-13,1,39,L1_STFT,2.331654130042583e-08,2.331654130042583e-13,2.331654130042583e-13,2.331654130042583e-10,5.293869726266665e-13,1.580198436692874e-13,True,13.24366606056847,25.51221890649962,58.93668227039181,75894339024.97079,3592.871544964039,0.00368609506207688,3.417559779032144,780.5377387068957,0.5802431095391699,0.972887709092303,164907916263.1111,4653.559206335945,0.0028459174490117,3.417559836228498,780.5313709946926,0.5802431108304328,0.972887769354296
random_IR_0005.npz,random_IR_0005.npz,41.92362213134766,4.020466414216689e-13,1,60,L1_STFT,4.599132155530629e-08,4.59913215553063e-13,4.59913215553063e-13,4.59913215553063e-10,3.930838131122744e-13,4.670523941101871e-14,True,45.15876381711164,5.059945943255102,5.858490067100997,146923961561.6375,17395.06703532814,0.002596067248570955,2.613359994719959,264.5621692651085,0.7885326446011585,0.5192070249776527,136791000829.1319,16985.59336136327,0.002658647759962,2.613360133075208,264.5629665485059,0.7885326349456379,0.519207002213814
random_IR_0006.npz,random_IR_0006.npz,33.74587225914001,2.052382244190076e-13,1,60,L1_STFT,1.887092903368477e-08,1.887092903368477e-13,1.887092903368477e-13,1.887092903368477e-10,2.110101373145601e-13,4.647385360459937e-14,True,69.56232575048398,8.97684320728094,8.868886425886153,67214095718.76614,14767.62974598992,0.004710459765513373,2.891142905821245,616.9403666015381,0.6861588788571138,0.7241456698845301,171318505762.8329,20172.46387607493,0.0034483828908896,2.891142941520044,616.9378275347882,0.6861588712811552,0.7241456573616774
random_IR_0007.npz,random_IR_0007.npz,297.7650802135468,1.06185589834884e-12,4,49,L1_STFT,1.139174194390455e-07,1.139174194390455e-12,1.139174194390455e-12,1.139174194390455e-09,1.290084792465729e-12,7.145087604236285e-15,True,18.66068462549737,0.9028051114042199,35.73129090834799,189344702182.8723,18654.65654647272,0.0010003231407134,3.123130293602375,666.7703509025835,0.5731738563014006,0.6645598195316177,99188531844.29764,15037.9919488214,0.001240901886517,3.123130468189068,666.7700477785132,0.5731738858508781,0.6645598919528501
random_IR_0008.npz,random_IR_0008.npz,34.74522995948792,3.42873055251755e-13,1,50,L1_STFT,4.958400695208643e-08,4.958400695208643e-13,4.958400695208643e-13,4.958400695208643e-10,3.398837743369409e-13,1.652101994682261e-14,True,68.93404866940466,3.761798610801635,6.362714453537545,67003979117.63586,19594.76387599134,0.003517983125781206,2.154761209105811,438.6076678096816,0.6123496692351975,0.5890415968247601,82612856044.4483,21011.42815551345,0.0032807870816715,2.154761235733606,438.6071274471857,0.612349610486469,0.5890416637636482
random_IR_0009.npz,random_IR_0009.npz,31.8437705039978,8.997322743613256e-13,1,32,L1_STFT,1.051232810218074e-07,1.051232810218074e-12,1.051232810218074e-12,1.051232810218074e-09,9.550228446605913e-13,1.296430286873575e-15,True,14.14289890362977,4.683009591635951,32.97174331747659,140729881360.0462,8114.50206740249,0.001742916421260709,2.994014094257061,466.3160324155019,0.5640838207776711,0.8316014570137675,91322346297.76453,7025.201129630132,0.0020131664101591,2.994014143849656,466.3161097485777,0.5640838191705095,0.831601498837984
random_IR_0010.npz,random_IR_0010.npz,201.2631101608276,1.609429928738082e-12,8,56,L1_STFT,1.281277319929606e-07,1.281277319929606e-12,1.281277319929606e-12,1.281277319929606e-09,1.705491433842687e-12,3.583860452387782e-15,True,31.91217693525694,1.299656591227095,11.55454834986268,86285029996.28442,18181.19369308386,0.001755230018114617,1.500730541475533,368.7307913477989,0.9205930072192664,0.5570882003725875,81856495196.33838,17864.67272114118,0.0017863294467202,1.50073055891098,368.7314834092575,0.920593004674414,0.5570882198680419
