param_x,param_y,x,y,loss
rho_h,Lyinv,5.089487179487179,0.2668997668997669,1.143723487854004
rho_h,Lyinv,5.089487179487179,0.2837995337995338,0.9284542798995972
rho_h,Lyinv,5.089487179487179,0.30069930069930073,0.9489160776138306
rho_h,Lyinv,5.089487179487179,0.3175990675990676,0.971895158290863
rho_h,Lyinv,5.089487179487179,0.3344988344988345,1.0528645515441895
rho_h,Lyinv,5.089487179487179,0.3513986013986014,0.9637765884399414
rho_h,Lyinv,5.089487179487179,0.3682983682983683,1.0281628370285034
rho_h,Lyinv,5.089487179487179,0.38519813519813517,0.9230334758758545
rho_h,Lyinv,5.089487179487179,0.4020979020979021,1.0048408508300781
rho_h,Lyinv,5.089487179487179,0.418997668997669,0.9177250862121582
rho_h,Lyinv,5.089487179487179,0.4358974358974359,0.8798680901527405
rho_h,Lyinv,5.089487179487179,0.4527972027972028,0.8404887914657593
rho_h,Lyinv,5.089487179487179,0.4696969696969697,0.9455432295799255
rho_h,Lyinv,5.089487179487179,0.48659673659673663,1.2014448642730713
rho_h,Lyinv,5.089487179487179,0.5034965034965035,1.060728907585144
rho_h,Lyinv,5.089487179487179,0.5203962703962703,1.0328068733215332
rho_h,Lyinv,5.089487179487179,0.5372960372960374,1.130074143409729
rho_h,Lyinv,5.089487179487179,0.5541958041958042,0.9174981117248535
rho_h,Lyinv,5.089487179487179,0.5710955710955711,1.1212316751480103
rho_h,Lyinv,5.089487179487179,0.587995337995338,1.0824929475784302
rho_h,Lyinv,5.089487179487179,0.6048951048951049,1.110290288925171
rho_h,Lyinv,5.089487179487179,0.6217948717948718,0.9920811653137207
rho_h,Lyinv,5.089487179487179,0.6386946386946387,1.1316680908203125
rho_h,Lyinv,5.089487179487179,0.6555944055944056,0.912493109703064
rho_h,Lyinv,5.089487179487179,0.6724941724941724,1.027610421180725
rho_h,Lyinv,5.089487179487179,0.6893939393939394,0.8843275904655457
rho_h,Lyinv,5.089487179487179,0.7062937062937062,0.9429730176925659
rho_h,Lyinv,5.089487179487179,0.7231934731934733,0.8997973203659058
rho_h,Lyinv,5.089487179487179,0.7400932400932401,0.8281034827232361
rho_h,Lyinv,5.089487179487179,0.756993006993007,0.7628132700920105
rho_h,Lyinv,5.089487179487179,0.7738927738927739,0.5920835733413696
rho_h,Lyinv,5.089487179487179,0.7907925407925408,0.41978317499160767
rho_h,Lyinv,5.089487179487179,0.8076923076923077,0.645378053188324
rho_h,Lyinv,5.089487179487179,0.8245920745920746,0.7306448817253113
rho_h,Lyinv,5.089487179487179,0.8414918414918415,0.7956355810165405
rho_h,Lyinv,5.089487179487179,0.8583916083916084,0.82102370262146
rho_h,Lyinv,5.089487179487179,0.8752913752913754,0.8126513957977295
rho_h,Lyinv,5.089487179487179,0.8921911421911422,0.8683019280433655
rho_h,Lyinv,7.748974358974358,0.2668997668997669,1.1587159633636475
rho_h,Lyinv,7.748974358974358,0.2837995337995338,0.932647705078125
rho_h,Lyinv,7.748974358974358,0.30069930069930073,0.948056161403656
rho_h,Lyinv,7.748974358974358,0.3175990675990676,0.9720867872238159
rho_h,Lyinv,7.748974358974358,0.3344988344988345,1.0546565055847168
rho_h,Lyinv,7.748974358974358,0.3513986013986014,0.9809846878051758
rho_h,Lyinv,7.748974358974358,0.3682983682983683,1.0239167213439941
rho_h,Lyinv,7.748974358974358,0.38519813519813517,0.9298465847969055
rho_h,Lyinv,7.748974358974358,0.4020979020979021,1.0001270771026611
rho_h,Lyinv,7.748974358974358,0.418997668997669,0.9155298471450806
rho_h,Lyinv,7.748974358974358,0.4358974358974359,0.8797272443771362
rho_h,Lyinv,7.748974358974358,0.4527972027972028,0.8400189280509949
rho_h,Lyinv,7.748974358974358,0.4696969696969697,0.944683313369751
rho_h,Lyinv,7.748974358974358,0.48659673659673663,1.199493646621704
rho_h,Lyinv,7.748974358974358,0.5034965034965035,1.059574842453003
rho_h,Lyinv,7.748974358974358,0.5203962703962703,1.0387654304504395
rho_h,Lyinv,7.748974358974358,0.5372960372960374,1.1324671506881714
rho_h,Lyinv,7.748974358974358,0.5541958041958042,0.9100721478462219
rho_h,Lyinv,7.748974358974358,0.5710955710955711,1.1240730285644531
rho_h,Lyinv,7.748974358974358,0.587995337995338,1.0762736797332764
rho_h,Lyinv,7.748974358974358,0.6048951048951049,1.1030404567718506
rho_h,Lyinv,7.748974358974358,0.6217948717948718,1.002960205078125
rho_h,Lyinv,7.748974358974358,0.6386946386946387,1.1327625513076782
rho_h,Lyinv,7.748974358974358,0.6555944055944056,0.91398024559021
rho_h,Lyinv,7.748974358974358,0.6724941724941724,1.029105305671692
rho_h,Lyinv,7.748974358974358,0.6893939393939394,0.8816346526145935
rho_h,Lyinv,7.748974358974358,0.7062937062937062,0.941689133644104
rho_h,Lyinv,7.748974358974358,0.7231934731934733,0.9005348682403564
rho_h,Lyinv,7.748974358974358,0.7400932400932401,0.8300154209136963
rho_h,Lyinv,7.748974358974358,0.756993006993007,0.7653994560241699
rho_h,Lyinv,7.748974358974358,0.7738927738927739,0.5965248346328735
rho_h,Lyinv,7.748974358974358,0.7907925407925408,0.4095326364040375
rho_h,Lyinv,7.748974358974358,0.8076923076923077,0.641840934753418
rho_h,Lyinv,7.748974358974358,0.8245920745920746,0.7281724810600281
rho_h,Lyinv,7.748974358974358,0.8414918414918415,0.7947102785110474
rho_h,Lyinv,7.748974358974358,0.8583916083916084,0.8190506100654602
rho_h,Lyinv,7.748974358974358,0.8752913752913754,0.8115788698196411
rho_h,Lyinv,7.748974358974358,0.8921911421911422,0.8687158823013306
rho_h,Lyinv,10.408461538461538,0.2668997668997669,1.168982744216919
rho_h,Lyinv,10.408461538461538,0.2837995337995338,0.9354820251464844
rho_h,Lyinv,10.408461538461538,0.30069930069930073,0.947816014289856
rho_h,Lyinv,10.408461538461538,0.3175990675990676,0.9726384878158569
rho_h,Lyinv,10.408461538461538,0.3344988344988345,1.0557339191436768
