filename,target_npz,runtime,best_loss,n_restarts_run,total_evaluations,cmaes_gen_count,best_popsize,loss_name,gt_loss,terrain_mean,early_threshold,nmse,gt_available,mu,D_mu,T0_mu,E,rho,h,Ly,T0,op_x,op_y,gt_E,gt_rho,gt_h,gt_Ly,gt_T0,gt_op_x,gt_op_y
random_IR_0001.npz,random_IR_0001.npz,54.74278926849365,1.175327906821622e-05,1,5265,117,45,L1_STFT_sc_multi,1.602938209543936e-05,1.487083077430725,0.01414316633855742,0.006310725152944366,True,69.11311315379032,13.78047174812647,12.3188928874025,143161842487.1945,16400.00049436016,0.004214214089661632,2.691558920302497,851.3970380564717,0.8264878761792891,0.7244177264862015,131819184298.8524,12673.80384034166,0.0038607574654896,2.691559161389242,602.7673484378831,0.8264881154026615,0.7244177335187193
random_IR_0002.npz,random_IR_0002.npz,67.69890022277832,2.13486491702497e-05,1,5880,120,49,L1_STFT_sc_multi,2.16412572626723e-05,1.883797764778137,0.01791751443071098,0.03902009932671675,True,33.86954958904268,17.8971922602008,4.561797192261852,214956793766.7931,10699.02487893162,0.003165666962391886,3.686141728308336,154.5060162184685,0.7883418154627733,0.9635423732684967,147920922722.1944,17314.43071595409,0.0048546510420041,3.686141702268032,383.4476844105894,0.7883418349360268,0.9635423527634041
random_IR_0003.npz,random_IR_0003.npz,281.7696354389191,4.308596180635504e-05,9,26595,552,53,L1_STFT_sc_multi,5.23731105204206e-05,2.790812969207764,0.02656459877344423,0.005037061284935149,True,42.41686583696706,1.663153026908961,0.8295348291408714,77924970390.17966,19568.44674425767,0.002167615365251932,1.30600460933608,35.18626755475974,0.9363059116287573,0.9895229891782382,186057982895.3271,18083.25309630123,0.0013485171988061,1.306004568773872,20.22819525635132,0.9363059526409414,0.9895229876940544
random_IR_0004.npz,random_IR_0004.npz,43.07426929473877,2.337528530915733e-05,1,4658,137,34,L1_STFT_sc_multi,2.666922227945179e-05,1.936101675033569,0.01841938177748671,0.0002140179541820409,True,16.96039438045003,25.51222375923047,58.93654862055652,187015708168.8538,5722.902942939902,0.002963599863487697,3.417559918635365,999.587108027207,0.5802430542770071,0.9728876854408151,164907916263.1111,4653.559206335945,0.0028459174490117,3.417559836228498,780.5313709946926,0.5802431108304328,0.972887769354296
random_IR_0005.npz,random_IR_0005.npz,86.04825472831726,7.947979611344635e-06,1,5500,110,50,L1_STFT_sc_multi,8.601984518463723e-06,1.582274794578552,0.01504013081416178,0.0005002380722810564,True,39.4763790528927,5.059945080568992,5.858515088378411,135108076436.7119,15465.09297813714,0.002552611814794783,2.613359810910171,231.2729623159173,0.7885325646495758,0.5192069438263061,136791000829.1319,16985.59336136327,0.002658647759962,2.613360133075208,264.5629665485059,0.7885326349456379,0.519207002213814
random_IR_0006.npz,random_IR_0006.npz,187.4510164260864,1.046912984747905e-05,3,12248,244,46,L1_STFT_sc_multi,1.341479128313949e-05,1.476828932762146,0.01404316221200634,0.0004585916175176548,True,75.00303432002234,8.976842638241328,8.868805844889414,83753841160.49994,16709.44744974541,0.004488660354903903,2.891142836461304,665.1873491618554,0.6861590354930159,0.7241456493335704,171318505762.8329,20172.46387607493,0.0034483828908896,2.891142941520044,616.9378275347882,0.6861588712811552,0.7241456573616774
random_IR_0007.npz,random_IR_0007.npz,434.2022142410278,9.321952347818296e-06,6,7884,229,33,L1_STFT_sc_multi,1.223249819304328e-05,1.56574285030365,0.01488667336734488,0.001330225779064911,True,27.92685430583465,0.9028049641136802,35.73130204580399,89272763336.55205,18996.43847039113,0.001470110007692386,3.12313030485635,997.8628663909394,0.5731738254984495,0.6645598574629652,99188531844.29764,15037.9919488214,0.001240901886517,3.123130468189068,666.7700477785132,0.5731738858508781,0.6645598919528501
random_IR_0008.npz,random_IR_0008.npz,184.0841567516327,6.68199936626479e-06,2,9845,222,53,L1_STFT_sc_multi,6.732377187290695e-06,1.646274924278259,0.01564628020024747,0.009511597859469761,True,44.15610051310944,3.761798559312565,6.36271383490541,180552590860.2489,20261.846972257,0.00217927322092448,2.154761129783473,280.9526316302353,0.6123495991476231,0.589041697465911,82612856044.4483,21011.42815551345,0.0032807870816715,2.154761235733606,438.6071274471857,0.612349610486469,0.5890416637636482
random_IR_0009.npz,random_IR_0009.npz,307.000593662262,9.550172762828879e-06,8,12134,230,52,L1_STFT_sc_multi,1.198177324113203e-05,1.503941655158997,0.01429931367040581,0.00394821783677182,True,30.10678746055824,4.683008562362112,32.97172476537507,148849796850.4337,13681.48383865186,0.00220054986839241,2.994014225745713,992.6727097191717,0.5640837878224209,0.8316014353909424,91322346297.76453,7025.201129630132,0.0020131664101591,2.994014143849656,466.3161097485777,0.5640838191705095,0.831601498837984
random_IR_0010.npz,random_IR_0010.npz,324.0193164348602,1.31482429424068e-05,2,11972,244,57,L1_STFT_sc_multi,1.452296783099882e-05,1.525213479995728,0.01450391305959602,5.830872577093192e-05,True,33.85220513742922,1.299656742447162,11.55452685506627,121861229854.5749,21217.10371598775,0.00159551490111822,1.500730508557897,391.1462133636384,0.9205929817679253,0.5570882379583819,81856495196.33838,17864.67272114118,0.0017863294467202,1.50073055891098,368.7314834092575,0.920593004674414,0.5570882198680419
