CMA-ES full   L1_STFT,DDSP  l1_stft_tgtnorm,CMA-ES 1rst   l1_stft,CMA-ES 1rst   mss,CMA-ES 1rst   smoothmss,CMA-ES 1rst   l1_stft_pow,CMA-ES 1rst   l1_stft_c2,CMA-ES 1rst   l1_stft_log
,1.504902095e-04,,,,,,
,4.404495649e-05,,,,,,
,2.812035129e-05,,,,,,
,2.873333429e-05,,,,,,
,2.649759571e-05,,,,,,
,2.973164486e-04,,,,,,
,3.668431683e-05,,,,,,
,1.474869615e-04,,,,,,
,7.620416117e-05,,,,,,
,5.490326002e-04,,,,,,
,3.671892574e-03,,,,,,
,2.379122638e-04,,,,,,
,1.099023175e-04,,,,,,
,1.683953342e-04,,,,,,
,2.918541452e-05,,,,,,
,7.796920549e-05,,,,,,
,6.545200057e-05,,,,,,
,6.153963590e-05,,,,,,
,1.765583109e-04,,,,,,
,1.942342885e-04,,,,,,
,2.605740452e-05,,,,,,
,1.768485972e-05,,,,,,
,2.122921961e-06,,,,,,
,2.134275633e-04,,,,,,
,1.598224243e-04,,,,,,
,6.748191117e-04,,,,,,
,9.019535634e-05,,,,,,
,3.320905531e-04,,,,,,
,1.285488506e-05,,,,,,
,1.042494559e-04,,,,,,
,3.290295298e-04,,,,,,
,2.587382248e-04,,,,,,
,4.229880790e-04,,,,,,
,1.455242756e-04,,,,,,
,1.711903101e-04,,,,,,
,1.500517162e-02,,,,,,
,2.827949784e-04,,,,,,
,1.931480231e-04,,,,,,
,2.299387913e-03,,,,,,
,1.815913752e-05,,,,,,
,1.100299485e-05,,,,,,
,4.461155008e-03,,,,,,
,2.499261908e-04,,,,,,
,1.168116001e-04,,,,,,
,2.395642168e-04,,,,,,
,2.334062100e-04,,,,,,
,7.634174741e-05,,,,,,
,7.072596799e-06,,,,,,
,5.503931402e-05,,,,,,
,1.264754072e-04,,,,,,
,1.168642402e-04,,,,,,
,2.606221304e-02,,,,,,
,9.021642146e-05,,,,,,
,2.267602631e-05,,,,,,
,1.139426555e-03,,,,,,
,4.046422169e-04,,,,,,
,3.724975539e-04,,,,,,
,4.057256269e-05,,,,,,
,4.224873605e-05,,,,,,
,8.839149063e-04,,,,,,
,1.529508559e-03,,,,,,
,1.438878201e-04,,,,,,
,6.156369113e-04,,,,,,
,9.621407543e-03,,,,,,
,6.985071894e-04,,,,,,
,3.988310921e-02,,,,,,
,6.236520132e-05,,,,,,
,5.542093338e-05,,,,,,
,7.480653236e-05,,,,,,
,4.285108148e-04,,,,,,
,3.560116707e-04,,,,,,
,7.634106869e-05,,,,,,
,1.716414548e-05,,,,,,
,2.453536971e-05,,,,,,
,3.474488795e-04,,,,,,
,2.938190009e-04,,,,,,
,1.922421366e-04,,,,,,
,2.089334455e-04,,,,,,
,5.122467229e-02,,,,,,
,1.546574024e-04,,,,,,
,2.312472257e-05,,,,,,
,6.954293047e-05,,,,,,
,1.423027273e-04,,,,,,
,2.065129189e-05,,,,,,
,7.552550097e-05,,,,,,
,2.157733106e-04,,,,,,
,5.242918122e-04,,,,,,
,4.669457737e-05,,,,,,
,5.035416788e-05,,,,,,
,5.221504313e-05,,,,,,
,1.586035910e-04,,,,,,
,1.281631455e-04,,,,,,
,5.114908773e-05,,,,,,
,3.391467410e-04,,,,,,
,9.805467548e-04,,,,,,
,2.694825482e-05,,,,,,
,4.795278689e-04,,,,,,
,8.863096010e-07,,,,,,
,1.516645232e-03,,,,,,
,1.033932372e-03,,,,,,
,4.963118534e-05,,,,,,
,1.015038532e-04,,,,,,
,1.175653569e-05,,,,,,
,1.628787952e-05,,,,,,
,1.542467495e-03,,,,,,
,1.212610463e-04,,,,,,
,1.680659219e-04,,,,,,
,1.415427539e-04,,,,,,
,1.985523048e-03,,,,,,
,1.742935974e-04,,,,,,
,1.436273793e-03,,,,,,
,3.163057532e-04,,,,,,
,4.543180924e-04,,,,,,
,2.514089413e-04,,,,,,
,6.115339344e-02,,,,,,
,1.590795864e-03,,,,,,
,9.249279029e-06,,,,,,
,3.602892462e-04,,,,,,
,1.075009080e-05,,,,,,
,1.760720049e-05,,,,,,
,8.571309997e-05,,,,,,
,1.201219603e-02,,,,,,
,7.810087182e-04,,,,,,
,5.146174542e-06,,,,,,
,3.810523262e-03,,,,,,
,1.659957087e-05,,,,,,
,4.423524457e-05,,,,,,
,4.415446018e-04,,,,,,
,2.494510897e-04,,,,,,
,1.151200461e-05,,,,,,
,6.237544505e-04,,,,,,
,1.226933743e-04,,,,,,
,1.191436608e-03,,,,,,
,2.890689123e-05,,,,,,
,7.491342428e-05,,,,,,
,1.730603548e-04,,,,,,
,2.105765913e-05,,,,,,
,9.367417943e-04,,,,,,
,1.933872682e-04,,,,,,
,8.001814460e-04,,,,,,
,1.557378452e-05,,,,,,
,8.104977613e-04,,,,,,
,1.611016892e-02,,,,,,
,4.600502155e-03,,,,,,
,1.305391913e-02,,,,,,
,8.751706556e-05,,,,,,
,5.281769799e-05,,,,,,
,6.321107404e-05,,,,,,
,1.736569748e-04,,,,,,
,3.809944875e-05,,,,,,
,4.436227409e-05,,,,,,
,2.236416193e-05,,,,,,
,4.645099086e-03,,,,,,
,2.094247658e-05,,,,,,
,1.258271239e-04,,,,,,
,3.656903664e-05,,,,,,
,1.036805650e-04,,,,,,
,9.281437646e-05,,,,,,
,1.045016843e-04,,,,,,
,9.406276458e-05,,,,,,
,2.267308407e-04,,,,,,
,4.733863761e-05,,,,,,
,3.526898401e-04,,,,,,
,3.106721603e-02,,,,,,
,1.611210291e-05,,,,,,
,3.807096773e-04,,,,,,
,1.065599818e-03,,,,,,
,3.572087505e-04,,,,,,
,3.049661410e-04,,,,,,
,1.948649709e-03,,,,,,
,1.766451011e-05,,,,,,
,5.641947480e-04,,,,,,
,2.012238549e-04,,,,,,
,2.578233708e-03,,,,,,
,2.953562892e-05,,,,,,
,2.794581681e-04,,,,,,
,6.199440885e-04,,,,,,
,3.010922539e-03,,,,,,
,4.844239210e-05,,,,,,
,4.604610211e-04,,,,,,
,1.975843481e-02,,,,,,
,1.644976027e-04,,,,,,
,2.535298975e-05,,,,,,
,7.654552416e-05,,,,,,
,6.975646812e-04,,,,,,
,5.393193868e-05,,,,,,
,6.180319707e-05,,,,,,
,1.551252288e-04,,,,,,
,1.271526599e-05,,,,,,
,2.548596102e-04,,,,,,
,5.441991779e-04,,,,,,
,3.969003485e-03,,,,,,
,4.378350316e-02,,,,,,
,1.162198054e-04,,,,,,
,4.416108571e-05,,,,,,
,2.791077333e-06,,,,,,
,3.794942058e-04,,,,,,
,5.759501623e-04,,,,,,
,1.948672557e-05,,,,,,
,2.319240848e-04,,,,,,
,2.983847338e-04,,,,,,
,1.218412507e-05,,,,,,
,7.757400220e-05,,,,,,
,5.150214225e-03,,,,,,
,1.547511408e-04,,,,,,
,7.694380751e-06,,,,,,
,2.719381700e-04,,,,,,
,1.449157229e-04,,,,,,
,1.585498068e-04,,,,,,
,2.178042654e-04,,,,,,
,9.776593065e-05,,,,,,
,1.732654243e-04,,,,,,
,6.100148858e-04,,,,,,
,4.104724658e-04,,,,,,
,2.962748900e-04,,,,,,
,5.041786362e-05,,,,,,
,9.858872694e-02,,,,,,
,6.427308369e-05,,,,,,
,8.317336965e-05,,,,,,
,5.993416378e-05,,,,,,
,1.698216300e-03,,,,,,
,2.238795536e-03,,,,,,
,5.557738267e-05,,,,,,
,2.042571253e-02,,,,,,
,5.746952229e-04,,,,,,
,4.124641469e-04,,,,,,
,1.628219408e-04,,,,,,
,1.103972924e-04,,,,,,
,4.074897706e-06,,,,,,
,5.514153016e-04,,,,,,
,2.556945835e-04,,,,,,
,5.626822591e-05,,,,,,
,6.400657235e-05,,,,,,
,1.276852214e-03,,,,,,
,4.556532549e-02,,,,,,
,8.304659890e-05,,,,,,
,6.705493160e-06,,,,,,
,3.612267475e-04,,,,,,
,5.697054502e-04,,,,,,
,1.134392940e-05,,,,,,
,2.505650448e-04,,,,,,
,8.864748383e-06,,,,,,
,4.384615579e-05,,,,,,
,8.379034784e-05,,,,,,
,4.275016509e-04,,,,,,
,8.327523212e-05,,,,,,
,2.064789216e-04,,,,,,
,1.187319532e-05,,,,,,
,1.479373067e-04,,,,,,
,3.029048472e-03,,,,,,
,1.371457617e-03,,,,,,
,6.888658772e-05,,,,,,
,2.181593257e-05,,,,,,
,3.915931832e-02,,,,,,
,2.424881164e-05,,,,,,
,4.692624816e-03,,,,,,
,1.439253065e-05,,,,,,
,9.684913955e-05,,,,,,
,3.711356098e-04,,,,,,
,1.866990467e-05,,,,,,
,1.749635578e-04,,,,,,
,3.901062660e-05,,,,,,
,1.140505886e-05,,,,,,
,1.522129563e-04,,,,,,
,5.380202845e-06,,,,,,
,1.848919110e-04,,,,,,
,3.655207708e-04,,,,,,
,4.877652167e-04,,,,,,
,6.208023440e-06,,,,,,
,1.070659904e-03,,,,,,
,3.623910877e-05,,,,,,
,2.813623953e-04,,,,,,
,6.504728542e-02,,,,,,
,2.774790740e-04,,,,,,
,9.464610892e-05,,,,,,
,1.210256833e-04,,,,,,
,2.670314869e-05,,,,,,
,1.926408292e-05,,,,,,
,1.061730670e-02,,,,,,
,1.078744928e-04,,,,,,
,3.396349775e-04,,,,,,
,1.288531338e-02,,,,,,
,9.913273393e-05,,,,,,
,1.570519700e-05,,,,,,
,3.505278247e-04,,,,,,
,5.159667067e-03,,,,,,
,9.826287883e-05,,,,,,
,7.342862309e-05,,,,,,
,6.957776963e-05,,,,,,
,1.042147838e-03,,,,,,
,1.648924357e-04,,,,,,
,3.872950900e-02,,,,,,
,7.914200332e-05,,,,,,
,8.122636468e-06,,,,,,
,1.489715173e-05,,,,,,
,3.299076848e-03,,,,,,
,2.791159869e-04,,,,,,
,1.048644845e-02,,,,,,
,3.340562986e-04,,,,,,
,3.636133122e-05,,,,,,
,6.580320595e-05,,,,,,
,2.442856168e-04,,,,,,
,2.405547413e-05,,,,,,
,1.384862860e-04,,,,,,
,1.426192472e-03,,,,,,
,1.096583384e-03,,,,,,
,7.433968561e-05,,,,,,
,6.444627751e-06,,,,,,
,6.235552494e-06,,,,,,
,2.297738521e-04,,,,,,
,8.200005086e-04,,,,,,
,8.282142898e-04,,,,,,
,4.394801932e-05,,,,,,
,1.090820812e-03,,,,,,
,1.186301930e-04,,,,,,
,5.136909769e-05,,,,,,
,4.155627773e-04,,,,,,
,5.879353666e-04,,,,,,
,1.395397642e-04,,,,,,
,6.982915233e-03,,,,,,
,2.315845704e-03,,,,,,
,1.010129084e-05,,,,,,
,2.264910490e-03,,,,,,
,1.153961552e-03,,,,,,
,2.571599729e-04,,,,,,
,2.251293771e-04,,,,,,
,1.306644103e-03,,,,,,
,1.880655207e-05,,,,,,
,2.092249025e-05,,,,,,
,1.215144043e-05,,,,,,
,1.114595800e-03,,,,,,
,1.238154767e-02,,,,,,
,2.107824379e-06,,,,,,
,1.277024192e-04,,,,,,
,3.419068831e-04,,,,,,
,1.756390817e-04,,,,,,
,5.188893903e-05,,,,,,
,1.786182904e-05,,,,,,
,2.448750289e-04,,,,,,
,8.114605761e-04,,,,,,
,4.259471677e-05,,,,,,
,3.421750830e-05,,,,,,
,4.446850921e-05,,,,,,
,7.296666823e-05,,,,,,
,4.179848586e-05,,,,,,
,5.424375407e-06,,,,,,
,4.665896923e-05,,,,,,
,5.397232999e-04,,,,,,
,1.500673161e-04,,,,,,
,3.872032212e-04,,,,,,
,2.103972270e-02,,,,,,
,1.455760141e-05,,,,,,
,2.102521628e-05,,,,,,
,3.180693240e-05,,,,,,
,1.230649826e-04,,,,,,
,7.612481969e-05,,,,,,
,8.745731259e-05,,,,,,
,1.027263591e-04,,,,,,
,1.579792368e-04,,,,,,
,3.943899838e-05,,,,,,
,1.572520421e-03,,,,,,
,1.147248123e-04,,,,,,
,4.993342749e-02,,,,,,
,3.671455972e-04,,,,,,
,1.763014925e-05,,,,,,
,2.277940684e-03,,,,,,
,6.684401800e-04,,,,,,
,3.941918655e-05,,,,,,
,3.861696133e-05,,,,,,
,6.298294963e-06,,,,,,
,2.464605287e-02,,,,,,
,1.901815444e-05,,,,,,
,3.003054070e-04,,,,,,
,6.708574743e-05,,,,,,
,1.860696713e-05,,,,,,
,3.146163094e-05,,,,,,
,1.301790864e-04,,,,,,
,7.281550466e-05,,,,,,
,2.477081423e-05,,,,,,
,2.814132707e-04,,,,,,
,2.358453276e-05,,,,,,
,2.642604554e-04,,,,,,
,9.298897705e-05,,,,,,
,1.402190807e-03,,,,,,
,8.393900894e-06,,,,,,
,1.836304562e-02,,,,,,
,4.483370563e-05,,,,,,
,4.022308429e-05,,,,,,
,8.339502042e-06,,,,,,
,3.142146845e-04,,,,,,
,1.848172083e-04,,,,,,
,3.500238331e-04,,,,,,
,7.498171476e-05,,,,,,
,3.806118890e-04,,,,,,
,8.379779024e-05,,,,,,
,4.447382303e-05,,,,,,
,1.710838081e-03,,,,,,
,1.238441226e-04,,,,,,
,2.760953828e-03,,,,,,
,1.765029150e-05,,,,,,
,5.040991951e-05,,,,,,
,9.757509015e-04,,,,,,
,1.381163148e-04,,,,,,
,1.051690242e-02,,,,,,
,3.950231201e-04,,,,,,
,4.549165674e-03,,,,,,
,3.646512032e-04,,,,,,
,1.393865063e-05,,,,,,
,1.322142465e-04,,,,,,
,2.833110033e-04,,,,,,
,4.032633293e-04,,,,,,
,1.094351816e-03,,,,,,
,1.028762260e-05,,,,,,
,3.599637286e-05,,,,,,
,2.519930616e-04,,,,,,
,1.668744358e-03,,,,,,
,3.770433389e-05,,,,,,
,9.093903097e-04,,,,,,
,1.002543614e-03,,,,,,
,2.905039752e-02,,,,,,
,4.357744440e-04,,,,,,
,9.945522887e-04,,,,,,
,6.584095771e-03,,,,,,
,1.003398068e-05,,,,,,
,2.815726184e-04,,,,,,
,2.190714464e-05,,,,,,
,2.601376128e-05,,,,,,
,1.281728786e-05,,,,,,
,3.210007936e-05,,,,,,
,1.527371080e-04,,,,,,
,1.368513261e-04,,,,,,
,1.480355634e-05,,,,,,
,6.125936625e-05,,,,,,
,2.503451191e-04,,,,,,
,3.337899074e-05,,,,,,
,4.163425016e-04,,,,,,
,1.350575818e-04,,,,,,
,6.289430283e-05,,,,,,
,1.833724856e-05,,,,,,
,2.521329024e-04,,,,,,
,2.993621277e-05,,,,,,
,1.395485661e-04,,,,,,
,1.423303048e-04,,,,,,
,6.646871172e-05,,,,,,
,4.275969565e-03,,,,,,
,6.528819914e-05,,,,,,
,3.258685032e-05,,,,,,
,7.901567906e-06,,,,,,
,3.268727488e-05,,,,,,
,3.302471748e-05,,,,,,
,1.258823311e-04,,,,,,
,1.194504879e-05,,,,,,
,3.743695929e-04,,,,,,
,3.373812384e-04,,,,,,
,1.144671393e-04,,,,,,
,1.642140282e-04,,,,,,
,6.864975236e-03,,,,,,
,4.078076253e-04,,,,,,
,3.149348976e-05,,,,,,
,1.164060090e-02,,,,,,
,1.859781829e-04,,,,,,
,1.676835547e-04,,,,,,
,9.173580364e-04,,,,,,
,4.832385419e-04,,,,,,
,1.650732072e-04,,,,,,
,1.045269852e-03,,,,,,
,2.745864867e-05,,,,,,
,4.260533021e-05,,,,,,
,2.322453870e-04,,,,,,
,4.802704510e-04,,,,,,
,1.472642176e-04,,,,,,
,1.254529815e-04,,,,,,
,5.805697035e-05,,,,,,
,1.452685779e-04,,,,,,
,7.644134156e-05,,,,,,
,3.209218141e-04,,,,,,
,4.915301564e-04,,,,,,
,1.980527597e-04,,,,,,
,1.130651227e-04,,,,,,
,1.287029515e-04,,,,,,
,3.216534970e-04,,,,,,
,2.174888109e-03,,,,,,
,3.858333072e-05,,,,,,
,8.685325212e-05,,,,,,
,1.073812635e-04,,,,,,
,2.549160525e-03,,,,,,
,1.182459085e-03,,,,,,
,2.159427482e-04,,,,,,
,9.704194633e-05,,,,,,
,4.907625238e-05,,,,,,
,3.134541449e-04,,,,,,
,5.855948731e-05,,,,,,
,6.459213429e-04,,,,,,
,1.036965946e-03,,,,,,
,8.882430767e-04,,,,,,
,4.523447416e-05,,,,,,
,1.257141864e-02,,,,,,
,6.256941191e-05,,,,,,
,1.762456529e-04,,,,,,
,3.045857003e-04,,,,,,
,4.137462702e-05,,,,,,
,1.090618063e-04,,,,,,
,6.904484979e-04,,,,,,
,1.921555593e-05,,,,,,
,5.868563321e-06,,,,,,
,8.744740091e-05,,,,,,
,5.246182501e-05,,,,,,
,4.863054271e-04,,,,,,
,1.825135790e-04,,,,,,
,9.986544117e-04,,,,,,
,3.603255326e-04,,,,,,
,2.415913674e-04,,,,,,
,1.541568869e-03,,,,,,
,3.229848724e-02,,,,,,
,1.366917626e-05,,,,,,
,4.766315547e-06,,,,,,
,2.209524739e-05,,,,,,
,4.395897202e-04,,,,,,
,1.498558547e-04,,,,,,
,4.075512504e-04,,,,,,
,2.768266151e-05,,,,,,
,2.024085992e-04,,,,,,
,4.836541676e-03,,,,,,
,5.284014274e-04,,,,,,
,4.701783382e-05,,,,,,
,1.282571467e-05,,,,,,
,1.724997092e-04,,,,,,
,1.559377576e-04,,,,,,
,2.497782495e-03,,,,,,
,6.226370993e-04,,,,,,
,3.187436767e-05,,,,,,
,1.442229783e-01,,,,,,
,3.841254926e-04,,,,,,
,2.678654843e-02,,,,,,
,1.810168914e-04,,,,,,
,7.342126230e-04,,,,,,
,9.936947919e-05,,,,,,
,1.171310870e-04,,,,,,
,2.355062905e-05,,,,,,
,2.832837521e-04,,,,,,
,1.906391175e-05,,,,,,
,2.332628788e-04,,,,,,
,8.140205792e-05,,,,,,
,1.628727856e-04,,,,,,
,2.691484832e-05,,,,,,
,7.171411664e-05,,,,,,
,2.438628321e-04,,,,,,
,7.104081916e-05,,,,,,
,7.445703233e-04,,,,,,
,1.431181334e-05,,,,,,
,5.502633228e-04,,,,,,
,1.225935477e-04,,,,,,
,5.033259475e-04,,,,,,
,8.786143573e-04,,,,,,
,5.531405988e-04,,,,,,
,1.582225745e-04,,,,,,
,9.695937233e-05,,,,,,
,6.049909794e-04,,,,,,
,7.578628029e-05,,,,,,
,7.240248709e-03,,,,,,
,1.185300309e-05,,,,,,
,8.974093409e-04,,,,,,
,2.183141840e-04,,,,,,
,3.001714403e-04,,,,,,
,2.323910873e-05,,,,,,
,3.941235076e-04,,,,,,
,7.318065864e-05,,,,,,
,1.868784761e-04,,,,,,
,1.400310227e-05,,,,,,
,4.423204741e-05,,,,,,
,6.436390568e-04,,,,,,
,2.332548377e-05,,,,,,
,1.454935889e-03,,,,,,
,4.614964368e-05,,,,,,
,2.306574888e-04,,,,,,
,4.147144644e-05,,,,,,
,1.453659615e-04,,,,,,
,5.312046204e-05,,,,,,
,3.669724912e-04,,,,,,
,9.734531697e-04,,,,,,
,1.259795324e-05,,,,,,
,4.008701236e-06,,,,,,
,1.139369855e-02,,,,,,
,3.932711490e-05,,,,,,
,2.196921545e-04,,,,,,
,8.820975538e-05,,,,,,
,8.952427512e-05,,,,,,
,3.765628109e-04,,,,,,
,1.558596822e-04,,,,,,
,4.453268906e-05,,,,,,
,6.710424150e-05,,,,,,
,2.228655080e-04,,,,,,
,6.709199067e-06,,,,,,
,4.122565669e-05,,,,,,
,2.528795679e-04,,,,,,
,7.276247409e-02,,,,,,
,1.564949778e-02,,,,,,
,1.639867222e-05,,,,,,
,3.753740843e-04,,,,,,
,2.088746558e-04,,,,,,
,5.622449303e-05,,,,,,
,5.429445542e-05,,,,,,
,6.235248819e-05,,,,,,
,4.131155776e-05,,,,,,
,7.533811402e-05,,,,,,
,5.982925092e-02,,,,,,
,2.405430085e-04,,,,,,
,1.050758324e-04,,,,,,
,1.287108533e-04,,,,,,
,9.542220465e-05,,,,,,
,5.533474342e-05,,,,,,
,1.781261295e-04,,,,,,
,1.042909277e-04,,,,,,
,2.307056511e-05,,,,,,
,2.405022643e-05,,,,,,
,1.232594663e-04,,,,,,
,3.469276247e-02,,,,,,
,2.044590005e-03,,,,,,
,1.655223039e-05,,,,,,
,5.244217117e-05,,,,,,
,5.637598764e-04,,,,,,
,1.562152194e-05,,,,,,
,5.204352317e-05,,,,,,
,2.735271015e-05,,,,,,
,4.959189479e-05,,,,,,
,2.160274214e-04,,,,,,
,2.521095990e-03,,,,,,
,1.211011208e-04,,,,,,
,2.515235073e-04,,,,,,
,3.138545504e-05,,,,,,
,2.532989634e-03,,,,,,
,1.139041238e-04,,,,,,
,1.159924453e-03,,,,,,
,2.012537738e-05,,,,,,
,5.933099861e-06,,,,,,
,7.526995700e-02,,,,,,
,3.440530198e-04,,,,,,
,8.550324525e-05,,,,,,
,4.740654574e-04,,,,,,
,4.429981159e-04,,,,,,
,9.492179834e-05,,,,,,
,5.727599485e-04,,,,,,
,7.617143376e-05,,,,,,
,3.389274558e-04,,,,,,
,1.471476937e-02,,,,,,
,8.854278838e-05,,,,,,
,1.332661056e-04,,,,,,
,1.108484797e-01,,,,,,
,1.846939008e-05,,,,,,
,8.270035817e-03,,,,,,
,7.142047621e-06,,,,,,
,3.410064742e-05,,,,,,
,3.260730391e-05,,,,,,
,2.533857699e-04,,,,,,
,6.376596331e-04,,,,,,
,7.702670172e-05,,,,,,
,7.509856165e-04,,,,,,
,3.986051086e-05,,,,,,
,2.602612493e-05,,,,,,
,4.177841758e-04,,,,,,
,2.636124926e-03,,,,,,
,7.110554667e-04,,,,,,
,1.415578635e-02,,,,,,
,2.891299721e-04,,,,,,
,8.015379463e-05,,,,,,
,7.081961488e-04,,,,,,
,1.849086300e-04,,,,,,
,1.728199830e-04,,,,,,
,2.090527024e-04,,,,,,
,6.603141632e-04,,,,,,
,6.077182165e-04,,,,,,
,9.127605680e-05,,,,,,
,1.819714282e-04,,,,,,
,2.329200635e-04,,,,,,
,2.923463774e-05,,,,,,
,7.157008977e-05,,,,,,
,1.073354130e-03,,,,,,
,7.168494608e-05,,,,,,
,7.071801908e-05,,,,,,
,2.966967732e-05,,,,,,
,3.222825696e-05,,,,,,
,4.279639235e-05,,,,,,
,2.049047456e-03,,,,,,
,9.364456004e-05,,,,,,
,4.568397935e-05,,,,,,
,3.018210137e-04,,,,,,
,1.448520245e-04,,,,,,
,1.738549640e-04,,,,,,
,1.348433777e-03,,,,,,
,4.963228373e-05,,,,,,
,3.350307972e-04,,,,,,
,1.338009898e-01,,,,,,
,1.853989191e-04,,,,,,
,1.322013216e-05,,,,,,
,6.366094210e-04,,,,,,
,2.254147633e-04,,,,,,
,3.517904369e-04,,,,,,
,1.074896883e-04,,,,,,
,6.193350726e-06,,,,,,
,9.529403873e-05,,,,,,
,1.290161615e-05,,,,,,
,1.819575712e-04,,,,,,
,3.858857440e-04,,,,,,
,4.918518557e-04,,,,,,
,3.148979280e-05,,,,,,
,4.850392284e-03,,,,,,
,4.598627360e-05,,,,,,
,2.244461251e-04,,,,,,
,9.297907467e-05,,,,,,
,7.471645672e-05,,,,,,
,1.165315689e-04,,,,,,
,1.579033435e-04,,,,,,
,4.050034433e-06,,,,,,
,1.450187307e-05,,,,,,
,1.354820983e-02,,,,,,
,1.832473485e-04,,,,,,
,6.876681559e-05,,,,,,
,1.316625609e-03,,,,,,
,6.878368056e-04,,,,,,
,3.873871819e-05,,,,,,
,1.593838145e-04,,,,,,
,1.272902170e-02,,,,,,
,1.460120197e-05,,,,,,
,3.834638161e-05,,,,,,
,7.348509896e-04,,,,,,
,1.308528909e-04,,,,,,
,2.894080072e-05,,,,,,
,7.162675655e-05,,,,,,
,3.389597788e-05,,,,,,
,3.288155297e-05,,,,,,
,6.069839691e-05,,,,,,
,7.834467362e-05,,,,,,
,1.117645507e-04,,,,,,
,2.605472602e-03,,,,,,
,1.714329242e-02,,,,,,
,1.643009380e-04,,,,,,
,4.492305928e-03,,,,,,
,1.569677634e-04,,,,,,
,3.216177869e-05,,,,,,
,6.883859508e-05,,,,,,
,4.440786493e-05,,,,,,
,7.542956095e-04,,,,,,
,1.429923093e-04,,,,,,
,8.600758008e-05,,,,,,
,9.058829804e-06,,,,,,
,3.154726505e-04,,,,,,
,7.174060788e-05,,,,,,
,1.840977434e-05,,,,,,
,3.245745470e-04,,,,,,
,2.650677789e-05,,,,,,
,6.685238939e-05,,,,,,
,1.082760478e-04,,,,,,
,2.699226638e-04,,,,,,
,2.938721296e-05,,,,,,
,8.627635112e-05,,,,,,
,1.555778095e-04,,,,,,
,1.017681972e-04,,,,,,
,5.464813073e-05,,,,,,
,2.180975500e-04,,,,,,
,7.895920316e-03,,,,,,
,2.560710535e-04,,,,,,
,6.455163082e-04,,,,,,
,2.133127744e-04,,,,,,
,4.646965724e-05,,,,,,
,1.449201928e-04,,,,,,
,2.476872229e-04,,,,,,
,2.875994616e-04,,,,,,
,6.001522439e-03,,,,,,
,5.338441522e-05,,,,,,
,3.142735774e-04,,,,,,
,5.721776973e-06,,,,,,
,2.894991657e-06,,,,,,
,6.511857905e-05,,,,,,
,2.141762566e-04,,,,,,
,1.760928062e-05,,,,,,
,1.846356238e-04,,,,,,
,1.546712055e-04,,,,,,
,1.929568128e-03,,,,,,
,9.837211819e-04,,,,,,
,3.854972311e-05,,,,,,
,1.764063439e-04,,,,,,
,2.599937943e-03,,,,,,
,1.953900304e-03,,,,,,
,1.467924063e-05,,,,,,
,2.418622731e-04,,,,,,
,3.094105056e-05,,,,,,
,2.302153401e-04,,,,,,
,1.064079165e-02,,,,,,
,4.196026982e-04,,,,,,
,4.932082618e-04,,,,,,
,1.506325959e-04,,,,,,
,7.009037902e-05,,,,,,
,4.630884471e-06,,,,,,
,1.002998509e-04,,,,,,
