step,epoch,epoch,lr-Adam,lw/param_w,lw/perc_w,lw/sw_w,train/param,train/param_grad/AMP_0,train/param_grad/AMP_1,train/param_grad/BFRQ_0,train/param_grad/CUTOFF_0,train/param_grad/MULT_0,train/param_grad/M_OSC_0,train/param_grad/M_OSC_1,train/param_grad/Q_FILT_0,train/perc,train/spec,train/total,train/wave,val_id/loud,val_id/lsd,val_id/mfcc,val_id/mfcc03,val_id/param,val_id/param_group/harmor_amplitudes,val_id/param_group/harmor_cutoff,val_id/param_group/harmor_f0_hz,val_id/param_group/harmor_f0_mult,val_id/param_group/harmor_osc_mix,val_id/param_group/harmor_q,val_id/perc,val_id/spec,val_id/wave,val_ood/loud,val_ood/lsd,val_ood/mfcc,val_ood/mfcc03,val_ood/param,val_ood/perc,val_ood/spec,val_ood/wave
54499,217,217,0.000112937,0,0,1,0,2.91954e-05,1.00476e-05,0.029976,5.08638e-06,0.019661,0.00010948,1.25119e-05,0.000109863,0,0.109502,0.109502,0,8.09985,15.2199,1.83961,0.233734,0.136762,0.113659,0.0808334,0.0162754,0.165546,0.287798,0.156461,0,0.114975,0,7.21994,15.0817,2.04764,0.230239,0,0,0.10875,0
54549,218,,0.000111808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54599,218,,0.000111808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54649,218,,0.000111808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54699,218,,0.000111808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54749,218,218,0.000111808,0,0,1,0,3.26507e-05,1.3421e-05,0.0307863,5.14467e-06,0.0327587,0.00011073,1.19119e-05,0.000108664,0,0.109209,0.109209,0,8.08351,15.2485,1.86257,0.231546,0.137478,0.113567,0.0886278,0.0142353,0.167024,0.282957,0.158458,0,0.114561,0,7.1998,15.0882,2.05486,0.230604,0,0,0.108947,0
54799,219,,0.00011069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54849,219,,0.00011069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54899,219,,0.00011069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54949,219,,0.00011069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54999,219,219,0.00011069,0,0,1,0,3.58649e-05,9.80996e-06,0.0308544,5.17596e-06,0.0155267,0.000111238,1.16509e-05,0.00010467,0,0.109433,0.109433,0,8.13087,15.8257,1.85507,0.234794,0.13657,0.115057,0.0842898,0.0158498,0.1689,0.280614,0.154709,0,0.118933,0,7.1172,15.2283,2.06267,0.229955,0,0,0.108961,0
55049,220,,0.000109583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55099,220,,0.000109583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55149,220,,0.000109583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55199,220,,0.000109583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55249,220,220,0.000109583,0,0,1,0,3.10846e-05,1.00339e-05,0.0341865,5.49792e-06,0.0166988,0.000120841,1.06471e-05,0.000113698,0,0.107224,0.107224,0,7.94898,15.3486,1.81399,0.229792,0.14127,0.115811,0.082023,0.0162605,0.189686,0.287204,0.156634,0,0.115519,0,6.67327,15.2978,1.97541,0.219892,0,0,0.109359,0
55299,221,,0.000108487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55349,221,,0.000108487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55399,221,,0.000108487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55449,221,,0.000108487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55499,221,221,0.000108487,0,0,1,0,3.20193e-05,1.07189e-05,0.0363484,5.749e-06,0.0153896,0.000128867,9.36723e-06,0.000115302,0,0.106212,0.106212,0,8.17323,15.5531,1.86915,0.238547,0.145125,0.116143,0.0878702,0.0178763,0.194353,0.290615,0.163892,0,0.1174,0,6.89762,15.2613,2.00047,0.218458,0,0,0.107252,0
55549,222,,0.000107402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55599,222,,0.000107402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55649,222,,0.000107402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55699,222,,0.000107402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55749,222,222,0.000107402,0,0,1,0,2.75646e-05,1.18714e-05,0.0368741,5.6313e-06,0.0204126,0.000126089,9.51939e-06,0.00011929,0,0.105225,0.105225,0,7.9579,15.2892,1.83896,0.231468,0.147694,0.115685,0.0796286,0.0183535,0.216625,0.298566,0.157303,0,0.115192,0,6.85503,14.9084,1.96444,0.215425,0,0,0.105724,0
55799,223,,0.000106328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55849,223,,0.000106328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55899,223,,0.000106328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55949,223,,0.000106328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55999,223,223,0.000106328,0,0,1,0,2.80512e-05,1.27936e-05,0.0378435,5.57785e-06,0.0267183,0.000128055,9.28601e-06,0.000118973,0,0.10464,0.10464,0,7.92535,15.3526,1.85361,0.236491,0.1526,0.116154,0.0804363,0.0177552,0.229378,0.316338,0.155538,0,0.116101,0,6.86266,14.7891,1.98488,0.215664,0,0,0.104567,0
56049,224,,0.000105265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56099,224,,0.000105265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56149,224,,0.000105265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56199,224,,0.000105265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56249,224,224,0.000105265,0,0,1,0,2.75256e-05,1.29905e-05,0.0389156,5.69082e-06,0.0343103,0.000132886,8.87468e-06,0.000120993,0,0.103779,0.103779,0,7.92826,15.2479,1.84687,0.234726,0.1589,0.116883,0.0798056,0.0199027,0.246342,0.334136,0.156333,0,0.116648,0,6.77388,14.7104,1.95032,0.211385,0,0,0.104223,0
56299,225,,0.000104212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56349,225,,0.000104212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56399,225,,0.000104212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56449,225,,0.000104212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56499,225,225,0.000104212,0,0,1,0,2.74893e-05,1.33477e-05,0.0395383,5.58815e-06,0.0353504,0.000131785,8.49315e-06,0.000121498,0,0.103481,0.103481,0,7.83068,15.1964,1.85616,0.232533,0.164053,0.11725,0.0815273,0.0211962,0.270793,0.335884,0.15767,0,0.11627,0,6.69723,14.6779,1.95647,0.20945,0,0,0.10431,0
56549,226,,0.00010317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
