filename,est_E,est_rho,est_h,est_Ly,est_T0,est_op_x,est_op_y,gt_E,gt_rho,gt_h,gt_Ly,gt_T0,gt_op_x,gt_op_y,est_mu,est_D_div_mu,est_T0_div_mu,refined_mu,refined_D_div_mu,refined_T0_div_mu,refined_Ly,refined_op_x,refined_op_y,gt_mu,gt_D_div_mu,gt_T0_div_mu,mu_orig,mu_refined,mu_gt,mu_orig_err,mu_refined_err,loss_orig,loss_refined,loss_delta,nmse_orig,nmse_refined,nmse_delta,nmse_summary_orig,sanity_ok,sanity_grid_min_mu,elapsed_s
random_IR_0001.npz,157658075211.2675,13559.79610926279,0.0036515459129675,2.691559052321738,609.9601793711577,0.8264880202142091,0.7244177304237844,131819184298.85242,12673.80384034166,0.0038607574654896,2.691559161389242,602.7673484378831,0.8264881154026615,0.7244177335187193,49.51421806345115,13.780471257701988,12.318889467051866,48.930517143406384,13.780471257701988,12.318889467051866,2.691559052321738,0.8264880202142091,0.7244177304237844,48.93048279274982,13.78047400625313,12.31885144054203,49.51421806345115,48.930517143406384,48.93048279274982,0.5837352707013324,3.4350656562764925e-05,2.5754712251746525e-10,2.2196067412435377e-13,-2.573251618433409e-10,5.279047923113251e-06,2.6267056898094394e-14,-5.279047896846194e-06,5.27904792312481e-06,True,51.560526315789474,0.477
random_IR_0002.npz,75059275808.18431,8545.826396072658,0.004787883779607,3.686141742486565,186.6507555597102,0.7883417876416365,0.9635423903868118,147920922722.1944,17314.430715954095,0.0048546510420041,3.686141702268032,383.44768441058943,0.7883418349360268,0.963542352763404,40.916423585093625,17.897195456271895,4.561756361025392,84.05546184210968,17.897195456271895,4.561756361025392,3.686141742486565,0.7883417876416365,0.9635423903868118,84.05551911691434,17.897192258481063,4.561838275928618,40.916423585093625,84.05546184210968,84.05551911691434,-43.139095531820715,-5.72748046607785e-05,5.61412116795168e-09,9.344317718684367e-14,-5.614027724774493e-09,0.028831404818650614,6.003513657995024e-14,-0.02883140481859058,0.0288314048186499,True,84.3142105263158,0.549
random_IR_0003.npz,119189446059.1714,18398.56092036609,0.0016994772946544,1.306004662725871,25.93773507589237,0.936305940355743,0.9895230405779932,186057982895.32712,18083.253096301232,0.0013485171988061,1.3060045687738722,20.22819525635132,0.9363059526409414,0.9895229876940544,31.26793653847793,1.663152822537555,0.8295313969303257,24.385470320830443,1.663152822537555,0.8295313969303257,1.306004662725871,0.936305940355743,0.9895230405779932,24.385577810725874,1.6631530041768487,0.8295146997687317,31.26793653847793,24.385470320830443,24.385577810725874,6.882358727752056,-0.00010748989543074572,1.2600551713148889e-08,1.3552202979619232e-12,-1.2599196492850927e-08,0.0007338348699249534,1.8149802658714793e-13,-0.0007338348697434554,0.0007338348699251,True,24.26578947368421,0.624
random_IR_0004.npz,150435791443.8328,4693.236204999528,0.0029923404300113,3.417559878343063,827.6874254011988,0.5802431959832055,0.9728878242367888,164907916263.11115,4653.5592063359445,0.0028459174490117,3.4175598362284982,780.5313709946926,0.5802431108304328,0.972887769354296,14.04376044381289,25.51221941508395,58.936310449943925,13.243632740422193,25.51221941508395,58.936310449943925,3.417559878343063,0.5802431959832055,0.9728878242367888,13.243645345320504,25.51222490269219,58.93629364444471,14.04376044381289,13.243632740422193,13.243645345320504,0.8001150984923857,-1.2604898310897283e-05,1.8992045713872585e-09,5.162230777393251e-13,-1.898688348309519e-09,9.918104169259517e-06,1.002312724447621e-14,-9.91810415923639e-06,9.918104169260336e-06,True,13.347894736842106,0.449
random_IR_0005.npz,90728434663.12547,19117.10447969219,0.0034632872414604,2.613359959526231,387.8795541168494,0.7885327853532806,0.5192069425288232,136791000829.13193,16985.593361363273,0.002658647759962,2.613360133075208,264.5629665485059,0.7885326349456379,0.519207002213814,66.20802403818341,5.059945135888411,5.8584976632613595,45.158708503443656,5.059945135888411,5.8584976632613595,2.613359959526231,0.7885327853532806,0.5192069425288232,45.15870974181389,5.059946047841708,5.858514737491241,66.20802403818341,45.158708503443656,45.15870974181389,21.049314296369523,-1.238370231249064e-06,1.4053125774182718e-08,3.972451436805996e-13,-1.4052728529039037e-08,0.006864353473782377,1.9087280713278938e-14,-0.00686435347376329,0.0068643534737828,True,46.101578947368424,0.7
random_IR_0006.npz,90582280832.02548,20413.89185577103,0.0047706700008291,2.891142949304291,863.7244911447709,0.6861589930243928,0.7241456251607824,171318505762.83295,20172.463876074933,0.0034483828908896,2.891142941520044,616.9378275347882,0.6861588712811552,0.7241456573616774,97.38794147649635,8.976843883502612,8.868905924592548,69.56237408783815,8.976843883502612,8.868905924592548,2.891142949304291,0.6861589930243928,0.7241456251607824,69.5623792973453,8.976845948324273,8.868843098331634,97.38794147649635,69.56237408783815,69.5623792973453,27.82556217915105,-5.209507150993886e-06,5.794178914442227e-09,2.0586513722019306e-13,-5.793973049305007e-09,0.011995314204056149,1.533196737148637e-14,-0.011995314204040817,0.0119953142040574,True,67.93736842105264,0.602
random_IR_0007.npz,78392355173.64532,18141.11247037962,0.0015330924538536,3.123130347033825,993.7589489290524,0.5731738968249694,0.664559869260407,99188531844.29764,15037.991948821396,0.001240901886517,3.123130468189068,666.7700477785132,0.5731738858508781,0.6645598919528501,27.812002632848436,0.9028050214482639,35.731297815833486,18.66067788378127,0.9028050214482639,35.731297815833486,3.123130347033825,0.5731738968249694,0.664559869260407,18.66067257871993,0.9028050531466348,35.73129773140534,27.812002632848436,18.66067788378127,18.66067257871993,9.151330054128508,5.30506133955555e-06,3.690620076213236e-08,1.0514415943810307e-12,-3.6905149320537976e-08,0.0012974546038858963,1.167975631529124e-15,-0.0012974546038847284,0.0012974546038862,True,18.806842105263158,1.79
random_IR_0008.npz,98184361455.42409,21188.29662140985,0.0030220447355617,2.154761191016453,407.4166515599107,0.6123497724137836,0.5890416792522112,82612856044.4483,21011.42815551345,0.0032807870816715,2.1547612357336057,438.60712744718575,0.612349610486469,0.5890416637636482,64.03198026025139,3.761798520794069,6.362705790200579,68.9340324791417,3.761798520794069,6.362705790200579,2.154761191016453,0.6123497724137836,0.5890416792522112,68.93402206007737,3.761799410073101,6.362709070782652,64.03198026025139,68.9340324791417,68.93402206007737,-4.90204179982598,1.0419064338407225e-05,3.9253071903999626e-09,3.481501111707308e-13,-3.924959040288792e-09,0.00037228689932775055,2.0102901777859655e-14,-0.00037228689930764766,0.0003722868993275,True,67.93736842105264,0.675
random_IR_0009.npz,168992865950.8707,9229.404808640513,0.0016962561847048,2.994014144977017,516.1872418701381,0.5640839398232121,0.8316014893580108,91322346297.76453,7025.201129630132,0.0020131664101591,2.994014143849656,466.3161097485777,0.5640838191705095,0.831601498837984,15.65543498780069,4.683009536487357,32.97175979283685,14.14290181814862,4.683009536487357,32.97175979283685,2.994014144977017,0.5640839398232121,0.8316014893580108,14.142898938783146,4.683010453498064,32.971748703501625,15.65543498780069,14.14290181814862,14.142898938783146,1.5125360490175446,2.8793654731629204e-06,1.007271155373246e-08,9.287212925784827e-13,-1.0071782832439882e-08,3.544338579272436e-05,1.0420219586958616e-14,-3.544338578230414e-05,3.544338579273542e-05,True,13.347894736842106,0.814
random_IR_0010.npz,131320910316.098,20598.87671935228,0.0015144165234799,1.500730489653952,360.4486386379534,0.9205929705430972,0.5570882648735964,81856495196.33838,17864.672721141178,0.0017863294467202,1.50073055891098,368.7314834092575,0.920593004674414,0.5570882198680419,31.19527926891253,1.299656259072744,11.554589254700353,31.912196090575883,1.299656259072744,11.554589254700353,1.500730489653952,0.9205929705430972,0.5570882648735964,31.91219093779357,1.2996567710331561,11.55456496634862,31.19527926891253,31.912196090575883,31.91219093779357,-0.7169116688810426,5.1527823110575355e-06,3.319291286274506e-09,1.6985436494809658e-12,-3.317592742625025e-09,7.962602430807324e-06,3.302723712164055e-15,-7.9626024275046e-06,7.962602430806047e-06,True,29.724736842105266,0.78
