step,epoch,final_spec_losses_weighted/2048_spectrogram_logmag_eps,in_domain_validation_losses/loss_total,in_domain_validation_losses/raw_params_loss,in_domain_validation_losses/raw_spec_loss,in_domain_validation_losses/weighted_params_loss,in_domain_validation_losses/weighted_spec_loss,in_domain_validation_metrics/lsd_value,in_domain_validation_metrics/mean_average_error,in_domain_validation_metrics/mfcc_mae,in_domain_validation_metrics/paper_lsd_value,in_domain_validation_metrics/pearson_fft,in_domain_validation_metrics/pearson_stft,in_domain_validation_metrics/spectral_convergence_value,loss/parameters_decay_factor,loss/spec_loss_rampup_factor,lr-Adam,normalized_losses/post_rampup_weighted_params_loss,normalized_losses/post_rampup_weighted_spec_loss,normalized_losses/pre_rampup_normalized_parameters_loss,normalized_losses/pre_rampup_normalized_spectrogram_loss,normalized_losses/running_avg_parameters_loss,normalized_losses/running_avg_spectrogram_loss,train_loss_epoch,train_loss_step,train_losses/loss_total,train_losses/raw_params_loss,train_losses/raw_spec_loss,train_losses/weighted_params_loss,train_losses/weighted_spec_loss
0,,,0.9060658812522888,,,,,,,,,,,,1.0,0.0,,1.1417680978775024,0.0,1.1417680978775024,0.0,0.5068838596343994,1.0,,,,,,,
1,,,0.8576605916023254,,,,,,,,,,,,1.0,0.0,,1.2617554664611816,0.0,1.2617554664611816,0.0,0.5102017521858215,1.0,,,,,,,
2,,,0.7628913521766663,,,,,,,,,,,,1.0,0.0,,1.0682510137557983,0.0,1.0682510137557983,0.0,0.5103889107704163,1.0,,,,,,,
3,,,0.9252055287361145,,,,,,,,,,,,1.0,0.0,,0.8773696422576904,0.0,0.8773696422576904,0.0,0.5084066390991211,1.0,,,,,,,
4,,,0.7397075295448303,,,,,,,,,,,,1.0,0.0,,0.5693985819816589,0.0,0.5693985819816589,0.0,0.4992141127586365,1.0,,,,,,,
5,,,1.152559757232666,,,,,,,,,,,,1.0,0.0,,0.5080552101135254,0.0,0.5080552101135254,0.0,0.4907155930995941,1.0,,,,,,,
6,,,0.6838281154632568,,,,,,,,,,,,1.0,0.0,,0.6237968802452087,0.0,0.6237968802452087,0.0,0.4827507436275482,1.0,,,,,,,
7,,,0.9311153292655945,,,,,,,,,,,,1.0,0.0,,0.43301039934158325,0.0,0.43301039934158325,0.0,0.4724382758140564,1.0,,,,,,,
8,,,0.8374265432357788,,,,,,,,,,,,1.0,0.0,,0.49400344491004944,0.0,0.49400344491004944,0.0,0.46250656247138977,1.0,,,,,,,
9,,,0.9671883583068848,,,,,,,,,,,,1.0,0.0,,0.45727354288101196,0.0,0.45727354288101196,0.0,0.45249059796333313,1.0,,,,,,,
10,,,0.9007307291030884,,,,,,,,,,,,1.0,0.0,,0.5470759272575378,0.0,0.5470759272575378,0.0,0.4425763487815857,1.0,,,,,,,
11,,,1.0112847089767456,,,,,,,,,,,,1.0,0.0,,0.37621068954467773,0.0,0.37621068954467773,0.0,0.4317896068096161,1.0,,,,,,,
12,,,0.9976065158843994,,,,,,,,,,,,1.0,0.0,,0.3573465049266815,0.0,0.3573465049266815,0.0,0.42179054021835327,1.0,,,,,,,
13,,,0.8188773989677429,,,,,,,,,,,,1.0,0.0,,0.4495258331298828,0.0,0.4495258331298828,0.0,0.4129277765750885,1.0,,,,,,,
14,,,1.044042706489563,,,,,,,,,,,,1.0,0.0,,0.4042796492576599,0.0,0.4042796492576599,0.0,0.40346837043762207,1.0,,,,,,,
15,,,0.7515478730201721,,,,,,,,,,,,1.0,0.0,,0.40830695629119873,0.0,0.40830695629119873,0.0,0.39375555515289307,1.0,,,,,,,
16,,,1.3821918964385986,,,,,,,,,,,,1.0,0.0,,0.37204423546791077,0.0,0.37204423546791077,0.0,0.38431933522224426,1.0,,,,,,,
17,,,1.1902120113372803,,,,,,,,,,,,1.0,0.0,,0.4520726203918457,0.0,0.4520726203918457,0.0,0.3763478696346283,1.0,,,,,,,
18,,,1.3608500957489014,,,,,,,,,,,,1.0,0.0,,0.4011969268321991,0.0,0.4011969268321991,0.0,0.3675084114074707,1.0,,,,,,,
19,,,1.1486103534698486,,,,,,,,,,,,1.0,0.0,,0.3756117522716522,0.0,0.3756117522716522,0.0,0.3582969307899475,1.0,,,,,,,
20,,,1.2423139810562134,,,,,,,,,,,,1.0,0.0,,0.4622577130794525,0.0,0.4622577130794525,0.0,0.3503192365169525,1.0,,,,,,,
21,,,1.2983213663101196,,,,,,,,,,,,1.0,0.0,,0.39818060398101807,0.0,0.39818060398101807,0.0,0.3412895202636719,1.0,,,,,,,
22,,,1.4206548929214478,,,,,,,,,,,,1.0,0.0,,0.5023714900016785,0.0,0.5023714900016785,0.0,0.3338312804698944,1.0,,,,,,,
23,,,1.1824886798858643,,,,,,,,,,,,1.0,0.0,,0.2900763750076294,0.0,0.2900763750076294,0.0,0.32519787549972534,1.0,,,,,,,
24,,,1.086814284324646,,,,,,,,,,,,1.0,0.0,,0.4020562767982483,0.0,0.4020562767982483,0.0,0.3192135691642761,1.0,,,,,,,
25,,,1.1564593315124512,,,,,,,,,,,,1.0,0.0,,0.41398417949676514,0.0,0.41398417949676514,0.0,0.3117882013320923,1.0,,,,,,,
26,,,1.0282083749771118,,,,,,,,,,,,1.0,0.0,,0.40144583582878113,0.0,0.40144583582878113,0.0,0.3035237193107605,1.0,,,,,,,
27,,,1.2009154558181763,,,,,,,,,,,,1.0,0.0,,0.35546931624412537,0.0,0.35546931624412537,0.0,0.297049880027771,1.0,,,,,,,
28,,,1.2396384477615356,,,,,,,,,,,,1.0,0.0,,0.4376766085624695,0.0,0.4376766085624695,0.0,0.2904382646083832,1.0,,,,,,,
29,,,1.1414704322814941,,,,,,,,,,,,1.0,0.0,,0.5505817532539368,0.0,0.5505817532539368,0.0,0.28439730405807495,1.0,,,,,,,
30,,,1.3355730772018433,,,,,,,,,,,,1.0,0.0,,0.5737919807434082,0.0,0.5737919807434082,0.0,0.27956515550613403,1.0,,,,,,,
31,,,1.2372009754180908,,,,,,,,,,,,1.0,0.0,,0.42054682970046997,0.0,0.42054682970046997,0.0,0.27326151728630066,1.0,,,,,,,
32,,,1.4816371202468872,,,,,,,,,,,,1.0,0.0,,0.4867755174636841,0.0,0.4867755174636841,0.0,0.2672398090362549,1.0,,,,,,,
33,,,1.3893731832504272,,,,,,,,,,,,1.0,0.0,,0.4729078412055969,0.0,0.4729078412055969,0.0,0.2614074945449829,1.0,,,,,,,
34,,,1.2597583532333374,,,,,,,,,,,,1.0,0.0,,0.377225399017334,0.0,0.377225399017334,0.0,0.2548806369304657,1.0,,,,,,,
35,,,1.5782442092895508,,,,,,,,,,,,1.0,0.0,,0.48935213685035706,0.0,0.48935213685035706,0.0,0.2490537166595459,1.0,,,,,,,
36,,,1.212254524230957,,,,,,,,,,,,1.0,0.0,,0.40112540125846863,0.0,0.40112540125846863,0.0,0.24330438673496246,1.0,,,,,,,
37,,,2.2449898719787598,,,,,,,,,,,,1.0,0.0,,0.42055511474609375,0.0,0.42055511474609375,0.0,0.2384665310382843,1.0,,,,,,,
38,,,1.0688390731811523,,,,,,,,,,,,1.0,0.0,,0.347921222448349,0.0,0.347921222448349,0.0,0.23199063539505005,1.0,,,,,,,
39,0.0,2.741036891937256,1.5814520120620728,0.20615512132644653,2.741036891937256,0.8929836750030518,0.0,6.753444194793701,0.7050259709358215,16.33542251586914,22.82540512084961,0.014250575564801693,0.34898924827575684,2.2908899784088135,1.0,0.0,,0.515578031539917,0.0,0.515578031539917,0.0,0.23086100816726685,1.0,0.5047003626823425,,,,,,
40,,,1.4475579261779785,,,,,,,,,,,,1.0,0.0,,0.7388626337051392,0.0,0.7388626337051392,0.0,0.22871018946170807,1.0,,,,,,,
41,,,1.7823089361190796,,,,,,,,,,,,1.0,0.0,,0.47976934909820557,0.0,0.47976934909820557,0.0,0.22475171089172363,1.0,,,,,,,
42,,,1.56819486618042,,,,,,,,,,,,1.0,0.0,,0.5379377603530884,0.0,0.5379377603530884,0.0,0.22142647206783295,1.0,,,,,,,
43,,,1.600580096244812,,,,,,,,,,,,1.0,0.0,,0.5361393690109253,0.0,0.5361393690109253,0.0,0.21703201532363892,1.0,,,,,,,
44,,,1.5957804918289185,,,,,,,,,,,,1.0,0.0,,0.6273760795593262,0.0,0.6273760795593262,0.0,0.21329855918884277,1.0,,,,,,,
45,,,1.448194146156311,,,,,,,,,,,,1.0,0.0,,0.49468234181404114,0.0,0.49468234181404114,0.0,0.20864218473434448,1.0,,,,,,,
46,,,1.7657380104064941,,,,,,,,,,,,1.0,0.0,,0.5568373203277588,0.0,0.5568373203277588,0.0,0.20490007102489471,1.0,,,,,,,
47,,,1.281876802444458,,,,,,,,,,,,1.0,0.0,,0.4847464859485626,0.0,0.4847464859485626,0.0,0.20078827440738678,1.0,,,,,,,
48,,,1.6769887208938599,,,,,,,,,,,,1.0,0.0,,0.5843559503555298,0.0,0.5843559503555298,0.0,0.19633749127388,1.0,,,,,,,
49,1.0,,1.4788163900375366,,,,,,,,,,,,1.0,0.0,0.0009899999713525176,0.47136804461479187,0.0,0.47136804461479187,0.0,0.19189225137233734,1.0,,0.47136804461479187,0.47136804461479187,0.09045187383890152,0.0,0.47136804461479187,0.0
50,,,1.5073286294937134,,,,,,,,,,,,1.0,0.0,,0.43529438972473145,0.0,0.43529438972473145,0.0,0.1873926818370819,1.0,,,,,,,
51,,,1.5813838243484497,,,,,,,,,,,,1.0,0.0,,0.38449347019195557,0.0,0.38449347019195557,0.0,0.18304100632667542,1.0,,,,,,,
52,,,1.6016093492507935,,,,,,,,,,,,1.0,0.0,,0.4405765235424042,0.0,0.4405765235424042,0.0,0.17916661500930786,1.0,,,,,,,
53,,,2.113391876220703,,,,,,,,,,,,1.0,0.0,,0.803450882434845,0.0,0.803450882434845,0.0,0.17609599232673645,1.0,,,,,,,
54,,,1.1878036260604858,,,,,,,,,,,,1.0,0.0,,0.4608811140060425,0.0,0.4608811140060425,0.0,0.17249177396297455,1.0,,,,,,,
55,,,1.6177542209625244,,,,,,,,,,,,1.0,0.0,,0.34500280022621155,0.0,0.34500280022621155,0.0,0.16954772174358368,1.0,,,,,,,
56,,,1.4534345865249634,,,,,,,,,,,,1.0,0.0,,0.7138653993606567,0.0,0.7138653993606567,0.0,0.16628575325012207,1.0,,,,,,,
57,,,1.7931792736053467,,,,,,,,,,,,1.0,0.0,,0.45446184277534485,0.0,0.45446184277534485,0.0,0.16304455697536469,1.0,,,,,,,
58,,,1.5380617380142212,,,,,,,,,,,,1.0,0.0,,0.5264692902565002,0.0,0.5264692902565002,0.0,0.16005705296993256,1.0,,,,,,,
59,,,1.7699155807495117,,,,,,,,,,,,1.0,0.0,,0.4116303026676178,0.0,0.4116303026676178,0.0,0.1564805805683136,1.0,,,,,,,
60,,,1.6591744422912598,,,,,,,,,,,,1.0,0.0,,0.4358742833137512,0.0,0.4358742833137512,0.0,0.1531999707221985,1.0,,,,,,,
61,,,1.690016508102417,,,,,,,,,,,,1.0,0.0,,0.3688831627368927,0.0,0.3688831627368927,0.0,0.15022966265678406,1.0,,,,,,,
62,,,1.9520649909973145,,,,,,,,,,,,1.0,0.0,,0.45009645819664,0.0,0.45009645819664,0.0,0.14728793501853943,1.0,,,,,,,
63,,,1.335626244544983,,,,,,,,,,,,1.0,0.0,,0.39484915137290955,0.0,0.39484915137290955,0.0,0.14403854310512543,1.0,,,,,,,
64,,,1.3120397329330444,,,,,,,,,,,,1.0,0.0,,0.44211345911026,0.0,0.44211345911026,0.0,0.14100274443626404,1.0,,,,,,,
65,,,1.1144887208938599,,,,,,,,,,,,1.0,0.0,,0.47940370440483093,0.0,0.47940370440483093,0.0,0.13834451138973236,1.0,,,,,,,
66,,,1.4633369445800781,,,,,,,,,,,,1.0,0.0,,1.2110986709594727,0.0,1.2110986709594727,0.0,0.13747641444206238,1.0,,,,,,,
67,,,1.0735180377960205,,,,,,,,,,,,1.0,0.0,,0.8376467227935791,0.0,0.8376467227935791,0.0,0.13587631285190582,1.0,,,,,,,
68,,,1.2775400876998901,,,,,,,,,,,,1.0,0.0,,0.6707825064659119,0.0,0.6707825064659119,0.0,0.13392621278762817,1.0,,,,,,,
69,,,1.5606321096420288,,,,,,,,,,,,1.0,0.0,,0.7906476259231567,0.0,0.7906476259231567,0.0,0.1316877007484436,1.0,,,,,,,
70,,,1.7165534496307373,,,,,,,,,,,,1.0,0.0,,0.642535388469696,0.0,0.642535388469696,0.0,0.12947994470596313,1.0,,,,,,,
71,,,1.2056876420974731,,,,,,,,,,,,1.0,0.0,,0.4819142818450928,0.0,0.4819142818450928,0.0,0.127104252576828,1.0,,,,,,,
72,,,1.0012025833129883,,,,,,,,,,,,1.0,0.0,,0.7841277122497559,0.0,0.7841277122497559,0.0,0.12534907460212708,1.0,,,,,,,
73,,,1.2350969314575195,,,,,,,,,,,,1.0,0.0,,0.7418239712715149,0.0,0.7418239712715149,0.0,0.12359338998794556,1.0,,,,,,,
74,,,0.9272838234901428,,,,,,,,,,,,1.0,0.0,,0.664988100528717,0.0,0.664988100528717,0.0,0.12127947062253952,1.0,,,,,,,
75,,,1.3551151752471924,,,,,,,,,,,,1.0,0.0,,0.6307408213615417,0.0,0.6307408213615417,0.0,0.11957017332315445,1.0,,,,,,,
76,,,1.329868197441101,,,,,,,,,,,,1.0,0.0,,0.6813219785690308,0.0,0.6813219785690308,0.0,0.11784196645021439,1.0,,,,,,,
77,,,1.1151492595672607,,,,,,,,,,,,1.0,0.0,,0.6111728549003601,0.0,0.6111728549003601,0.0,0.11571570485830307,1.0,,,,,,,
78,,,1.3208070993423462,,,,,,,,,,,,1.0,0.0,,0.6870092749595642,0.0,0.6870092749595642,0.0,0.11393675953149796,1.0,,,,,,,
79,1.0,2.365354061126709,1.203141689300537,0.13976958394050598,2.365354061126709,1.2282452583312988,0.0,5.448136806488037,0.5560935139656067,12.076092720031738,19.972684860229492,0.024790985509753227,0.5705516934394836,1.6739253997802734,1.0,0.0,,0.8776796460151672,0.0,0.8776796460151672,0.0,0.1137961596250534,1.0,0.5512693524360657,,,,,,
80,,,2.0714948177337646,,,,,,,,,,,,1.0,0.0,,0.6808232069015503,0.0,0.6808232069015503,0.0,0.1128283217549324,1.0,,,,,,,
81,,,1.7017954587936401,,,,,,,,,,,,1.0,0.0,,0.636327862739563,0.0,0.636327862739563,0.0,0.11121567338705063,1.0,,,,,,,
82,,,1.7120513916015625,,,,,,,,,,,,1.0,0.0,,0.6065660119056702,0.0,0.6065660119056702,0.0,0.10973202437162399,1.0,,,,,,,
83,,,1.9954489469528198,,,,,,,,,,,,1.0,0.0,,0.6042668223381042,0.0,0.6042668223381042,0.0,0.1086287721991539,1.0,,,,,,,
84,,,1.5669058561325073,,,,,,,,,,,,1.0,0.0,,0.5761770606040955,0.0,0.5761770606040955,0.0,0.10666245222091675,1.0,,,,,,,
85,,,2.8767306804656982,,,,,,,,,,,,1.0,0.0,,0.4623764753341675,0.0,0.4623764753341675,0.0,0.10499313473701477,1.0,,,,,,,
86,,,1.453098177909851,,,,,,,,,,,,1.0,0.0,,0.6595776677131653,0.0,0.6595776677131653,0.0,0.10371781140565872,1.0,,,,,,,
87,,,1.92579984664917,,,,,,,,,,,,1.0,0.0,,0.4184971749782562,0.0,0.4184971749782562,0.0,0.10267627984285355,1.0,,,,,,,
88,,,1.7532234191894531,,,,,,,,,,,,1.0,0.0,,0.8211012482643127,0.0,0.8211012482643127,0.0,0.10139445960521698,1.0,,,,,,,
89,,,2.285142183303833,,,,,,,,,,,,1.0,0.0,,0.5980883836746216,0.0,0.5980883836746216,0.0,0.0998697429895401,1.0,,,,,,,
90,,,1.8596668243408203,,,,,,,,,,,,1.0,0.0,,1.0275098085403442,0.0,1.0275098085403442,0.0,0.09998993575572968,1.0,,,,,,,
91,,,2.0360028743743896,,,,,,,,,,,,1.0,0.0,,0.6440841555595398,0.0,0.6440841555595398,0.0,0.09953607618808746,1.0,,,,,,,
92,,,1.9876282215118408,,,,,,,,,,,,1.0,0.0,,0.8540685772895813,0.0,0.8540685772895813,0.0,0.09838347136974335,1.0,,,,,,,
93,,,1.809213399887085,,,,,,,,,,,,1.0,0.0,,0.8019130825996399,0.0,0.8019130825996399,0.0,0.09783003479242325,1.0,,,,,,,
94,,,2.3145720958709717,,,,,,,,,,,,1.0,0.0,,0.6427299976348877,0.0,0.6427299976348877,0.0,0.09677460044622421,1.0,,,,,,,
95,,,1.495342493057251,,,,,,,,,,,,1.0,0.0,,0.6881284713745117,0.0,0.6881284713745117,0.0,0.09609854221343994,1.0,,,,,,,
96,,,1.4434326887130737,,,,,,,,,,,,1.0,0.0,,0.7636652588844299,0.0,0.7636652588844299,0.0,0.09531886875629425,1.0,,,,,,,
97,,,1.1674461364746094,,,,,,,,,,,,1.0,0.0,,0.6459753513336182,0.0,0.6459753513336182,0.0,0.09438818693161011,1.0,,,,,,,
98,,,1.3433818817138672,,,,,,,,,,,,1.0,0.0,,1.0432665348052979,0.0,1.0432665348052979,0.0,0.09356459975242615,1.0,,,,,,,
99,2.0,,1.1905468702316284,,,,,,,,,,,,1.0,0.0,0.000980100012384355,0.6641014814376831,0.0,0.6641014814376831,0.0,0.09245328605175018,1.0,,0.6641014814376831,0.6641014814376831,0.06139836460351944,0.0,0.6641014814376831,0.0
100,,,1.1096593141555786,,,,,,,,,,,,1.0,0.0,,0.7023554444313049,0.0,0.7023554444313049,0.0,0.09174877405166626,1.0,,,,,,,
101,,,1.6058626174926758,,,,,,,,,,,,1.0,0.0,,0.6103247404098511,0.0,0.6103247404098511,0.0,0.09051442891359329,1.0,,,,,,,
102,,,1.399703860282898,,,,,,,,,,,,1.0,0.0,,1.3682775497436523,0.0,1.3682775497436523,0.0,0.09139491617679596,1.0,,,,,,,
103,,,1.3780291080474854,,,,,,,,,,,,1.0,0.0,,1.0290125608444214,0.0,1.0290125608444214,0.0,0.09218074381351471,1.0,,,,,,,
104,,,1.0933971405029297,,,,,,,,,,,,1.0,0.0,,0.7672072649002075,0.0,0.7672072649002075,0.0,0.09151135385036469,1.0,,,,,,,
105,,,1.4229865074157715,,,,,,,,,,,,1.0,0.0,,1.426113486289978,0.0,1.426113486289978,0.0,0.09286447614431381,1.0,,,,,,,
106,,,1.1335532665252686,,,,,,,,,,,,1.0,0.0,,0.7010593414306641,0.0,0.7010593414306641,0.0,0.09205600619316101,1.0,,,,,,,
107,,,1.3023544549942017,,,,,,,,,,,,1.0,0.0,,0.6048057675361633,0.0,0.6048057675361633,0.0,0.09088979661464691,1.0,,,,,,,
108,,,1.3221973180770874,,,,,,,,,,,,1.0,0.0,,0.817269504070282,0.0,0.817269504070282,0.0,0.09003197401762009,1.0,,,,,,,
109,,,1.136583685874939,,,,,,,,,,,,1.0,0.0,,1.19141685962677,0.0,1.19141685962677,0.0,0.08999444544315338,1.0,,,,,,,
110,,,1.445665717124939,,,,,,,,,,,,1.0,0.0,,1.1279282569885254,0.0,1.1279282569885254,0.0,0.09020225703716278,1.0,,,,,,,
111,,,1.0228263139724731,,,,,,,,,,,,1.0,0.0,,0.615375280380249,0.0,0.615375280380249,0.0,0.08915600925683975,1.0,,,,,,,
112,,,1.7385759353637695,,,,,,,,,,,,1.0,0.0,,0.7859929800033569,0.0,0.7859929800033569,0.0,0.08821272104978561,1.0,,,,,,,
113,,,1.415737509727478,,,,,,,,,,,,1.0,0.0,,0.8526448011398315,0.0,0.8526448011398315,0.0,0.08777795732021332,1.0,,,,,,,
114,,,1.4828227758407593,,,,,,,,,,,,1.0,0.0,,0.5229400396347046,0.0,0.5229400396347046,0.0,0.08627745509147644,1.0,,,,,,,
115,,,1.8749021291732788,,,,,,,,,,,,1.0,0.0,,0.7729876041412354,0.0,0.7729876041412354,0.0,0.08549047261476517,1.0,,,,,,,
116,,,1.2654452323913574,,,,,,,,,,,,1.0,0.0,,1.0261727571487427,0.0,1.0261727571487427,0.0,0.08594102412462234,1.0,,,,,,,
117,,,3.0620267391204834,,,,,,,,,,,,1.0,0.0,,0.5805330872535706,0.0,0.5805330872535706,0.0,0.08442157506942749,1.0,,,,,,,
118,,,2.015397548675537,,,,,,,,,,,,1.0,0.0,,0.6548208594322205,0.0,0.6548208594322205,0.0,0.0835166648030281,1.0,,,,,,,
119,2.0,2.15181827545166,1.5464704036712646,0.12653474509716034,2.15181827545166,1.5191738605499268,0.0,4.011909484863281,0.4049450159072876,8.062776565551758,17.569894790649414,0.05773863568902016,0.7824640870094299,0.7817170023918152,1.0,0.0,,0.7327438592910767,0.0,0.7327438592910767,0.0,0.08329181373119354,1.0,0.8030539751052856,,,,,,
120,,,1.540723443031311,,,,,,,,,,,,1.0,0.0,,1.1664726734161377,0.0,1.1664726734161377,0.0,0.08487311750650406,1.0,,,,,,,
121,,,2.0356831550598145,,,,,,,,,,,,1.0,0.0,,0.6520524621009827,0.0,0.6520524621009827,0.0,0.08452144265174866,1.0,,,,,,,
122,,,1.3918845653533936,,,,,,,,,,,,1.0,0.0,,0.8669078946113586,0.0,0.8669078946113586,0.0,0.08425186574459076,1.0,,,,,,,
123,,,1.889656662940979,,,,,,,,,,,,1.0,0.0,,1.4240769147872925,0.0,1.4240769147872925,0.0,0.08437862247228622,1.0,,,,,,,
124,,,1.9283615350723267,,,,,,,,,,,,1.0,0.0,,0.6644856929779053,0.0,0.6644856929779053,0.0,0.08416084945201874,1.0,,,,,,,
125,,,1.185643196105957,,,,,,,,,,,,1.0,0.0,,0.6568260788917542,0.0,0.6568260788917542,0.0,0.08336261659860611,1.0,,,,,,,
126,,,2.173402786254883,,,,,,,,,,,,1.0,0.0,,0.6606596112251282,0.0,0.6606596112251282,0.0,0.08230753988027573,1.0,,,,,,,
127,,,1.12624192237854,,,,,,,,,,,,1.0,0.0,,0.9056798219680786,0.0,0.9056798219680786,0.0,0.08277838677167892,1.0,,,,,,,
128,,,1.3174071311950684,,,,,,,,,,,,1.0,0.0,,0.6140666604042053,0.0,0.6140666604042053,0.0,0.08205752074718475,1.0,,,,,,,
129,,,1.244736671447754,,,,,,,,,,,,1.0,0.0,,0.7891497015953064,0.0,0.7891497015953064,0.0,0.08105018734931946,1.0,,,,,,,
130,,,1.387032389640808,,,,,,,,,,,,1.0,0.0,,0.8085141777992249,0.0,0.8085141777992249,0.0,0.08014456182718277,1.0,,,,,,,
131,,,1.2932283878326416,,,,,,,,,,,,1.0,0.0,,0.7928212285041809,0.0,0.7928212285041809,0.0,0.07898927479982376,1.0,,,,,,,
132,,,1.353613018989563,,,,,,,,,,,,1.0,0.0,,0.6573389172554016,0.0,0.6573389172554016,0.0,0.07864353060722351,1.0,,,,,,,
133,,,2.241443157196045,,,,,,,,,,,,1.0,0.0,,0.7021087408065796,0.0,0.7021087408065796,0.0,0.07789525389671326,1.0,,,,,,,
134,,,2.095935344696045,,,,,,,,,,,,1.0,0.0,,0.8777625560760498,0.0,0.8777625560760498,0.0,0.07745840400457382,1.0,,,,,,,
135,,,1.2614575624465942,,,,,,,,,,,,1.0,0.0,,0.9805463552474976,0.0,0.9805463552474976,0.0,0.077811598777771,1.0,,,,,,,
136,,,1.2162445783615112,,,,,,,,,,,,1.0,0.0,,0.8839730620384216,0.0,0.8839730620384216,0.0,0.07730899751186371,1.0,,,,,,,
137,,,1.4893100261688232,,,,,,,,,,,,1.0,0.0,,0.7355341911315918,0.0,0.7355341911315918,0.0,0.0767965093255043,1.0,,,,,,,
138,,,1.1367123126983643,,,,,,,,,,,,1.0,0.0,,0.7953293919563293,0.0,0.7953293919563293,0.0,0.0762954130768776,1.0,,,,,,,
139,,,1.3701577186584473,,,,,,,,,,,,1.0,0.0,,0.5742998719215393,0.0,0.5742998719215393,0.0,0.07557046413421631,1.0,,,,,,,
140,,,1.4170570373535156,,,,,,,,,,,,1.0,0.0,,0.7676619291305542,0.0,0.7676619291305542,0.0,0.07518036663532257,1.0,,,,,,,
141,,,1.2024136781692505,,,,,,,,,,,,1.0,0.0,,0.8986755609512329,0.0,0.8986755609512329,0.0,0.07472042739391327,1.0,,,,,,,
142,,,1.7014261484146118,,,,,,,,,,,,1.0,0.0,,0.5621804594993591,0.0,0.5621804594993591,0.0,0.07372776418924332,1.0,,,,,,,
143,,,1.0831464529037476,,,,,,,,,,,,1.0,0.0,,0.7059526443481445,0.0,0.7059526443481445,0.0,0.07326547056436539,1.0,,,,,,,
144,,,1.6123825311660767,,,,,,,,,,,,1.0,0.0,,0.9992060661315918,0.0,0.9992060661315918,0.0,0.07315082103013992,1.0,,,,,,,
145,,,1.7739404439926147,,,,,,,,,,,,1.0,0.0,,0.8829858899116516,0.0,0.8829858899116516,0.0,0.07278726249933243,1.0,,,,,,,
146,,,2.128756523132324,,,,,,,,,,,,1.0,0.0,,0.9733010530471802,0.0,0.9733010530471802,0.0,0.07239516824483871,1.0,,,,,,,
147,,,1.8918160200119019,,,,,,,,,,,,1.0,0.0,,0.697759211063385,0.0,0.697759211063385,0.0,0.07154396176338196,1.0,,,,,,,
148,,,1.9469698667526245,,,,,,,,,,,,1.0,0.0,,0.8364762663841248,0.0,0.8364762663841248,0.0,0.07151760160923004,1.0,,,,,,,
149,3.0,,2.6280274391174316,,,,,,,,,,,,1.0,0.0,0.0009702990064397454,0.573743462562561,0.0,0.573743462562561,0.0,0.07082737982273102,1.0,,0.573743462562561,0.573743462562561,0.04063674807548523,0.0,0.573743462562561,0.0
150,,,2.764883279800415,,,,,,,,,,,,1.0,0.0,,0.630379319190979,0.0,0.630379319190979,0.0,0.0707743838429451,1.0,,,,,,,
151,,,2.017193078994751,,,,,,,,,,,,1.0,0.0,,0.9440898299217224,0.0,0.9440898299217224,0.0,0.07020571082830429,1.0,,,,,,,
152,,,1.6608355045318604,,,,,,,,,,,,1.0,0.0,,0.8242681622505188,0.0,0.8242681622505188,0.0,0.07029327005147934,1.0,,,,,,,
153,,,1.67281973361969,,,,,,,,,,,,1.0,0.0,,0.7050159573554993,0.0,0.7050159573554993,0.0,0.06942928582429886,1.0,,,,,,,
154,,,1.3721981048583984,,,,,,,,,,,,1.0,0.0,,0.7645948529243469,0.0,0.7645948529243469,0.0,0.068608358502388,1.0,,,,,,,
155,,,1.7647135257720947,,,,,,,,,,,,1.0,0.0,,0.729144811630249,0.0,0.729144811630249,0.0,0.06821686029434204,1.0,,,,,,,
156,,,1.8854786157608032,,,,,,,,,,,,1.0,0.0,,1.1907408237457275,0.0,1.1907408237457275,0.0,0.0686156302690506,1.0,,,,,,,
157,,,1.7139497995376587,,,,,,,,,,,,1.0,0.0,,0.9664861559867859,0.0,0.9664861559867859,0.0,0.0680435448884964,1.0,,,,,,,
158,,,1.8627656698226929,,,,,,,,,,,,1.0,0.0,,0.9146553874015808,0.0,0.9146553874015808,0.0,0.06789422035217285,1.0,,,,,,,
159,3.0,2.2782936096191406,1.4497761726379395,0.11062108725309372,2.2782936096191406,1.6222842931747437,0.0,4.8214240074157715,0.48647019267082214,10.263727188110352,18.959760665893555,0.05028761178255081,0.7115874290466309,1.0761902332305908,1.0,0.0,,1.4272061586380005,0.0,1.4272061586380005,0.0,0.06818846613168716,1.0,0.870842456817627,,,,,,
160,,,1.8373043537139893,,,,,,,,,,,,1.0,0.0,,1.3260540962219238,0.0,1.3260540962219238,0.0,0.06809813529253006,1.0,,,,,,,
161,,,1.7179564237594604,,,,,,,,,,,,1.0,0.0,,0.733640193939209,0.0,0.733640193939209,0.0,0.06859917938709259,1.0,,,,,,,
162,,,1.5455201864242554,,,,,,,,,,,,1.0,0.0,,1.1856434345245361,0.0,1.1856434345245361,0.0,0.06806229054927826,1.0,,,,,,,
163,,,2.052290439605713,,,,,,,,,,,,1.0,0.0,,0.9634302258491516,0.0,0.9634302258491516,0.0,0.06836748868227005,1.0,,,,,,,
