step,epoch,final_spec_losses_weighted/1024_spectrogram_logmag_eps,final_spec_losses_weighted/128_spectrogram_logmag_eps,final_spec_losses_weighted/2048_spectrogram_logmag_eps,final_spec_losses_weighted/256_spectrogram_logmag_eps,final_spec_losses_weighted/512_spectrogram_logmag_eps,final_spec_losses_weighted/64_spectrogram_logmag_eps,in_domain_validation_losses/loss_total,in_domain_validation_losses/raw_params_loss,in_domain_validation_losses/raw_spec_loss,in_domain_validation_losses/weighted_params_loss,in_domain_validation_losses/weighted_spec_loss,in_domain_validation_metrics/lsd_value,in_domain_validation_metrics/mean_average_error,in_domain_validation_metrics/mfcc_mae,in_domain_validation_metrics/paper_lsd_value,in_domain_validation_metrics/pearson_fft,in_domain_validation_metrics/pearson_stft,in_domain_validation_metrics/spectral_convergence_value,loss/parameters_decay_factor,loss/spec_loss_rampup_factor,lr-Adam,normalized_losses/post_rampup_weighted_params_loss,normalized_losses/post_rampup_weighted_spec_loss,normalized_losses/running_avg_parameters_loss,normalized_losses/running_avg_spectrogram_loss,train_loss_epoch,train_loss_step,train_losses/loss_total,train_losses/raw_params_loss,train_losses/raw_spec_loss,train_losses/weighted_params_loss,train_losses/weighted_spec_loss
413,,,,,,,,10.363828659057617,,,,,,,,,,,,0.0,1.0,,0.0,6.112738132476807,14.361804008483887,14.445127487182617,,,,,,,
414,,,,,,,,14.717288970947266,,,,,,,,,,,,0.0,1.0,,0.0,5.923704624176025,14.35991382598877,14.445127487182617,,,,,,,
415,,,,,,,,11.269612312316895,,,,,,,,,,,,0.0,1.0,,0.0,6.19182014465332,14.362594604492188,14.445127487182617,,,,,,,
416,,,,,,,,13.350201606750488,,,,,,,,,,,,0.0,1.0,,0.0,6.544200420379639,14.366118431091309,14.445127487182617,,,,,,,
417,,,,,,,,12.297369003295898,,,,,,,,,,,,0.0,1.0,,0.0,5.014525890350342,14.350821495056152,14.445127487182617,,,,,,,
418,,,,,,,,10.305936813354492,,,,,,,,,,,,0.0,1.0,,0.0,5.986764907836914,14.360544204711914,14.445127487182617,,,,,,,
419,,,,,,,,12.724682807922363,,,,,,,,,,,,0.0,1.0,,0.0,7.1018900871276855,14.371695518493652,14.445127487182617,,,,,,,
420,,,,,,,,11.157526969909668,,,,,,,,,,,,0.0,1.0,,0.0,7.019164085388184,14.370867729187012,14.445127487182617,,,,,,,
421,,,,,,,,14.769412994384766,,,,,,,,,,,,0.0,1.0,,0.0,6.580610275268555,14.366482734680176,14.445127487182617,,,,,,,
422,,,,,,,,10.801437377929688,,,,,,,,,,,,0.0,1.0,,0.0,5.044694900512695,14.351122856140137,14.445127487182617,,,,,,,
423,,,,,,,,12.475512504577637,,,,,,,,,,,,0.0,1.0,,0.0,5.612797737121582,14.356803894042969,14.445127487182617,,,,,,,
424,,,,,,,,12.762609481811523,,,,,,,,,,,,0.0,1.0,,0.0,6.901480674743652,14.369690895080566,14.445127487182617,,,,,,,
425,,,,,,,,11.858628273010254,,,,,,,,,,,,0.0,1.0,,0.0,6.239410400390625,14.363070487976074,14.445127487182617,,,,,,,
426,,,,,,,,12.48105525970459,,,,,,,,,,,,0.0,1.0,,0.0,6.859411239624023,14.369270324707031,14.445127487182617,,,,,,,
427,,,,,,,,15.073387145996094,,,,,,,,,,,,0.0,1.0,,0.0,7.017629623413086,14.37085247039795,14.445127487182617,,,,,,,
428,,,,,,,,15.358709335327148,,,,,,,,,,,,0.0,1.0,,0.0,5.9156928062438965,14.359833717346191,14.445127487182617,,,,,,,
429,,,,,,,,10.273919105529785,,,,,,,,,,,,0.0,1.0,,0.0,6.562933444976807,14.366305351257324,14.445127487182617,,,,,,,
430,,,,,,,,14.244035720825195,,,,,,,,,,,,0.0,1.0,,0.0,5.840461730957031,14.359081268310547,14.445127487182617,,,,,,,
431,,,,,,,,11.224876403808594,,,,,,,,,,,,0.0,1.0,,0.0,6.2101335525512695,14.362777709960938,14.445127487182617,,,,,,,
432,,,,,,,,13.946542739868164,,,,,,,,,,,,0.0,1.0,,0.0,5.667886257171631,14.357355117797852,14.445127487182617,,,,,,,
433,,,,,,,,12.78535270690918,,,,,,,,,,,,0.0,1.0,,0.0,6.695775985717773,14.367633819580078,14.445127487182617,,,,,,,
434,,,,,,,,10.605191230773926,,,,,,,,,,,,0.0,1.0,,0.0,6.07399320602417,14.36141586303711,14.445127487182617,,,,,,,
435,,,,,,,,13.423563003540039,,,,,,,,,,,,0.0,1.0,,0.0,6.065791606903076,14.361333847045898,14.445127487182617,,,,,,,
436,,,,,,,,11.526610374450684,,,,,,,,,,,,0.0,1.0,,0.0,5.656152725219727,14.357237815856934,14.445127487182617,,,,,,,
437,,,,,,,,15.825559616088867,,,,,,,,,,,,0.0,1.0,,0.0,6.8441057205200195,14.369117736816406,14.445127487182617,,,,,,,
438,,,,,,,,11.184931755065918,,,,,,,,,,,,0.0,1.0,,0.0,6.826869010925293,14.368945121765137,14.445127487182617,,,,,,,
439,10.0,2.4383480548858643,1.9734336137771606,2.436126232147217,2.1114933490753174,2.264638900756836,1.6468530893325806,13.160801887512207,0.4825384318828583,12.870892524719238,0.0,12.870892524719238,6.933554172515869,0.8111986517906189,9.603355407714844,14.777803421020508,0.9593976736068726,0.9401541352272034,0.4874568283557892,0.0,1.0,,0.0,7.558416843414307,14.376260757446289,14.445127487182617,6.2589802742004395,,,,,,
440,,,,,,,,13.277708053588867,,,,,,,,,,,,0.0,1.0,,0.0,5.758310794830322,14.358259201049805,14.445127487182617,,,,,,,
441,,,,,,,,12.588432312011719,,,,,,,,,,,,0.0,1.0,,0.0,6.444375038146973,14.365119934082031,14.445127487182617,,,,,,,
442,,,,,,,,13.302449226379395,,,,,,,,,,,,0.0,1.0,,0.0,5.545571804046631,14.356132507324219,14.445127487182617,,,,,,,
443,,,,,,,,15.797410011291504,,,,,,,,,,,,0.0,1.0,,0.0,7.793021202087402,14.378606796264648,14.445127487182617,,,,,,,
444,,,,,,,,16.41178321838379,,,,,,,,,,,,0.0,1.0,,0.0,6.747587203979492,14.368152618408203,14.445127487182617,,,,,,,
445,,,,,,,,10.635313034057617,,,,,,,,,,,,0.0,1.0,,0.0,6.827366352081299,14.368949890136719,14.445127487182617,,,,,,,
446,,,,,,,,14.967479705810547,,,,,,,,,,,,0.0,1.0,,0.0,6.498417854309082,14.365660667419434,14.445127487182617,,,,,,,
447,,,,,,,,11.57255744934082,,,,,,,,,,,,0.0,1.0,,0.0,6.557557582855225,14.366251945495605,14.445127487182617,,,,,,,
448,,,,,,,,14.182661056518555,,,,,,,,,,,,0.0,1.0,,0.0,5.5983967781066895,14.356659889221191,14.445127487182617,,,,,,,
449,11.0,0.9538290500640869,0.9573280215263367,0.9590908288955688,1.0026556253433228,0.9762093424797058,0.9601706862449646,13.085036277770996,,,,,,,,,,,,0.0,1.0,9.990459511755034e-05,0.0,5.809283256530762,14.358769416809082,14.445127487182617,,5.809283256530762,5.809283256530762,0.3996977210044861,5.809283256530762,0.0,5.809283256530762
450,,,,,,,,10.825787544250488,,,,,,,,,,,,0.0,1.0,,0.0,6.689034938812256,14.36756706237793,14.445127487182617,,,,,,,
451,,,,,,,,13.690364837646484,,,,,,,,,,,,0.0,1.0,,0.0,6.127962589263916,14.361955642700195,14.445127487182617,,,,,,,
452,,,,,,,,11.842784881591797,,,,,,,,,,,,0.0,1.0,,0.0,5.874433517456055,14.359420776367188,14.445127487182617,,,,,,,
453,,,,,,,,16.07965660095215,,,,,,,,,,,,0.0,1.0,,0.0,5.853204727172852,14.359208106994629,14.445127487182617,,,,,,,
454,,,,,,,,11.557649612426758,,,,,,,,,,,,0.0,1.0,,0.0,5.7717695236206055,14.358393669128418,14.445127487182617,,,,,,,
455,,,,,,,,13.56528091430664,,,,,,,,,,,,0.0,1.0,,0.0,5.874911308288574,14.35942554473877,14.445127487182617,,,,,,,
456,,,,,,,,13.571636199951172,,,,,,,,,,,,0.0,1.0,,0.0,7.470952033996582,14.375386238098145,14.445127487182617,,,,,,,
457,,,,,,,,12.952552795410156,,,,,,,,,,,,0.0,1.0,,0.0,5.645092487335205,14.35712718963623,14.445127487182617,,,,,,,
458,,,,,,,,13.78140640258789,,,,,,,,,,,,0.0,1.0,,0.0,6.164174556732178,14.36231803894043,14.445127487182617,,,,,,,
459,,,,,,,,16.104076385498047,,,,,,,,,,,,0.0,1.0,,0.0,6.956925392150879,14.370245933532715,14.445127487182617,,,,,,,
460,,,,,,,,16.64447021484375,,,,,,,,,,,,0.0,1.0,,0.0,5.724948883056641,14.357925415039062,14.445127487182617,,,,,,,
461,,,,,,,,10.98250675201416,,,,,,,,,,,,0.0,1.0,,0.0,6.295022010803223,14.363626480102539,14.445127487182617,,,,,,,
462,,,,,,,,15.21852970123291,,,,,,,,,,,,0.0,1.0,,0.0,6.074153900146484,14.361417770385742,14.445127487182617,,,,,,,
463,,,,,,,,11.962390899658203,,,,,,,,,,,,0.0,1.0,,0.0,5.767952919006348,14.358355522155762,14.445127487182617,,,,,,,
464,,,,,,,,13.346575736999512,,,,,,,,,,,,0.0,1.0,,0.0,6.073986530303955,14.36141586303711,14.445127487182617,,,,,,,
465,,,,,,,,12.166287422180176,,,,,,,,,,,,0.0,1.0,,0.0,4.97597599029541,14.350436210632324,14.445127487182617,,,,,,,
466,,,,,,,,10.088569641113281,,,,,,,,,,,,0.0,1.0,,0.0,5.918437957763672,14.35986042022705,14.445127487182617,,,,,,,
467,,,,,,,,12.668704986572266,,,,,,,,,,,,0.0,1.0,,0.0,4.249340534210205,14.343170166015625,14.445127487182617,,,,,,,
468,,,,,,,,10.973237991333008,,,,,,,,,,,,0.0,1.0,,0.0,6.652486801147461,14.36720085144043,14.445127487182617,,,,,,,
469,,,,,,,,14.783310890197754,,,,,,,,,,,,0.0,1.0,,0.0,7.260804176330566,14.373284339904785,14.445127487182617,,,,,,,
470,,,,,,,,10.57615852355957,,,,,,,,,,,,0.0,1.0,,0.0,5.737301349639893,14.358049392700195,14.445127487182617,,,,,,,
471,,,,,,,,12.186954498291016,,,,,,,,,,,,0.0,1.0,,0.0,5.227858543395996,14.352954864501953,14.445127487182617,,,,,,,
472,,,,,,,,12.636672973632812,,,,,,,,,,,,0.0,1.0,,0.0,5.593367576599121,14.356610298156738,14.445127487182617,,,,,,,
473,,,,,,,,11.591629028320312,,,,,,,,,,,,0.0,1.0,,0.0,5.763824462890625,14.358314514160156,14.445127487182617,,,,,,,
474,,,,,,,,12.278279304504395,,,,,,,,,,,,0.0,1.0,,0.0,4.523626804351807,14.34591293334961,14.445127487182617,,,,,,,
475,,,,,,,,14.817657470703125,,,,,,,,,,,,0.0,1.0,,0.0,5.646615982055664,14.357142448425293,14.445127487182617,,,,,,,
476,,,,,,,,15.458589553833008,,,,,,,,,,,,0.0,1.0,,0.0,5.42416524887085,14.354917526245117,14.445127487182617,,,,,,,
477,,,,,,,,10.04838752746582,,,,,,,,,,,,0.0,1.0,,0.0,5.639957904815674,14.357075691223145,14.445127487182617,,,,,,,
478,,,,,,,,14.192304611206055,,,,,,,,,,,,0.0,1.0,,0.0,5.082736492156982,14.351503372192383,14.445127487182617,,,,,,,
479,11.0,2.7254765033721924,2.26084303855896,2.7205288410186768,2.3987462520599365,2.553341865539551,1.901267647743225,10.940755844116211,0.523526132106781,14.560205459594727,0.0,14.560205459594727,7.732010364532471,0.87445068359375,10.962821960449219,18.14704132080078,0.9586834907531738,0.9375227093696594,0.5495676398277283,0.0,1.0,,0.0,5.658339977264404,14.357259750366211,14.445127487182617,6.093391418457031,,,,,,
480,,,,,,,,13.548238754272461,,,,,,,,,,,,0.0,1.0,,0.0,8.298959732055664,14.383666038513184,14.445127487182617,,,,,,,
481,,,,,,,,12.383452415466309,,,,,,,,,,,,0.0,1.0,,0.0,6.833660125732422,14.369012832641602,14.445127487182617,,,,,,,
482,,,,,,,,10.329730987548828,,,,,,,,,,,,0.0,1.0,,0.0,7.405806541442871,14.374734878540039,14.445127487182617,,,,,,,
483,,,,,,,,12.806095123291016,,,,,,,,,,,,0.0,1.0,,0.0,5.41660737991333,14.354842185974121,14.445127487182617,,,,,,,
484,,,,,,,,11.133646011352539,,,,,,,,,,,,0.0,1.0,,0.0,6.842045783996582,14.369096755981445,14.445127487182617,,,,,,,
485,,,,,,,,15.118797302246094,,,,,,,,,,,,0.0,1.0,,0.0,5.496946334838867,14.355646133422852,14.445127487182617,,,,,,,
486,,,,,,,,10.800951957702637,,,,,,,,,,,,0.0,1.0,,0.0,5.464438438415527,14.355320930480957,14.445127487182617,,,,,,,
487,,,,,,,,12.62160873413086,,,,,,,,,,,,0.0,1.0,,0.0,5.9209699630737305,14.359886169433594,14.445127487182617,,,,,,,
488,,,,,,,,12.820436477661133,,,,,,,,,,,,0.0,1.0,,0.0,6.289419174194336,14.363570213317871,14.445127487182617,,,,,,,
489,,,,,,,,11.93022632598877,,,,,,,,,,,,0.0,1.0,,0.0,6.842895984649658,14.369105339050293,14.445127487182617,,,,,,,
490,,,,,,,,12.724907875061035,,,,,,,,,,,,0.0,1.0,,0.0,6.37037467956543,14.3643798828125,14.445127487182617,,,,,,,
491,,,,,,,,15.054970741271973,,,,,,,,,,,,0.0,1.0,,0.0,6.582772254943848,14.366503715515137,14.445127487182617,,,,,,,
492,,,,,,,,15.733860969543457,,,,,,,,,,,,0.0,1.0,,0.0,5.276359558105469,14.353440284729004,14.445127487182617,,,,,,,
493,,,,,,,,10.182943344116211,,,,,,,,,,,,0.0,1.0,,0.0,6.121639728546143,14.361892700195312,14.445127487182617,,,,,,,
494,,,,,,,,14.386739730834961,,,,,,,,,,,,0.0,1.0,,0.0,5.86807918548584,14.359356880187988,14.445127487182617,,,,,,,
495,,,,,,,,11.28323745727539,,,,,,,,,,,,0.0,1.0,,0.0,6.313427925109863,14.363810539245605,14.445127487182617,,,,,,,
496,,,,,,,,14.415779113769531,,,,,,,,,,,,0.0,1.0,,0.0,8.06723690032959,14.381348609924316,14.445127487182617,,,,,,,
497,,,,,,,,13.315993309020996,,,,,,,,,,,,0.0,1.0,,0.0,6.531235218048096,14.365988731384277,14.445127487182617,,,,,,,
498,,,,,,,,11.069671630859375,,,,,,,,,,,,0.0,1.0,,0.0,5.507843017578125,14.355754852294922,14.445127487182617,,,,,,,
499,12.0,0.9891400337219238,0.9743803143501282,1.0059481859207153,1.0332438945770264,1.0097376108169556,0.985281765460968,13.787642478942871,,,,,,,,,,,,0.0,1.0,9.982986375689507e-05,0.0,5.997732162475586,14.3606538772583,14.445127487182617,,5.997732162475586,5.997732162475586,0.42770588397979736,5.997732162475586,0.0,5.997732162475586
500,,,,,,,,11.937907218933105,,,,,,,,,,,,0.0,1.0,,0.0,5.908789157867432,14.359764099121094,14.445127487182617,,,,,,,
501,,,,,,,,16.327281951904297,,,,,,,,,,,,0.0,1.0,,0.0,5.673189163208008,14.35740852355957,14.445127487182617,,,,,,,
502,,,,,,,,11.524089813232422,,,,,,,,,,,,0.0,1.0,,0.0,6.514945030212402,14.365825653076172,14.445127487182617,,,,,,,
503,,,,,,,,13.570375442504883,,,,,,,,,,,,0.0,1.0,,0.0,6.463711261749268,14.365313529968262,14.445127487182617,,,,,,,
504,,,,,,,,13.72912311553955,,,,,,,,,,,,0.0,1.0,,0.0,5.7992048263549805,14.358668327331543,14.445127487182617,,,,,,,
505,,,,,,,,13.0338134765625,,,,,,,,,,,,0.0,1.0,,0.0,5.73520040512085,14.358028411865234,14.445127487182617,,,,,,,
506,,,,,,,,13.837636947631836,,,,,,,,,,,,0.0,1.0,,0.0,5.857231140136719,14.359249114990234,14.445127487182617,,,,,,,
507,,,,,,,,16.158708572387695,,,,,,,,,,,,0.0,1.0,,0.0,6.388259410858154,14.364559173583984,14.445127487182617,,,,,,,
508,,,,,,,,16.73719596862793,,,,,,,,,,,,0.0,1.0,,0.0,7.260369777679443,14.373279571533203,14.445127487182617,,,,,,,
509,,,,,,,,10.977642059326172,,,,,,,,,,,,0.0,1.0,,0.0,5.5433549880981445,14.356109619140625,14.445127487182617,,,,,,,
510,,,,,,,,15.477105140686035,,,,,,,,,,,,0.0,1.0,,0.0,5.673116207122803,14.357407569885254,14.445127487182617,,,,,,,
511,,,,,,,,11.988212585449219,,,,,,,,,,,,0.0,1.0,,0.0,5.550501823425293,14.356181144714355,14.445127487182617,,,,,,,
512,,,,,,,,14.181809425354004,,,,,,,,,,,,0.0,1.0,,0.0,5.581232070922852,14.356488227844238,14.445127487182617,,,,,,,
513,,,,,,,,12.977269172668457,,,,,,,,,,,,0.0,1.0,,0.0,6.033185958862305,14.361008644104004,14.445127487182617,,,,,,,
514,,,,,,,,10.72785472869873,,,,,,,,,,,,0.0,1.0,,0.0,7.169275283813477,14.372368812561035,14.445127487182617,,,,,,,
515,,,,,,,,13.612725257873535,,,,,,,,,,,,0.0,1.0,,0.0,4.78797721862793,14.348556518554688,14.445127487182617,,,,,,,
516,,,,,,,,11.685626983642578,,,,,,,,,,,,0.0,1.0,,0.0,5.863840103149414,14.359314918518066,14.445127487182617,,,,,,,
517,,,,,,,,16.087533950805664,,,,,,,,,,,,0.0,1.0,,0.0,5.835005760192871,14.359025955200195,14.445127487182617,,,,,,,
518,,,,,,,,11.304604530334473,,,,,,,,,,,,0.0,1.0,,0.0,4.919377326965332,14.349869728088379,14.445127487182617,,,,,,,
519,12.0,2.4864773750305176,2.021820068359375,2.4839582443237305,2.1596157550811768,2.313159227371216,1.6932415962219238,13.328516960144043,0.49090176820755005,13.158272743225098,0.0,13.158272743225098,7.082092761993408,0.8237260580062866,9.925183296203613,15.40542221069336,0.9592903852462769,0.9397966861724854,0.5010777115821838,0.0,1.0,,0.0,6.756313323974609,14.368239402770996,14.445127487182617,6.211056232452393,,,,,,
520,,,,,,,,13.580942153930664,,,,,,,,,,,,0.0,1.0,,0.0,6.6231184005737305,14.366907119750977,14.445127487182617,,,,,,,
521,,,,,,,,12.700895309448242,,,,,,,,,,,,0.0,1.0,,0.0,6.481867790222168,14.365494728088379,14.445127487182617,,,,,,,
522,,,,,,,,13.639816284179688,,,,,,,,,,,,0.0,1.0,,0.0,5.573688983917236,14.356412887573242,14.445127487182617,,,,,,,
523,,,,,,,,16.050764083862305,,,,,,,,,,,,0.0,1.0,,0.0,5.87686824798584,14.359444618225098,14.445127487182617,,,,,,,
524,,,,,,,,16.683963775634766,,,,,,,,,,,,0.0,1.0,,0.0,5.5688676834106445,14.356365203857422,14.445127487182617,,,,,,,
525,,,,,,,,10.841574668884277,,,,,,,,,,,,0.0,1.0,,0.0,6.970372676849365,14.370380401611328,14.445127487182617,,,,,,,
526,,,,,,,,15.185470581054688,,,,,,,,,,,,0.0,1.0,,0.0,5.673427581787109,14.357410430908203,14.445127487182617,,,,,,,
527,,,,,,,,11.788562774658203,,,,,,,,,,,,0.0,1.0,,0.0,6.524849891662598,14.365924835205078,14.445127487182617,,,,,,,
528,,,,,,,,13.762762069702148,,,,,,,,,,,,0.0,1.0,,0.0,6.020542144775391,14.360881805419922,14.445127487182617,,,,,,,
529,,,,,,,,12.674410820007324,,,,,,,,,,,,0.0,1.0,,0.0,6.191269874572754,14.362588882446289,14.445127487182617,,,,,,,
530,,,,,,,,10.448945045471191,,,,,,,,,,,,0.0,1.0,,0.0,5.649875640869141,14.35717487335205,14.445127487182617,,,,,,,
531,,,,,,,,13.154197692871094,,,,,,,,,,,,0.0,1.0,,0.0,6.323204040527344,14.363908767700195,14.445127487182617,,,,,,,
532,,,,,,,,11.405317306518555,,,,,,,,,,,,0.0,1.0,,0.0,5.192987442016602,14.352605819702148,14.445127487182617,,,,,,,
533,,,,,,,,15.602510452270508,,,,,,,,,,,,0.0,1.0,,0.0,5.458417892456055,14.355260848999023,14.445127487182617,,,,,,,
534,,,,,,,,11.066356658935547,,,,,,,,,,,,0.0,1.0,,0.0,6.548332214355469,14.366159439086914,14.445127487182617,,,,,,,
535,,,,,,,,12.979734420776367,,,,,,,,,,,,0.0,1.0,,0.0,7.366543769836426,14.37434196472168,14.445127487182617,,,,,,,
536,,,,,,,,13.050280570983887,,,,,,,,,,,,0.0,1.0,,0.0,6.250451564788818,14.363181114196777,14.445127487182617,,,,,,,
537,,,,,,,,12.473511695861816,,,,,,,,,,,,0.0,1.0,,0.0,5.564160346984863,14.356317520141602,14.445127487182617,,,,,,,
538,,,,,,,,13.238286018371582,,,,,,,,,,,,0.0,1.0,,0.0,6.800769329071045,14.368683815002441,14.445127487182617,,,,,,,
539,,,,,,,,15.424918174743652,,,,,,,,,,,,0.0,1.0,,0.0,5.259850978851318,14.353275299072266,14.445127487182617,,,,,,,
540,,,,,,,,16.03746223449707,,,,,,,,,,,,0.0,1.0,,0.0,5.448480129241943,14.3551607131958,14.445127487182617,,,,,,,
541,,,,,,,,10.496707916259766,,,,,,,,,,,,0.0,1.0,,0.0,7.436601638793945,14.375041961669922,14.445127487182617,,,,,,,
542,,,,,,,,14.751551628112793,,,,,,,,,,,,0.0,1.0,,0.0,6.064853668212891,14.36132526397705,14.445127487182617,,,,,,,
543,,,,,,,,11.474380493164062,,,,,,,,,,,,0.0,1.0,,0.0,6.149921417236328,14.362175941467285,14.445127487182617,,,,,,,
544,,,,,,,,13.7814359664917,,,,,,,,,,,,0.0,1.0,,0.0,6.091431617736816,14.361590385437012,14.445127487182617,,,,,,,
545,,,,,,,,12.730387687683105,,,,,,,,,,,,0.0,1.0,,0.0,6.065249443054199,14.361329078674316,14.445127487182617,,,,,,,
546,,,,,,,,10.50390625,,,,,,,,,,,,0.0,1.0,,0.0,5.394242286682129,14.354619026184082,14.445127487182617,,,,,,,
547,,,,,,,,13.12843132019043,,,,,,,,,,,,0.0,1.0,,0.0,5.979339599609375,14.360469818115234,14.445127487182617,,,,,,,
548,,,,,,,,11.421531677246094,,,,,,,,,,,,0.0,1.0,,0.0,7.024463653564453,14.37092113494873,14.445127487182617,,,,,,,
549,13.0,1.0103912353515625,0.9934399127960205,1.0339640378952026,1.0684231519699097,1.0455327033996582,1.0635650157928467,15.565744400024414,,,,,,,,,,,,0.0,1.0,9.973371197702363e-05,0.0,6.2153167724609375,14.362829208374023,14.445127487182617,,6.2153167724609375,6.2153167724609375,0.5411044359207153,6.2153167724609375,0.0,6.2153167724609375
550,,,,,,,,10.961799621582031,,,,,,,,,,,,0.0,1.0,,0.0,5.966448783874512,14.36034107208252,14.445127487182617,,,,,,,
551,,,,,,,,12.82066535949707,,,,,,,,,,,,0.0,1.0,,0.0,6.807857036590576,14.368755340576172,14.445127487182617,,,,,,,
552,,,,,,,,13.099224090576172,,,,,,,,,,,,0.0,1.0,,0.0,6.484950542449951,14.36552619934082,14.445127487182617,,,,,,,
553,,,,,,,,12.355380058288574,,,,,,,,,,,,0.0,1.0,,0.0,6.4400482177734375,14.365077018737793,14.445127487182617,,,,,,,
554,,,,,,,,13.114480972290039,,,,,,,,,,,,0.0,1.0,,0.0,6.593294620513916,14.366609573364258,14.445127487182617,,,,,,,
555,,,,,,,,15.367632865905762,,,,,,,,,,,,0.0,1.0,,0.0,5.985759735107422,14.360533714294434,14.445127487182617,,,,,,,
556,,,,,,,,16.004932403564453,,,,,,,,,,,,0.0,1.0,,0.0,5.3422417640686035,14.354098320007324,14.445127487182617,,,,,,,
557,,,,,,,,10.421356201171875,,,,,,,,,,,,0.0,1.0,,0.0,6.160340309143066,14.362279891967773,14.445127487182617,,,,,,,
558,,,,,,,,14.839946746826172,,,,,,,,,,,,0.0,1.0,,0.0,7.646754264831543,14.377143859863281,14.445127487182617,,,,,,,
559,13.0,2.3799407482147217,1.9163333177566528,2.3786749839782715,2.05311918258667,2.206014394760132,1.6035101413726807,11.361377716064453,0.4780708849430084,12.537592887878418,0.0,12.537592887878418,6.8225884437561035,0.8024525046348572,9.53836441040039,14.348824501037598,0.9594563841819763,0.940357506275177,0.4818936586380005,0.0,1.0,,0.0,7.445528030395508,14.375131607055664,14.445127487182617,6.103134632110596,,,,,,
560,,,,,,,,13.777132034301758,,,,,,,,,,,,0.0,1.0,,0.0,5.587322235107422,14.356549263000488,14.445127487182617,,,,,,,
561,,,,,,,,12.672406196594238,,,,,,,,,,,,0.0,1.0,,0.0,5.748559474945068,14.358161926269531,14.445127487182617,,,,,,,
562,,,,,,,,10.494020462036133,,,,,,,,,,,,0.0,1.0,,0.0,5.846010208129883,14.359136581420898,14.445127487182617,,,,,,,
563,,,,,,,,13.193695068359375,,,,,,,,,,,,0.0,1.0,,0.0,5.976960182189941,14.360445976257324,14.445127487182617,,,,,,,
564,,,,,,,,11.394242286682129,,,,,,,,,,,,0.0,1.0,,0.0,5.867469787597656,14.35935115814209,14.445127487182617,,,,,,,
565,,,,,,,,15.555171966552734,,,,,,,,,,,,0.0,1.0,,0.0,5.147828102111816,14.352154731750488,14.445127487182617,,,,,,,
566,,,,,,,,10.967243194580078,,,,,,,,,,,,0.0,1.0,,0.0,6.249083042144775,14.363166809082031,14.445127487182617,,,,,,,
567,,,,,,,,12.849038124084473,,,,,,,,,,,,0.0,1.0,,0.0,6.169235706329346,14.3623685836792,14.445127487182617,,,,,,,
568,,,,,,,,13.153322219848633,,,,,,,,,,,,0.0,1.0,,0.0,5.319399356842041,14.353870391845703,14.445127487182617,,,,,,,
569,,,,,,,,12.246112823486328,,,,,,,,,,,,0.0,1.0,,0.0,6.9118146896362305,14.369794845581055,14.445127487182617,,,,,,,
570,,,,,,,,13.095065116882324,,,,,,,,,,,,0.0,1.0,,0.0,5.476972579956055,14.355445861816406,14.445127487182617,,,,,,,
571,,,,,,,,15.43137264251709,,,,,,,,,,,,0.0,1.0,,0.0,6.37286901473999,14.364404678344727,14.445127487182617,,,,,,,
572,,,,,,,,16.022682189941406,,,,,,,,,,,,0.0,1.0,,0.0,5.707147121429443,14.357748031616211,14.445127487182617,,,,,,,
573,,,,,,,,10.436999320983887,,,,,,,,,,,,0.0,1.0,,0.0,6.341468334197998,14.364090919494629,14.445127487182617,,,,,,,
574,,,,,,,,14.750454902648926,,,,,,,,,,,,0.0,1.0,,0.0,5.270110607147217,14.353377342224121,14.445127487182617,,,,,,,
575,,,,,,,,11.468348503112793,,,,,,,,,,,,0.0,1.0,,0.0,5.8961100578308105,14.359637260437012,14.445127487182617,,,,,,,
576,,,,,,,,13.636259078979492,,,,,,,,,,,,0.0,1.0,,0.0,7.025350093841553,14.370929718017578,14.445127487182617,,,,,,,
577,,,,,,,,12.58859920501709,,,,,,,,,,,,0.0,1.0,,0.0,6.43254280090332,14.365001678466797,14.445127487182617,,,,,,,
578,,,,,,,,10.222851753234863,,,,,,,,,,,,0.0,1.0,,0.0,6.214903831481934,14.362825393676758,14.445127487182617,,,,,,,
579,,,,,,,,12.983190536499023,,,,,,,,,,,,0.0,1.0,,0.0,5.852762699127197,14.359204292297363,14.445127487182617,,,,,,,
580,,,,,,,,11.250441551208496,,,,,,,,,,,,0.0,1.0,,0.0,5.517245769500732,14.355849266052246,14.445127487182617,,,,,,,
581,,,,,,,,15.434893608093262,,,,,,,,,,,,0.0,1.0,,0.0,4.764547348022461,14.348321914672852,14.445127487182617,,,,,,,
582,,,,,,,,10.826090812683105,,,,,,,,,,,,0.0,1.0,,0.0,5.631330966949463,14.356989860534668,14.445127487182617,,,,,,,
583,,,,,,,,12.719124794006348,,,,,,,,,,,,0.0,1.0,,0.0,6.456822395324707,14.36524486541748,14.445127487182617,,,,,,,
584,,,,,,,,12.922791481018066,,,,,,,,,,,,0.0,1.0,,0.0,6.195763111114502,14.36263370513916,14.445127487182617,,,,,,,
585,,,,,,,,12.1888427734375,,,,,,,,,,,,0.0,1.0,,0.0,6.624125957489014,14.366917610168457,14.445127487182617,,,,,,,
586,,,,,,,,13.121188163757324,,,,,,,,,,,,0.0,1.0,,0.0,6.29191780090332,14.363595962524414,14.445127487182617,,,,,,,
