step,epoch,final_spec_losses_weighted/2048_spectrogram_cumsum_time,in_domain_validation_losses/loss_total,in_domain_validation_losses/raw_params_loss,in_domain_validation_losses/raw_spec_loss,in_domain_validation_losses/weighted_params_loss,in_domain_validation_losses/weighted_spec_loss,in_domain_validation_metrics/lsd_value,in_domain_validation_metrics/mean_average_error,in_domain_validation_metrics/mfcc_mae,in_domain_validation_metrics/paper_lsd_value,in_domain_validation_metrics/pearson_fft,in_domain_validation_metrics/pearson_stft,in_domain_validation_metrics/spectral_convergence_value,loss/parameters_decay_factor,loss/spec_loss_rampup_factor,lr-Adam,normalized_losses/post_rampup_weighted_params_loss,normalized_losses/post_rampup_weighted_spec_loss,normalized_losses/pre_rampup_normalized_parameters_loss,normalized_losses/pre_rampup_normalized_spectrogram_loss,normalized_losses/running_avg_parameters_loss,normalized_losses/running_avg_spectrogram_loss,train_loss_epoch,train_loss_step,train_losses/loss_total,train_losses/raw_params_loss,train_losses/raw_spec_loss,train_losses/weighted_params_loss,train_losses/weighted_spec_loss
57,,,1.0525442361831665,,,,,,,,,,,,1.0,0.0,,0.45488646626472473,0.0,0.45488646626472473,0.0,0.17002727091312408,1.0,,,,,,,
58,,,1.0149863958358765,,,,,,,,,,,,1.0,0.0,,0.6968715190887451,0.0,0.6968715190887451,0.0,0.16772863268852234,1.0,,,,,,,
59,,,1.1806025505065918,,,,,,,,,,,,1.0,0.0,,0.5937148332595825,0.0,0.5937148332595825,0.0,0.1650896966457367,1.0,,,,,,,
60,,,1.0836732387542725,,,,,,,,,,,,1.0,0.0,,0.4782705008983612,0.0,0.4782705008983612,0.0,0.16163769364356995,1.0,,,,,,,
61,,,0.9191645383834839,,,,,,,,,,,,1.0,0.0,,0.4866179823875427,0.0,0.4866179823875427,0.0,0.15834325551986694,1.0,,,,,,,
62,,,1.2606021165847778,,,,,,,,,,,,1.0,0.0,,0.5353841185569763,0.0,0.5353841185569763,0.0,0.15636849403381348,1.0,,,,,,,
63,,,0.9872717261314392,,,,,,,,,,,,1.0,0.0,,0.6535929441452026,0.0,0.6535929441452026,0.0,0.15408016741275787,1.0,,,,,,,
64,,,1.0843292474746704,,,,,,,,,,,,1.0,0.0,,0.5216146111488342,0.0,0.5216146111488342,0.0,0.15143990516662598,1.0,,,,,,,
65,,,0.948603630065918,,,,,,,,,,,,1.0,0.0,,0.5832600593566895,0.0,0.5832600593566895,0.0,0.14921841025352478,1.0,,,,,,,
66,,,1.1907216310501099,,,,,,,,,,,,1.0,0.0,,1.1073490381240845,0.0,1.1073490381240845,0.0,0.14848576486110687,1.0,,,,,,,
67,,,0.9342182278633118,,,,,,,,,,,,1.0,0.0,,0.8523499369621277,0.0,0.8523499369621277,0.0,0.147035613656044,1.0,,,,,,,
68,,,1.3341974020004272,,,,,,,,,,,,1.0,0.0,,0.6291014552116394,0.0,0.6291014552116394,0.0,0.14488980174064636,1.0,,,,,,,
69,,,1.630721926689148,,,,,,,,,,,,1.0,0.0,,0.8911490440368652,0.0,0.8911490440368652,0.0,0.14319995045661926,1.0,,,,,,,
70,,,1.619765281677246,,,,,,,,,,,,1.0,0.0,,0.7712723612785339,0.0,0.7712723612785339,0.0,0.1418495625257492,1.0,,,,,,,
71,,,1.1497501134872437,,,,,,,,,,,,1.0,0.0,,0.6169981360435486,0.0,0.6169981360435486,0.0,0.1398562490940094,1.0,,,,,,,
72,,,0.8749605417251587,,,,,,,,,,,,1.0,0.0,,0.7098386883735657,0.0,0.7098386883735657,0.0,0.13801328837871552,1.0,,,,,,,
73,,,1.0999722480773926,,,,,,,,,,,,1.0,0.0,,0.6335496306419373,0.0,0.6335496306419373,0.0,0.13616874814033508,1.0,,,,,,,
74,,,0.9055908918380737,,,,,,,,,,,,1.0,0.0,,1.0548266172409058,0.0,1.0548266172409058,0.0,0.13576194643974304,1.0,,,,,,,
75,,,1.1309571266174316,,,,,,,,,,,,1.0,0.0,,0.909762978553772,0.0,0.909762978553772,0.0,0.13460247218608856,1.0,,,,,,,
76,,,1.0439321994781494,,,,,,,,,,,,1.0,0.0,,0.6110946536064148,0.0,0.6110946536064148,0.0,0.13265648484230042,1.0,,,,,,,
77,,,0.9689285755157471,,,,,,,,,,,,1.0,0.0,,0.8389338850975037,0.0,0.8389338850975037,0.0,0.13116835057735443,1.0,,,,,,,
78,,,1.2466621398925781,,,,,,,,,,,,1.0,0.0,,0.746761679649353,0.0,0.746761679649353,0.0,0.1294078230857849,1.0,,,,,,,
79,1.0,8207.0185546875,1.0314154624938965,0.12821607291698456,8207.0185546875,0.9910916090011597,0.0,5.555357456207275,0.5596390962600708,13.639719009399414,20.014015197753906,0.021925533190369606,0.38758203387260437,1.871655821800232,1.0,0.0,,0.9699417352676392,0.0,0.9699417352676392,0.0,0.12936854362487793,1.0,0.5882099866867065,,,,,,
80,,,1.3698039054870605,,,,,,,,,,,,1.0,0.0,,0.6551234722137451,0.0,0.6551234722137451,0.0,0.12803928554058075,1.0,,,,,,,
81,,,1.1362923383712769,,,,,,,,,,,,1.0,0.0,,0.57050621509552,0.0,0.57050621509552,0.0,0.12592273950576782,1.0,,,,,,,
82,,,1.393818974494934,,,,,,,,,,,,1.0,0.0,,0.5922619104385376,0.0,0.5922619104385376,0.0,0.12428133189678192,1.0,,,,,,,
83,,,1.2760772705078125,,,,,,,,,,,,1.0,0.0,,0.5229473114013672,0.0,0.5229473114013672,0.0,0.12288538366556168,1.0,,,,,,,
84,,,1.4241617918014526,,,,,,,,,,,,1.0,0.0,,0.6561110019683838,0.0,0.6561110019683838,0.0,0.12130363285541534,1.0,,,,,,,
85,,,1.887489914894104,,,,,,,,,,,,1.0,0.0,,0.6310424208641052,0.0,0.6310424208641052,0.0,0.11986877769231796,1.0,,,,,,,
86,,,1.799220085144043,,,,,,,,,,,,1.0,0.0,,0.614397406578064,0.0,0.614397406578064,0.0,0.11850416660308838,1.0,,,,,,,
87,,,1.2810436487197876,,,,,,,,,,,,1.0,0.0,,0.6056593656539917,0.0,0.6056593656539917,0.0,0.11749585717916489,1.0,,,,,,,
88,,,1.160312294960022,,,,,,,,,,,,1.0,0.0,,0.7701653242111206,0.0,0.7701653242111206,0.0,0.11626653373241425,1.0,,,,,,,
89,,,1.4936637878417969,,,,,,,,,,,,1.0,0.0,,0.779089629650116,0.0,0.779089629650116,0.0,0.11487510055303574,1.0,,,,,,,
90,,,1.325225830078125,,,,,,,,,,,,1.0,0.0,,1.0503621101379395,0.0,1.0503621101379395,0.0,0.11524343490600586,1.0,,,,,,,
91,,,1.5874738693237305,,,,,,,,,,,,1.0,0.0,,0.8756285905838013,0.0,0.8756285905838013,0.0,0.11478861421346664,1.0,,,,,,,
92,,,1.412060022354126,,,,,,,,,,,,1.0,0.0,,0.6956312656402588,0.0,0.6956312656402588,0.0,0.11325779557228088,1.0,,,,,,,
93,,,1.235835313796997,,,,,,,,,,,,1.0,0.0,,0.8679449558258057,0.0,0.8679449558258057,0.0,0.11308671534061432,1.0,,,,,,,
94,,,1.4687334299087524,,,,,,,,,,,,1.0,0.0,,0.9602399468421936,0.0,0.9602399468421936,0.0,0.11292000114917755,1.0,,,,,,,
95,,,1.2868444919586182,,,,,,,,,,,,1.0,0.0,,0.7186621427536011,0.0,0.7186621427536011,0.0,0.11177510768175125,1.0,,,,,,,
96,,,1.3900294303894043,,,,,,,,,,,,1.0,0.0,,0.6499248743057251,0.0,0.6499248743057251,0.0,0.11069337278604507,1.0,,,,,,,
97,,,1.195540189743042,,,,,,,,,,,,1.0,0.0,,0.814659059047699,0.0,0.814659059047699,0.0,0.11002226173877716,1.0,,,,,,,
98,,,1.3903484344482422,,,,,,,,,,,,1.0,0.0,,1.2366482019424438,0.0,1.2366482019424438,0.0,0.10936494171619415,1.0,,,,,,,
99,2.0,,1.110634684562683,,,,,,,,,,,,1.0,0.0,0.000980100012384355,0.7099899649620056,0.0,0.7099899649620056,0.0,0.10834136605262756,1.0,,0.7099899649620056,0.7099899649620056,0.07692128419876099,0.0,0.7099899649620056,0.0
100,,,1.4782981872558594,,,,,,,,,,,,1.0,0.0,,0.7352950572967529,0.0,0.7352950572967529,0.0,0.1070835292339325,1.0,,,,,,,
101,,,1.6609761714935303,,,,,,,,,,,,1.0,0.0,,0.815828263759613,0.0,0.815828263759613,0.0,0.10636834800243378,1.0,,,,,,,
102,,,1.9206981658935547,,,,,,,,,,,,1.0,0.0,,1.1980754137039185,0.0,1.1980754137039185,0.0,0.10653529316186905,1.0,,,,,,,
103,,,1.4830125570297241,,,,,,,,,,,,1.0,0.0,,0.7078323364257812,0.0,0.7078323364257812,0.0,0.1060367077589035,1.0,,,,,,,
104,,,1.0927786827087402,,,,,,,,,,,,1.0,0.0,,0.7940582036972046,0.0,0.7940582036972046,0.0,0.10503197461366653,1.0,,,,,,,
105,,,1.3821241855621338,,,,,,,,,,,,1.0,0.0,,1.129626989364624,0.0,1.129626989364624,0.0,0.10539276897907257,1.0,,,,,,,
106,,,1.2536170482635498,,,,,,,,,,,,1.0,0.0,,0.8898085951805115,0.0,0.8898085951805115,0.0,0.105169378221035,1.0,,,,,,,
107,,,1.2518486976623535,,,,,,,,,,,,1.0,0.0,,0.767257809638977,0.0,0.767257809638977,0.0,0.10447024554014206,1.0,,,,,,,
108,,,1.2493342161178589,,,,,,,,,,,,1.0,0.0,,0.650149941444397,0.0,0.650149941444397,0.0,0.103307344019413,1.0,,,,,,,
109,,,1.2146707773208618,,,,,,,,,,,,1.0,0.0,,0.7573137879371643,0.0,0.7573137879371643,0.0,0.10241997987031937,1.0,,,,,,,
110,,,1.4393315315246582,,,,,,,,,,,,1.0,0.0,,1.047330379486084,0.0,1.047330379486084,0.0,0.10213956236839294,1.0,,,,,,,
111,,,1.3021862506866455,,,,,,,,,,,,1.0,0.0,,0.6142317056655884,0.0,0.6142317056655884,0.0,0.1010974645614624,1.0,,,,,,,
112,,,1.4356030225753784,,,,,,,,,,,,1.0,0.0,,0.7935200333595276,0.0,0.7935200333595276,0.0,0.09995856136083603,1.0,,,,,,,
113,,,1.3065104484558105,,,,,,,,,,,,1.0,0.0,,0.7114030122756958,0.0,0.7114030122756958,0.0,0.09887854754924774,1.0,,,,,,,
114,,,1.5060734748840332,,,,,,,,,,,,1.0,0.0,,0.721764087677002,0.0,0.721764087677002,0.0,0.0974622294306755,1.0,,,,,,,
115,,,1.354372262954712,,,,,,,,,,,,1.0,0.0,,0.749397873878479,0.0,0.749397873878479,0.0,0.09645921736955643,1.0,,,,,,,
116,,,1.6471624374389648,,,,,,,,,,,,1.0,0.0,,0.693204402923584,0.0,0.693204402923584,0.0,0.09555661678314209,1.0,,,,,,,
117,,,2.1736397743225098,,,,,,,,,,,,1.0,0.0,,0.5156624913215637,0.0,0.5156624913215637,0.0,0.09387766569852829,1.0,,,,,,,
118,,,2.2097320556640625,,,,,,,,,,,,1.0,0.0,,0.6543615460395813,0.0,0.6543615460395813,0.0,0.09316777437925339,1.0,,,,,,,
119,2.0,8124.0625,1.5905879735946655,0.14306554198265076,8124.0625,1.5415972471237183,0.0,4.478918552398682,0.4537685811519623,10.489348411560059,17.678058624267578,0.05337296053767204,0.5777036547660828,1.137865662574768,1.0,0.0,,0.611347496509552,0.0,0.611347496509552,0.0,0.09280344843864441,1.0,0.791012167930603,,,,,,
120,,,1.2201420068740845,,,,,,,,,,,,1.0,0.0,,1.1905301809310913,0.0,1.1905301809310913,0.0,0.09464894235134125,1.0,,,,,,,
121,,,1.5680873394012451,,,,,,,,,,,,1.0,0.0,,0.8273138403892517,0.0,0.8273138403892517,0.0,0.09474226087331772,1.0,,,,,,,
122,,,1.3514964580535889,,,,,,,,,,,,1.0,0.0,,0.8240786194801331,0.0,0.8240786194801331,0.0,0.09428920596837997,1.0,,,,,,,
123,,,1.5325736999511719,,,,,,,,,,,,1.0,0.0,,1.263352632522583,0.0,1.263352632522583,0.0,0.09408336877822876,1.0,,,,,,,
124,,,1.3653842210769653,,,,,,,,,,,,1.0,0.0,,0.6922388672828674,0.0,0.6922388672828674,0.0,0.09406532347202301,1.0,,,,,,,
125,,,1.372999906539917,,,,,,,,,,,,1.0,0.0,,0.7472285032272339,0.0,0.7472285032272339,0.0,0.0932418629527092,1.0,,,,,,,
126,,,1.6385952234268188,,,,,,,,,,,,1.0,0.0,,0.7063195109367371,0.0,0.7063195109367371,0.0,0.0922701507806778,1.0,,,,,,,
127,,,1.3369873762130737,,,,,,,,,,,,1.0,0.0,,0.973987877368927,0.0,0.973987877368927,0.0,0.09299959242343903,1.0,,,,,,,
128,,,1.6693443059921265,,,,,,,,,,,,1.0,0.0,,0.633483350276947,0.0,0.633483350276947,0.0,0.09229855239391327,1.0,,,,,,,
129,,,1.466850757598877,,,,,,,,,,,,1.0,0.0,,0.8689152002334595,0.0,0.8689152002334595,0.0,0.09133082628250122,1.0,,,,,,,
130,,,1.8552838563919067,,,,,,,,,,,,1.0,0.0,,0.8184897899627686,0.0,0.8184897899627686,0.0,0.09055604785680771,1.0,,,,,,,
131,,,1.5478788614273071,,,,,,,,,,,,1.0,0.0,,0.6613012552261353,0.0,0.6613012552261353,0.0,0.08965691179037094,1.0,,,,,,,
132,,,1.9210848808288574,,,,,,,,,,,,1.0,0.0,,0.7927667498588562,0.0,0.7927667498588562,0.0,0.08948541432619095,1.0,,,,,,,
133,,,1.9978162050247192,,,,,,,,,,,,1.0,0.0,,0.8613049983978271,0.0,0.8613049983978271,0.0,0.0884425938129425,1.0,,,,,,,
134,,,2.4188244342803955,,,,,,,,,,,,1.0,0.0,,0.9756579399108887,0.0,0.9756579399108887,0.0,0.08794396370649338,1.0,,,,,,,
135,,,1.7405303716659546,,,,,,,,,,,,1.0,0.0,,1.0182995796203613,0.0,1.0182995796203613,0.0,0.08878256380558014,1.0,,,,,,,
136,,,1.4946377277374268,,,,,,,,,,,,1.0,0.0,,0.7656245827674866,0.0,0.7656245827674866,0.0,0.08805078268051147,1.0,,,,,,,
137,,,1.6838380098342896,,,,,,,,,,,,1.0,0.0,,0.6677607297897339,0.0,0.6677607297897339,0.0,0.08740256726741791,1.0,,,,,,,
138,,,1.5154569149017334,,,,,,,,,,,,1.0,0.0,,0.8481609225273132,0.0,0.8481609225273132,0.0,0.08657142519950867,1.0,,,,,,,
139,,,1.6907294988632202,,,,,,,,,,,,1.0,0.0,,0.6954171061515808,0.0,0.6954171061515808,0.0,0.08593550324440002,1.0,,,,,,,
140,,,1.5064278841018677,,,,,,,,,,,,1.0,0.0,,0.6988791227340698,0.0,0.6988791227340698,0.0,0.08512105792760849,1.0,,,,,,,
141,,,1.6718766689300537,,,,,,,,,,,,1.0,0.0,,0.6116213798522949,0.0,0.6116213798522949,0.0,0.08415446430444717,1.0,,,,,,,
142,,,1.7029579877853394,,,,,,,,,,,,1.0,0.0,,0.730095386505127,0.0,0.730095386505127,0.0,0.08356577157974243,1.0,,,,,,,
143,,,1.652921438217163,,,,,,,,,,,,1.0,0.0,,0.737362802028656,0.0,0.737362802028656,0.0,0.08319231122732162,1.0,,,,,,,
144,,,1.6825276613235474,,,,,,,,,,,,1.0,0.0,,1.0527950525283813,0.0,1.0527950525283813,0.0,0.08310586214065552,1.0,,,,,,,
145,,,1.5249475240707397,,,,,,,,,,,,1.0,0.0,,0.6920391321182251,0.0,0.6920391321182251,0.0,0.0822540894150734,1.0,,,,,,,
146,,,1.4839102029800415,,,,,,,,,,,,1.0,0.0,,0.8012641072273254,0.0,0.8012641072273254,0.0,0.08176863193511963,1.0,,,,,,,
147,,,1.7393252849578857,,,,,,,,,,,,1.0,0.0,,0.7399535775184631,0.0,0.7399535775184631,0.0,0.08092792332172394,1.0,,,,,,,
148,,,1.6598320007324219,,,,,,,,,,,,1.0,0.0,,0.8361260890960693,0.0,0.8361260890960693,0.0,0.08052551001310349,1.0,,,,,,,
149,3.0,,2.261317729949951,,,,,,,,,,,,1.0,0.0,0.0009702990064397454,0.7635639905929565,0.0,0.7635639905929565,0.0,0.07995195686817169,1.0,,0.7635639905929565,0.7635639905929565,0.06104843318462372,0.0,0.7635639905929565,0.0
150,,,1.155118703842163,,,,,,,,,,,,1.0,0.0,,0.6365872025489807,0.0,0.6365872025489807,0.0,0.07991460710763931,1.0,,,,,,,
151,,,1.7701345682144165,,,,,,,,,,,,1.0,0.0,,0.8137882351875305,0.0,0.8137882351875305,0.0,0.07958554476499557,1.0,,,,,,,
152,,,1.5725970268249512,,,,,,,,,,,,1.0,0.0,,0.9196872711181641,0.0,0.9196872711181641,0.0,0.07940381020307541,1.0,,,,,,,
153,,,2.0448191165924072,,,,,,,,,,,,1.0,0.0,,0.8299667239189148,0.0,0.8299667239189148,0.0,0.07880795001983643,1.0,,,,,,,
154,,,1.712026834487915,,,,,,,,,,,,1.0,0.0,,0.8513351082801819,0.0,0.8513351082801819,0.0,0.07808153331279755,1.0,,,,,,,
155,,,1.7214382886886597,,,,,,,,,,,,1.0,0.0,,0.7963190674781799,0.0,0.7963190674781799,0.0,0.07769165188074112,1.0,,,,,,,
156,,,1.5439316034317017,,,,,,,,,,,,1.0,0.0,,1.3184008598327637,0.0,1.3184008598327637,0.0,0.07879019528627396,1.0,,,,,,,
157,,,1.7235586643218994,,,,,,,,,,,,1.0,0.0,,1.2989047765731812,0.0,1.2989047765731812,0.0,0.07845953851938248,1.0,,,,,,,
158,,,1.8826730251312256,,,,,,,,,,,,1.0,0.0,,0.8658538460731506,0.0,0.8658538460731506,0.0,0.07805993407964706,1.0,,,,,,,
