step,epoch,final_spec_losses_weighted/2048_spectrogram_logmag_eps,in_domain_validation_losses/loss_total,in_domain_validation_losses/raw_params_loss,in_domain_validation_losses/raw_spec_loss,in_domain_validation_losses/weighted_params_loss,in_domain_validation_losses/weighted_spec_loss,in_domain_validation_metrics/lsd_value,in_domain_validation_metrics/mean_average_error,in_domain_validation_metrics/mfcc_mae,in_domain_validation_metrics/paper_lsd_value,in_domain_validation_metrics/pearson_fft,in_domain_validation_metrics/pearson_stft,in_domain_validation_metrics/spectral_convergence_value,loss/parameters_decay_factor,loss/spec_loss_rampup_factor,lr-Adam,normalized_losses/post_rampup_weighted_params_loss,normalized_losses/post_rampup_weighted_spec_loss,normalized_losses/running_avg_parameters_loss,normalized_losses/running_avg_spectrogram_loss,train_loss_epoch,train_loss_step,train_losses/loss_total,train_losses/raw_params_loss,train_losses/raw_spec_loss,train_losses/weighted_params_loss,train_losses/weighted_spec_loss
0,,,4.22843599319458,,,,,,,,,,,,0.0,1.0,,0.0,3.091019868850708,2.7421715259552,2.738647699356079,,,,,,,
1,,,3.978684902191162,,,,,,,,,,,,0.0,1.0,,0.0,3.002716064453125,2.741288423538208,2.738647699356079,,,,,,,
2,,,4.024468421936035,,,,,,,,,,,,0.0,1.0,,0.0,2.956833839416504,2.7408297061920166,2.738647699356079,,,,,,,
3,,,4.0304365158081055,,,,,,,,,,,,0.0,1.0,,0.0,2.7957279682159424,2.7392184734344482,2.738647699356079,,,,,,,
4,,,4.010898113250732,,,,,,,,,,,,0.0,1.0,,0.0,3.0638320446014404,2.7418994903564453,2.738647699356079,,,,,,,
5,,,4.473311424255371,,,,,,,,,,,,0.0,1.0,,0.0,2.7184762954711914,2.738445997238159,2.738647699356079,,,,,,,
6,,,3.701035737991333,,,,,,,,,,,,0.0,1.0,,0.0,2.998019218444824,2.741241455078125,2.738647699356079,,,,,,,
7,,,3.713798999786377,,,,,,,,,,,,0.0,1.0,,0.0,3.0117225646972656,2.7413785457611084,2.738647699356079,,,,,,,
8,,,4.150798797607422,,,,,,,,,,,,0.0,1.0,,0.0,2.986077308654785,2.741122007369995,2.738647699356079,,,,,,,
9,,,3.674027919769287,,,,,,,,,,,,0.0,1.0,,0.0,2.910659074783325,2.740367889404297,2.738647699356079,,,,,,,
10,,,3.5660223960876465,,,,,,,,,,,,0.0,1.0,,0.0,2.9348347187042236,2.740609645843506,2.738647699356079,,,,,,,
11,,,4.343930721282959,,,,,,,,,,,,0.0,1.0,,0.0,2.7931699752807617,2.7391929626464844,2.738647699356079,,,,,,,
12,,,4.454124450683594,,,,,,,,,,,,0.0,1.0,,0.0,2.830031633377075,2.7395615577697754,2.738647699356079,,,,,,,
13,,,3.4685847759246826,,,,,,,,,,,,0.0,1.0,,0.0,2.9880387783050537,2.7411415576934814,2.738647699356079,,,,,,,
14,,,4.48019552230835,,,,,,,,,,,,0.0,1.0,,0.0,3.007427453994751,2.74133563041687,2.738647699356079,,,,,,,
15,,,3.6912107467651367,,,,,,,,,,,,0.0,1.0,,0.0,2.8948974609375,2.7402102947235107,2.738647699356079,,,,,,,
16,,,4.14192008972168,,,,,,,,,,,,0.0,1.0,,0.0,3.1010444164276123,2.742271661758423,2.738647699356079,,,,,,,
17,,,4.190981388092041,,,,,,,,,,,,0.0,1.0,,0.0,3.0004446506500244,2.7412657737731934,2.738647699356079,,,,,,,
18,,,3.9035937786102295,,,,,,,,,,,,0.0,1.0,,0.0,2.8584091663360596,2.7398452758789062,2.738647699356079,,,,,,,
19,,,4.04271936416626,,,,,,,,,,,,0.0,1.0,,0.0,2.8927643299102783,2.7401888370513916,2.738647699356079,,,,,,,
20,,,3.912630081176758,,,,,,,,,,,,0.0,1.0,,0.0,2.818474769592285,2.739445924758911,2.738647699356079,,,,,,,
21,,,4.497373580932617,,,,,,,,,,,,0.0,1.0,,0.0,3.108455181121826,2.7423458099365234,2.738647699356079,,,,,,,
22,,,3.805504322052002,,,,,,,,,,,,0.0,1.0,,0.0,2.9614651203155518,2.7408759593963623,2.738647699356079,,,,,,,
23,,,3.832411527633667,,,,,,,,,,,,0.0,1.0,,0.0,3.006446123123169,2.741325616836548,2.738647699356079,,,,,,,
24,,,4.034246444702148,,,,,,,,,,,,0.0,1.0,,0.0,2.9668314456939697,2.74092960357666,2.738647699356079,,,,,,,
25,,,3.7165579795837402,,,,,,,,,,,,0.0,1.0,,0.0,2.9724535942077637,2.740985870361328,2.738647699356079,,,,,,,
26,,,3.8598248958587646,,,,,,,,,,,,0.0,1.0,,0.0,2.7821767330169678,2.7390830516815186,2.738647699356079,,,,,,,
27,,,4.417250633239746,,,,,,,,,,,,0.0,1.0,,0.0,2.8912744522094727,2.7401740550994873,2.738647699356079,,,,,,,
28,,,4.541219711303711,,,,,,,,,,,,0.0,1.0,,0.0,2.9363796710968018,2.7406251430511475,2.738647699356079,,,,,,,
29,,,3.489051580429077,,,,,,,,,,,,0.0,1.0,,0.0,2.7738027572631836,2.738999366760254,2.738647699356079,,,,,,,
30,,,4.630484104156494,,,,,,,,,,,,0.0,1.0,,0.0,2.9723362922668457,2.7409846782684326,2.738647699356079,,,,,,,
31,,,3.785989999771118,,,,,,,,,,,,0.0,1.0,,0.0,2.9025585651397705,2.7402868270874023,2.738647699356079,,,,,,,
32,,,4.377598285675049,,,,,,,,,,,,0.0,1.0,,0.0,2.957886219024658,2.740840196609497,2.738647699356079,,,,,,,
33,,,3.9774885177612305,,,,,,,,,,,,0.0,1.0,,0.0,3.0532264709472656,2.741793632507324,2.738647699356079,,,,,,,
34,,,3.932119607925415,,,,,,,,,,,,0.0,1.0,,0.0,2.9144999980926514,2.7404062747955322,2.738647699356079,,,,,,,
35,,,4.098482608795166,,,,,,,,,,,,0.0,1.0,,0.0,2.8970727920532227,2.740231990814209,2.738647699356079,,,,,,,
36,,,3.8260223865509033,,,,,,,,,,,,0.0,1.0,,0.0,2.9287126064300537,2.7405483722686768,2.738647699356079,,,,,,,
37,,,4.734638214111328,,,,,,,,,,,,0.0,1.0,,0.0,2.970679759979248,2.7409679889678955,2.738647699356079,,,,,,,
38,,,3.622955083847046,,,,,,,,,,,,0.0,1.0,,0.0,2.924037218093872,2.740501642227173,2.738647699356079,,,,,,,
39,0.0,3.999372720718384,3.8558247089385986,0.5391513705253601,3.999372720718384,0.0,3.999372720718384,12.151191711425781,1.3533564805984497,24.125593185424805,35.94998550415039,0.019458109512925148,0.16419775784015656,3.2582247257232666,0.0,1.0,,0.0,2.76092529296875,2.738870620727539,2.738647699356079,2.9049413204193115,,,,,,
40,,,3.988459587097168,,,,,,,,,,,,0.0,1.0,,0.0,2.7739086151123047,2.7390003204345703,2.738647699356079,,,,,,,
41,,,3.8237311840057373,,,,,,,,,,,,0.0,1.0,,0.0,2.997499704360962,2.7412362098693848,2.738647699356079,,,,,,,
42,,,3.8415687084198,,,,,,,,,,,,0.0,1.0,,0.0,2.8062403202056885,2.739323616027832,2.738647699356079,,,,,,,
43,,,4.452495574951172,,,,,,,,,,,,0.0,1.0,,0.0,2.9910573959350586,2.7411718368530273,2.738647699356079,,,,,,,
44,,,4.5491862297058105,,,,,,,,,,,,0.0,1.0,,0.0,2.748551607131958,2.7387468814849854,2.738647699356079,,,,,,,
45,,,3.5455024242401123,,,,,,,,,,,,0.0,1.0,,0.0,3.0493216514587402,2.7417545318603516,2.738647699356079,,,,,,,
46,,,4.543332099914551,,,,,,,,,,,,0.0,1.0,,0.0,2.8896195888519287,2.74015736579895,2.738647699356079,,,,,,,
47,,,3.7416083812713623,,,,,,,,,,,,0.0,1.0,,0.0,2.993591785430908,2.741197109222412,2.738647699356079,,,,,,,
48,,,4.410210132598877,,,,,,,,,,,,0.0,1.0,,0.0,2.837653160095215,2.739637851715088,2.738647699356079,,,,,,,
49,1.0,2.9287192821502686,4.081507682800293,,,,,,,,,,,,0.0,1.0,1.6666666851961054e-05,0.0,2.9287192821502686,2.7405483722686768,2.738647699356079,,2.9287192821502686,2.9287192821502686,0.5191456079483032,2.9287192821502686,0.0,2.9287192821502686
50,,,3.783806800842285,,,,,,,,,,,,0.0,1.0,,0.0,2.7861886024475098,2.7391231060028076,2.738647699356079,,,,,,,
51,,,4.1550517082214355,,,,,,,,,,,,0.0,1.0,,0.0,2.896172046661377,2.740222930908203,2.738647699356079,,,,,,,
52,,,3.7818567752838135,,,,,,,,,,,,0.0,1.0,,0.0,2.878538131713867,2.740046739578247,2.738647699356079,,,,,,,
53,,,4.864408016204834,,,,,,,,,,,,0.0,1.0,,0.0,2.7858450412750244,2.7391197681427,2.738647699356079,,,,,,,
54,,,3.6079180240631104,,,,,,,,,,,,0.0,1.0,,0.0,2.841493844985962,2.7396762371063232,2.738647699356079,,,,,,,
55,,,4.0581512451171875,,,,,,,,,,,,0.0,1.0,,0.0,2.8298051357269287,2.7395594120025635,2.738647699356079,,,,,,,
56,,,4.095458984375,,,,,,,,,,,,0.0,1.0,,0.0,2.8724730014801025,2.739985942840576,2.738647699356079,,,,,,,
57,,,3.9752321243286133,,,,,,,,,,,,0.0,1.0,,0.0,2.888650894165039,2.740147829055786,2.738647699356079,,,,,,,
58,,,3.8886783123016357,,,,,,,,,,,,0.0,1.0,,0.0,2.6311724185943604,2.7375729084014893,2.738647699356079,,,,,,,
59,,,4.468095302581787,,,,,,,,,,,,0.0,1.0,,0.0,2.9169092178344727,2.7404303550720215,2.738647699356079,,,,,,,
60,,,4.701748371124268,,,,,,,,,,,,0.0,1.0,,0.0,2.8219363689422607,2.73948073387146,2.738647699356079,,,,,,,
61,,,3.588056802749634,,,,,,,,,,,,0.0,1.0,,0.0,2.8690505027770996,2.7399518489837646,2.738647699356079,,,,,,,
62,,,4.640990734100342,,,,,,,,,,,,0.0,1.0,,0.0,2.850797653198242,2.739769220352173,2.738647699356079,,,,,,,
63,,,3.784733295440674,,,,,,,,,,,,0.0,1.0,,0.0,2.792428970336914,2.7391855716705322,2.738647699356079,,,,,,,
64,,,4.277073860168457,,,,,,,,,,,,0.0,1.0,,0.0,3.043780565261841,2.741698980331421,2.738647699356079,,,,,,,
65,,,3.95978045463562,,,,,,,,,,,,0.0,1.0,,0.0,3.053849458694458,2.741799831390381,2.738647699356079,,,,,,,
66,,,3.8136513233184814,,,,,,,,,,,,0.0,1.0,,0.0,2.789621353149414,2.7391574382781982,2.738647699356079,,,,,,,
67,,,4.199590682983398,,,,,,,,,,,,0.0,1.0,,0.0,2.7956278324127197,2.739217519760132,2.738647699356079,,,,,,,
68,,,3.6736271381378174,,,,,,,,,,,,0.0,1.0,,0.0,2.774589776992798,2.7390072345733643,2.738647699356079,,,,,,,
69,,,4.791275978088379,,,,,,,,,,,,0.0,1.0,,0.0,2.885511636734009,2.7401163578033447,2.738647699356079,,,,,,,
70,,,3.6704578399658203,,,,,,,,,,,,0.0,1.0,,0.0,2.785855293273926,2.7391197681427,2.738647699356079,,,,,,,
71,,,3.935731887817383,,,,,,,,,,,,0.0,1.0,,0.0,2.810415744781494,2.739365339279175,2.738647699356079,,,,,,,
72,,,4.047298431396484,,,,,,,,,,,,0.0,1.0,,0.0,2.9825868606567383,2.7410871982574463,2.738647699356079,,,,,,,
73,,,3.915644407272339,,,,,,,,,,,,0.0,1.0,,0.0,2.719526529312134,2.7384564876556396,2.738647699356079,,,,,,,
74,,,4.115930080413818,,,,,,,,,,,,0.0,1.0,,0.0,2.7852871417999268,2.7391140460968018,2.738647699356079,,,,,,,
75,,,4.4757184982299805,,,,,,,,,,,,0.0,1.0,,0.0,2.989650249481201,2.7411577701568604,2.738647699356079,,,,,,,
