step,epoch,final_spec_losses_weighted/1024_spectrogram_logmag_eps,final_spec_losses_weighted/128_spectrogram_logmag_eps,final_spec_losses_weighted/2048_spectrogram_logmag_eps,final_spec_losses_weighted/256_spectrogram_logmag_eps,final_spec_losses_weighted/512_spectrogram_logmag_eps,final_spec_losses_weighted/64_spectrogram_logmag_eps,in_domain_validation_losses/loss_total,in_domain_validation_losses/raw_params_loss,in_domain_validation_losses/raw_spec_loss,in_domain_validation_losses/weighted_params_loss,in_domain_validation_losses/weighted_spec_loss,in_domain_validation_metrics/lsd_value,in_domain_validation_metrics/mean_average_error,in_domain_validation_metrics/mfcc_mae,in_domain_validation_metrics/paper_lsd_value,in_domain_validation_metrics/pearson_fft,in_domain_validation_metrics/pearson_stft,in_domain_validation_metrics/spectral_convergence_value,loss/parameters_decay_factor,loss/spec_loss_rampup_factor,lr-Adam,normalized_losses/post_rampup_weighted_params_loss,normalized_losses/post_rampup_weighted_spec_loss,normalized_losses/running_avg_parameters_loss,normalized_losses/running_avg_spectrogram_loss,train_loss_epoch,train_loss_step,train_losses/loss_total,train_losses/raw_params_loss,train_losses/raw_spec_loss,train_losses/weighted_params_loss,train_losses/weighted_spec_loss
82,,,,,,,,10.257349014282227,,,,,,,,,,,,0.0,1.0,,0.0,7.393067359924316,15.043455123901367,15.120731353759766,,,,,,,
83,,,,,,,,13.642375946044922,,,,,,,,,,,,0.0,1.0,,0.0,7.95465612411499,15.049071311950684,15.120731353759766,,,,,,,
84,,,,,,,,11.32895278930664,,,,,,,,,,,,0.0,1.0,,0.0,6.977899551391602,15.03930377960205,15.120731353759766,,,,,,,
85,,,,,,,,15.783958435058594,,,,,,,,,,,,0.0,1.0,,0.0,7.472008228302002,15.044244766235352,15.120731353759766,,,,,,,
86,,,,,,,,11.023592948913574,,,,,,,,,,,,0.0,1.0,,0.0,6.667328834533691,15.036197662353516,15.120731353759766,,,,,,,
87,,,,,,,,13.19357681274414,,,,,,,,,,,,0.0,1.0,,0.0,7.857817649841309,15.048102378845215,15.120731353759766,,,,,,,
88,,,,,,,,13.166742324829102,,,,,,,,,,,,0.0,1.0,,0.0,7.372167587280273,15.043246269226074,15.120731353759766,,,,,,,
89,,,,,,,,12.689003944396973,,,,,,,,,,,,0.0,1.0,,0.0,6.958381652832031,15.039108276367188,15.120731353759766,,,,,,,
90,,,,,,,,13.37392520904541,,,,,,,,,,,,0.0,1.0,,0.0,7.3778886795043945,15.043303489685059,15.120731353759766,,,,,,,
91,,,,,,,,16.174705505371094,,,,,,,,,,,,0.0,1.0,,0.0,6.412563800811768,15.033650398254395,15.120731353759766,,,,,,,
92,,,,,,,,16.62057876586914,,,,,,,,,,,,0.0,1.0,,0.0,7.585730075836182,15.045381546020508,15.120731353759766,,,,,,,
93,,,,,,,,10.740497589111328,,,,,,,,,,,,0.0,1.0,,0.0,7.216310501098633,15.04168701171875,15.120731353759766,,,,,,,
94,,,,,,,,14.960199356079102,,,,,,,,,,,,0.0,1.0,,0.0,6.4493584632873535,15.034017562866211,15.120731353759766,,,,,,,
95,,,,,,,,11.6543607711792,,,,,,,,,,,,0.0,1.0,,0.0,6.733736515045166,15.036861419677734,15.120731353759766,,,,,,,
96,,,,,,,,13.146766662597656,,,,,,,,,,,,0.0,1.0,,0.0,6.845584869384766,15.037980079650879,15.120731353759766,,,,,,,
97,,,,,,,,11.891897201538086,,,,,,,,,,,,0.0,1.0,,0.0,7.026663780212402,15.039791107177734,15.120731353759766,,,,,,,
98,,,,,,,,9.340999603271484,,,,,,,,,,,,0.0,1.0,,0.0,7.7401533126831055,15.04692554473877,15.120731353759766,,,,,,,
99,2.0,1.2138947248458862,1.2768003940582275,1.1960433721542358,1.2935127019882202,1.246103048324585,1.2534629106521606,12.634275436401367,,,,,,,,,,,,0.0,1.0,3.333333370392211e-05,0.0,7.4798173904418945,15.044322967529297,15.120731353759766,,7.4798173904418945,7.4798173904418945,0.5851708054542542,7.4798173904418945,0.0,7.4798173904418945
