step,epoch,final_spec_losses_weighted/1024_spectrogram_logmag,final_spec_losses_weighted/1024_spectrogram_mag,final_spec_losses_weighted/128_spectrogram_logmag,final_spec_losses_weighted/128_spectrogram_mag,final_spec_losses_weighted/2048_spectrogram_logmag,final_spec_losses_weighted/2048_spectrogram_mag,final_spec_losses_weighted/256_spectrogram_logmag,final_spec_losses_weighted/256_spectrogram_mag,final_spec_losses_weighted/512_spectrogram_logmag,final_spec_losses_weighted/512_spectrogram_mag,final_spec_losses_weighted/64_spectrogram_logmag,final_spec_losses_weighted/64_spectrogram_mag,in_domain_validation_losses/loss_total,in_domain_validation_losses/raw_params_loss,in_domain_validation_losses/raw_spec_loss,in_domain_validation_losses/weighted_params_loss,in_domain_validation_losses/weighted_spec_loss,in_domain_validation_metrics/lsd_value,in_domain_validation_metrics/mean_average_error,in_domain_validation_metrics/mfcc_mae,in_domain_validation_metrics/paper_lsd_value,in_domain_validation_metrics/pearson_fft,in_domain_validation_metrics/pearson_stft,in_domain_validation_metrics/spectral_convergence_value,loss/parameters_decay_factor,loss/spec_loss_rampup_factor,lr-Adam,normalized_losses/post_rampup_weighted_params_loss,normalized_losses/post_rampup_weighted_spec_loss,normalized_losses/pre_rampup_normalized_parameters_loss,normalized_losses/pre_rampup_normalized_spectrogram_loss,normalized_losses/running_avg_parameters_loss,normalized_losses/running_avg_spectrogram_loss,train_loss_epoch,train_loss_step,train_losses/loss_total,train_losses/raw_params_loss,train_losses/raw_spec_loss,train_losses/weighted_params_loss,train_losses/weighted_spec_loss
0,,,,,,,,,,,,,,0.7114889025688171,,,,,,,,,,,,1.0,0.0,,1.0987385511398315,0.0,1.0987385511398315,0.0,0.514535129070282,1.0,,,,,,,
1,,,,,,,,,,,,,,0.5990371704101562,,,,,,,,,,,,1.0,0.0,,0.7631241679191589,0.0,0.7631241679191589,0.0,0.5096067786216736,1.0,,,,,,,
2,,,,,,,,,,,,,,0.6154865026473999,,,,,,,,,,,,1.0,0.0,,1.0497938394546509,0.0,1.0497938394546509,0.0,0.5133448839187622,1.0,,,,,,,
3,,,,,,,,,,,,,,0.6613881587982178,,,,,,,,,,,,1.0,0.0,,0.9610633850097656,0.0,0.9610633850097656,0.0,0.5156123042106628,1.0,,,,,,,
4,,,,,,,,,,,,,,0.6156877875328064,,,,,,,,,,,,1.0,0.0,,0.9385297894477844,0.0,0.9385297894477844,0.0,0.5149641036987305,1.0,,,,,,,
5,,,,,,,,,,,,,,0.8590931296348572,,,,,,,,,,,,1.0,0.0,,0.9113380312919617,0.0,0.9113380312919617,0.0,0.5116770267486572,1.0,,,,,,,
6,,,,,,,,,,,,,,0.4696964919567108,,,,,,,,,,,,1.0,0.0,,0.8408993482589722,0.0,0.8408993482589722,0.0,0.5080461502075195,1.0,,,,,,,
7,,,,,,,,,,,,,,0.679952085018158,,,,,,,,,,,,1.0,0.0,,0.7329442501068115,0.0,0.7329442501068115,0.0,0.5008851885795593,1.0,,,,,,,
8,,,,,,,,,,,,,,0.6108501553535461,,,,,,,,,,,,1.0,0.0,,0.5948016047477722,0.0,0.5948016047477722,0.0,0.4923516809940338,1.0,,,,,,,
9,,,,,,,,,,,,,,0.7304367423057556,,,,,,,,,,,,1.0,0.0,,0.5404641032218933,0.0,0.5404641032218933,0.0,0.4834122061729431,1.0,,,,,,,
10,,,,,,,,,,,,,,0.6464681625366211,,,,,,,,,,,,1.0,0.0,,0.5918036103248596,0.0,0.5918036103248596,0.0,0.4736430048942566,1.0,,,,,,,
11,,,,,,,,,,,,,,0.7829128503799438,,,,,,,,,,,,1.0,0.0,,0.5368659496307373,0.0,0.5368659496307373,0.0,0.4649893343448639,1.0,,,,,,,
12,,,,,,,,,,,,,,0.7253941893577576,,,,,,,,,,,,1.0,0.0,,0.40366852283477783,0.0,0.40366852283477783,0.0,0.4548023045063019,1.0,,,,,,,
13,,,,,,,,,,,,,,0.6653143763542175,,,,,,,,,,,,1.0,0.0,,0.5545763969421387,0.0,0.5545763969421387,0.0,0.4469701945781708,1.0,,,,,,,
14,,,,,,,,,,,,,,0.7653718590736389,,,,,,,,,,,,1.0,0.0,,0.5377119183540344,0.0,0.5377119183540344,0.0,0.437804251909256,1.0,,,,,,,
15,,,,,,,,,,,,,,0.5770886540412903,,,,,,,,,,,,1.0,0.0,,0.4186306297779083,0.0,0.4186306297779083,0.0,0.42854365706443787,1.0,,,,,,,
16,,,,,,,,,,,,,,1.1012734174728394,,,,,,,,,,,,1.0,0.0,,0.40439409017562866,0.0,0.40439409017562866,0.0,0.41904816031455994,1.0,,,,,,,
17,,,,,,,,,,,,,,1.0129948854446411,,,,,,,,,,,,1.0,0.0,,0.45870134234428406,0.0,0.45870134234428406,0.0,0.40896543860435486,1.0,,,,,,,
18,,,,,,,,,,,,,,1.163931965827942,,,,,,,,,,,,1.0,0.0,,0.366924524307251,0.0,0.366924524307251,0.0,0.398434042930603,1.0,,,,,,,
19,,,,,,,,,,,,,,0.9251371026039124,,,,,,,,,,,,1.0,0.0,,0.34399014711380005,0.0,0.34399014711380005,0.0,0.38826096057891846,1.0,,,,,,,
20,,,,,,,,,,,,,,1.1639461517333984,,,,,,,,,,,,1.0,0.0,,0.40132778882980347,0.0,0.40132778882980347,0.0,0.37890687584877014,1.0,,,,,,,
21,,,,,,,,,,,,,,1.1520174741744995,,,,,,,,,,,,1.0,0.0,,0.4189242422580719,0.0,0.4189242422580719,0.0,0.3691841661930084,1.0,,,,,,,
22,,,,,,,,,,,,,,1.2712807655334473,,,,,,,,,,,,1.0,0.0,,0.5600807070732117,0.0,0.5600807070732117,0.0,0.3613338768482208,1.0,,,,,,,
23,,,,,,,,,,,,,,0.8893327713012695,,,,,,,,,,,,1.0,0.0,,0.3982515037059784,0.0,0.3982515037059784,0.0,0.35318341851234436,1.0,,,,,,,
24,,,,,,,,,,,,,,0.9791299700737,,,,,,,,,,,,1.0,0.0,,0.32874876260757446,0.0,0.32874876260757446,0.0,0.34554749727249146,1.0,,,,,,,
25,,,,,,,,,,,,,,0.7611784934997559,,,,,,,,,,,,1.0,0.0,,0.4813026487827301,0.0,0.4813026487827301,0.0,0.3381737172603607,1.0,,,,,,,
26,,,,,,,,,,,,,,0.782733142375946,,,,,,,,,,,,1.0,0.0,,0.3255828619003296,0.0,0.3255828619003296,0.0,0.33017516136169434,1.0,,,,,,,
27,,,,,,,,,,,,,,0.995497465133667,,,,,,,,,,,,1.0,0.0,,0.3249245882034302,0.0,0.3249245882034302,0.0,0.32176944613456726,1.0,,,,,,,
28,,,,,,,,,,,,,,1.0744565725326538,,,,,,,,,,,,1.0,0.0,,0.46422773599624634,0.0,0.46422773599624634,0.0,0.3149493634700775,1.0,,,,,,,
29,,,,,,,,,,,,,,0.9693666696548462,,,,,,,,,,,,1.0,0.0,,0.3688217103481293,0.0,0.3688217103481293,0.0,0.30754682421684265,1.0,,,,,,,
30,,,,,,,,,,,,,,1.1003224849700928,,,,,,,,,,,,1.0,0.0,,0.3710353672504425,0.0,0.3710353672504425,0.0,0.3000248372554779,1.0,,,,,,,
31,,,,,,,,,,,,,,1.038936972618103,,,,,,,,,,,,1.0,0.0,,0.4007188081741333,0.0,0.4007188081741333,0.0,0.2925274670124054,1.0,,,,,,,
32,,,,,,,,,,,,,,1.5154932737350464,,,,,,,,,,,,1.0,0.0,,0.32020214200019836,0.0,0.32020214200019836,0.0,0.28540951013565063,1.0,,,,,,,
33,,,,,,,,,,,,,,1.4153074026107788,,,,,,,,,,,,1.0,0.0,,0.3015185296535492,0.0,0.3015185296535492,0.0,0.27796128392219543,1.0,,,,,,,
34,,,,,,,,,,,,,,1.4507981538772583,,,,,,,,,,,,1.0,0.0,,0.39553096890449524,0.0,0.39553096890449524,0.0,0.2705269157886505,1.0,,,,,,,
35,,,,,,,,,,,,,,1.6761062145233154,,,,,,,,,,,,1.0,0.0,,0.5430622696876526,0.0,0.5430622696876526,0.0,0.26439473032951355,1.0,,,,,,,
36,,,,,,,,,,,,,,1.2485522031784058,,,,,,,,,,,,1.0,0.0,,0.335252970457077,0.0,0.335252970457077,0.0,0.25758010149002075,1.0,,,,,,,
37,,,,,,,,,,,,,,1.971400260925293,,,,,,,,,,,,1.0,0.0,,0.3515540361404419,0.0,0.3515540361404419,0.0,0.25146493315696716,1.0,,,,,,,
38,,,,,,,,,,,,,,1.3021751642227173,,,,,,,,,,,,1.0,0.0,,0.4127460718154907,0.0,0.4127460718154907,0.0,0.24525342881679535,1.0,,,,,,,
39,0.0,0.5842761993408203,51.57817459106445,0.1996215134859085,2.414060115814209,0.6139023303985596,133.36685180664062,0.35783231258392334,6.100245952606201,0.5111874341964722,17.983539581298828,0.26837819814682007,2.354344367980957,1.648792028427124,0.16320665180683136,216.33241271972656,0.6697292327880859,0.0,5.7222514152526855,0.5869618654251099,13.035233497619629,20.830598831176758,0.03513738885521889,0.5600435137748718,1.5080270767211914,1.0,0.0,,0.36505305767059326,0.0,0.36505305767059326,0.0,0.24369049072265625,1.0,0.529731273651123,,,,,,
40,,,,,,,,,,,,,,1.419419288635254,,,,,,,,,,,,1.0,0.0,,0.515153706073761,0.0,0.515153706073761,0.0,0.2389356940984726,1.0,,,,,,,
41,,,,,,,,,,,,,,1.8636044263839722,,,,,,,,,,,,1.0,0.0,,0.4197787940502167,0.0,0.4197787940502167,0.0,0.23387393355369568,1.0,,,,,,,
42,,,,,,,,,,,,,,1.5283757448196411,,,,,,,,,,,,1.0,0.0,,0.35963448882102966,0.0,0.35963448882102966,0.0,0.22896933555603027,1.0,,,,,,,
43,,,,,,,,,,,,,,1.6578315496444702,,,,,,,,,,,,1.0,0.0,,0.4582144021987915,0.0,0.4582144021987915,0.0,0.22399137914180756,1.0,,,,,,,
44,,,,,,,,,,,,,,1.6778579950332642,,,,,,,,,,,,1.0,0.0,,0.39744582772254944,0.0,0.39744582772254944,0.0,0.21848571300506592,1.0,,,,,,,
45,,,,,,,,,,,,,,1.3859606981277466,,,,,,,,,,,,1.0,0.0,,0.5625228881835938,0.0,0.5625228881835938,0.0,0.21377328038215637,1.0,,,,,,,
46,,,,,,,,,,,,,,1.662218451499939,,,,,,,,,,,,1.0,0.0,,0.46021461486816406,0.0,0.46021461486816406,0.0,0.20948541164398193,1.0,,,,,,,
47,,,,,,,,,,,,,,1.2699127197265625,,,,,,,,,,,,1.0,0.0,,0.4210950434207916,0.0,0.4210950434207916,0.0,0.20437535643577576,1.0,,,,,,,
48,,,,,,,,,,,,,,1.4255626201629639,,,,,,,,,,,,1.0,0.0,,0.6705539226531982,0.0,0.6705539226531982,0.0,0.2002040296792984,1.0,,,,,,,
49,1.0,,,,,,,,,,,,,1.3853082656860352,,,,,,,,,,,,1.0,0.0,0.0009899999713525176,0.39337795972824097,0.0,0.39337795972824097,0.0,0.19532661139965057,1.0,,0.39337795972824097,0.39337795972824097,0.07683718204498291,0.0,0.39337795972824097,0.0
50,,,,,,,,,,,,,,1.5756337642669678,,,,,,,,,,,,1.0,0.0,,0.47700798511505127,0.0,0.47700798511505127,0.0,0.19112840294837952,1.0,,,,,,,
51,,,,,,,,,,,,,,1.346369743347168,,,,,,,,,,,,1.0,0.0,,0.4035036861896515,0.0,0.4035036861896515,0.0,0.18659687042236328,1.0,,,,,,,
52,,,,,,,,,,,,,,1.5256097316741943,,,,,,,,,,,,1.0,0.0,,0.48948433995246887,0.0,0.48948433995246887,0.0,0.18263104557991028,1.0,,,,,,,
53,,,,,,,,,,,,,,1.7855461835861206,,,,,,,,,,,,1.0,0.0,,0.7883097529411316,0.0,0.7883097529411316,0.0,0.1793040782213211,1.0,,,,,,,
54,,,,,,,,,,,,,,1.7862526178359985,,,,,,,,,,,,1.0,0.0,,0.4322609007358551,0.0,0.4322609007358551,0.0,0.1753118336200714,1.0,,,,,,,
55,,,,,,,,,,,,,,1.2834231853485107,,,,,,,,,,,,1.0,0.0,,0.40089985728263855,0.0,0.40089985728263855,0.0,0.17250655591487885,1.0,,,,,,,
56,,,,,,,,,,,,,,1.2450459003448486,,,,,,,,,,,,1.0,0.0,,0.6990799903869629,0.0,0.6990799903869629,0.0,0.16891084611415863,1.0,,,,,,,
57,,,,,,,,,,,,,,1.237417221069336,,,,,,,,,,,,1.0,0.0,,0.4040530025959015,0.0,0.4040530025959015,0.0,0.16515563428401947,1.0,,,,,,,
58,,,,,,,,,,,,,,1.0357190370559692,,,,,,,,,,,,1.0,0.0,,0.5051101446151733,0.0,0.5051101446151733,0.0,0.16187623143196106,1.0,,,,,,,
59,,,,,,,,,,,,,,1.5813807249069214,,,,,,,,,,,,1.0,0.0,,0.41821300983428955,0.0,0.41821300983428955,0.0,0.15853242576122284,1.0,,,,,,,
60,,,,,,,,,,,,,,1.5082422494888306,,,,,,,,,,,,1.0,0.0,,0.3592226803302765,0.0,0.3592226803302765,0.0,0.15479524433612823,1.0,,,,,,,
61,,,,,,,,,,,,,,1.230560302734375,,,,,,,,,,,,1.0,0.0,,0.4102974534034729,0.0,0.4102974534034729,0.0,0.15145067870616913,1.0,,,,,,,
62,,,,,,,,,,,,,,1.6046391725540161,,,,,,,,,,,,1.0,0.0,,0.5658780932426453,0.0,0.5658780932426453,0.0,0.14909470081329346,1.0,,,,,,,
63,,,,,,,,,,,,,,1.2518668174743652,,,,,,,,,,,,1.0,0.0,,0.4789479672908783,0.0,0.4789479672908783,0.0,0.14589381217956543,1.0,,,,,,,
64,,,,,,,,,,,,,,1.6138889789581299,,,,,,,,,,,,1.0,0.0,,0.4911799728870392,0.0,0.4911799728870392,0.0,0.1430024802684784,1.0,,,,,,,
65,,,,,,,,,,,,,,1.5824617147445679,,,,,,,,,,,,1.0,0.0,,0.5993865132331848,0.0,0.5993865132331848,0.0,0.14079947769641876,1.0,,,,,,,
66,,,,,,,,,,,,,,1.8612698316574097,,,,,,,,,,,,1.0,0.0,,0.7945677638053894,0.0,0.7945677638053894,0.0,0.1390308290719986,1.0,,,,,,,
67,,,,,,,,,,,,,,1.4420324563980103,,,,,,,,,,,,1.0,0.0,,0.7132321000099182,0.0,0.7132321000099182,0.0,0.13690085709095,1.0,,,,,,,
68,,,,,,,,,,,,,,1.7613887786865234,,,,,,,,,,,,1.0,0.0,,0.4802353084087372,0.0,0.4802353084087372,0.0,0.1343269646167755,1.0,,,,,,,
69,,,,,,,,,,,,,,2.000394582748413,,,,,,,,,,,,1.0,0.0,,0.6528146266937256,0.0,0.6528146266937256,0.0,0.1316341608762741,1.0,,,,,,,
70,,,,,,,,,,,,,,2.179513931274414,,,,,,,,,,,,1.0,0.0,,0.8375166058540344,0.0,0.8375166058540344,0.0,0.13010962307453156,1.0,,,,,,,
71,,,,,,,,,,,,,,1.5704741477966309,,,,,,,,,,,,1.0,0.0,,0.5760916471481323,0.0,0.5760916471481323,0.0,0.12824001908302307,1.0,,,,,,,
72,,,,,,,,,,,,,,1.3834928274154663,,,,,,,,,,,,1.0,0.0,,0.8501474857330322,0.0,0.8501474857330322,0.0,0.12666530907154083,1.0,,,,,,,
73,,,,,,,,,,,,,,1.3645879030227661,,,,,,,,,,,,1.0,0.0,,0.6753071546554565,0.0,0.6753071546554565,0.0,0.12501905858516693,1.0,,,,,,,
74,,,,,,,,,,,,,,1.3174785375595093,,,,,,,,,,,,1.0,0.0,,0.5970333218574524,0.0,0.5970333218574524,0.0,0.12240886688232422,1.0,,,,,,,
75,,,,,,,,,,,,,,1.730684757232666,,,,,,,,,,,,1.0,0.0,,0.6897016167640686,0.0,0.6897016167640686,0.0,0.12060755491256714,1.0,,,,,,,
76,,,,,,,,,,,,,,1.7837196588516235,,,,,,,,,,,,1.0,0.0,,0.6673538684844971,0.0,0.6673538684844971,0.0,0.1185353696346283,1.0,,,,,,,
77,,,,,,,,,,,,,,1.39278244972229,,,,,,,,,,,,1.0,0.0,,0.5547087788581848,0.0,0.5547087788581848,0.0,0.11640879511833191,1.0,,,,,,,
78,,,,,,,,,,,,,,1.6998028755187988,,,,,,,,,,,,1.0,0.0,,0.7716512084007263,0.0,0.7716512084007263,0.0,0.11480369418859482,1.0,,,,,,,
79,1.0,0.530322790145874,36.710880279541016,0.16232362389564514,1.7492831945419312,0.5676629543304443,100.01493072509766,0.2893979549407959,4.172324180603027,0.44477006793022156,12.423737525939941,0.238125741481781,1.8659769296646118,1.420190691947937,0.11718177050352097,159.1697540283203,1.0238460302352905,0.0,5.238286018371582,0.5245067477226257,10.660065650939941,19.727394104003906,0.04535294696688652,0.686734139919281,1.416542887687683,1.0,0.0,,0.6962475776672363,0.0,0.6962475776672363,0.0,0.11445252597332001,1.0,0.5213844180107117,,,,,,
80,,,,,,,,,,,,,,2.0126535892486572,,,,,,,,,,,,1.0,0.0,,0.596585750579834,0.0,0.596585750579834,0.0,0.11284684389829636,1.0,,,,,,,
81,,,,,,,,,,,,,,1.722276210784912,,,,,,,,,,,,1.0,0.0,,0.6805843114852905,0.0,0.6805843114852905,0.0,0.11119537800550461,1.0,,,,,,,
82,,,,,,,,,,,,,,1.586803913116455,,,,,,,,,,,,1.0,0.0,,0.8207610249519348,0.0,0.8207610249519348,0.0,0.11039838939905167,1.0,,,,,,,
83,,,,,,,,,,,,,,1.9250375032424927,,,,,,,,,,,,1.0,0.0,,0.8483400344848633,0.0,0.8483400344848633,0.0,0.10969875752925873,1.0,,,,,,,
84,,,,,,,,,,,,,,1.4199198484420776,,,,,,,,,,,,1.0,0.0,,0.5319594740867615,0.0,0.5319594740867615,0.0,0.10751703381538391,1.0,,,,,,,
85,,,,,,,,,,,,,,2.8017640113830566,,,,,,,,,,,,1.0,0.0,,1.1793442964553833,0.0,1.1793442964553833,0.0,0.10706394910812378,1.0,,,,,,,
86,,,,,,,,,,,,,,1.4096486568450928,,,,,,,,,,,,1.0,0.0,,1.0645207166671753,0.0,1.0645207166671753,0.0,0.10621629655361176,1.0,,,,,,,
87,,,,,,,,,,,,,,1.913800597190857,,,,,,,,,,,,1.0,0.0,,0.5142041444778442,0.0,0.5142041444778442,0.0,0.10495377331972122,1.0,,,,,,,
88,,,,,,,,,,,,,,1.6744043827056885,,,,,,,,,,,,1.0,0.0,,1.3106690645217896,0.0,1.3106690645217896,0.0,0.10495138168334961,1.0,,,,,,,
89,,,,,,,,,,,,,,2.3077125549316406,,,,,,,,,,,,1.0,0.0,,0.8205970525741577,0.0,0.8205970525741577,0.0,0.1046890988945961,1.0,,,,,,,
90,,,,,,,,,,,,,,1.8945231437683105,,,,,,,,,,,,1.0,0.0,,0.7441552877426147,0.0,0.7441552877426147,0.0,0.10412801057100296,1.0,,,,,,,
91,,,,,,,,,,,,,,2.188387632369995,,,,,,,,,,,,1.0,0.0,,0.7668293714523315,0.0,0.7668293714523315,0.0,0.10348628461360931,1.0,,,,,,,
92,,,,,,,,,,,,,,2.1480929851531982,,,,,,,,,,,,1.0,0.0,,0.7320094704627991,0.0,0.7320094704627991,0.0,0.10259320586919785,1.0,,,,,,,
93,,,,,,,,,,,,,,1.6785216331481934,,,,,,,,,,,,1.0,0.0,,0.8391163349151611,0.0,0.8391163349151611,0.0,0.10221577435731888,1.0,,,,,,,
94,,,,,,,,,,,,,,2.4613096714019775,,,,,,,,,,,,1.0,0.0,,0.9043424129486084,0.0,0.9043424129486084,0.0,0.10169386118650436,1.0,,,,,,,
95,,,,,,,,,,,,,,1.628010869026184,,,,,,,,,,,,1.0,0.0,,0.6300358176231384,0.0,0.6300358176231384,0.0,0.10054942220449448,1.0,,,,,,,
96,,,,,,,,,,,,,,1.7194914817810059,,,,,,,,,,,,1.0,0.0,,0.5579598546028137,0.0,0.5579598546028137,0.0,0.09936737269163132,1.0,,,,,,,
97,,,,,,,,,,,,,,2.0493147373199463,,,,,,,,,,,,1.0,0.0,,0.754203736782074,0.0,0.754203736782074,0.0,0.09786520153284073,1.0,,,,,,,
98,,,,,,,,,,,,,,2.4577877521514893,,,,,,,,,,,,1.0,0.0,,1.2411547899246216,0.0,1.2411547899246216,0.0,0.09709388017654419,1.0,,,,,,,
99,2.0,,,,,,,,,,,,,1.7502734661102295,,,,,,,,,,,,1.0,0.0,0.000980100012384355,0.6599997878074646,0.0,0.6599997878074646,0.0,0.09566353261470795,1.0,,0.6599997878074646,0.6599997878074646,0.06313791126012802,0.0,0.6599997878074646,0.0
100,,,,,,,,,,,,,,2.5553557872772217,,,,,,,,,,,,1.0,0.0,,0.7743219137191772,0.0,0.7743219137191772,0.0,0.094757080078125,1.0,,,,,,,
101,,,,,,,,,,,,,,1.7698230743408203,,,,,,,,,,,,1.0,0.0,,0.6344435214996338,0.0,0.6344435214996338,0.0,0.09390963613986969,1.0,,,,,,,
102,,,,,,,,,,,,,,3.290271043777466,,,,,,,,,,,,1.0,0.0,,1.135040283203125,0.0,1.135040283203125,0.0,0.09426490217447281,1.0,,,,,,,
103,,,,,,,,,,,,,,2.0498433113098145,,,,,,,,,,,,1.0,0.0,,0.9068060517311096,0.0,0.9068060517311096,0.0,0.09456416219472885,1.0,,,,,,,
104,,,,,,,,,,,,,,1.8386855125427246,,,,,,,,,,,,1.0,0.0,,0.7639676332473755,0.0,0.7639676332473755,0.0,0.09368596971035004,1.0,,,,,,,
105,,,,,,,,,,,,,,1.1533042192459106,,,,,,,,,,,,1.0,0.0,,1.0910532474517822,0.0,1.0910532474517822,0.0,0.09385140985250473,1.0,,,,,,,
106,,,,,,,,,,,,,,1.7833348512649536,,,,,,,,,,,,1.0,0.0,,0.7261151075363159,0.0,0.7261151075363159,0.0,0.09313749521970749,1.0,,,,,,,
107,,,,,,,,,,,,,,1.7087126970291138,,,,,,,,,,,,1.0,0.0,,0.799501359462738,0.0,0.799501359462738,0.0,0.09247639030218124,1.0,,,,,,,
108,,,,,,,,,,,,,,1.7998785972595215,,,,,,,,,,,,1.0,0.0,,0.6694055199623108,0.0,0.6694055199623108,0.0,0.0910712257027626,1.0,,,,,,,
109,,,,,,,,,,,,,,2.104665994644165,,,,,,,,,,,,1.0,0.0,,1.053969144821167,0.0,1.053969144821167,0.0,0.09071870148181915,1.0,,,,,,,
110,,,,,,,,,,,,,,1.6304328441619873,,,,,,,,,,,,1.0,0.0,,1.2204023599624634,0.0,1.2204023599624634,0.0,0.09100231528282166,1.0,,,,,,,
111,,,,,,,,,,,,,,2.0086281299591064,,,,,,,,,,,,1.0,0.0,,0.8513098359107971,0.0,0.8513098359107971,0.0,0.09026852250099182,1.0,,,,,,,
112,,,,,,,,,,,,,,1.9413604736328125,,,,,,,,,,,,1.0,0.0,,0.7087357640266418,0.0,0.7087357640266418,0.0,0.08898046612739563,1.0,,,,,,,
113,,,,,,,,,,,,,,1.8435651063919067,,,,,,,,,,,,1.0,0.0,,0.6350283026695251,0.0,0.6350283026695251,0.0,0.08801466971635818,1.0,,,,,,,
114,,,,,,,,,,,,,,1.7137525081634521,,,,,,,,,,,,1.0,0.0,,0.5691366195678711,0.0,0.5691366195678711,0.0,0.08700703829526901,1.0,,,,,,,
115,,,,,,,,,,,,,,2.1106410026550293,,,,,,,,,,,,1.0,0.0,,0.9683095812797546,0.0,0.9683095812797546,0.0,0.0863226130604744,1.0,,,,,,,
116,,,,,,,,,,,,,,1.706626296043396,,,,,,,,,,,,1.0,0.0,,0.6947413086891174,0.0,0.6947413086891174,0.0,0.0853014662861824,1.0,,,,,,,
117,,,,,,,,,,,,,,2.7578163146972656,,,,,,,,,,,,1.0,0.0,,0.5973742008209229,0.0,0.5973742008209229,0.0,0.08406151086091995,1.0,,,,,,,
118,,,,,,,,,,,,,,1.6131917238235474,,,,,,,,,,,,1.0,0.0,,0.6499006152153015,0.0,0.6499006152153015,0.0,0.0833873599767685,1.0,,,,,,,
119,2.0,0.5174803733825684,38.324642181396484,0.18170058727264404,2.240591287612915,0.5759170651435852,107.64584350585938,0.28836071491241455,4.64998197555542,0.41855189204216003,13.051717758178711,0.2664838433265686,2.3737096786499023,2.2011797428131104,0.12847118079662323,170.5349884033203,1.5433629751205444,0.0,4.613263130187988,0.4758284389972687,9.595035552978516,18.625408172607422,0.052348941564559937,0.7728155851364136,2.014793872833252,1.0,0.0,,0.826025664806366,0.0,0.826025664806366,0.0,0.08324107527732849,1.0,0.7986554503440857,,,,,,
120,,,,,,,,,,,,,,1.9321787357330322,,,,,,,,,,,,1.0,0.0,,1.3780522346496582,0.0,1.3780522346496582,0.0,0.08543072640895844,1.0,,,,,,,
121,,,,,,,,,,,,,,2.4767162799835205,,,,,,,,,,,,1.0,0.0,,1.0991125106811523,0.0,1.0991125106811523,0.0,0.08641304820775986,1.0,,,,,,,
122,,,,,,,,,,,,,,1.911195993423462,,,,,,,,,,,,1.0,0.0,,0.9797718524932861,0.0,0.9797718524932861,0.0,0.08634541928768158,1.0,,,,,,,
123,,,,,,,,,,,,,,2.1062803268432617,,,,,,,,,,,,1.0,0.0,,0.9490049481391907,0.0,0.9490049481391907,0.0,0.08596103638410568,1.0,,,,,,,
124,,,,,,,,,,,,,,1.9055094718933105,,,,,,,,,,,,1.0,0.0,,0.8201133608818054,0.0,0.8201133608818054,0.0,0.08642901480197906,1.0,,,,,,,
125,,,,,,,,,,,,,,2.052313804626465,,,,,,,,,,,,1.0,0.0,,0.7789307832717896,0.0,0.7789307832717896,0.0,0.08638990670442581,1.0,,,,,,,
126,,,,,,,,,,,,,,2.259869337081909,,,,,,,,,,,,1.0,0.0,,0.7896367907524109,0.0,0.7896367907524109,0.0,0.08646731078624725,1.0,,,,,,,
127,,,,,,,,,,,,,,1.7661879062652588,,,,,,,,,,,,1.0,0.0,,0.7408737540245056,0.0,0.7408737540245056,0.0,0.0864299088716507,1.0,,,,,,,
128,,,,,,,,,,,,,,1.5747466087341309,,,,,,,,,,,,1.0,0.0,,0.7140054702758789,0.0,0.7140054702758789,0.0,0.08579359948635101,1.0,,,,,,,
129,,,,,,,,,,,,,,1.40453040599823,,,,,,,,,,,,1.0,0.0,,1.2625728845596313,0.0,1.2625728845596313,0.0,0.08591073006391525,1.0,,,,,,,
130,,,,,,,,,,,,,,1.6978224515914917,,,,,,,,,,,,1.0,0.0,,0.7630334496498108,0.0,0.7630334496498108,0.0,0.08555971086025238,1.0,,,,,,,
131,,,,,,,,,,,,,,1.5842640399932861,,,,,,,,,,,,1.0,0.0,,0.9138649106025696,0.0,0.9138649106025696,0.0,0.085004523396492,1.0,,,,,,,
132,,,,,,,,,,,,,,1.3737726211547852,,,,,,,,,,,,1.0,0.0,,0.7938274145126343,0.0,0.7938274145126343,0.0,0.08506210148334503,1.0,,,,,,,
133,,,,,,,,,,,,,,2.3569371700286865,,,,,,,,,,,,1.0,0.0,,0.9578503370285034,0.0,0.9578503370285034,0.0,0.08570849150419235,1.0,,,,,,,
134,,,,,,,,,,,,,,1.8800324201583862,,,,,,,,,,,,1.0,0.0,,0.8695564270019531,0.0,0.8695564270019531,0.0,0.0858428031206131,1.0,,,,,,,
135,,,,,,,,,,,,,,1.572427749633789,,,,,,,,,,,,1.0,0.0,,0.7175215482711792,0.0,0.7175215482711792,0.0,0.08522757887840271,1.0,,,,,,,
136,,,,,,,,,,,,,,1.4020118713378906,,,,,,,,,,,,1.0,0.0,,0.6750356554985046,0.0,0.6750356554985046,0.0,0.08443799614906311,1.0,,,,,,,
137,,,,,,,,,,,,,,1.8016018867492676,,,,,,,,,,,,1.0,0.0,,0.8973236083984375,0.0,0.8973236083984375,0.0,0.08393692970275879,1.0,,,,,,,
138,,,,,,,,,,,,,,1.2049667835235596,,,,,,,,,,,,1.0,0.0,,0.8622031807899475,0.0,0.8622031807899475,0.0,0.08319756388664246,1.0,,,,,,,
139,,,,,,,,,,,,,,1.6256623268127441,,,,,,,,,,,,1.0,0.0,,0.7489310503005981,0.0,0.7489310503005981,0.0,0.08220763504505157,1.0,,,,,,,
