filename,target_npz,runtime,best_loss,optimizer,loss_name,budget,num_particles,max_iter,realized_budget,w,c1,c2,seed,optuna_trial,gt_loss,nmse,gt_available,mu,D_mu,T0_mu,E,rho,h,Ly,T0,op_x,op_y,gt_E,gt_rho,gt_h,gt_Ly,gt_T0,gt_op_x,gt_op_y
random_IR_0091.npz,random_IR_0091.npz,129.23,0.00643988,PSO+Optuna,L1_STFT,2000,44,44,1980,0.5737547036651819,0.7140776108030218,0.7691147267872316,45717,25,2.624e-05,0.01067505,True,50.33970685,5.20753517,18.4974035,219917385728.0,21188.42773438,0.00237581,1.28164124,931.15386963,0.97973853,0.56747097,185281783770.39536,12243.52994424,0.00196761,1.28164441,432.28715837,0.97978305,0.56748704
random_IR_0092.npz,random_IR_0092.npz,107.598,0.02964684,PSO+Optuna,L1_STFT,2000,49,39,1960,0.1380337305495839,1.383006168694878,1.084568128519056,47468,11,2.662e-05,0.00348044,True,46.7641429,11.46816701,16.09223574,67166109696.0,10441.828125,0.00447854,1.41032469,752.53961182,0.99200267,0.70588833,210182308273.16864,18375.22715052,0.00335878,1.41031201,745.40061997,0.99187886,0.70590283
random_IR_0093.npz,random_IR_0093.npz,333.51,0.12172675,PSO+Optuna,L1_STFT,2000,45,43,1980,0.5691420688393184,2.2098071026865576,1.4143664418145365,20629,24,1.065e-05,0.01774833,True,57.23174277,3.03511527,17.45764325,67000000512.0,18592.609375,0.0030782,2.2028451,999.13134766,0.55875051,0.75386,198895577165.2347,14777.12481869,0.00159123,2.20297203,684.93758934,0.55765642,0.75391068
random_IR_0094.npz,random_IR_0094.npz,434.882,1.489e-05,PSO+Optuna,L1_STFT,2000,44,44,1980,0.2612955429334412,1.5561482670179179,1.631788610730748,55824,38,8.18e-06,0.00162045,True,26.32523239,1.40408677,4.62445443,218098171904.0,21230.0,0.00124,2.7851367,121.73983765,0.7406038,0.56675881,75955843102.0405,18590.11972469,0.00196623,2.7851376,169.03371588,0.74060424,0.56675866
random_IR_0095.npz,random_IR_0095.npz,168.569,2.116e-05,PSO+Optuna,L1_STFT,2000,35,56,1995,0.43066242129566273,0.5130769857261566,1.835004719969724,42417,38,7.89e-06,0.03506458,True,43.65912979,9.85616343,4.64425076,91712151552.0,11638.72851562,0.00375119,2.4254694,202.76394653,0.64291406,0.70785844,84949281320.02866,18543.94844909,0.00491985,2.42547041,423.71211639,0.64291352,0.70785844
random_IR_0096.npz,random_IR_0096.npz,143.922,0.01748348,PSO+Optuna,L1_STFT,2000,57,34,1995,0.16050568578708568,1.5799853404675097,0.9984824387658581,70361,36,8.62e-06,0.00529943,True,76.89854882,12.56242824,3.80736235,125220208640.0,17368.46875,0.00442748,2.25980783,292.78063965,0.7051875,0.72161388,164795595581.48505,15848.81712611,0.00368553,2.25945521,344.72468019,0.70558896,0.72156246
random_IR_0097.npz,random_IR_0097.npz,287.893,0.21239574,PSO+Optuna,L1_STFT,2000,31,63,1984,0.6604019606340941,1.4760535388931246,0.5794537606258287,65997,11,7.81e-06,0.00747594,True,7.37916493,1.82602857,42.54938679,132063518720.0,7047.67285156,0.00104704,3.40277672,313.97894287,0.77019322,0.5546056,178130397055.92877,14714.31782894,0.00128017,2.88213033,822.40851429,0.77309227,0.56413378
random_IR_0098.npz,random_IR_0098.npz,87.534,0.0050912,PSO+Optuna,L1_STFT,2000,42,46,1974,0.3947652806713181,1.7465438717340867,1.9598850482922847,15880,2,9.63e-06,1.645e-05,True,8.87175495,36.69615593,41.2686931,198727680000.0,3358.67602539,0.00264144,2.27456117,366.12573242,0.56400502,0.80697405,179799899117.26105,2993.06610821,0.00262149,2.27460328,321.04977961,0.56379438,0.80709099
random_IR_0099.npz,random_IR_0099.npz,113.232,0.04602871,PSO+Optuna,L1_STFT,2000,41,47,1968,0.6675568897246809,1.0039405951198372,1.3135918860228506,51923,11,1.008e-05,0.00072892,True,11.47903483,50.80766187,84.11226753,192930611200.0,3543.04541016,0.00323988,3.13920164,965.52764893,0.52440518,0.77217257,199676575343.09543,4372.0053156,0.00353915,3.13933074,959.14266056,0.52430322,0.77210926
random_IR_0100.npz,random_IR_0100.npz,139.348,0.00778505,PSO+Optuna,L1_STFT,2000,42,46,1974,0.6133191820525411,1.1289186097630697,1.3796613659215724,45345,17,9.75e-06,0.0003675,True,23.48983478,9.91493362,19.6500352,209576460288.0,10120.92089844,0.00232092,2.27225852,461.57608032,0.76383936,0.92277491,69925803309.64954,6012.65800087,0.00309674,2.27230649,365.10622606,0.76389341,0.92296066
