filename,est_E,est_rho,est_h,est_Ly,est_T0,est_op_x,est_op_y,gt_E,gt_rho,gt_h,gt_Ly,gt_T0,gt_op_x,gt_op_y,est_mu,est_D_div_mu,est_T0_div_mu,refined_mu,refined_D_div_mu,refined_T0_div_mu,refined_Ly,refined_op_x,refined_op_y,gt_mu,gt_D_div_mu,gt_T0_div_mu,mu_orig,mu_refined,mu_gt,mu_orig_err,mu_refined_err,loss_orig,loss_refined,loss_delta,nmse_orig,nmse_refined,nmse_delta,nmse_summary_orig,sanity_ok,sanity_grid_min_mu,total_evaluations,elapsed_s
random_IR_0001.npz,121018537103.7847,15479.45871190461,0.0044534559531393,2.691635621830208,832.481176352039,0.8271471604145957,0.7245920507193709,131819184298.85242,12673.80384034166,0.0038607574654896,2.691559161389242,602.7673484378831,0.8264881154026615,0.7244177335187193,68.93708755190559,13.782815060723916,12.075955134095699,48.79422943883193,13.782815060723916,12.075955134095699,2.691635621830208,0.8271471604145957,0.7245920507193709,48.93048279274982,13.78047400625313,12.31885144054203,68.93708755190559,48.79422943883193,48.93048279274982,20.00660475915577,-0.13625335391789406,0.0004265380266588181,1.381895486929352e-07,-0.0004263998371101252,0.006201506260867213,6.684139161609164e-07,-0.0062008378469510525,0.0062015062608674,True,51.560526315789474,122,1.038
random_IR_0002.npz,184569098395.3206,19327.54006745865,0.0045890008496408,3.685164525748109,483.1368391641363,0.7914526127630872,0.9638184586433404,147920922722.1944,17314.430715954095,0.0048546510420041,3.686141702268032,383.44768441058943,0.7883418349360268,0.963542352763404,88.69409779103434,17.875827792777475,5.447226491918545,83.05398933169641,17.875827792777475,5.447226491918545,3.685164525748109,0.7914526127630872,0.9638184586433404,84.05551911691434,17.897192258481063,4.561838275928618,88.69409779103434,83.05398933169641,84.05551911691434,4.638578674119998,-1.001529785217926,8.002564868547779e-07,1.5007617548690178e-07,-6.501803113678761e-07,0.00034090723695531067,2.3102528075593548e-05,-0.0003178047088797171,0.0003409072369553,True,84.3142105263158,122,1.23
random_IR_0003.npz,178016576612.6796,3766.841923510683,0.0030205092359922,2.222630427315841,537.5448548925266,0.9999999924272588,0.9994590017736218,186057982895.32712,18083.253096301232,0.0013485171988061,1.3060045687738722,20.22819525635132,0.9363059526409414,0.9895229876940544,11.377780820486642,38.325767733108286,47.24514062747916,4.709789916139609,38.325767733108286,47.24514062747916,2.222630427315841,0.9999999924272588,0.9994590017736218,24.385577810725874,1.6631530041768487,0.8295146997687317,11.377780820486642,4.709789916139609,24.385577810725874,-13.007796990239232,-19.675787894586264,0.006122542079538107,0.006122542079538107,0.0,0.02982727930661931,0.03320363675301038,0.0033763574463910664,0.0298272793066197,False,2.43,122,0.552
random_IR_0004.npz,183128600999.6819,5698.287195489114,0.0029880607763605,3.417407730288052,996.2403729194028,0.5812837282166597,0.9723580688343324,164907916263.11115,4653.5592063359445,0.0028459174490117,3.4175598362284982,780.5313709946926,0.5802431108304328,0.972887769354296,17.0268284612783,25.505754461116226,58.510037567184696,13.463867614876513,25.505754461116226,58.510037567184696,3.417407730288052,0.5812837282166597,0.9723580688343324,13.243645345320504,25.51222490269219,58.93629364444471,17.0268284612783,13.463867614876513,13.243645345320504,3.7831831159577956,0.2202222695560092,0.00024321409000549465,1.0275947488480597e-06,-0.0002421864952566466,0.00022286305257162304,1.8772604683237785e-06,-0.00022098579210329925,0.0002228630525716,True,13.347894736842106,122,0.974
random_IR_0005.npz,144480096299.0323,14537.07342146844,0.002393835754532,2.613149650063824,201.8273401603072,0.7883634640970656,0.5187680631429011,136791000829.13193,16985.593361363273,0.002658647759962,2.613360133075208,264.5629665485059,0.7885326349456379,0.519207002213814,34.79936612256798,5.062525395179901,5.799741853039637,45.22949021210635,5.062525395179901,5.799741853039637,2.613149650063824,0.7883634640970656,0.5187680631429011,45.15870974181389,5.059946047841708,5.858514737491241,34.79936612256798,45.22949021210635,45.15870974181389,-10.359343619245905,0.07078047029246193,0.003323645330965519,2.287089046149049e-06,-0.00332135824191937,0.0016627595771069087,2.3552787293928786e-07,-0.0016625240492339694,0.0016627595771067,True,46.101578947368424,122,1.609
random_IR_0006.npz,98093422323.72272,14507.78992641915,0.0038628018952181,2.889484811042474,440.338581678934,0.6876977027892024,0.7239405863906686,171318505762.83295,20172.463876074933,0.0034483828908896,2.891142941520044,616.9378275347882,0.6861588712811552,0.7241456573616774,56.04071842319795,8.967904555809458,7.8574756724863235,69.70045848412727,8.967904555809458,7.8574756724863235,2.889484811042474,0.6876977027892024,0.7239405863906686,69.5623792973453,8.976845948324273,8.868843098331634,56.04071842319795,69.70045848412727,69.5623792973453,-13.52166087414735,0.1380791867819653,0.00038510921876877546,3.8242837945290376e-06,-0.0003812849349742464,0.0028353250411981535,3.029801576649897e-06,-0.0028322952396215035,0.0028353250411975,True,67.93736842105264,122,1.318
random_IR_0007.npz,213416663785.209,21208.46349424567,0.0010048017623331,3.123132788246671,758.9291732347613,0.5734540421708034,0.6648275282213377,99188531844.29764,15037.991948821396,0.001240901886517,3.123130468189068,666.7700477785132,0.5731738858508781,0.6645598919528501,21.31030149539526,0.9030823913807385,35.61325368384633,18.6690435527862,0.9030823913807385,35.61325368384633,3.123132788246671,0.5734540421708034,0.6648275282213377,18.66067257871993,0.9028050531466348,35.73129773140534,21.31030149539526,18.6690435527862,18.66067257871993,2.649628916675333,0.00837097406627052,0.0028984725940972567,1.0148051842406858e-05,-0.00288832454225485,0.00010888409005768735,1.1900389695699278e-07,-0.00010876508616073036,0.0001088840900578,True,18.806842105263158,122,4.436
random_IR_0008.npz,110798353315.3421,21062.98063888498,0.0028362134773372,2.155872829857035,379.5180558412536,0.6115358761142806,0.5896587015192603,82612856044.4483,21011.42815551345,0.0032807870816715,2.1547612357336057,438.60712744718575,0.612349610486469,0.5890416637636482,59.739109560898086,3.7613070479857287,6.352924551953234,68.87488174329155,3.7613070479857287,6.352924551953234,2.155872829857035,0.6115358761142806,0.5896587015192603,68.93402206007737,3.761799410073101,6.362709070782652,59.739109560898086,68.87488174329155,68.93402206007737,-9.194912499179281,-0.05914031678581466,0.0014365174574777484,7.819317943358328e-06,-0.00142869813953439,0.0013105905860149073,8.027031862373707e-07,-0.00130978788282867,0.0013105905860147,True,67.93736842105264,122,1.529
random_IR_0009.npz,124715581244.0442,12126.53795726529,0.002262533191218,2.992461447858827,904.5538911390768,0.5619922040549026,0.8321177864283332,91322346297.76453,7025.201129630132,0.0020131664101591,2.994014143849656,466.3161097485777,0.5640838191705095,0.831601498837984,27.436694622877642,4.679735207419727,32.9687633139609,14.145798146736563,4.679735207419727,32.9687633139609,2.992461447858827,0.5619922040549026,0.8321177864283332,14.142898938783146,4.683010453498064,32.971748703501625,27.436694622877642,14.145798146736563,14.142898938783146,13.293795684094496,0.00289920795341736,0.040552541613578796,4.163548874203116e-05,-0.040510906124836765,0.0027411958568601224,3.2698176624654793e-06,-0.002737926039197657,0.0027411958568604,True,13.347894736842106,122,1.911
random_IR_0010.npz,107059203812.1872,19254.78381538079,0.0016212620384337,1.500555589732108,360.6838967958192,0.9214056669904098,0.5572432798516981,81856495196.33838,17864.672721141178,0.0017863294467202,1.50073055891098,368.7314834092575,0.920593004674414,0.5570882198680419,31.217050058124475,1.2990900836525405,11.554067284520642,31.65920727785221,1.2990900836525405,11.554067284520642,1.500555589732108,0.9214056669904098,0.5572432798516981,31.91219093779357,1.2996567710331561,11.55456496634862,31.217050058124475,31.65920727785221,31.91219093779357,-0.695140879669097,-0.25298365994136063,4.8372079618275166e-05,1.3068846783426125e-05,-3.530323283484904e-05,7.962069595245038e-06,1.467268706778459e-06,-6.494800888466579e-06,7.962069595226935e-06,True,29.724736842105266,122,1.82
