id,filename,best_loss,gt_loss,loss_ratio,nmse_6d,mu_rel_error,runtime_s,space,normalize,n_restarts,n_epochs,loss_name,est_mu,gt_mu,est_D_div_mu,gt_D_div_mu,est_T0_div_mu,gt_T0_div_mu,est_Ly,gt_Ly,est_op_x,gt_op_x,est_op_y,gt_op_y,est_raw_E,gt_raw_E,est_raw_rho,gt_raw_rho,est_raw_h,gt_raw_h,est_raw_Ly,gt_raw_Ly,est_raw_T0,gt_raw_T0,est_raw_op_x,gt_raw_op_x,est_raw_op_y,gt_raw_op_y
0001,random_IR_0001.npz,9.844229431621443e-09,2.927151793521987e-13,33630.74458047404,0.03565498333649596,0.08270979756939216,20.994451761245728,raw7,False,4,100,L1_STFT,44.88345246598977,48.930482792750816,3.699674540248335,13.780474006253689,20.610070672324927,12.31885144054178,3.9454932510852814,2.691559161389242,0.7583548957109452,0.8264881154026615,0.7520827895402908,0.7244177335187193,110960601091.38489,131819184298.85242,17512.242250442505,12673.803840341661,0.002562975764274597,0.003860757465489678,3.9454932510852814,2.691559161389242,925.0511273419856,602.7673484378831,0.7583548957109452,0.8264881154026615,0.7520827895402908,0.7244177335187193
