step,epoch,epoch,lr-Adam,lw/param_w,lw/perc_w,lw/sw_w,train/param_grad/AMP_0,train/param_grad/AMP_1,train/param_grad/CUTOFF_0,train/param_grad/M_OSC_0,train/param_grad/M_OSC_1,train/param_grad/Q_FILT_0,train/total,val_id/loud,val_id/lsd,val_id/mfcc,val_id/mfcc03,val_id/mfccdb,val_id/param,val_id/param_group/harmor_amplitudes,val_id/param_group/harmor_cutoff,val_id/param_group/harmor_osc_mix,val_id/param_group/harmor_q,val_id/perc,val_id/spec,val_id/wave,val_ood/lsd
11799,47,,0.000623525,,,,,,,,,,,,,,,,,,,,,,,,
11849,47,,0.000623525,,,,,,,,,,,,,,,,,,,,,,,,
11899,47,,0.000623525,,,,,,,,,,,,,,,,,,,,,,,,
11949,47,,0.000623525,,,,,,,,,,,,,,,,,,,,,,,,
11999,47,47,0.000623525,10,0,0,4.74919e-05,4.82007e-05,9.06128e-05,0.0130208,0.0130208,0.0260416,0.243559,4.02106,5.18141,0.79987,0.0787078,2.71988,0.0464741,0.051068,0.0311521,0.114395,0.08223,0,1.84456,0,
12049,48,,0.00061729,,,,,,,,,,,,,,,,,,,,,,,,
12099,48,,0.00061729,,,,,,,,,,,,,,,,,,,,,,,,
12149,48,,0.00061729,,,,,,,,,,,,,,,,,,,,,,,,
12199,48,,0.00061729,,,,,,,,,,,,,,,,,,,,,,,,
12249,48,48,0.00061729,10,0,0,4.75587e-05,4.81526e-05,9.08361e-05,0.0130208,0.0130208,0.0260416,0.240459,3.96948,5.10513,0.790635,0.0758933,2.67014,0.0461339,0.0509886,0.0311471,0.113172,0.0814958,0,1.77608,0,
12299,49,,0.000611117,,,,,,,,,,,,,,,,,,,,,,,,
12349,49,,0.000611117,,,,,,,,,,,,,,,,,,,,,,,,
12399,49,,0.000611117,,,,,,,,,,,,,,,,,,,,,,,,
12449,49,,0.000611117,,,,,,,,,,,,,,,,,,,,,,,,
12499,49,49,0.000611117,10,0,0,4.73073e-05,4.80682e-05,9.07496e-05,0.0130208,0.0130208,0.0260416,0.235462,4.17211,5.32853,0.816709,0.0943996,2.89255,0.0475977,0.0573824,0.0317629,0.113662,0.082779,0,2.11448,0,
