step,epoch,epoch,lr-Adam,lw/param_w,lw/perc_w,lw/sw_w,train/param,train/param_grad/AMP_0,train/param_grad/AMP_1,train/param_grad/BFRQ_0,train/param_grad/CUTOFF_0,train/param_grad/MULT_0,train/param_grad/M_OSC_0,train/param_grad/M_OSC_1,train/param_grad/Q_FILT_0,train/perc,train/spec,train/total,train/wave,val_id/loud,val_id/lsd,val_id/mfcc,val_id/mfcc03,val_id/mfccdb,val_id/param,val_id/param_group/harmor_amplitudes,val_id/param_group/harmor_cutoff,val_id/param_group/harmor_f0_hz,val_id/param_group/harmor_f0_mult,val_id/param_group/harmor_osc_mix,val_id/param_group/harmor_q,val_id/perc,val_id/spec,val_id/wave,val_ood/loud,val_ood/lsd,val_ood/mfcc,val_ood/mfcc03,val_ood/mfccdb,val_ood/param,val_ood/perc,val_ood/spec,val_ood/wave
14999,59,59,0.000552683,9.3668,0,0.06332,0.222921,4.56847e-05,4.54602e-05,0.043006,8.5168e-05,0.0437899,0.0122051,0.0122008,0.0244121,0,0.0203856,0.243306,0,6.17195,14.9834,1.26321,0.131818,5.15558,0.0458144,0.0449675,0.0317098,0.00756579,0.0101622,0.103023,0.0774578,0,0.329684,0,5.70065,17.6198,2.49185,0.345882,12.167,0,0,0.46651,0
15049,60,,0.000547157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15099,60,,0.000547157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15149,60,,0.000547157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15199,60,,0.000547157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15249,60,60,0.000547157,9.30013,0,0.0699867,0.218663,4.55975e-05,4.52235e-05,0.0458206,8.4736e-05,0.0460976,0.0121182,0.0121142,0.0242427,0,0.022319,0.240982,0,6.10074,15.5522,1.30676,0.145887,5.93498,0.0465898,0.0444698,0.0313337,0.00838718,0.0132847,0.105255,0.0768087,0,0.340184,0,5.47743,17.4982,2.44277,0.342898,11.9225,0,0,0.456519,0
15299,61,,0.000541685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15349,61,,0.000541685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15399,61,,0.000541685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15449,61,,0.000541685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15499,61,61,0.000541685,9.23347,0,0.0766533,0.214321,4.5162e-05,4.48672e-05,0.0472622,8.34539e-05,0.0472931,0.0120325,0.0120274,0.0240702,0,0.0247962,0.239117,0,6.1095,14.4707,1.23982,0.129365,4.96922,0.0455101,0.0457328,0.0312911,0.00636503,0.0113461,0.103239,0.075087,0,0.31876,0,5.58787,17.5331,2.48436,0.351086,12.0964,0,0,0.465008,0
15549,62,,0.000536268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15599,62,,0.000536268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15649,62,,0.000536268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
