step,epoch,epoch,lr-Adam,lw/log_mag_w,lw/param_w,lw/perc_w,lw/sw_w,train/param,train/param_grad/AMP_0,train/param_grad/AMP_1,train/param_grad/BFRQ_0,train/param_grad/CUTOFF_0,train/param_grad/MULT_0,train/param_grad/M_OSC_0,train/param_grad/M_OSC_1,train/param_grad/Q_FILT_0,train/perc,train/spec,train/total,train/wave,val_id/loud,val_id/lsd,val_id/mfcc,val_id/param,val_id/param_group/harmor_amplitudes,val_id/param_group/harmor_cutoff,val_id/param_group/harmor_f0_hz,val_id/param_group/harmor_f0_mult,val_id/param_group/harmor_osc_mix,val_id/param_group/harmor_q,val_id/perc,val_id/spec,val_id/wave,val_ood/loud,val_ood/lsd,val_ood/mfcc,val_ood/param,val_ood/perc,val_ood/spec,val_ood/wave
43499,173,173,0.000175747,0.46996,1.7668,0,0.82332,0.0428799,4.09182e-05,2.3193e-05,0.306678,2.91634e-05,0.115998,0.00246901,0.0023389,0.00489088,0,0.190273,0.233153,0,6.19651,14.1764,1.28329,0.0534145,0.0537231,0.0309193,0.00598749,0.0445133,0.101384,0.0839595,0,0.287008,0,6.4629,16.994,2.5057,0,0,0.421388,0
43549,174,,0.00017399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43599,174,,0.00017399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43649,174,,0.00017399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43699,174,,0.00017399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43749,174,174,0.00017399,0.48996,1.70013,0,0.829986,0.0438895,4.07913e-05,2.30652e-05,0.295889,2.86775e-05,0.0991908,0.00237444,0.00224765,0.00472781,0,0.199963,0.243853,0,6.19543,13.9025,1.31061,0.0542,0.0538347,0.030721,0.00525922,0.0504451,0.100883,0.0840569,0,0.280405,0,6.48927,17.0363,2.52519,0,0,0.421967,0
43799,175,,0.00017225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43849,175,,0.00017225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43899,175,,0.00017225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43949,175,,0.00017225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43999,175,175,0.00017225,0.50996,1.63347,0,0.836654,0.0425417,4.16395e-05,2.3536e-05,0.310986,2.85984e-05,0.101623,0.00229963,0.00216725,0.00454254,0,0.197867,0.240408,0,6.13088,13.628,1.29053,0.0536407,0.0539219,0.0303902,0.00458676,0.0486246,0.10059,0.0837308,0,0.276966,0,6.49974,16.9803,2.51429,0,0,0.421018,0
44049,176,,0.000170527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44099,176,,0.000170527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44149,176,,0.000170527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44199,176,,0.000170527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
