filename,target_npz,runtime,best_loss,n_restarts_run,best_popsize,loss_name,gt_loss,nmse,gt_available,mu,D_mu,T0_mu,E,rho,h,Ly,T0,op_x,op_y,gt_E,gt_rho,gt_h,gt_Ly,gt_T0,gt_op_x,gt_op_y
random_IR_0037.npz,random_IR_0037.npz,59.619,9.5e-07,1,45,L1_STFT,1.36e-06,4.379e-05,True,17.6531695,53.73990754,56.58140506,109165127563.43596,3832.009913,0.00460677,3.31944327,998.84113406,0.79639329,0.98134882,151485447898.1282,3998.34178631,0.00399465,3.31944324,903.72070255,0.79639327,0.98134883
random_IR_0038.npz,random_IR_0038.npz,33.499,1.58e-06,1,48,L1_STFT,1.08e-06,0.01588392,True,37.39696288,26.17303052,18.65263094,88092090838.6977,7479.41590324,0.00499998,1.94722783,697.55174681,0.83825913,0.89472498,209217985469.20517,2738.87703632,0.00196332,1.94722783,100.30293933,0.83825911,0.89472493
random_IR_0039.npz,random_IR_0039.npz,68.321,2.03e-06,2,52,L1_STFT,2.74e-06,0.00747973,True,60.64751576,18.63921383,1.65393006,209507620787.51672,15431.75245145,0.00393005,1.91701733,100.30674911,0.93948761,0.6756979,216556756380.9004,11559.79880357,0.00334564,1.91701731,63.96462657,0.93948757,0.67569789
random_IR_0040.npz,random_IR_0040.npz,926.498,1.15e-06,6,44,L1_STFT,1.37e-06,0.00039779,True,33.71542115,3.10331138,24.47799295,174231933652.1635,17834.83186781,0.00189043,3.88855338,825.28584107,0.81891951,0.93840111,189277995864.91592,20127.90084848,0.00192681,3.88855345,949.31932923,0.81891949,0.9384011
random_IR_0041.npz,random_IR_0041.npz,26.737,2.52e-06,1,45,L1_STFT,2.28e-06,0.00078679,True,18.90199955,77.02097395,52.47147184,131530239257.69104,3785.23801366,0.00499361,1.94975882,991.81573732,0.58258902,0.99109632,120126728243.6296,2678.85292587,0.00439577,1.94975883,617.88051315,0.58258902,0.9910964
random_IR_0042.npz,random_IR_0042.npz,103.067,1.21e-06,1,42,L1_STFT,1.27e-06,0.00381853,True,43.68002132,7.46501815,22.85434824,68067094703.57575,11563.95791289,0.00377726,2.48727397,998.27841828,0.91283766,0.60302547,87945741567.89664,9359.39059524,0.00298957,2.48727389,639.47612167,0.91283769,0.60302548
random_IR_0043.npz,random_IR_0043.npz,964.548,5.76e-06,13,60,L1_STFT,5.83e-06,0.00138081,True,44.80428024,3.70546818,2.76714313,171690534996.60693,20220.71855784,0.00221576,2.58282497,123.97985632,0.98080896,0.95421218,215856681820.5389,18639.20052753,0.00189727,2.58282505,97.85350605,0.98080898,0.95421219
random_IR_0044.npz,random_IR_0044.npz,122.166,8.2e-07,1,40,L1_STFT,6.3e-07,0.04790147,True,79.13155551,4.91648547,3.4476,77992917893.80423,20668.82384695,0.00382855,3.34473738,272.81395058,0.57491886,0.53617932,102531823752.15424,10086.13402258,0.00233258,3.34473726,81.11057897,0.57491894,0.53617932
random_IR_0045.npz,random_IR_0045.npz,1255.307,8.7e-07,22,43,L1_STFT,7e-07,2.681e-05,True,6.74544249,1.48193357,141.91344679,112140100376.41528,6739.07345078,0.00100095,3.20422362,957.26899352,0.5539055,0.83930343,79166878635.77364,5192.59693353,0.00104571,3.20422366,770.5830427,0.55390549,0.83930343
random_IR_0046.npz,random_IR_0046.npz,71.297,8.9e-07,1,53,L1_STFT,5.4e-07,0.00166861,True,60.28860106,6.12502297,11.16747286,96588313267.345,17207.25456622,0.00350367,1.81156489,673.27131626,0.64246063,0.57442654,178237772194.83322,18608.36206798,0.00268216,1.81156491,557.37321764,0.64246067,0.57442657
random_IR_0047.npz,random_IR_0047.npz,49.77,8.4e-07,1,50,L1_STFT,1.2e-06,0.07230117,True,92.5965186,6.74492174,10.79490082,67009597615.21193,19636.56999464,0.00471551,1.26058554,999.570235,0.8508565,0.6489242,171542044338.7951,11005.44265585,0.00220639,1.26058553,262.12552806,0.85085647,0.64892423
random_IR_0048.npz,random_IR_0048.npz,162.044,5.2e-07,2,42,L1_STFT,8.1e-07,3.873e-05,True,7.6151562,13.1209493,130.68520508,218937257857.71832,4414.2118816,0.00172515,2.20178813,995.18824949,0.89156073,0.89092967,173640577983.92307,3498.74383694,0.0017246,2.20178817,788.54762685,0.89156074,0.89092971
random_IR_0049.npz,random_IR_0049.npz,79.299,5.1e-07,3,35,L1_STFT,2e-07,0.00190162,True,29.94073358,9.05984949,31.15320999,67029939066.05257,8385.07074275,0.00357072,1.85232543,932.74996059,0.60655652,0.73532939,123740478280.33698,7559.05176558,0.00249525,1.85232544,587.6037592,0.6065566,0.73532938
random_IR_0050.npz,random_IR_0050.npz,43.605,3.86e-06,1,55,L1_STFT,4.35e-06,0.00100622,True,59.2223543,14.65775341,1.50431043,104065541921.82388,13032.25145413,0.00454429,1.22937576,89.08880507,0.79299614,0.98012234,113941945230.415,12184.10079803,0.00419918,1.22937567,76.96567742,0.79299604,0.98012234
