filename,target_npz,runtime,best_loss,optimizer,loss_name,num_particles,max_iter,w,c1,c2,gt_loss,nmse,gt_available,mu,D_mu,T0_mu,E,rho,h,Ly,T0,op_x,op_y,gt_E,gt_rho,gt_h,gt_Ly,gt_T0,gt_op_x,gt_op_y
random_IR_0075.npz,random_IR_0075.npz,0.276,0.51761079,PSO,L1_STFT,10,5,0.2,2.0,1.0,1.173e-05,0.09290911,True,30.27109874,13.6714257,7.57292879,188515235675.77655,10394.7049192,0.00291217,1.74376539,229.24087514,0.73530613,0.77575732,71625994474.91534,7744.75343778,0.00451694,3.0611032,543.68261705,0.85806505,0.51386321
random_IR_0076.npz,random_IR_0076.npz,0.197,0.46336353,PSO,L1_STFT,10,5,0.2,2.0,1.0,1.065e-05,0.04121719,True,35.45587268,12.53129879,18.86272619,120208554640.76353,10234.21120706,0.00346445,1.1,668.79441815,0.61864128,0.67637475,129109175261.1474,4112.49744662,0.00312215,2.1807693,922.11224065,0.52191347,0.67787938
random_IR_0077.npz,random_IR_0077.npz,0.289,0.70399821,PSO,L1_STFT,10,5,0.2,2.0,1.0,2.213e-05,0.04012857,True,39.18128174,8.43433957,18.78518235,157528459987.11,13659.586947,0.00286841,1.74615678,736.02752225,0.8480918,0.84051614,155302457335.1123,4605.22078655,0.00211627,2.90447007,209.75785216,0.8506823,0.839259
random_IR_0078.npz,random_IR_0078.npz,0.348,1.05287552,PSO,L1_STFT,10,5,0.2,2.0,1.0,4.088e-05,0.11819412,True,22.28966065,7.48979611,9.42601945,161687878981.3677,9842.08896518,0.00226473,1.92023804,210.10277483,0.96869838,0.76280155,157077160325.4541,13717.37405744,0.00101081,3.85169696,647.20018193,0.98175746,0.51826712
random_IR_0079.npz,random_IR_0079.npz,0.203,0.56851345,PSO,L1_STFT,10,5,0.2,2.0,1.0,1.271e-05,0.09947097,True,54.35845955,11.28134234,13.19333158,160342515037.45764,15512.78919255,0.00350411,1.51651815,717.16918071,0.71590074,0.53975452,187998544973.79297,8708.53954842,0.00425471,3.11979905,509.81209855,0.55764903,0.72659746
random_IR_0080.npz,random_IR_0080.npz,0.225,0.63810873,PSO,L1_STFT,10,5,0.2,2.0,1.0,1.705e-05,0.0377328,True,26.36428827,28.85313721,22.50634353,163962848472.62274,7054.68020387,0.00373713,2.80919594,593.36372886,0.89729076,0.73047641,129776139091.58922,6711.87862891,0.00377583,2.60786189,90.89482318,0.81541439,0.94461078
random_IR_0081.npz,random_IR_0081.npz,0.153,0.81537783,PSO,L1_STFT,10,5,0.2,2.0,1.0,2.619e-05,0.1061824,True,41.06140832,32.82857968,20.33016802,155657890469.61224,8923.69535067,0.00460139,1.94386555,834.78533038,0.64914864,0.91645624,143916276455.23456,18819.5718134,0.00153385,2.89459589,980.58032699,0.96195051,0.77527659
random_IR_0082.npz,random_IR_0082.npz,0.281,0.43992838,PSO,L1_STFT,10,5,0.2,2.0,1.0,1.108e-05,0.08890422,True,54.73285175,4.8594718,6.27950235,103559546175.30145,17836.71615331,0.00306855,2.06430474,343.69507123,0.5399966,0.84359989,72513174066.57114,19721.91684263,0.00431959,3.7775876,968.28672743,0.59563828,0.70067599
random_IR_0083.npz,random_IR_0083.npz,0.384,0.71912014,PSO,L1_STFT,10,5,0.2,2.0,1.0,2.264e-05,0.10897372,True,39.73798102,4.12503851,16.53490792,195782328200.896,18816.32699443,0.00211189,1.94992715,657.06385698,0.87834729,0.80413153,135298345568.93004,19092.52772243,0.00220012,3.86121382,160.47603921,0.95485904,0.58851293
random_IR_0084.npz,random_IR_0084.npz,0.371,0.52447051,PSO,L1_STFT,10,5,0.2,2.0,1.0,8.26e-06,0.09262595,True,22.89300224,2.01831324,20.54143628,168009682707.36304,15710.84607098,0.00145715,1.8007021,470.2551466,0.55222647,0.82437708,104852009597.49052,15523.50711947,0.00276106,3.01724078,76.49600416,0.52941161,0.53937271
random_IR_0085.npz,random_IR_0085.npz,0.256,0.49583042,PSO,L1_STFT,10,5,0.2,2.0,1.0,8.58e-06,0.0401367,True,47.47562296,16.84921497,4.66013483,204154898457.44177,13439.70239096,0.00353249,1.64758666,221.24280395,0.69242826,0.75240105,169905093628.36777,19313.57231562,0.00463093,1.27712776,739.88651899,0.76918057,0.65917872
random_IR_0086.npz,random_IR_0086.npz,0.258,0.49364007,PSO,L1_STFT,10,5,0.2,2.0,1.0,1.232e-05,0.09750581,True,40.53191311,9.61461999,12.44605795,159612635409.79218,13433.59577911,0.00301721,2.12722228,504.46253962,0.77677736,0.70860316,216867620188.3252,9541.00928856,0.00244876,3.99409053,470.65424272,0.59558261,0.67071412
random_IR_0087.npz,random_IR_0087.npz,0.339,0.46413371,PSO,L1_STFT,10,5,0.2,2.0,1.0,9.53e-06,0.04887769,True,57.00644643,5.76777072,6.67262363,82212198372.31198,16027.823943,0.00355672,3.40423007,380.38256162,0.76510188,0.83633956,110451996444.60149,11409.75425408,0.00125283,3.07301113,607.25330152,0.62682251,0.76211124
random_IR_0088.npz,random_IR_0088.npz,0.33,0.4443146,PSO,L1_STFT,10,5,0.2,2.0,1.0,7.83e-06,0.0104235,True,42.82041965,3.22678589,15.35661124,119186262418.70215,18191.49769411,0.00235387,1.89103452,657.57653747,0.52654014,0.75775426,87416233057.07742,20675.2814396,0.00282608,2.16698998,337.48400699,0.55743394,0.67826195
random_IR_0089.npz,random_IR_0089.npz,0.468,0.46239042,PSO,L1_STFT,10,5,0.2,2.0,1.0,1.553e-05,0.0236602,True,39.14472201,5.60674029,19.56697007,169975124440.6991,16043.14876753,0.00243997,2.68804143,765.94360412,0.88816322,0.80071147,120839628417.53552,21216.42628574,0.00363671,2.81397801,397.2627746,0.86348927,0.82241552
random_IR_0090.npz,random_IR_0090.npz,0.273,0.46246636,PSO,L1_STFT,10,5,0.2,2.0,1.0,1.136e-05,0.02709221,True,67.99791585,21.7153943,11.43127615,156436775859.26086,14359.41033187,0.00473543,3.53959391,777.30295363,0.859246,0.57748882,173832017106.19846,16803.76511792,0.0049049,3.4578562,889.79475851,0.6743941,0.58236593
random_IR_0091.npz,random_IR_0091.npz,0.226,0.97152215,PSO,L1_STFT,10,5,0.2,2.0,1.0,3.286e-05,0.14489986,True,22.59485153,54.63958496,14.02693307,111111597882.87944,4518.97030589,0.005,3.72981849,316.93647004,0.9061138,0.70014059,185281783770.39536,12243.52994424,0.00196761,1.28164441,432.28715837,0.97978305,0.56748704
random_IR_0092.npz,random_IR_0092.npz,0.45,1.14587939,PSO,L1_STFT,10,5,0.2,2.0,1.0,3.195e-05,0.10362225,True,23.77973323,5.71336875,34.23184038,142985674970.77432,10794.94837477,0.00220286,3.39511952,814.02403231,0.96968186,0.64846181,210182308273.16864,18375.22715052,0.00335878,1.41031201,745.40061997,0.99187886,0.70590283
random_IR_0093.npz,random_IR_0093.npz,0.362,0.44578427,PSO,L1_STFT,10,5,0.2,2.0,1.0,1.234e-05,0.00248157,True,23.82286013,3.90674962,14.80578181,99347563499.24405,10865.73161767,0.00219248,2.08061226,352.71606906,0.59652856,0.71731973,198895577165.2347,14777.12481869,0.00159123,2.20297203,684.93758934,0.55765642,0.75391068
random_IR_0094.npz,random_IR_0094.npz,0.41,0.51708132,PSO,L1_STFT,10,5,0.2,2.0,1.0,7.87e-06,0.07778136,True,43.4007349,9.00603097,8.99069515,213740113535.5276,15839.13333044,0.0027401,2.84892621,390.2027769,0.53871143,0.83087499,75955843102.0405,18590.11972469,0.00196623,2.7851376,169.03371588,0.74060424,0.56675866
random_IR_0095.npz,random_IR_0095.npz,0.274,0.37791735,PSO,L1_STFT,10,5,0.2,2.0,1.0,1.126e-05,0.03347417,True,53.01384909,9.57041031,7.8403422,157697302803.49976,16026.54670105,0.00330788,2.40947944,415.64671797,0.7658561,0.7298614,84949281320.02866,18543.94844909,0.00491985,2.42547041,423.71211639,0.64291352,0.70785844
random_IR_0096.npz,random_IR_0096.npz,0.237,0.34801131,PSO,L1_STFT,10,5,0.2,2.0,1.0,1.157e-05,0.01112446,True,39.81679511,12.22608657,12.57511699,86707169927.85814,9998.06312144,0.00398245,2.25782153,500.70085676,0.61583719,0.73534016,164795595581.48505,15848.81712611,0.00368553,2.25945521,344.72468019,0.70558896,0.72156246
random_IR_0097.npz,random_IR_0097.npz,0.317,0.44862509,PSO,L1_STFT,10,5,0.2,2.0,1.0,1.086e-05,0.06925158,True,33.95309778,2.14768471,23.06346163,134026865603.68372,18561.33491958,0.00182924,1.38795844,783.07596798,0.66989986,0.704402,178130397055.92877,14714.31782894,0.00128017,2.88213033,822.40851429,0.77309227,0.56413378
random_IR_0098.npz,random_IR_0098.npz,0.234,0.60437572,PSO,L1_STFT,10,5,0.2,2.0,1.0,1.208e-05,0.00803872,True,16.95979637,31.47138234,9.00785028,109684899516.24847,4466.5608581,0.00379706,1.98235995,152.77130654,0.62569754,0.76407189,179799899117.26105,2993.06610821,0.00262149,2.27460328,321.04977961,0.56379438,0.80709099
random_IR_0099.npz,random_IR_0099.npz,0.19,0.56529695,PSO,L1_STFT,10,5,0.2,2.0,1.0,1.25e-05,0.07694419,True,36.15535704,15.25850165,14.96344476,175488617327.89337,11014.80002023,0.00328243,1.68178963,541.00868794,0.69744428,0.7721184,199676575343.09543,4372.0053156,0.00353915,3.13933074,959.14266056,0.52430322,0.77210926
random_IR_0100.npz,random_IR_0100.npz,0.366,0.59995604,PSO,L1_STFT,10,5,0.2,2.0,1.0,1.404e-05,0.03423019,True,9.51998129,10.36572927,71.30452838,208292786236.31638,5450.01894045,0.00174678,3.26462304,678.8177762,0.64091767,0.94390012,69925803309.64954,6012.65800087,0.00309674,2.27230649,365.10622606,0.76389341,0.92296066
