filename,target_npz,runtime,best_loss,n_restarts_run,total_evaluations,cmaes_gen_count,best_popsize,loss_name,gt_loss,nmse,gt_available,mu,D_mu,T0_mu,E,rho,h,Ly,T0,op_x,op_y,gt_E,gt_rho,gt_h,gt_Ly,gt_T0,gt_op_x,gt_op_y
random_IR_0001.npz,random_IR_0001.npz,63.9615364074707,1.195347795146517e-05,1,6095,115,53,L1_STFT,1.40260717671481e-05,0.002791331525168023,True,35.50766040657587,13.78047045702764,12.31887662801045,153203270444.6507,10760.48537594564,0.003299819586758691,2.691558729026184,437.4144878978995,0.8264881668114761,0.7244176483318514,131819184298.8524,12673.80384034166,0.0038607574654896,2.691559161389242,602.7673484378831,0.8264881154026615,0.7244177335187193
random_IR_0002.npz,random_IR_0002.npz,66.87478017807007,2.007691546168644e-05,1,5782,118,49,L1_STFT,2.06587774300715e-05,0.001363902264504709,True,74.67277746392088,17.89719285271692,4.561640884822093,173214050337.705,16865.1456341572,0.004427639054161806,3.68614177487883,340.6303946626433,0.7883417515525093,0.9635423602226644,147920922722.1944,17314.43071595409,0.0048546510420041,3.686141702268032,383.4476844105894,0.7883418349360268,0.9635423527634041
random_IR_0003.npz,random_IR_0003.npz,89.11769604682922,4.074331445735879e-05,1,6847,167,41,L1_STFT,4.550604717223905e-05,0.001085870942056873,True,32.7575396302181,1.66315289199377,0.8295000301216308,84197561194.56291,16902.29931755711,0.001938052274118202,1.30600461730564,27.17238010997643,0.9363058712152537,0.9895230278219725,186057982895.3271,18083.25309630123,0.0013485171988061,1.306004568773872,20.22819525635132,0.9363059526409414,0.9895229876940544
random_IR_0004.npz,random_IR_0004.npz,70.2994110584259,2.169621620851103e-05,1,7493,127,59,L1_STFT,2.429556116112508e-05,4.352062135442026e-06,True,12.71363338564791,25.51222363822438,58.93668090035158,195783614165.3087,4795.180480648067,0.002651335739490178,3.417559738195346,749.2993539339873,0.5802430989874475,0.9728877495543731,164907916263.1111,4653.559206335945,0.0028459174490117,3.417559836228498,780.5313709946926,0.5802431108304328,0.972887769354296
random_IR_0005.npz,random_IR_0005.npz,108.6265699863434,8.392357813136186e-06,1,6273,123,51,L1_STFT,8.543735020793974e-06,0.0004605207244056038,True,50.61079605787013,5.059945016546253,5.858462844919947,68627184215.21713,14562.23601702379,0.003475482473893724,2.613359930472405,296.5014682568531,0.7885325989418268,0.5192070276245216,136791000829.1319,16985.59336136327,0.002658647759962,2.613360133075208,264.5629665485059,0.7885326349456379,0.519207002213814
random_IR_0006.npz,random_IR_0006.npz,197.7508523464203,1.086499196389923e-05,3,11321,231,47,L1_STFT,1.207354125654092e-05,0.01677723723051049,True,102.4701419308825,8.976844613484191,8.868798065373902,91861098117.66927,21216.96985511804,0.004829631310720095,2.891142943595258,908.7869965151996,0.6861589211695192,0.724145574670938,171318505762.8329,20172.46387607493,0.0034483828908896,2.891142941520044,616.9378275347882,0.6861588712811552,0.7241456573616774
random_IR_0007.npz,random_IR_0007.npz,857.5346796512604,9.778037565411068e-06,7,12570,238,60,L1_STFT,1.169749702967238e-05,9.732865756978594e-05,True,16.154225727349,0.9028049289537876,35.73133813577137,155128591455.888,15855.23073339402,0.001018857814117157,3.123130229729505,577.2121017854843,0.5731738769597708,0.6645598703378506,99188531844.29764,15037.9919488214,0.001240901886517,3.123130468189068,666.7700477785132,0.5731738858508781,0.6645598919528501
random_IR_0008.npz,random_IR_0008.npz,69.03341913223267,6.806659257563297e-06,1,4592,112,41,L1_STFT,6.883208698127419e-06,0.006350387919714141,True,48.68806735041876,3.761798032289823,6.362729498244537,110543166515.6683,18362.97283108285,0.00265142620414952,2.154761298249652,309.7890023430262,0.6123496036660353,0.5890416624112987,82612856044.4483,21011.42815551345,0.0032807870816715,2.154761235733606,438.6071274471857,0.612349610486469,0.5890416637636482
random_IR_0009.npz,random_IR_0009.npz,190.8600564002991,9.27530800254317e-06,2,10574,221,46,L1_STFT,1.054739368555602e-05,0.0028469498408734,True,27.69878909493726,4.683010999760138,32.97171217684669,142417730901.6149,12752.71467028387,0.002171991596383824,2.99401427065855,913.2765016854512,0.5640837389078427,0.8316015201352868,91322346297.76453,7025.201129630132,0.0020131664101591,2.994014143849656,466.3161097485777,0.5640838191705095,0.831601498837984
random_IR_0010.npz,random_IR_0010.npz,190.7507510185242,1.317945771006634e-05,5,9958,228,54,L1_STFT,1.330400573351653e-05,0.001150747323723477,True,40.53062017325881,1.299656409598017,11.55455206416945,84404846415.07951,21166.59185380357,0.001914839217064394,1.500730490675402,468.3131609849956,0.9205929912566495,0.5570881313237561,81856495196.33838,17864.67272114118,0.0017863294467202,1.50073055891098,368.7314834092575,0.920593004674414,0.5570882198680419
