step,epoch,epoch,lr-Adam,lw/param_w,lw/perc_w,lw/sw_w,train/param,train/param_grad/AMP_0,train/param_grad/BFRQ_0,train/param_grad/CF_DELAY_0,train/param_grad/CF_DEPTH_0,train/param_grad/CF_MIX_0,train/param_grad/CF_RATE_0,train/param_grad/CUTOFF_0,train/param_grad/M_OSC_0,train/param_grad/Q_FILT_0,train/perc,train/spec,train/total,train/wave,val_id/loud,val_id/lsd,val_id/mfcc,val_id/mfcc03,val_id/param,val_id/param_group/chorus_delay_ms,val_id/param_group/chorus_depth,val_id/param_group/chorus_mix,val_id/param_group/chorus_rate,val_id/param_group/harmor_amplitudes,val_id/param_group/harmor_cutoff,val_id/param_group/harmor_f0_hz,val_id/param_group/harmor_osc_mix,val_id/param_group/harmor_q,val_id/perc,val_id/spec,val_id/wave,val_ood/loud,val_ood/lsd,val_ood/mfcc,val_ood/mfcc03,val_ood/param,val_ood/perc,val_ood/spec,val_ood/wave
17549,70,,0.000494839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17599,70,,0.000494839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17649,70,,0.000494839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17699,70,,0.000494839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749,70,70,0.000494839,8.63347,0,0.0683267,0.237074,5.30891e-05,0.0289715,0.0135456,0.0134953,0.0134955,0.0139371,5.20734e-05,0.013496,0.0135118,0,0.0113052,0.24838,0,5.69494,10.8623,1.362,0.110773,0.0796721,0.201614,0.193802,0.0826685,0.0985559,0.0621468,0.043914,0.00571198,0.0286229,0.0796855,0,0.184419,0,5.75014,16.5579,2.47585,0.34449,0,0,0.411229,0
17799,71,,0.00048989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17849,71,,0.00048989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17899,71,,0.00048989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17949,71,,0.00048989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17999,71,71,0.00048989,8.5668,0,0.07166,0.231337,5.27612e-05,0.0288933,0.0134407,0.0133918,0.0133905,0.0138413,5.16554e-05,0.0133938,0.0134081,0,0.0119789,0.243316,0,5.63961,10.351,1.35473,0.109272,0.0799115,0.199048,0.1956,0.0846784,0.0990532,0.0629868,0.0442428,0.00438921,0.02893,0.0801868,0,0.17296,0,5.88816,16.8414,2.53076,0.352612,0,0,0.422645,0
18049,72,,0.000484991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18099,72,,0.000484991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18149,72,,0.000484991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18199,72,,0.000484991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18249,72,72,0.000484991,8.50013,0,0.0749934,0.226028,5.23956e-05,0.0299273,0.0133389,0.0132885,0.0132861,0.0137662,5.12655e-05,0.01329,0.0133043,0,0.0121815,0.238209,0,5.65319,10.6167,1.37399,0.111042,0.0796241,0.20206,0.193069,0.0827535,0.0966754,0.0628353,0.0433762,0.00512224,0.0285516,0.0817977,0,0.176749,0,5.89885,16.6737,2.52104,0.347969,0,0,0.409895,0
18299,73,,0.000480141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18349,73,,0.000480141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18399,73,,0.000480141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18449,73,,0.000480141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18499,73,73,0.000480141,8.43347,0,0.0783266,0.221718,5.2027e-05,0.030457,0.013246,0.013181,0.013183,0.0137042,5.08579e-05,0.0131851,0.0131983,0,0.0129313,0.23465,0,5.72916,10.9812,1.39042,0.113732,0.0800854,0.203786,0.197205,0.0812511,0.0974702,0.0621611,0.043604,0.00589001,0.0281064,0.0813797,0,0.185,0,5.8832,16.7335,2.51766,0.344797,0,0,0.41363,0
18549,74,,0.00047534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18599,74,,0.00047534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18649,74,,0.00047534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18699,74,,0.00047534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
