filename,target_npz,runtime,best_loss,n_restarts_run,best_popsize,loss_name,gt_loss,nmse,gt_available,mu,D_mu,T0_mu,E,rho,h,Ly,T0,op_x,op_y,gt_E,gt_rho,gt_h,gt_Ly,gt_T0,gt_op_x,gt_op_y
random_IR_0019.npz,random_IR_0019.npz,22.257,0.00080085,1,46,L1_STFT,9.32e-06,0.00075801,True,24.38803132,8.86731411,37.91936121,67117454615.34439,7369.1056592,0.0033095,1.15566346,924.77856869,0.71998548,0.576339,161556360636.82275,7883.45901556,0.0022063,1.15566028,660.17693576,0.72009666,0.57638229
random_IR_0020.npz,random_IR_0020.npz,21.807,0.00062903,1,49,L1_STFT,1.471e-05,4.33e-06,True,42.85520485,12.06905723,13.59397759,107561419168.52255,11331.28775305,0.00378202,1.96501691,582.57269429,0.82948591,0.72139022,166939725438.14145,13227.31467837,0.00327986,1.96501875,590.87685252,0.8295306,0.72139503
random_IR_0021.npz,random_IR_0021.npz,77.019,0.00024074,2,40,L1_STFT,1.514e-05,0.00068443,True,54.07082865,5.37804305,9.19467288,174209146458.16357,20342.61293371,0.00265801,3.69998168,497.16358161,0.85491644,0.55910903,190347680324.05112,19198.15907429,0.00247025,3.69998513,435.87056662,0.85490541,0.55911117
random_IR_0022.npz,random_IR_0022.npz,50.086,0.00062486,6,51,L1_STFT,1.642e-05,1.59e-05,True,19.19657665,50.42849476,49.46948812,185362671832.9744,4937.95478956,0.00388756,3.76649563,949.6448207,0.58976014,0.81161668,199823286777.3368,5239.62812757,0.00385697,3.76649958,998.8470181,0.58962154,0.81162419
random_IR_0023.npz,random_IR_0023.npz,285.467,0.00035298,45,57,L1_STFT,1.492e-05,2.133e-05,True,58.836849,16.88668481,13.99577047,121955302732.52765,13049.70999263,0.00450867,1.45908275,823.46703398,0.54384637,0.85173058,129299044475.57794,13129.09388595,0.00439203,1.45907795,807.32088554,0.54389183,0.8517401
random_IR_0024.npz,random_IR_0024.npz,39.661,0.00043993,2,39,L1_STFT,1.387e-05,0.0260317,True,39.76653684,12.80720455,10.73574064,147571291420.84845,11743.84157514,0.00338616,2.41528354,426.92322579,0.51576162,0.68637403,197937911386.0695,20769.80429405,0.00388822,2.41527378,866.38366211,0.5157399,0.68638925
random_IR_0025.npz,random_IR_0025.npz,867.133,0.00067924,65,59,L1_STFT,1.679e-05,0.00035279,True,10.593044,7.14888411,89.5014923,189355431215.93665,6416.66716836,0.00165086,3.21695793,948.09324558,0.51902877,0.89891846,97599468309.14922,3451.55418078,0.00168652,3.21697263,521.04139584,0.51907568,0.89891187
random_IR_0026.npz,random_IR_0026.npz,154.992,0.00065596,3,49,L1_STFT,9.52e-06,0.00673869,True,16.46802231,2.31154698,24.86294582,74664482143.15166,9199.84621974,0.00179003,1.74938847,409.44354649,0.5907871,0.81448656,71871356218.2901,15672.99075616,0.00238141,1.7493816,928.08201265,0.59070014,0.81452442
random_IR_0027.npz,random_IR_0027.npz,53.939,0.00036386,1,52,L1_STFT,1.607e-05,1.699e-05,True,28.31564272,3.60891272,34.26301281,113730338843.02045,13095.8419915,0.00216219,2.77395779,970.17922921,0.79901574,0.8677593,148951818862.8186,13972.55997216,0.00195157,2.77396291,934.21465578,0.79905589,0.86775979
random_IR_0028.npz,random_IR_0028.npz,43.198,0.00057918,3,57,L1_STFT,2.111e-05,0.03070237,True,59.89372396,21.31182515,13.69812624,172116482159.34497,13706.83892352,0.00436962,2.00465049,820.4317915,0.87236864,0.7503405,211488975667.54184,5930.42851055,0.00259288,2.00464049,209.85165054,0.87237989,0.75032482
random_IR_0029.npz,random_IR_0029.npz,90.118,0.00030223,4,42,L1_STFT,1.298e-05,0.01338254,True,50.76926152,3.91593291,2.70668376,159792601641.9417,21066.39379864,0.00240996,1.75949976,137.41633579,0.85121222,0.69508727,114704769945.09769,10597.03256049,0.00201743,1.75950242,58.03858003,0.85120831,0.6950984
random_IR_0030.npz,random_IR_0030.npz,297.396,0.00050333,12,60,L1_STFT,1.958e-05,6.744e-05,True,18.78976851,0.96290203,4.02909796,195667605191.0284,18544.24064314,0.00101324,1.62084733,75.70581804,0.77292813,0.94937913,136415617217.07494,15202.58414177,0.00109871,1.62085066,67.25895897,0.77292381,0.94936893
random_IR_0031.npz,random_IR_0031.npz,83.776,0.00041109,1,46,L1_STFT,1.955e-05,0.00065979,True,20.30954968,2.94723509,48.1213177,115160822811.37492,11273.16893791,0.00180158,3.97197241,977.32229238,0.88157028,0.66680821,70159602918.25648,7380.46068266,0.00186759,3.97198295,663.08157232,0.88160554,0.6668084
random_IR_0032.npz,random_IR_0032.npz,28.506,0.00047839,1,48,L1_STFT,1.973e-05,0.00062078,True,41.47035104,14.05990309,17.33082336,75885388454.84552,9379.20968127,0.00442152,2.21204961,718.71532852,0.64401542,0.90103703,200515550283.45148,14254.85865951,0.00335327,2.21204529,831.05014475,0.6440356,0.90104295
random_IR_0033.npz,random_IR_0033.npz,8.719,0.00064619,1,31,L1_STFT,2.788e-05,0.00643374,True,10.80540136,67.28172348,22.01232305,102374364199.8804,2508.84866119,0.00430692,1.63834113,237.85198544,0.86805274,0.63447348,211947700344.80545,6481.54432973,0.00481117,1.63834424,687.49140151,0.86811935,0.6344314
random_IR_0034.npz,random_IR_0034.npz,400.02,0.00025351,51,59,L1_STFT,1.277e-05,0.02440211,True,59.1395085,17.49795996,1.32368181,187766524687.18842,14942.08547283,0.00395792,1.71861465,78.28189168,0.69335053,0.73714979,131976876718.98044,6330.43741829,0.0030728,1.71860473,25.67246143,0.69334329,0.73715196
random_IR_0035.npz,random_IR_0035.npz,28.866,0.00047851,3,57,L1_STFT,1.849e-05,6.599e-05,True,17.59317255,31.37268758,55.58064621,72962696186.20917,3999.70827974,0.00439861,1.90512998,977.83989902,0.57470871,0.86125496,146159003394.57947,4639.59889209,0.00334714,1.90512325,863.85696737,0.57471337,0.86126124
random_IR_0036.npz,random_IR_0036.npz,545.237,0.00403448,71,52,L1_STFT,3.472e-05,0.0485689,True,72.79805194,26.0028491,9.78051043,201847550213.95312,15406.23483468,0.00472523,2.24858937,712.00210615,0.68448396,0.97077534,141672610939.29004,5153.13787566,0.00326169,2.24857314,183.28800342,0.68425024,0.97081165
random_IR_0037.npz,random_IR_0037.npz,28.741,0.0006139,1,59,L1_STFT,4.157e-05,0.00038752,True,10.97069051,53.73931368,56.50382476,84946173568.67068,2566.78230474,0.0042741,3.31945165,619.8859743,0.79639184,0.98134646,151485447898.1282,3998.34178631,0.00399465,3.31944324,903.72070255,0.79639327,0.98134883
random_IR_0038.npz,random_IR_0038.npz,24.478,0.00051251,1,57,L1_STFT,2.273e-05,0.01371717,True,35.13298306,26.17290801,18.75552331,111282893659.12701,7755.64616605,0.00452999,1.94722385,658.93748271,0.83826366,0.89470868,209217985469.20517,2738.87703632,0.00196332,1.94722783,100.30293933,0.83825911,0.89472493
random_IR_0039.npz,random_IR_0039.npz,32.048,0.00045989,2,42,L1_STFT,3.325e-05,0.00955283,True,63.50649727,18.63927302,1.62464234,188150815799.46414,15352.77826791,0.00413648,1.91701562,103.17534406,0.93952052,0.67569385,216556756380.9004,11559.79880357,0.00334564,1.91701731,63.96462657,0.93948757,0.67569789
random_IR_0040.npz,random_IR_0040.npz,103.556,0.00089421,1,55,L1_STFT,2.387e-05,5.603e-05,True,40.68433506,3.10307978,24.49915883,107679140534.14406,17219.22180143,0.00236273,3.88856489,996.73198669,0.81893904,0.93840317,189277995864.91592,20127.90084848,0.00192681,3.88855345,949.31932923,0.81891949,0.9384011
random_IR_0041.npz,random_IR_0041.npz,16.61,0.00087733,1,49,L1_STFT,3.418e-05,0.00030305,True,16.1976173,77.02157514,52.7921623,180033177428.2143,3791.66504819,0.0042719,1.94976556,855.10724153,0.58257033,0.9911919,120126728243.6296,2678.85292587,0.00439577,1.94975883,617.88051315,0.58258902,0.9910964
random_IR_0042.npz,random_IR_0042.npz,51.895,0.00039575,2,34,L1_STFT,2.549e-05,0.00987042,True,2.73954428,7.46502058,22.86569929,200217808248.7696,2615.5233818,0.00104742,2.48727068,62.64159572,0.91284839,0.60303776,87945741567.89664,9359.39059524,0.00298957,2.48727389,639.47612167,0.91283769,0.60302548
random_IR_0043.npz,random_IR_0043.npz,822.968,0.00057431,37,56,L1_STFT,4.974e-05,0.00345871,True,50.30509851,3.70544728,2.76407683,68316573492.40209,16066.41474827,0.00313107,2.58283142,139.04715748,0.98079126,0.95421904,215856681820.5389,18639.20052753,0.00189727,2.58282505,97.85350605,0.98080898,0.95421219
random_IR_0044.npz,random_IR_0044.npz,50.574,0.00046328,1,38,L1_STFT,1.037e-05,0.03417632,True,70.49458223,4.9168896,3.43934197,82176240821.3532,19471.74728733,0.00362035,3.34472081,242.45497545,0.57492067,0.53618033,102531823752.15424,10086.13402258,0.00233258,3.34473726,81.11057897,0.57491894,0.53617932
random_IR_0045.npz,random_IR_0045.npz,187.02,0.0004674,2,59,L1_STFT,2.311e-05,1.652e-05,True,4.39744977,1.48199448,141.9097292,72150662332.16512,4374.02233663,0.00100536,3.20423161,624.04090638,0.55392405,0.83930269,79166878635.77364,5192.59693353,0.00104571,3.20422366,770.5830427,0.55390549,0.83930343
