variable,sum_sqerr,pct_of_total_sqerr,mean_pct_per_ir
mu,1.462590244650046e-05,97.24689470607694,30.779597475235526
D_mu,4.7258188380989194e-14,3.1421733368566404e-07,0.2947999308459491
T0_mu,3.069106930727563e-08,0.20406338660187573,31.422083096067766
Ly,3.2239729003554957e-13,2.1436034755662726e-06,3.2270028391354684
op_x,3.148303653239763e-12,2.0932913711770323e-05,20.554901283347075
op_y,3.8337158498069755e-07,2.5490185165866546,13.721615375368215
