index,filename,mode,source,mu_source,nmse_orig_csv,nmse_refined_csv,nmse_recomputed,sqerr_mu,sqerr_D_mu,sqerr_T0_mu,sqerr_Ly,sqerr_op_x,sqerr_op_y,pct_mu,pct_D_mu,pct_T0_mu,pct_Ly,pct_op_x,pct_op_y
37,random_IR_0038.npz,full_or_composite,raw7_vs_gt_raw7,,,,1.6318879996641017e-14,2.0331869011791024e-17,9.01093311480797e-17,9.619658757914476e-14,3.244342518171644e-18,1.8528284978630828e-16,1.417724008236992e-15,0.020765180183909694,0.09202973403263304,98.24672158765931,0.0033134856873750333,0.18923158311563643,1.4479384293211381
38,random_IR_0039.npz,full_or_composite,raw7_vs_gt_raw7,,,,1.6254391622598342e-14,3.67001580376034e-14,7.28531080320081e-16,3.138526471172068e-14,2.239893788133467e-15,2.3512342031903895e-14,2.9601600859085354e-15,37.63101780913932,0.7470094823555361,32.18131796874514,2.296706268824976,24.108707129560077,3.0352413413749364
39,random_IR_0040.npz,full_or_composite,raw7_vs_gt_raw7,,,,5.217066741379374e-15,2.6398842224400355e-14,4.289131404826267e-18,3.635358784915515e-15,2.3248291249453275e-16,9.251920537454692e-16,1.0623534131554387e-16,84.33488117954892,0.013702244375518686,11.613674136341535,0.7426999500523452,2.9556584814453664,0.3393840082363205
40,random_IR_0041.npz,full_or_composite,raw7_vs_gt_raw7,,,,2.506522670080046e-06,1.462509969121005e-05,4.133464883091251e-15,3.0665549447896024e-08,1.4744383809081822e-13,2.0558134252224197e-13,3.8337042266368406e-07,97.24694072381291,2.7484723041684733e-08,0.2039049943170653,9.804009877298098e-07,1.3669757507497875e-06,2.549151907008559
41,random_IR_0042.npz,full_or_composite,raw7_vs_gt_raw7,,,,2.894843435629781e-15,7.019745961541409e-21,6.453652827001447e-18,1.2848487641001135e-14,4.091743998711541e-17,2.012152095085052e-16,4.271979650708965e-15,4.041523095366897e-05,0.037156026860093026,73.97341702411109,0.23557658584400387,1.1584691537600105,24.595340794193845
42,random_IR_0043.npz,full_or_composite,raw7_vs_gt_raw7,,,,8.625677971022821e-13,5.062653645679256e-12,2.0699439479562335e-19,6.126094316643554e-14,2.431374111845385e-16,4.9930034802192385e-14,1.3188145602287539e-15,97.82136667376136,3.999577298754606e-06,1.1836932967711078,0.004697938179494151,0.9647557554302357,0.025482336280487003
43,random_IR_0044.npz,full_or_composite,raw7_vs_gt_raw7,,,,2.2800347390427468e-14,1.2255100847444963e-14,1.2713929796560263e-16,3.850639438736627e-16,6.591468159145812e-15,1.1119620411421706e-13,6.247107979917704e-15,8.958270560232897,0.09293666728588308,0.28147520246067864,4.818251264827354,81.28253648224518,4.566529822948004
44,random_IR_0045.npz,full_or_composite,raw7_vs_gt_raw7,,,,7.547044394286025e-15,4.415888456811327e-18,3.5969772122015413e-20,1.1856681990384165e-14,1.4993883870748142e-19,1.9937160961353103e-14,1.3483821616911245e-14,0.00975191573042523,7.943456679378716e-05,26.183941180472864,0.0003311204379580308,44.02862878004669,29.77726756874527
45,random_IR_0046.npz,full_or_composite,raw7_vs_gt_raw7,,,,3.6622848322602205e-15,4.362993332841385e-15,7.937602555102986e-20,5.997248877517951e-16,4.252555490690295e-17,1.5393530014834672e-16,1.6814450541887343e-14,19.855516126657623,0.0003612318046729772,2.729283836094875,0.19352925316050953,0.7005430908066199,76.5207664614757
46,random_IR_0047.npz,full_or_composite,raw7_vs_gt_raw7,,,,8.389148793371719e-15,3.829239277222689e-15,4.39098480605409e-19,3.873036010871944e-15,3.403860552124042e-17,4.169957370997093e-14,8.98566058162906e-16,7.6075244571657805,0.0008723540600295894,7.694535139512676,0.06762427345059206,82.84426850496408,1.7851752708468362
47,random_IR_0048.npz,full_or_composite,raw7_vs_gt_raw7,,,,9.57014795719136e-15,6.279223367342525e-16,1.216875052949279e-16,5.641519072487543e-14,8.840506151407961e-17,6.27167718997841e-17,1.0496534282967593e-16,1.09354341497303,0.2119220201527596,98.24855195069196,0.1539597609663022,0.10922292281569243,0.18279993040024203
48,random_IR_0049.npz,full_or_composite,raw7_vs_gt_raw7,,,,8.119390457653188e-15,4.891286938896552e-19,1.4341852065313282e-16,1.2110873710743118e-14,3.4256011727561953e-15,1.2039755285231564e-14,2.099620492784123e-14,0.0010040341009190977,0.2943950891411008,24.85998132886858,7.031728942836439,24.713996590477045,43.09889401457592
49,random_IR_0050.npz,full_or_composite,raw7_vs_gt_raw7,,,,1.0484669371949238e-12,6.238830133868754e-12,4.067076511284608e-16,1.9354082445831122e-14,1.5127843016523582e-16,1.8838874141392414e-14,1.3220546632271538e-14,99.17384949623315,0.006465116458775665,0.3076568552813434,0.0024047560108725226,0.29946698799096255,0.21015678802490242
50,random_IR_0051.npz,full_or_composite,raw7_vs_gt_raw7,,,,1.2702768192443997e-14,5.097710585569708e-15,4.720124748987553e-18,8.437814724982884e-16,1.2652744494523193e-15,3.601258263286974e-14,3.299253988952494e-14,6.688451037260243,0.006193039550485842,1.1070834583916336,1.6601033075149505,47.25030807889988,43.287861078382804
51,random_IR_0052.npz,full_or_composite,raw7_vs_gt_raw7,,,,3.2893378465589723e-14,1.316041828726918e-14,1.7291735388468416e-16,1.5839298129816138e-13,1.89586249440563e-15,3.0075659147734885e-17,2.3708015700669744e-14,6.668220627360457,0.08761507733518246,80.25575799085661,0.9606099985487562,0.015238963255779833,12.012557342643225
52,random_IR_0053.npz,full_or_composite,raw7_vs_gt_raw7,,,,1.3206483524501163e-14,3.1841969958120554e-16,2.564642197086063e-16,5.133635978818941e-14,5.671499197483363e-15,1.0566140018042053e-15,2.0599544240240185e-14,0.4018476972446417,0.32365948542472117,64.7868143614817,7.157468257871705,1.333453627586197,25.99675657039102
53,random_IR_0054.npz,full_or_composite,raw7_vs_gt_raw7,,,,4.948892352512099e-13,7.498115768659718e-13,6.96704533377005e-17,2.1144745094084045e-12,3.2337095869945353e-16,6.962619551607564e-14,3.503008830477063e-14,25.25183157012771,0.002346331541654137,71.21036246744113,0.010890347969659235,2.344841045785824,1.1797282371340145
54,random_IR_0055.npz,full_or_composite,raw7_vs_gt_raw7,,,,5.889799685231114e-16,1.8937711290911248e-15,1.3151225370559695e-16,4.672638191164094e-16,6.858937107965464e-17,2.8128585172367275e-17,9.446146529735155e-16,53.58900784124074,3.7214693406118347,13.222402687369556,1.9409084277134523,0.7959689258165186,26.73024277724789
55,random_IR_0056.npz,full_or_composite,raw7_vs_gt_raw7,,,,2.9323025905554424e-15,3.4671937551357176e-15,1.4261109551957827e-16,8.183198741149551e-15,9.717430450319717e-16,3.35667353353922e-15,1.4723953729566152e-15,19.706889313441984,0.8105751431139797,46.511791151809895,5.523208099110843,19.07871277422403,8.368823518299267
56,random_IR_0057.npz,full_or_composite,raw7_vs_gt_raw7,,,,8.720631788868609e-15,3.655846807427297e-14,1.111284907365879e-16,1.1970737905693087e-15,1.7666604178331467e-15,1.2597830737733673e-14,9.262922206596625e-17,69.86968559039836,0.2123861615898768,2.287819314684106,3.3763998996957008,24.07667823986118,0.17703079377077965
57,random_IR_0058.npz,full_or_composite,raw7_vs_gt_raw7,,,,3.4769231744137966e-15,1.0172770008366087e-17,4.896069041667737e-16,1.771624226302497e-14,1.7871406260363686e-17,2.5324310896061145e-15,9.52146134161934e-17,0.04876327669641037,2.3469356842553792,84.92298781767924,0.08566676802005543,12.139234233694172,0.45641221965474515
58,random_IR_0059.npz,full_or_composite,raw7_vs_gt_raw7,,,,2.5503344578895332e-14,3.082503835733553e-15,1.1105834986924525e-16,7.218565918107373e-14,9.900044065945183e-16,5.2614611585495605e-14,2.403623011460534e-14,2.0144441749576143,0.0725776374974944,47.173982061950944,0.6469768462014274,34.38412520282767,15.707894076564855
59,random_IR_0060.npz,full_or_composite,raw7_vs_gt_raw7,,,,5.028691114965745e-15,1.3332807430688215e-16,2.6129162425960426e-17,2.8876095223133985e-14,8.222253901398643e-16,2.995969563123898e-16,1.4771883475386978e-17,0.4418912438602835,0.08660027638934435,95.70447711266475,2.7251139887172053,0.9929587025828909,0.048958675785516687
60,random_IR_0061.npz,full_or_composite,raw7_vs_gt_raw7,,,,8.773815107180228e-13,3.876593954903088e-12,1.0080590561905229e-14,1.329997365208406e-12,2.653818390946514e-16,3.269091438149762e-14,1.4660857414146148e-14,73.63945838738952,0.19149006520655562,25.26452003226388,0.005041171483039171,0.6209939078600739,0.27849643579693817
