step,epoch,final_spec_losses_weighted/2048_spectrogram_logmag_eps,in_domain_validation_losses/loss_total,in_domain_validation_losses/raw_params_loss,in_domain_validation_losses/raw_spec_loss,in_domain_validation_losses/weighted_params_loss,in_domain_validation_losses/weighted_spec_loss,in_domain_validation_metrics/lsd_value,in_domain_validation_metrics/mean_average_error,in_domain_validation_metrics/mfcc_mae,in_domain_validation_metrics/paper_lsd_value,in_domain_validation_metrics/pearson_fft,in_domain_validation_metrics/pearson_stft,in_domain_validation_metrics/spectral_convergence_value,loss/parameters_decay_factor,loss/spec_loss_rampup_factor,lr-Adam,normalized_losses/post_rampup_weighted_params_loss,normalized_losses/post_rampup_weighted_spec_loss,normalized_losses/running_avg_parameters_loss,normalized_losses/running_avg_spectrogram_loss,train_loss_epoch,train_loss_step,train_losses/loss_total,train_losses/raw_params_loss,train_losses/raw_spec_loss,train_losses/weighted_params_loss,train_losses/weighted_spec_loss
0,,,3.255786657333374,,,,,,,,,,,,0.0,1.0,,0.0,3.0918352603912354,2.6861467361450195,2.682048797607422,,,,,,,
1,,,3.005211114883423,,,,,,,,,,,,0.0,1.0,,0.0,3.0296995639801025,2.685525417327881,2.682048797607422,,,,,,,
2,,,2.8352134227752686,,,,,,,,,,,,0.0,1.0,,0.0,2.8091416358947754,2.6833198070526123,2.682048797607422,,,,,,,
3,,,3.183856725692749,,,,,,,,,,,,0.0,1.0,,0.0,2.8962795734405518,2.6841912269592285,2.682048797607422,,,,,,,
4,,,2.822568893432617,,,,,,,,,,,,0.0,1.0,,0.0,2.7985570430755615,2.683213949203491,2.682048797607422,,,,,,,
5,,,3.535714864730835,,,,,,,,,,,,0.0,1.0,,0.0,2.771933078765869,2.6829476356506348,2.682048797607422,,,,,,,
6,,,2.7402875423431396,,,,,,,,,,,,0.0,1.0,,0.0,2.812169313430786,2.683350086212158,2.682048797607422,,,,,,,
7,,,3.0198285579681396,,,,,,,,,,,,0.0,1.0,,0.0,2.85115385055542,2.6837399005889893,2.682048797607422,,,,,,,
8,,,3.110382318496704,,,,,,,,,,,,0.0,1.0,,0.0,2.773221254348755,2.6829605102539062,2.682048797607422,,,,,,,
9,,,3.019481658935547,,,,,,,,,,,,0.0,1.0,,0.0,2.835447072982788,2.6835827827453613,2.682048797607422,,,,,,,
10,,,3.0747268199920654,,,,,,,,,,,,0.0,1.0,,0.0,2.7626941204071045,2.6828553676605225,2.682048797607422,,,,,,,
11,,,3.4828388690948486,,,,,,,,,,,,0.0,1.0,,0.0,2.614971160888672,2.681378126144409,2.682048797607422,,,,,,,
12,,,3.55875563621521,,,,,,,,,,,,0.0,1.0,,0.0,2.567656993865967,2.6809048652648926,2.682048797607422,,,,,,,
13,,,2.6289150714874268,,,,,,,,,,,,0.0,1.0,,0.0,2.656269073486328,2.681791067123413,2.682048797607422,,,,,,,
14,,,3.458064317703247,,,,,,,,,,,,0.0,1.0,,0.0,2.651414155960083,2.6817424297332764,2.682048797607422,,,,,,,
15,,,2.8030309677124023,,,,,,,,,,,,0.0,1.0,,0.0,2.6080141067504883,2.6813085079193115,2.682048797607422,,,,,,,
