step,epoch,final_spec_losses_weighted/2048_spectrogram_logmag_eps,in_domain_validation_losses/loss_total,in_domain_validation_losses/raw_params_loss,in_domain_validation_losses/raw_spec_loss,in_domain_validation_losses/weighted_params_loss,in_domain_validation_losses/weighted_spec_loss,in_domain_validation_metrics/lsd_value,in_domain_validation_metrics/mean_average_error,in_domain_validation_metrics/mfcc_mae,in_domain_validation_metrics/paper_lsd_value,in_domain_validation_metrics/pearson_fft,in_domain_validation_metrics/pearson_stft,in_domain_validation_metrics/spectral_convergence_value,loss/parameters_decay_factor,loss/spec_loss_rampup_factor,lr-Adam,normalized_losses/post_rampup_weighted_params_loss,normalized_losses/post_rampup_weighted_spec_loss,normalized_losses/running_avg_parameters_loss,normalized_losses/running_avg_spectrogram_loss,train_loss_epoch,train_loss_step,train_losses/loss_total,train_losses/raw_params_loss,train_losses/raw_spec_loss,train_losses/weighted_params_loss,train_losses/weighted_spec_loss
0,,,0.3562301695346832,,,,,,,,,,,,0.0,1.0,,0.0,0.8056926727294922,0.7060151696205139,0.705008327960968,,,,,,,
1,,,0.34820637106895447,,,,,,,,,,,,0.0,1.0,,0.0,0.819076657295227,0.7061489820480347,0.705008327960968,,,,,,,
2,,,0.4229174852371216,,,,,,,,,,,,0.0,1.0,,0.0,0.7259264588356018,0.7052174806594849,0.705008327960968,,,,,,,
3,,,0.35821571946144104,,,,,,,,,,,,0.0,1.0,,0.0,0.7638577222824097,0.7055968046188354,0.705008327960968,,,,,,,
4,,,0.39003637433052063,,,,,,,,,,,,0.0,1.0,,0.0,0.7419573068618774,0.7053778171539307,0.705008327960968,,,,,,,
5,,,0.3486751317977905,,,,,,,,,,,,0.0,1.0,,0.0,0.7133759260177612,0.7050920128822327,0.705008327960968,,,,,,,
6,,,0.3691156804561615,,,,,,,,,,,,0.0,1.0,,0.0,0.739385187625885,0.7053520679473877,0.705008327960968,,,,,,,
7,,,0.3221355676651001,,,,,,,,,,,,0.0,1.0,,0.0,0.7601660490036011,0.7055599093437195,0.705008327960968,,,,,,,
8,,,0.35397571325302124,,,,,,,,,,,,0.0,1.0,,0.0,0.7118867635726929,0.7050771117210388,0.705008327960968,,,,,,,
9,,,0.27272212505340576,,,,,,,,,,,,0.0,1.0,,0.0,0.714843213558197,0.7051066756248474,0.705008327960968,,,,,,,
10,,,0.25532934069633484,,,,,,,,,,,,0.0,1.0,,0.0,0.7164874076843262,0.7051231265068054,0.705008327960968,,,,,,,
11,,,0.33103200793266296,,,,,,,,,,,,0.0,1.0,,0.0,0.6635685563087463,0.7045938968658447,0.705008327960968,,,,,,,
