step,epoch,final_spec_losses_weighted/2048_spectrogram_mag,in_domain_validation_losses/loss_total,in_domain_validation_losses/raw_params_loss,in_domain_validation_losses/raw_spec_loss,in_domain_validation_losses/weighted_params_loss,in_domain_validation_losses/weighted_spec_loss,in_domain_validation_metrics/lsd_value,in_domain_validation_metrics/mean_average_error,in_domain_validation_metrics/mfcc_mae,in_domain_validation_metrics/paper_lsd_value,in_domain_validation_metrics/pearson_fft,in_domain_validation_metrics/pearson_stft,in_domain_validation_metrics/spectral_convergence_value,loss/parameters_decay_factor,loss/spec_loss_rampup_factor,lr-Adam,normalized_losses/post_rampup_weighted_params_loss,normalized_losses/post_rampup_weighted_spec_loss,normalized_losses/running_avg_parameters_loss,normalized_losses/running_avg_spectrogram_loss,train_loss_epoch,train_loss_step,train_losses/loss_total,train_losses/raw_params_loss,train_losses/raw_spec_loss,train_losses/weighted_params_loss,train_losses/weighted_spec_loss
0,,,82.39559173583984,,,,,,,,,,,,0.0,1.0,,0.0,124.56341552734375,132.25685119628906,132.33456420898438,,,,,,,
1,,,83.48976135253906,,,,,,,,,,,,0.0,1.0,,0.0,106.77103424072266,132.07891845703125,132.33456420898438,,,,,,,
2,,,77.84732055664062,,,,,,,,,,,,0.0,1.0,,0.0,57.552391052246094,131.5867462158203,132.33456420898438,,,,,,,
3,,,76.9730453491211,,,,,,,,,,,,0.0,1.0,,0.0,85.0300521850586,131.86151123046875,132.33456420898438,,,,,,,
4,,,79.17753601074219,,,,,,,,,,,,0.0,1.0,,0.0,79.47136688232422,131.80592346191406,132.33456420898438,,,,,,,
5,,,68.26394653320312,,,,,,,,,,,,0.0,1.0,,0.0,60.5214958190918,131.61642456054688,132.33456420898438,,,,,,,
6,,,87.5968017578125,,,,,,,,,,,,0.0,1.0,,0.0,92.18290710449219,131.93304443359375,132.33456420898438,,,,,,,
7,,,77.81546783447266,,,,,,,,,,,,0.0,1.0,,0.0,73.18115234375,131.74302673339844,132.33456420898438,,,,,,,
8,,,81.37519073486328,,,,,,,,,,,,0.0,1.0,,0.0,80.61714935302734,131.8173828125,132.33456420898438,,,,,,,
9,,,68.88824462890625,,,,,,,,,,,,0.0,1.0,,0.0,71.66893768310547,131.7279052734375,132.33456420898438,,,,,,,
10,,,81.7791748046875,,,,,,,,,,,,0.0,1.0,,0.0,94.8718032836914,131.95993041992188,132.33456420898438,,,,,,,
11,,,80.6050033569336,,,,,,,,,,,,0.0,1.0,,0.0,87.86328125,131.8898468017578,132.33456420898438,,,,,,,
12,,,75.98267364501953,,,,,,,,,,,,0.0,1.0,,0.0,88.64161682128906,131.8976287841797,132.33456420898438,,,,,,,
13,,,75.74555206298828,,,,,,,,,,,,0.0,1.0,,0.0,78.58168029785156,131.79702758789062,132.33456420898438,,,,,,,
14,,,76.0210952758789,,,,,,,,,,,,0.0,1.0,,0.0,77.26273345947266,131.78384399414062,132.33456420898438,,,,,,,
15,,,83.58740997314453,,,,,,,,,,,,0.0,1.0,,0.0,84.9161605834961,131.86038208007812,132.33456420898438,,,,,,,
16,,,82.39559173583984,,,,,,,,,,,,0.0,1.0,,0.0,72.74414825439453,131.73866271972656,132.33456420898438,,,,,,,
17,,,83.48976135253906,,,,,,,,,,,,0.0,1.0,,0.0,93.65333557128906,131.94775390625,132.33456420898438,,,,,,,
18,,,77.84732055664062,,,,,,,,,,,,0.0,1.0,,0.0,77.68356323242188,131.78805541992188,132.33456420898438,,,,,,,
19,,,76.9730453491211,,,,,,,,,,,,0.0,1.0,,0.0,74.89146423339844,131.7601318359375,132.33456420898438,,,,,,,
20,,,79.17753601074219,,,,,,,,,,,,0.0,1.0,,0.0,85.3964614868164,131.86517333984375,132.33456420898438,,,,,,,
21,,,68.26394653320312,,,,,,,,,,,,0.0,1.0,,0.0,92.00563049316406,131.9312744140625,132.33456420898438,,,,,,,
22,,,87.5968017578125,,,,,,,,,,,,0.0,1.0,,0.0,62.54975128173828,131.63671875,132.33456420898438,,,,,,,
23,,,77.81546783447266,,,,,,,,,,,,0.0,1.0,,0.0,76.2436294555664,131.77365112304688,132.33456420898438,,,,,,,
24,,,81.37519073486328,,,,,,,,,,,,0.0,1.0,,0.0,69.96825408935547,131.7108917236328,132.33456420898438,,,,,,,
25,,,68.88824462890625,,,,,,,,,,,,0.0,1.0,,0.0,80.15719604492188,131.8127899169922,132.33456420898438,,,,,,,
26,,,81.7791748046875,,,,,,,,,,,,0.0,1.0,,0.0,71.61561584472656,131.7273712158203,132.33456420898438,,,,,,,
27,,,80.6050033569336,,,,,,,,,,,,0.0,1.0,,0.0,90.22904205322266,131.91351318359375,132.33456420898438,,,,,,,
28,,,75.98267364501953,,,,,,,,,,,,0.0,1.0,,0.0,82.41849517822266,131.8354034423828,132.33456420898438,,,,,,,
29,,,75.74555206298828,,,,,,,,,,,,0.0,1.0,,0.0,83.13923645019531,131.8426055908203,132.33456420898438,,,,,,,
30,,,76.0210952758789,,,,,,,,,,,,0.0,1.0,,0.0,79.80464172363281,131.80926513671875,132.33456420898438,,,,,,,
31,,,83.58740997314453,,,,,,,,,,,,0.0,1.0,,0.0,86.26386260986328,131.8738555908203,132.33456420898438,,,,,,,
32,,,82.39559173583984,,,,,,,,,,,,0.0,1.0,,0.0,75.97662353515625,131.77098083496094,132.33456420898438,,,,,,,
33,,,83.48976135253906,,,,,,,,,,,,0.0,1.0,,0.0,82.17721557617188,131.83299255371094,132.33456420898438,,,,,,,
34,,,77.84732055664062,,,,,,,,,,,,0.0,1.0,,0.0,86.49601745605469,131.8761749267578,132.33456420898438,,,,,,,
35,,,76.9730453491211,,,,,,,,,,,,0.0,1.0,,0.0,59.87431716918945,131.60995483398438,132.33456420898438,,,,,,,
36,,,79.17753601074219,,,,,,,,,,,,0.0,1.0,,0.0,80.23734283447266,131.81358337402344,132.33456420898438,,,,,,,
37,,,68.26394653320312,,,,,,,,,,,,0.0,1.0,,0.0,81.1331558227539,131.82254028320312,132.33456420898438,,,,,,,
38,,,87.5968017578125,,,,,,,,,,,,0.0,1.0,,0.0,84.3148422241211,131.8543701171875,132.33456420898438,,,,,,,
39,0.0,78.59648895263672,77.81546783447266,1.0998345613479614,78.59648895263672,0.0,78.59648895263672,29.254913330078125,3.8065648078918457,41.19135665893555,47.580467224121094,0.011149145662784576,0.11488266289234161,0.9999327063560486,0.0,1.0,,0.0,87.61969757080078,131.8874053955078,132.33456420898438,81.25202178955078,,,,,,
40,,,81.37519073486328,,,,,,,,,,,,0.0,1.0,,0.0,80.54060363769531,131.81661987304688,132.33456420898438,,,,,,,
41,,,68.88824462890625,,,,,,,,,,,,0.0,1.0,,0.0,84.89906311035156,131.86019897460938,132.33456420898438,,,,,,,
42,,,81.7791748046875,,,,,,,,,,,,0.0,1.0,,0.0,86.70864868164062,131.8782958984375,132.33456420898438,,,,,,,
43,,,80.6050033569336,,,,,,,,,,,,0.0,1.0,,0.0,79.0655746459961,131.80186462402344,132.33456420898438,,,,,,,
44,,,75.98267364501953,,,,,,,,,,,,0.0,1.0,,0.0,76.83647918701172,131.7795867919922,132.33456420898438,,,,,,,
45,,,75.74555206298828,,,,,,,,,,,,0.0,1.0,,0.0,73.36341094970703,131.74484252929688,132.33456420898438,,,,,,,
46,,,76.0210952758789,,,,,,,,,,,,0.0,1.0,,0.0,83.61592102050781,131.84738159179688,132.33456420898438,,,,,,,
47,,,83.58740997314453,,,,,,,,,,,,0.0,1.0,,0.0,73.88603973388672,131.7500762939453,132.33456420898438,,,,,,,
48,,,82.39559173583984,,,,,,,,,,,,0.0,1.0,,0.0,84.43961334228516,131.85560607910156,132.33456420898438,,,,,,,
49,1.0,70.04534912109375,83.48976135253906,,,,,,,,,,,,0.0,1.0,0.0002969999914057553,0.0,70.04534912109375,131.711669921875,132.33456420898438,,70.04534912109375,70.04534912109375,1.0854201316833496,70.04534912109375,0.0,70.04534912109375
50,,,77.84732055664062,,,,,,,,,,,,0.0,1.0,,0.0,72.04447937011719,131.73165893554688,132.33456420898438,,,,,,,
51,,,76.9730453491211,,,,,,,,,,,,0.0,1.0,,0.0,77.98058319091797,131.791015625,132.33456420898438,,,,,,,
52,,,79.17753601074219,,,,,,,,,,,,0.0,1.0,,0.0,78.93099975585938,131.80052185058594,132.33456420898438,,,,,,,
53,,,68.26394653320312,,,,,,,,,,,,0.0,1.0,,0.0,94.49288177490234,131.95614624023438,132.33456420898438,,,,,,,
54,,,87.5968017578125,,,,,,,,,,,,0.0,1.0,,0.0,76.35489654541016,131.77476501464844,132.33456420898438,,,,,,,
55,,,77.81546783447266,,,,,,,,,,,,0.0,1.0,,0.0,88.3566665649414,131.894775390625,132.33456420898438,,,,,,,
56,,,81.37519073486328,,,,,,,,,,,,0.0,1.0,,0.0,67.83611297607422,131.6895751953125,132.33456420898438,,,,,,,
57,,,68.88824462890625,,,,,,,,,,,,0.0,1.0,,0.0,84.76021575927734,131.8588104248047,132.33456420898438,,,,,,,
58,,,81.7791748046875,,,,,,,,,,,,0.0,1.0,,0.0,84.86920166015625,131.8599090576172,132.33456420898438,,,,,,,
