step,epoch,final_spec_losses_weighted/1024_spectrogram_logmag,final_spec_losses_weighted/1024_spectrogram_mag,final_spec_losses_weighted/128_spectrogram_logmag,final_spec_losses_weighted/128_spectrogram_mag,final_spec_losses_weighted/2048_spectrogram_logmag,final_spec_losses_weighted/2048_spectrogram_mag,final_spec_losses_weighted/256_spectrogram_logmag,final_spec_losses_weighted/256_spectrogram_mag,final_spec_losses_weighted/512_spectrogram_logmag,final_spec_losses_weighted/512_spectrogram_mag,final_spec_losses_weighted/64_spectrogram_logmag,final_spec_losses_weighted/64_spectrogram_mag,in_domain_validation_losses/loss_total,in_domain_validation_losses/raw_params_loss,in_domain_validation_losses/raw_spec_loss,in_domain_validation_losses/weighted_params_loss,in_domain_validation_losses/weighted_spec_loss,in_domain_validation_metrics/lsd_value,in_domain_validation_metrics/mean_average_error,in_domain_validation_metrics/mfcc_mae,in_domain_validation_metrics/paper_lsd_value,in_domain_validation_metrics/pearson_fft,in_domain_validation_metrics/pearson_stft,in_domain_validation_metrics/spectral_convergence_value,loss/parameters_decay_factor,loss/spec_loss_rampup_factor,lr-Adam,normalized_losses/post_rampup_weighted_params_loss,normalized_losses/post_rampup_weighted_spec_loss,normalized_losses/running_avg_parameters_loss,normalized_losses/running_avg_spectrogram_loss,train_loss_epoch,train_loss_step,train_losses/loss_total,train_losses/raw_params_loss,train_losses/raw_spec_loss,train_losses/weighted_params_loss,train_losses/weighted_spec_loss
119,2.0,0.5192926526069641,39.45841979980469,0.5188243389129639,4.850809097290039,0.5124112367630005,79.02166748046875,0.5711063146591187,9.807052612304688,0.5411051511764526,19.690603256225586,0.37728869915008545,2.607919931411743,156.14508056640625,1.3463025093078613,158.4765167236328,0.0,158.4765167236328,27.601564407348633,3.424333333969116,34.47761917114258,45.572933197021484,0.010625697672367096,-0.018971936777234077,1.007924199104309,0.0,1.0,,0.0,165.42330932617188,262.9679870605469,263.9532775878906,160.6074981689453,,,,,,
120,,,,,,,,,,,,,,163.25331115722656,,,,,,,,,,,,0.0,1.0,,0.0,154.17982482910156,262.8555603027344,263.9532775878906,,,,,,,
121,,,,,,,,,,,,,,138.41839599609375,,,,,,,,,,,,0.0,1.0,,0.0,183.34384155273438,263.1471862792969,263.9532775878906,,,,,,,
122,,,,,,,,,,,,,,164.06019592285156,,,,,,,,,,,,0.0,1.0,,0.0,156.4830780029297,262.8785705566406,263.9532775878906,,,,,,,
123,,,,,,,,,,,,,,161.50025939941406,,,,,,,,,,,,0.0,1.0,,0.0,190.94287109375,263.2231750488281,263.9532775878906,,,,,,,
124,,,,,,,,,,,,,,152.47044372558594,,,,,,,,,,,,0.0,1.0,,0.0,144.4416046142578,262.7581787109375,263.9532775878906,,,,,,,
125,,,,,,,,,,,,,,152.31680297851562,,,,,,,,,,,,0.0,1.0,,0.0,165.32627868652344,262.9670104980469,263.9532775878906,,,,,,,
126,,,,,,,,,,,,,,152.48924255371094,,,,,,,,,,,,0.0,1.0,,0.0,169.726318359375,263.0110168457031,263.9532775878906,,,,,,,
127,,,,,,,,,,,,,,167.755126953125,,,,,,,,,,,,0.0,1.0,,0.0,139.5788116455078,262.70953369140625,263.9532775878906,,,,,,,
128,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,180.88641357421875,263.12261962890625,263.9532775878906,,,,,,,
129,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,123.6709976196289,262.55047607421875,263.9532775878906,,,,,,,
130,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,163.2971649169922,262.94671630859375,263.9532775878906,,,,,,,
131,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,131.8292999267578,262.6320495605469,263.9532775878906,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,150.60536193847656,262.8197937011719,263.9532775878906,,,,,,,
133,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,168.10809326171875,262.9948425292969,263.9532775878906,,,,,,,
134,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,172.6787872314453,263.04052734375,263.9532775878906,,,,,,,
135,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,155.78353881835938,262.87158203125,263.9532775878906,,,,,,,
136,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,180.71560668945312,263.12091064453125,263.9532775878906,,,,,,,
137,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,154.67962646484375,262.86053466796875,263.9532775878906,,,,,,,
138,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,148.30894470214844,262.7968444824219,263.9532775878906,,,,,,,
139,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,132.79273986816406,262.6416931152344,263.9532775878906,,,,,,,
140,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,174.42617797851562,263.0580139160156,263.9532775878906,,,,,,,
141,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,165.58921813964844,262.9696350097656,263.9532775878906,,,,,,,
142,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,156.69683837890625,262.8807067871094,263.9532775878906,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,157.5747528076172,262.8894958496094,263.9532775878906,,,,,,,
144,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,186.41018676757812,263.1778564453125,263.9532775878906,,,,,,,
145,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,171.2206268310547,263.0259704589844,263.9532775878906,,,,,,,
146,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,200.22415161132812,263.31597900390625,263.9532775878906,,,,,,,
147,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,173.0944366455078,263.0447082519531,263.9532775878906,,,,,,,
148,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,186.22006225585938,263.17596435546875,263.9532775878906,,,,,,,
149,3.0,0.5663909912109375,43.57432556152344,0.5719181895256042,5.364690780639648,0.5606609582901001,87.26930236816406,0.6212881207466125,10.832456588745117,0.5905175805091858,21.74419593811035,0.41914159059524536,2.879608154296875,,,,,,,,,,,,,0.0,1.0,9.702990064397454e-05,0.0,174.9945068359375,263.0636901855469,263.9532775878906,,174.9945068359375,174.9945068359375,1.407522201538086,174.9945068359375,0.0,174.9945068359375
150,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,168.41830444335938,262.9979248046875,263.9532775878906,,,,,,,
151,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,150.26898193359375,262.8164367675781,263.9532775878906,,,,,,,
152,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,139.61297607421875,262.7098693847656,263.9532775878906,,,,,,,
153,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,157.2046661376953,262.88580322265625,263.9532775878906,,,,,,,
154,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,164.9749755859375,262.9635009765625,263.9532775878906,,,,,,,
155,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,181.80113220214844,263.13177490234375,263.9532775878906,,,,,,,
156,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,151.6881866455078,262.83062744140625,263.9532775878906,,,,,,,
157,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,128.9108123779297,262.60284423828125,263.9532775878906,,,,,,,
158,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,164.24514770507812,262.9562072753906,263.9532775878906,,,,,,,
159,3.0,0.5189409852027893,39.40260696411133,0.5206804275512695,4.852028846740723,0.511807918548584,78.9025650024414,0.571598470211029,9.796730041503906,0.541353702545166,19.665645599365234,0.3802233338356018,2.6139543056488037,,1.376010775566101,158.27813720703125,0.0,158.27813720703125,27.236305236816406,3.345942735671997,34.669979095458984,45.074581146240234,0.008900457061827183,-0.022099904716014862,1.0281307697296143,0.0,1.0,,0.0,208.8462677001953,263.4022216796875,263.9532775878906,160.0050811767578,,,,,,
160,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,136.155517578125,262.67529296875,263.9532775878906,,,,,,,
161,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,189.51548767089844,263.2088928222656,263.9532775878906,,,,,,,
162,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,129.5911102294922,262.6096496582031,263.9532775878906,,,,,,,
163,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,135.68978881835938,262.670654296875,263.9532775878906,,,,,,,
164,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,153.9783935546875,262.8535461425781,263.9532775878906,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,149.25570678710938,262.8063049316406,263.9532775878906,,,,,,,
166,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,129.14901733398438,262.6052551269531,263.9532775878906,,,,,,,
167,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,138.54095458984375,262.69915771484375,263.9532775878906,,,,,,,
168,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,125.93280029296875,262.5730895996094,263.9532775878906,,,,,,,
169,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,172.73411560058594,263.0411071777344,263.9532775878906,,,,,,,
170,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,201.67205810546875,263.3304748535156,263.9532775878906,,,,,,,
171,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,153.30368041992188,262.8468017578125,263.9532775878906,,,,,,,
172,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,170.76536560058594,263.0213928222656,263.9532775878906,,,,,,,
173,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,164.78211975097656,262.9615783691406,263.9532775878906,,,,,,,
174,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,162.38790893554688,262.9376220703125,263.9532775878906,,,,,,,
175,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,156.74745178222656,262.8812255859375,263.9532775878906,,,,,,,
176,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,171.7901611328125,263.0316467285156,263.9532775878906,,,,,,,
177,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,152.06544494628906,262.83441162109375,263.9532775878906,,,,,,,
178,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,158.72071838378906,262.9009704589844,263.9532775878906,,,,,,,
179,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,180.8738250732422,263.12249755859375,263.9532775878906,,,,,,,
180,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,173.55728149414062,263.04931640625,263.9532775878906,,,,,,,
181,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,165.55043029785156,262.9692687988281,263.9532775878906,,,,,,,
182,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,146.39144897460938,262.7776794433594,263.9532775878906,,,,,,,
183,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,144.2930145263672,262.7566833496094,263.9532775878906,,,,,,,
184,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,164.17410278320312,262.95550537109375,263.9532775878906,,,,,,,
185,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,163.03298950195312,262.944091796875,263.9532775878906,,,,,,,
186,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,146.93650817871094,262.7831115722656,263.9532775878906,,,,,,,
187,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,155.51840209960938,262.8689270019531,263.9532775878906,,,,,,,
188,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,133.06771850585938,262.6444396972656,263.9532775878906,,,,,,,
189,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,171.80197143554688,263.0317687988281,263.9532775878906,,,,,,,
190,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,164.54869079589844,262.959228515625,263.9532775878906,,,,,,,
191,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,160.55772399902344,262.9193420410156,263.9532775878906,,,,,,,
192,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,173.41412353515625,263.0478820800781,263.9532775878906,,,,,,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,192.7816162109375,263.2415771484375,263.9532775878906,,,,,,,
194,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,140.81114196777344,262.72186279296875,263.9532775878906,,,,,,,
195,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,160.48358154296875,262.9185791015625,263.9532775878906,,,,,,,
196,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,166.28114318847656,262.9765625,263.9532775878906,,,,,,,
197,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,142.31732177734375,262.7369384765625,263.9532775878906,,,,,,,
198,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,177.85733032226562,263.0923156738281,263.9532775878906,,,,,,,
199,4.0,0.5162922143936157,39.3414192199707,0.5212597846984863,4.85029935836792,0.5099944472312927,78.77616119384766,0.5695706009864807,9.781363487243652,0.5387682318687439,19.63494300842285,0.3834138512611389,2.618791341781616,,1.3907475471496582,158.04226684570312,0.0,158.04226684570312,27.020761489868164,3.2979798316955566,34.91827392578125,44.7481803894043,0.00942160002887249,-0.018871450796723366,1.0481369495391846,0.0,1.0,9.605960076441988e-05,0.0,108.75934600830078,262.4013366699219,263.9532775878906,159.76365661621094,108.75934600830078,108.75934600830078,1.2201814651489258,108.75934600830078,0.0,108.75934600830078
200,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,135.65597534179688,262.6703186035156,263.9532775878906,,,,,,,
201,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,137.1456298828125,262.6852111816406,263.9532775878906,,,,,,,
202,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,147.88905334472656,262.7926330566406,263.9532775878906,,,,,,,
203,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,163.46273803710938,262.9483642578125,263.9532775878906,,,,,,,
204,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,190.5678253173828,263.21942138671875,263.9532775878906,,,,,,,
205,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,160.46615600585938,262.9184265136719,263.9532775878906,,,,,,,
206,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,154.4365692138672,262.8581237792969,263.9532775878906,,,,,,,
207,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,147.23419189453125,262.7861022949219,263.9532775878906,,,,,,,
208,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,166.72467041015625,262.9809875488281,263.9532775878906,,,,,,,
209,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,144.2183837890625,262.75592041015625,263.9532775878906,,,,,,,
210,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,145.17674255371094,262.7655334472656,263.9532775878906,,,,,,,
211,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,135.28152465820312,262.66656494140625,263.9532775878906,,,,,,,
212,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,147.74794006347656,262.7912292480469,263.9532775878906,,,,,,,
213,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,137.65585327148438,262.6903076171875,263.9532775878906,,,,,,,
214,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,162.77529907226562,262.9414978027344,263.9532775878906,,,,,,,
215,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,147.15457153320312,262.7853088378906,263.9532775878906,,,,,,,
216,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,158.78729248046875,262.901611328125,263.9532775878906,,,,,,,
217,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,154.21807861328125,262.8559265136719,263.9532775878906,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,168.2714385986328,262.9964599609375,263.9532775878906,,,,,,,
219,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,171.11219787597656,263.0248718261719,263.9532775878906,,,,,,,
220,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,123.86869812011719,262.55242919921875,263.9532775878906,,,,,,,
221,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,150.01589965820312,262.81390380859375,263.9532775878906,,,,,,,
222,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,140.50234985351562,262.7187805175781,263.9532775878906,,,,,,,
223,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,154.7880096435547,262.86163330078125,263.9532775878906,,,,,,,
224,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,153.4712677001953,262.84844970703125,263.9532775878906,,,,,,,
225,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,171.5204315185547,263.0289611816406,263.9532775878906,,,,,,,
226,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,162.6468048095703,262.9402160644531,263.9532775878906,,,,,,,
227,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,148.30813598632812,262.7968444824219,263.9532775878906,,,,,,,
228,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,167.16806030273438,262.9854431152344,263.9532775878906,,,,,,,
229,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,164.2600555419922,262.95635986328125,263.9532775878906,,,,,,,
230,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,156.50111389160156,262.8787536621094,263.9532775878906,,,,,,,
231,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,122.8404769897461,262.5421447753906,263.9532775878906,,,,,,,
232,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,139.39791870117188,262.7077331542969,263.9532775878906,,,,,,,
233,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,114.68014526367188,262.4605407714844,263.9532775878906,,,,,,,
234,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,133.3775177001953,262.64752197265625,263.9532775878906,,,,,,,
235,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,144.77944946289062,262.76153564453125,263.9532775878906,,,,,,,
236,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,163.94363403320312,262.95318603515625,263.9532775878906,,,,,,,
237,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,186.128173828125,263.1750183105469,263.9532775878906,,,,,,,
238,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,183.4387969970703,263.14813232421875,263.9532775878906,,,,,,,
239,5.0,0.5137670636177063,39.30438232421875,0.5216935276985168,4.849268913269043,0.5082477331161499,78.69821166992188,0.5674035549163818,9.771049499511719,0.5360003709793091,19.615440368652344,0.38580965995788574,2.6218504905700684,,1.4008889198303223,157.89312744140625,0.0,157.89312744140625,26.905057907104492,3.2709171772003174,35.21713638305664,44.5481071472168,0.0098508819937706,-0.01732551120221615,1.0607283115386963,0.0,1.0,,0.0,122.47176361083984,262.5384826660156,263.9532775878906,159.6359405517578,,,,,,
240,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,158.27857971191406,262.89654541015625,263.9532775878906,,,,,,,
241,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,175.71389770507812,263.0708923339844,263.9532775878906,,,,,,,
242,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,142.28294372558594,262.736572265625,263.9532775878906,,,,,,,
243,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,158.9199981689453,262.9029541015625,263.9532775878906,,,,,,,
244,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,142.76254272460938,262.7413635253906,263.9532775878906,,,,,,,
245,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,129.99432373046875,262.61370849609375,263.9532775878906,,,,,,,
246,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,142.7669677734375,262.7414245605469,263.9532775878906,,,,,,,
247,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,127.33647918701172,262.5871276855469,263.9532775878906,,,,,,,
248,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,137.39804077148438,262.687744140625,263.9532775878906,,,,,,,
249,6.0,0.4098108410835266,35.40876007080078,0.44997069239616394,4.370269298553467,0.4018157422542572,70.89590454101562,0.4765189588069916,8.802633285522461,0.4369007647037506,17.67112922668457,0.34195101261138916,2.3593547344207764,,,,,,,,,,,,,0.0,1.0,9.414801752427593e-05,0.0,142.0250244140625,262.7340087890625,263.9532775878906,,142.0250244140625,142.0250244140625,1.3076716661453247,142.0250244140625,0.0,142.0250244140625
250,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,133.8951416015625,262.6527099609375,263.9532775878906,,,,,,,
251,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,183.73236083984375,263.15106201171875,263.9532775878906,,,,,,,
252,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,157.4980926513672,262.88873291015625,263.9532775878906,,,,,,,
253,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,170.055419921875,263.0143127441406,263.9532775878906,,,,,,,
254,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,141.68650817871094,262.7306213378906,263.9532775878906,,,,,,,
255,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,183.79269409179688,263.15167236328125,263.9532775878906,,,,,,,
256,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,143.31373596191406,262.74688720703125,263.9532775878906,,,,,,,
257,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,169.18508911132812,263.005615234375,263.9532775878906,,,,,,,
258,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,166.04119873046875,262.9741516113281,263.9532775878906,,,,,,,
259,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,141.90652465820312,262.7328186035156,263.9532775878906,,,,,,,
260,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,161.68270874023438,262.9305725097656,263.9532775878906,,,,,,,
261,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,169.94940185546875,263.01324462890625,263.9532775878906,,,,,,,
262,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,175.03060913085938,263.0640563964844,263.9532775878906,,,,,,,
263,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,166.04356384277344,262.97418212890625,263.9532775878906,,,,,,,
264,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,177.81341552734375,263.0918884277344,263.9532775878906,,,,,,,
265,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,134.4903564453125,262.6586608886719,263.9532775878906,,,,,,,
266,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,166.6592254638672,262.9803466796875,263.9532775878906,,,,,,,
267,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,119.91314697265625,262.51287841796875,263.9532775878906,,,,,,,
268,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,160.16226196289062,262.9153747558594,263.9532775878906,,,,,,,
269,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,151.91015625,262.8328552246094,263.9532775878906,,,,,,,
270,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,156.34970092773438,262.87725830078125,263.9532775878906,,,,,,,
271,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,176.73944091796875,263.0811462402344,263.9532775878906,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,174.0592803955078,263.0543518066406,263.9532775878906,,,,,,,
273,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,160.02639770507812,262.91400146484375,263.9532775878906,,,,,,,
274,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,180.10549926757812,263.11480712890625,263.9532775878906,,,,,,,
275,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,160.30441284179688,262.91680908203125,263.9532775878906,,,,,,,
276,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,144.78033447265625,262.7615661621094,263.9532775878906,,,,,,,
277,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,169.46820068359375,263.0084228515625,263.9532775878906,,,,,,,
278,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,173.72354125976562,263.0509948730469,263.9532775878906,,,,,,,
279,6.0,0.5112398266792297,39.280067443847656,0.5218331217765808,4.8484721183776855,0.5062599182128906,78.64566040039062,0.5653039216995239,9.76415729522705,0.5331920385360718,19.602397918701172,0.3875371217727661,2.6238417625427246,,1.4046556949615479,157.7899627685547,0.0,157.7899627685547,26.798389434814453,3.251329183578491,35.83839797973633,44.395774841308594,0.010327962227165699,-0.015628701075911522,1.040223479270935,0.0,1.0,,0.0,173.1671142578125,263.04541015625,263.9532775878906,159.55181884765625,,,,,,
280,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,137.74118041992188,262.691162109375,263.9532775878906,,,,,,,
281,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,149.79196166992188,262.8116760253906,263.9532775878906,,,,,,,
282,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,171.5270233154297,263.0290222167969,263.9532775878906,,,,,,,
283,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,135.90126037597656,262.6727600097656,263.9532775878906,,,,,,,
284,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,161.55404663085938,262.9292907714844,263.9532775878906,,,,,,,
285,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,140.68368530273438,262.7205810546875,263.9532775878906,,,,,,,
286,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,141.95077514648438,262.7332458496094,263.9532775878906,,,,,,,
287,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,159.94969177246094,262.9132385253906,263.9532775878906,,,,,,,
