step,epoch,final_spec_losses_weighted/2048_spectrogram_logmag_eps,in_domain_validation_losses/loss_total,in_domain_validation_losses/raw_params_loss,in_domain_validation_losses/raw_spec_loss,in_domain_validation_losses/weighted_params_loss,in_domain_validation_losses/weighted_spec_loss,in_domain_validation_metrics/lsd_value,in_domain_validation_metrics/mean_average_error,in_domain_validation_metrics/mfcc_mae,in_domain_validation_metrics/paper_lsd_value,in_domain_validation_metrics/pearson_fft,in_domain_validation_metrics/pearson_stft,in_domain_validation_metrics/spectral_convergence_value,loss/parameters_decay_factor,loss/spec_loss_rampup_factor,lr-Adam,normalized_losses/post_rampup_weighted_params_loss,normalized_losses/post_rampup_weighted_spec_loss,normalized_losses/running_avg_parameters_loss,normalized_losses/running_avg_spectrogram_loss,train_loss_epoch,train_loss_step,train_losses/loss_total,train_losses/raw_params_loss,train_losses/raw_spec_loss,train_losses/weighted_params_loss,train_losses/weighted_spec_loss
72,,,3.960705280303955,,,,,,,,,,,,0.0,1.0,,0.0,4.588869094848633,5.216623306274414,5.222963809967041,,,,,,,
73,,,4.029724597930908,,,,,,,,,,,,0.0,1.0,,0.0,4.407595157623291,5.214810371398926,5.222963809967041,,,,,,,
74,,,4.004183769226074,,,,,,,,,,,,0.0,1.0,,0.0,4.52935266494751,5.216027736663818,5.222963809967041,,,,,,,
75,,,4.463601112365723,,,,,,,,,,,,0.0,1.0,,0.0,4.8344526290893555,5.21907901763916,5.222963809967041,,,,,,,
76,,,4.1954665184021,,,,,,,,,,,,0.0,1.0,,0.0,4.533026695251465,5.216064453125,5.222963809967041,,,,,,,
77,,,3.562328815460205,,,,,,,,,,,,0.0,1.0,,0.0,4.418254375457764,5.214917182922363,5.222963809967041,,,,,,,
78,,,4.228575229644775,,,,,,,,,,,,0.0,1.0,,0.0,4.668829917907715,5.2174224853515625,5.222963809967041,,,,,,,
79,1.0,4.816701412200928,3.689547061920166,0.9509780406951904,4.816701412200928,0.0,4.816701412200928,10.97796630859375,1.2237988710403442,24.858234405517578,32.27824783325195,0.0012751977192237973,-0.02526714839041233,3.2923924922943115,0.0,1.0,,0.0,4.911086559295654,5.219845294952393,5.222963809967041,4.800198554992676,,,,,,
80,,,3.725417137145996,,,,,,,,,,,,0.0,1.0,,0.0,4.550815582275391,5.216242790222168,5.222963809967041,,,,,,,
81,,,3.5494368076324463,,,,,,,,,,,,0.0,1.0,,0.0,4.557041168212891,5.216304779052734,5.222963809967041,,,,,,,
82,,,3.905517578125,,,,,,,,,,,,0.0,1.0,,0.0,4.603580951690674,5.216770172119141,5.222963809967041,,,,,,,
83,,,3.644029378890991,,,,,,,,,,,,0.0,1.0,,0.0,4.262993812561035,5.213364124298096,5.222963809967041,,,,,,,
84,,,3.6275320053100586,,,,,,,,,,,,0.0,1.0,,0.0,4.3771867752075195,5.214506149291992,5.222963809967041,,,,,,,
85,,,4.2379937171936035,,,,,,,,,,,,0.0,1.0,,0.0,4.38679838180542,5.214602470397949,5.222963809967041,,,,,,,
86,,,3.5736498832702637,,,,,,,,,,,,0.0,1.0,,0.0,4.429283142089844,5.215027332305908,5.222963809967041,,,,,,,
87,,,3.5260233879089355,,,,,,,,,,,,0.0,1.0,,0.0,4.454580783843994,5.215280055999756,5.222963809967041,,,,,,,
88,,,3.8772451877593994,,,,,,,,,,,,0.0,1.0,,0.0,4.524744510650635,5.215981960296631,5.222963809967041,,,,,,,
89,,,3.4032187461853027,,,,,,,,,,,,0.0,1.0,,0.0,4.428105354309082,5.215015411376953,5.222963809967041,,,,,,,
90,,,3.952972888946533,,,,,,,,,,,,0.0,1.0,,0.0,4.317967891693115,5.213913917541504,5.222963809967041,,,,,,,
91,,,3.697995662689209,,,,,,,,,,,,0.0,1.0,,0.0,4.220022678375244,5.212934494018555,5.222963809967041,,,,,,,
92,,,3.933600902557373,,,,,,,,,,,,0.0,1.0,,0.0,4.347254276275635,5.214207172393799,5.222963809967041,,,,,,,
93,,,3.3495450019836426,,,,,,,,,,,,0.0,1.0,,0.0,4.178257942199707,5.212516784667969,5.222963809967041,,,,,,,
94,,,3.8225762844085693,,,,,,,,,,,,0.0,1.0,,0.0,4.419322490692139,5.214927673339844,5.222963809967041,,,,,,,
95,,,3.5115859508514404,,,,,,,,,,,,0.0,1.0,,0.0,4.425175189971924,5.214986324310303,5.222963809967041,,,,,,,
96,,,3.4481451511383057,,,,,,,,,,,,0.0,1.0,,0.0,4.302328109741211,5.213757514953613,5.222963809967041,,,,,,,
97,,,3.3789849281311035,,,,,,,,,,,,0.0,1.0,,0.0,4.511324405670166,5.215847492218018,5.222963809967041,,,,,,,
98,,,3.0793466567993164,,,,,,,,,,,,0.0,1.0,,0.0,4.7199788093566895,5.2179341316223145,5.222963809967041,,,,,,,
