step,epoch,final_spec_losses_weighted/2048_spectrogram_mag,in_domain_validation_losses/loss_total,in_domain_validation_losses/raw_params_loss,in_domain_validation_losses/raw_spec_loss,in_domain_validation_losses/weighted_params_loss,in_domain_validation_losses/weighted_spec_loss,in_domain_validation_metrics/lsd_value,in_domain_validation_metrics/mean_average_error,in_domain_validation_metrics/mfcc_mae,in_domain_validation_metrics/paper_lsd_value,in_domain_validation_metrics/pearson_fft,in_domain_validation_metrics/pearson_stft,in_domain_validation_metrics/spectral_convergence_value,loss/parameters_decay_factor,loss/spec_loss_rampup_factor,lr-Adam,normalized_losses/post_rampup_weighted_params_loss,normalized_losses/post_rampup_weighted_spec_loss,normalized_losses/pre_rampup_normalized_parameters_loss,normalized_losses/pre_rampup_normalized_spectrogram_loss,normalized_losses/running_avg_parameters_loss,normalized_losses/running_avg_spectrogram_loss,train_loss_epoch,train_loss_step,train_losses/loss_total,train_losses/raw_params_loss,train_losses/raw_spec_loss,train_losses/weighted_params_loss,train_losses/weighted_spec_loss
28,,,0.653336763381958,,,,,,,,,,,,1.0,0.0,,0.542453944683075,0.0,0.542453944683075,0.0,0.38388580083847046,1.0,,,,,,,
29,,,0.7259971499443054,,,,,,,,,,,,1.0,0.0,,0.816487729549408,0.0,0.816487729549408,0.0,0.3796067237854004,1.0,,,,,,,
30,,,0.7512739300727844,,,,,,,,,,,,1.0,0.0,,0.6711874008178711,0.0,0.6711874008178711,0.0,0.37410876154899597,1.0,,,,,,,
31,,,0.6776933670043945,,,,,,,,,,,,1.0,0.0,,0.809769868850708,0.0,0.809769868850708,0.0,0.37244713306427,1.0,,,,,,,
32,,,1.6448391675949097,,,,,,,,,,,,1.0,0.0,,0.848960816860199,0.0,0.848960816860199,0.0,0.369181364774704,1.0,,,,,,,
33,,,1.4222712516784668,,,,,,,,,,,,1.0,0.0,,0.7188872694969177,0.0,0.7188872694969177,0.0,0.3641567528247833,1.0,,,,,,,
34,,,1.3024277687072754,,,,,,,,,,,,1.0,0.0,,0.989375650882721,0.0,0.989375650882721,0.0,0.36197519302368164,1.0,,,,,,,
35,,,1.5080792903900146,,,,,,,,,,,,1.0,0.0,,0.6595876216888428,0.0,0.6595876216888428,0.0,0.35749250650405884,1.0,,,,,,,
36,,,1.584310531616211,,,,,,,,,,,,1.0,0.0,,0.6280637979507446,0.0,0.6280637979507446,0.0,0.35273751616477966,1.0,,,,,,,
37,,,1.9315675497055054,,,,,,,,,,,,1.0,0.0,,0.6485603451728821,0.0,0.6485603451728821,0.0,0.3481965661048889,1.0,,,,,,,
38,,,1.119775652885437,,,,,,,,,,,,1.0,0.0,,0.6847741007804871,0.0,0.6847741007804871,0.0,0.34321123361587524,1.0,,,,,,,
39,0.0,128.2489776611328,1.5557124614715576,0.25639960169792175,128.2489776611328,0.7502548694610596,0.0,7.6048054695129395,0.7490877509117126,17.887279510498047,26.85995864868164,0.032132357358932495,0.44162899255752563,1.5563087463378906,1.0,0.0,,0.5767086744308472,0.0,0.5767086744308472,0.0,0.34175002574920654,1.0,0.7545569539070129,,,,,,
40,,,1.424301266670227,,,,,,,,,,,,1.0,0.0,,0.6144487261772156,0.0,0.6144487261772156,0.0,0.3369132876396179,1.0,,,,,,,
41,,,1.6746381521224976,,,,,,,,,,,,1.0,0.0,,0.7447835803031921,0.0,0.7447835803031921,0.0,0.3333408236503601,1.0,,,,,,,
42,,,1.520540714263916,,,,,,,,,,,,1.0,0.0,,0.7021195888519287,0.0,0.7021195888519287,0.0,0.3297472894191742,1.0,,,,,,,
43,,,1.7346346378326416,,,,,,,,,,,,1.0,0.0,,0.7146199345588684,0.0,0.7146199345588684,0.0,0.3254157304763794,1.0,,,,,,,
44,,,1.6783775091171265,,,,,,,,,,,,1.0,0.0,,0.6492577791213989,0.0,0.6492577791213989,0.0,0.3205166161060333,1.0,,,,,,,
45,,,1.5744400024414062,,,,,,,,,,,,1.0,0.0,,0.6533824801445007,0.0,0.6533824801445007,0.0,0.31548887491226196,1.0,,,,,,,
46,,,1.835558533668518,,,,,,,,,,,,1.0,0.0,,0.6745880246162415,0.0,0.6745880246162415,0.0,0.3109409809112549,1.0,,,,,,,
47,,,1.3425649404525757,,,,,,,,,,,,1.0,0.0,,0.5965443849563599,0.0,0.5965443849563599,0.0,0.30550453066825867,1.0,,,,,,,
48,,,1.268908143043518,,,,,,,,,,,,1.0,0.0,,0.7116456031799316,0.0,0.7116456031799316,0.0,0.3011927604675293,1.0,,,,,,,
49,1.0,,1.0721319913864136,,,,,,,,,,,,1.0,0.0,0.0009899999713525176,0.5704529881477356,0.0,0.5704529881477356,0.0,0.2953677177429199,1.0,,0.5704529881477356,0.5704529881477356,0.168493390083313,0.0,0.5704529881477356,0.0
50,,,1.0809162855148315,,,,,,,,,,,,1.0,0.0,,0.5823479890823364,0.0,0.5823479890823364,0.0,0.28987210988998413,1.0,,,,,,,
51,,,1.1542696952819824,,,,,,,,,,,,1.0,0.0,,0.5469713807106018,0.0,0.5469713807106018,0.0,0.28447097539901733,1.0,,,,,,,
52,,,1.1353565454483032,,,,,,,,,,,,1.0,0.0,,0.6506745219230652,0.0,0.6506745219230652,0.0,0.2796787917613983,1.0,,,,,,,
53,,,1.4516308307647705,,,,,,,,,,,,1.0,0.0,,0.6040012836456299,0.0,0.6040012836456299,0.0,0.2741820216178894,1.0,,,,,,,
54,,,0.95371013879776,,,,,,,,,,,,1.0,0.0,,0.5136737823486328,0.0,0.5136737823486328,0.0,0.26881512999534607,1.0,,,,,,,
55,,,0.9419459104537964,,,,,,,,,,,,1.0,0.0,,0.4002266824245453,0.0,0.4002266824245453,0.0,0.26278194785118103,1.0,,,,,,,
56,,,1.035617709159851,,,,,,,,,,,,1.0,0.0,,0.42881715297698975,0.0,0.42881715297698975,0.0,0.2590596079826355,1.0,,,,,,,
57,,,1.115917682647705,,,,,,,,,,,,1.0,0.0,,0.4627440273761749,0.0,0.4627440273761749,0.0,0.2538910508155823,1.0,,,,,,,
58,,,0.8038440346717834,,,,,,,,,,,,1.0,0.0,,0.5742161273956299,0.0,0.5742161273956299,0.0,0.24978455901145935,1.0,,,,,,,
59,,,1.3102473020553589,,,,,,,,,,,,1.0,0.0,,0.7406603693962097,0.0,0.7406603693962097,0.0,0.24659179151058197,1.0,,,,,,,
60,,,1.1348613500595093,,,,,,,,,,,,1.0,0.0,,0.49404963850975037,0.0,0.49404963850975037,0.0,0.24191750586032867,1.0,,,,,,,
61,,,0.9891892671585083,,,,,,,,,,,,1.0,0.0,,0.5865585207939148,0.0,0.5865585207939148,0.0,0.23765376210212708,1.0,,,,,,,
62,,,1.4575409889221191,,,,,,,,,,,,1.0,0.0,,0.4953666627407074,0.0,0.4953666627407074,0.0,0.23383736610412598,1.0,,,,,,,
63,,,1.064337968826294,,,,,,,,,,,,1.0,0.0,,0.6892785429954529,0.0,0.6892785429954529,0.0,0.23049259185791016,1.0,,,,,,,
64,,,1.4058274030685425,,,,,,,,,,,,1.0,0.0,,0.5732166767120361,0.0,0.5732166767120361,0.0,0.22639310359954834,1.0,,,,,,,
65,,,1.184921145439148,,,,,,,,,,,,1.0,0.0,,0.5715699791908264,0.0,0.5715699791908264,0.0,0.22262130677700043,1.0,,,,,,,
66,,,1.1501538753509521,,,,,,,,,,,,1.0,0.0,,0.9077227115631104,0.0,0.9077227115631104,0.0,0.21978069841861725,1.0,,,,,,,
67,,,1.2733906507492065,,,,,,,,,,,,1.0,0.0,,0.7070752382278442,0.0,0.7070752382278442,0.0,0.21630257368087769,1.0,,,,,,,
68,,,1.2203933000564575,,,,,,,,,,,,1.0,0.0,,0.5599337220191956,0.0,0.5599337220191956,0.0,0.21254900097846985,1.0,,,,,,,
69,,,1.7635458707809448,,,,,,,,,,,,1.0,0.0,,0.6957837343215942,0.0,0.6957837343215942,0.0,0.20876763761043549,1.0,,,,,,,
70,,,1.1937158107757568,,,,,,,,,,,,1.0,0.0,,0.689970076084137,0.0,0.689970076084137,0.0,0.20563198626041412,1.0,,,,,,,
71,,,1.1769375801086426,,,,,,,,,,,,1.0,0.0,,0.5600481629371643,0.0,0.5600481629371643,0.0,0.20195406675338745,1.0,,,,,,,
72,,,1.1390835046768188,,,,,,,,,,,,1.0,0.0,,0.8305013179779053,0.0,0.8305013179779053,0.0,0.19958901405334473,1.0,,,,,,,
73,,,1.4141594171524048,,,,,,,,,,,,1.0,0.0,,0.6108872890472412,0.0,0.6108872890472412,0.0,0.19608479738235474,1.0,,,,,,,
74,,,1.0654423236846924,,,,,,,,,,,,1.0,0.0,,0.9201131463050842,0.0,0.9201131463050842,0.0,0.19449454545974731,1.0,,,,,,,
75,,,1.480157494544983,,,,,,,,,,,,1.0,0.0,,0.6417561173439026,0.0,0.6417561173439026,0.0,0.19074158370494843,1.0,,,,,,,
76,,,1.4209014177322388,,,,,,,,,,,,1.0,0.0,,0.7857668995857239,0.0,0.7857668995857239,0.0,0.18865515291690826,1.0,,,,,,,
77,,,1.1711153984069824,,,,,,,,,,,,1.0,0.0,,0.6836664080619812,0.0,0.6836664080619812,0.0,0.18624058365821838,1.0,,,,,,,
78,,,1.5376330614089966,,,,,,,,,,,,1.0,0.0,,0.7416048645973206,0.0,0.7416048645973206,0.0,0.1836959719657898,1.0,,,,,,,
79,1.0,116.11141967773438,1.1012684106826782,0.1332724541425705,116.11141967773438,0.727289617061615,0.0,6.138261318206787,0.6225852370262146,14.829923629760742,21.425670623779297,0.026384342461824417,0.4682902693748474,1.9692426919937134,1.0,0.0,,0.7565522193908691,0.0,0.7565522193908691,0.0,0.18324536085128784,1.0,0.6054302453994751,,,,,,
80,,,1.58350670337677,,,,,,,,,,,,1.0,0.0,,0.613759458065033,0.0,0.613759458065033,0.0,0.18069063127040863,1.0,,,,,,,
81,,,1.4173938035964966,,,,,,,,,,,,1.0,0.0,,0.6567270159721375,0.0,0.6567270159721375,0.0,0.17852088809013367,1.0,,,,,,,
82,,,1.3483994007110596,,,,,,,,,,,,1.0,0.0,,0.610883355140686,0.0,0.610883355140686,0.0,0.17585039138793945,1.0,,,,,,,
83,,,1.6435905694961548,,,,,,,,,,,,1.0,0.0,,0.41611504554748535,0.0,0.41611504554748535,0.0,0.1725146323442459,1.0,,,,,,,
84,,,1.4218857288360596,,,,,,,,,,,,1.0,0.0,,0.5543265342712402,0.0,0.5543265342712402,0.0,0.1694299727678299,1.0,,,,,,,
85,,,1.987544298171997,,,,,,,,,,,,1.0,0.0,,0.6149820685386658,0.0,0.6149820685386658,0.0,0.16714267432689667,1.0,,,,,,,
86,,,1.2385847568511963,,,,,,,,,,,,1.0,0.0,,0.5738580226898193,0.0,0.5738580226898193,0.0,0.16491065919399261,1.0,,,,,,,
87,,,1.7879077196121216,,,,,,,,,,,,1.0,0.0,,0.540194034576416,0.0,0.540194034576416,0.0,0.1624472439289093,1.0,,,,,,,
88,,,1.56871497631073,,,,,,,,,,,,1.0,0.0,,0.6639977693557739,0.0,0.6639977693557739,0.0,0.15974058210849762,1.0,,,,,,,
89,,,1.9815558195114136,,,,,,,,,,,,1.0,0.0,,0.6257559657096863,0.0,0.6257559657096863,0.0,0.15693676471710205,1.0,,,,,,,
90,,,1.7322254180908203,,,,,,,,,,,,1.0,0.0,,0.8788081407546997,0.0,0.8788081407546997,0.0,0.15645363926887512,1.0,,,,,,,
91,,,1.7365325689315796,,,,,,,,,,,,1.0,0.0,,0.3819257616996765,0.0,0.3819257616996765,0.0,0.15375854074954987,1.0,,,,,,,
92,,,1.4495550394058228,,,,,,,,,,,,1.0,0.0,,0.5718847513198853,0.0,0.5718847513198853,0.0,0.15092089772224426,1.0,,,,,,,
93,,,1.8362817764282227,,,,,,,,,,,,1.0,0.0,,0.603197455406189,0.0,0.603197455406189,0.0,0.14873629808425903,1.0,,,,,,,
94,,,1.9193414449691772,,,,,,,,,,,,1.0,0.0,,0.45704156160354614,0.0,0.45704156160354614,0.0,0.14575952291488647,1.0,,,,,,,
95,,,1.4784740209579468,,,,,,,,,,,,1.0,0.0,,0.5963164567947388,0.0,0.5963164567947388,0.0,0.14357279241085052,1.0,,,,,,,
96,,,1.538793683052063,,,,,,,,,,,,1.0,0.0,,0.5549297332763672,0.0,0.5549297332763672,0.0,0.14124660193920135,1.0,,,,,,,
97,,,1.3947561979293823,,,,,,,,,,,,1.0,0.0,,0.4819956421852112,0.0,0.4819956421852112,0.0,0.1389407068490982,1.0,,,,,,,
98,,,1.6316754817962646,,,,,,,,,,,,1.0,0.0,,0.9202324748039246,0.0,0.9202324748039246,0.0,0.1367330402135849,1.0,,,,,,,
99,2.0,,1.2613813877105713,,,,,,,,,,,,1.0,0.0,0.000980100012384355,0.8510610461235046,0.0,0.8510610461235046,0.0,0.13604451715946198,1.0,,0.8510610461235046,0.8510610461235046,0.11578218638896942,0.0,0.8510610461235046,0.0
100,,,1.5660167932510376,,,,,,,,,,,,1.0,0.0,,0.5091719627380371,0.0,0.5091719627380371,0.0,0.133934885263443,1.0,,,,,,,
101,,,1.685488224029541,,,,,,,,,,,,1.0,0.0,,0.7428322434425354,0.0,0.7428322434425354,0.0,0.1322622001171112,1.0,,,,,,,
102,,,1.7837148904800415,,,,,,,,,,,,1.0,0.0,,1.2429871559143066,0.0,1.2429871559143066,0.0,0.13265366852283478,1.0,,,,,,,
103,,,1.1357802152633667,,,,,,,,,,,,1.0,0.0,,0.7890353202819824,0.0,0.7890353202819824,0.0,0.13215745985507965,1.0,,,,,,,
104,,,1.184601068496704,,,,,,,,,,,,1.0,0.0,,0.7788325548171997,0.0,0.7788325548171997,0.0,0.13080286979675293,1.0,,,,,,,
105,,,1.0923720598220825,,,,,,,,,,,,1.0,0.0,,1.142810583114624,0.0,1.142810583114624,0.0,0.13144366443157196,1.0,,,,,,,
106,,,1.0245862007141113,,,,,,,,,,,,1.0,0.0,,0.5061679482460022,0.0,0.5061679482460022,0.0,0.12913121283054352,1.0,,,,,,,
107,,,1.5731929540634155,,,,,,,,,,,,1.0,0.0,,0.7358302474021912,0.0,0.7358302474021912,0.0,0.12797404825687408,1.0,,,,,,,
108,,,1.6277960538864136,,,,,,,,,,,,1.0,0.0,,0.573357105255127,0.0,0.573357105255127,0.0,0.12576453387737274,1.0,,,,,,,
109,,,1.191464900970459,,,,,,,,,,,,1.0,0.0,,0.7778503894805908,0.0,0.7778503894805908,0.0,0.12471555173397064,1.0,,,,,,,
110,,,1.4790558815002441,,,,,,,,,,,,1.0,0.0,,1.3583470582962036,0.0,1.3583470582962036,0.0,0.12569022178649902,1.0,,,,,,,
111,,,1.3827587366104126,,,,,,,,,,,,1.0,0.0,,0.5288349390029907,0.0,0.5288349390029907,0.0,0.12335105240345001,1.0,,,,,,,
112,,,1.3365380764007568,,,,,,,,,,,,1.0,0.0,,0.7438716888427734,0.0,0.7438716888427734,0.0,0.12200015038251877,1.0,,,,,,,
113,,,1.2613584995269775,,,,,,,,,,,,1.0,0.0,,0.6820394396781921,0.0,0.6820394396781921,0.0,0.12095523625612259,1.0,,,,,,,
114,,,1.4219986200332642,,,,,,,,,,,,1.0,0.0,,0.5061081051826477,0.0,0.5061081051826477,0.0,0.11901769042015076,1.0,,,,,,,
115,,,1.2312891483306885,,,,,,,,,,,,1.0,0.0,,0.6491082906723022,0.0,0.6491082906723022,0.0,0.11740663647651672,1.0,,,,,,,
116,,,1.4309663772583008,,,,,,,,,,,,1.0,0.0,,0.7066890597343445,0.0,0.7066890597343445,0.0,0.11640795320272446,1.0,,,,,,,
117,,,1.813936710357666,,,,,,,,,,,,1.0,0.0,,0.5033904910087585,0.0,0.5033904910087585,0.0,0.1142127513885498,1.0,,,,,,,
118,,,1.9925477504730225,,,,,,,,,,,,1.0,0.0,,0.5906807780265808,0.0,0.5906807780265808,0.0,0.11248083412647247,1.0,,,,,,,
119,2.0,154.529541015625,1.2728718519210815,0.174154594540596,154.529541015625,1.553377389907837,0.0,5.554285526275635,0.5635510683059692,13.428001403808594,20.206283569335938,0.026840215548872948,0.4145905375480652,1.7261804342269897,1.0,0.0,,0.6756446957588196,0.0,0.6756446957588196,0.0,0.11211351305246353,1.0,0.689554750919342,,,,,,
120,,,1.0914629697799683,,,,,,,,,,,,1.0,0.0,,1.2030082941055298,0.0,1.2030082941055298,0.0,0.11416737735271454,1.0,,,,,,,
121,,,1.3367702960968018,,,,,,,,,,,,1.0,0.0,,0.8083423376083374,0.0,0.8083423376083374,0.0,0.11438358575105667,1.0,,,,,,,
122,,,1.057634949684143,,,,,,,,,,,,1.0,0.0,,0.9979564547538757,0.0,0.9979564547538757,0.0,0.11404920369386673,1.0,,,,,,,
123,,,1.3309316635131836,,,,,,,,,,,,1.0,0.0,,0.7651566863059998,0.0,0.7651566863059998,0.0,0.1127912700176239,1.0,,,,,,,
124,,,1.4090641736984253,,,,,,,,,,,,1.0,0.0,,0.5600216388702393,0.0,0.5600216388702393,0.0,0.11229304224252701,1.0,,,,,,,
125,,,1.129356861114502,,,,,,,,,,,,1.0,0.0,,0.8441597819328308,0.0,0.8441597819328308,0.0,0.11176774650812149,1.0,,,,,,,
126,,,1.5043941736221313,,,,,,,,,,,,1.0,0.0,,0.7329201698303223,0.0,0.7329201698303223,0.0,0.11124326288700104,1.0,,,,,,,
127,,,1.0633517503738403,,,,,,,,,,,,1.0,0.0,,0.5053344368934631,0.0,0.5053344368934631,0.0,0.10984202474355698,1.0,,,,,,,
128,,,2.0940890312194824,,,,,,,,,,,,1.0,0.0,,0.5444803833961487,0.0,0.5444803833961487,0.0,0.10853993147611618,1.0,,,,,,,
129,,,1.813276767730713,,,,,,,,,,,,1.0,0.0,,0.8535945415496826,0.0,0.8535945415496826,0.0,0.10743224620819092,1.0,,,,,,,
130,,,1.7280813455581665,,,,,,,,,,,,1.0,0.0,,0.5301999449729919,0.0,0.5301999449729919,0.0,0.10605693608522415,1.0,,,,,,,
131,,,2.1205062866210938,,,,,,,,,,,,1.0,0.0,,0.7677159309387207,0.0,0.7677159309387207,0.0,0.10456826537847519,1.0,,,,,,,
132,,,1.7178255319595337,,,,,,,,,,,,1.0,0.0,,0.7509835362434387,0.0,0.7509835362434387,0.0,0.10403575748205185,1.0,,,,,,,
133,,,2.6617867946624756,,,,,,,,,,,,1.0,0.0,,0.6328672766685486,0.0,0.6328672766685486,0.0,0.10274213552474976,1.0,,,,,,,
134,,,1.6683464050292969,,,,,,,,,,,,1.0,0.0,,0.7182477116584778,0.0,0.7182477116584778,0.0,0.10155562311410904,1.0,,,,,,,
135,,,1.9164445400238037,,,,,,,,,,,,1.0,0.0,,1.1339024305343628,0.0,1.1339024305343628,0.0,0.10274446755647659,1.0,,,,,,,
136,,,1.8099474906921387,,,,,,,,,,,,1.0,0.0,,0.6373428106307983,0.0,0.6373428106307983,0.0,0.10190458595752716,1.0,,,,,,,
137,,,2.499873638153076,,,,,,,,,,,,1.0,0.0,,0.6316437125205994,0.0,0.6316437125205994,0.0,0.10040442645549774,1.0,,,,,,,
138,,,1.978535771369934,,,,,,,,,,,,1.0,0.0,,0.7027581334114075,0.0,0.7027581334114075,0.0,0.0993308275938034,1.0,,,,,,,
139,,,2.093689441680908,,,,,,,,,,,,1.0,0.0,,0.7298303842544556,0.0,0.7298303842544556,0.0,0.09901920706033707,1.0,,,,,,,
140,,,1.9092475175857544,,,,,,,,,,,,1.0,0.0,,0.7287342548370361,0.0,0.7287342548370361,0.0,0.09800408780574799,1.0,,,,,,,
141,,,2.0503478050231934,,,,,,,,,,,,1.0,0.0,,0.5196999311447144,0.0,0.5196999311447144,0.0,0.09644195437431335,1.0,,,,,,,
142,,,2.423408269882202,,,,,,,,,,,,1.0,0.0,,0.837295413017273,0.0,0.837295413017273,0.0,0.09559081494808197,1.0,,,,,,,
143,,,1.894546627998352,,,,,,,,,,,,1.0,0.0,,0.7995204925537109,0.0,0.7995204925537109,0.0,0.09532346576452255,1.0,,,,,,,
144,,,1.453545093536377,,,,,,,,,,,,1.0,0.0,,0.7344008684158325,0.0,0.7344008684158325,0.0,0.09445878118276596,1.0,,,,,,,
145,,,1.6940639019012451,,,,,,,,,,,,1.0,0.0,,0.7728001475334167,0.0,0.7728001475334167,0.0,0.0934314951300621,1.0,,,,,,,
146,,,2.2948341369628906,,,,,,,,,,,,1.0,0.0,,1.0358836650848389,0.0,1.0358836650848389,0.0,0.09240660816431046,1.0,,,,,,,
147,,,1.5665735006332397,,,,,,,,,,,,1.0,0.0,,0.6566184163093567,0.0,0.6566184163093567,0.0,0.09135311096906662,1.0,,,,,,,
148,,,2.2486376762390137,,,,,,,,,,,,1.0,0.0,,0.7358747720718384,0.0,0.7358747720718384,0.0,0.0903998538851738,1.0,,,,,,,
149,3.0,,2.0709311962127686,,,,,,,,,,,,1.0,0.0,0.0009702990064397454,0.5843331217765808,0.0,0.5843331217765808,0.0,0.08998104929924011,1.0,,0.5843331217765808,0.5843331217765808,0.05257890745997429,0.0,0.5843331217765808,0.0
150,,,3.2101542949676514,,,,,,,,,,,,1.0,0.0,,0.6169601082801819,0.0,0.6169601082801819,0.0,0.08903409540653229,1.0,,,,,,,
151,,,2.122570753097534,,,,,,,,,,,,1.0,0.0,,0.6376326084136963,0.0,0.6376326084136963,0.0,0.08808669447898865,1.0,,,,,,,
152,,,1.6710617542266846,,,,,,,,,,,,1.0,0.0,,0.6595908403396606,0.0,0.6595908403396606,0.0,0.08752477914094925,1.0,,,,,,,
153,,,1.3179559707641602,,,,,,,,,,,,1.0,0.0,,0.6894920468330383,0.0,0.6894920468330383,0.0,0.0868656113743782,1.0,,,,,,,
154,,,1.4922113418579102,,,,,,,,,,,,1.0,0.0,,0.9100417494773865,0.0,0.9100417494773865,0.0,0.08654891699552536,1.0,,,,,,,
155,,,1.3990142345428467,,,,,,,,,,,,1.0,0.0,,0.6628966331481934,0.0,0.6628966331481934,0.0,0.08561024069786072,1.0,,,,,,,
156,,,1.5171505212783813,,,,,,,,,,,,1.0,0.0,,1.509039044380188,0.0,1.509039044380188,0.0,0.08710827678442001,1.0,,,,,,,
157,,,1.8994908332824707,,,,,,,,,,,,1.0,0.0,,1.7117723226547241,0.0,1.7117723226547241,0.0,0.08790738880634308,1.0,,,,,,,
158,,,1.4577782154083252,,,,,,,,,,,,1.0,0.0,,0.8826864361763,0.0,0.8826864361763,0.0,0.08812255412340164,1.0,,,,,,,
