step,epoch,final_spec_losses_weighted/2048_spectrogram_mag,in_domain_validation_losses/loss_total,in_domain_validation_losses/raw_params_loss,in_domain_validation_losses/raw_spec_loss,in_domain_validation_losses/weighted_params_loss,in_domain_validation_losses/weighted_spec_loss,in_domain_validation_metrics/lsd_value,in_domain_validation_metrics/mean_average_error,in_domain_validation_metrics/mfcc_mae,in_domain_validation_metrics/paper_lsd_value,in_domain_validation_metrics/pearson_fft,in_domain_validation_metrics/pearson_stft,in_domain_validation_metrics/spectral_convergence_value,loss/parameters_decay_factor,loss/spec_loss_rampup_factor,lr-Adam,normalized_losses/post_rampup_weighted_params_loss,normalized_losses/post_rampup_weighted_spec_loss,normalized_losses/pre_rampup_normalized_parameters_loss,normalized_losses/pre_rampup_normalized_spectrogram_loss,normalized_losses/running_avg_parameters_loss,normalized_losses/running_avg_spectrogram_loss,train_loss_epoch,train_loss_step,train_losses/loss_total,train_losses/raw_params_loss,train_losses/raw_spec_loss,train_losses/weighted_params_loss,train_losses/weighted_spec_loss
932,,,0.39973321557044983,,,,,,,,,,,,1.0,0.0,,0.7443225383758545,0.0,0.7443225383758545,0.0,0.029512569308280945,1.0,,,,,,,
933,,,0.3450605273246765,,,,,,,,,,,,1.0,0.0,,0.6112212538719177,0.0,0.6112212538719177,0.0,0.029491284862160683,1.0,,,,,,,
934,,,0.44190362095832825,,,,,,,,,,,,1.0,0.0,,0.9222046136856079,0.0,0.9222046136856079,0.0,0.029998160898685455,1.0,,,,,,,
935,,,0.3930511772632599,,,,,,,,,,,,1.0,0.0,,2.885733127593994,0.0,2.885733127593994,0.0,0.030565615743398666,1.0,,,,,,,
936,,,0.4110523462295532,,,,,,,,,,,,1.0,0.0,,0.8519538044929504,0.0,0.8519538044929504,0.0,0.030471883714199066,1.0,,,,,,,
937,,,0.348506897687912,,,,,,,,,,,,1.0,0.0,,1.094757080078125,0.0,1.094757080078125,0.0,0.030437471345067024,1.0,,,,,,,
938,,,0.413331538438797,,,,,,,,,,,,1.0,0.0,,0.6215567588806152,0.0,0.6215567588806152,0.0,0.030460450798273087,1.0,,,,,,,
939,,,0.407162070274353,,,,,,,,,,,,1.0,0.0,,1.6090153455734253,0.0,1.6090153455734253,0.0,0.030492132529616356,1.0,,,,,,,
940,,,0.38396215438842773,,,,,,,,,,,,1.0,0.0,,0.6734326481819153,0.0,0.6734326481819153,0.0,0.03044714592397213,1.0,,,,,,,
941,,,0.38250014185905457,,,,,,,,,,,,1.0,0.0,,1.037805438041687,0.0,1.037805438041687,0.0,0.03021925315260887,1.0,,,,,,,
942,,,0.38417625427246094,,,,,,,,,,,,1.0,0.0,,0.8236943483352661,0.0,0.8236943483352661,0.0,0.030180679634213448,1.0,,,,,,,
943,,,0.4222712218761444,,,,,,,,,,,,1.0,0.0,,1.0757554769515991,0.0,1.0757554769515991,0.0,0.030518509447574615,1.0,,,,,,,
944,,,0.42868664860725403,,,,,,,,,,,,1.0,0.0,,0.6688408255577087,0.0,0.6688408255577087,0.0,0.030053602531552315,1.0,,,,,,,
945,,,0.43428662419319153,,,,,,,,,,,,1.0,0.0,,0.8068828582763672,0.0,0.8068828582763672,0.0,0.029907632619142532,1.0,,,,,,,
946,,,0.4045538604259491,,,,,,,,,,,,1.0,0.0,,0.8637973070144653,0.0,0.8637973070144653,0.0,0.029930438846349716,1.0,,,,,,,
947,,,0.399801105260849,,,,,,,,,,,,1.0,0.0,,0.7095838189125061,0.0,0.7095838189125061,0.0,0.029648274183273315,1.0,,,,,,,
948,,,0.41156530380249023,,,,,,,,,,,,1.0,0.0,,0.6104445457458496,0.0,0.6104445457458496,0.0,0.02954593487083912,1.0,,,,,,,
949,23.0,,0.3552965223789215,,,,,,,,,,,,1.0,0.0,0.0007936143083497882,0.7816469073295593,0.0,0.7816469073295593,0.0,0.029778655618429184,1.0,,0.7816469073295593,0.7816469073295593,0.023276394233107567,0.0,0.7816469073295593,0.0
950,,,0.4550149440765381,,,,,,,,,,,,1.0,0.0,,0.7912184000015259,0.0,0.7912184000015259,0.0,0.02964102104306221,1.0,,,,,,,
951,,,0.4047278165817261,,,,,,,,,,,,1.0,0.0,,0.8375577330589294,0.0,0.8375577330589294,0.0,0.029474029317498207,1.0,,,,,,,
952,,,0.4232393503189087,,,,,,,,,,,,1.0,0.0,,1.0260460376739502,0.0,1.0260460376739502,0.0,0.029611265286803246,1.0,,,,,,,
953,,,0.35879477858543396,,,,,,,,,,,,1.0,0.0,,1.2757320404052734,0.0,1.2757320404052734,0.0,0.03002888709306717,1.0,,,,,,,
954,,,0.4255707263946533,,,,,,,,,,,,1.0,0.0,,2.242539882659912,0.0,2.242539882659912,0.0,0.03042728640139103,1.0,,,,,,,
955,,,0.4192446768283844,,,,,,,,,,,,1.0,0.0,,0.9798387289047241,0.0,0.9798387289047241,0.0,0.030193593353033066,1.0,,,,,,,
956,,,0.3953589200973511,,,,,,,,,,,,1.0,0.0,,0.8406410813331604,0.0,0.8406410813331604,0.0,0.03023834154009819,1.0,,,,,,,
957,,,0.39381226897239685,,,,,,,,,,,,1.0,0.0,,0.584159791469574,0.0,0.584159791469574,0.0,0.030075713992118835,1.0,,,,,,,
958,,,0.39556893706321716,,,,,,,,,,,,1.0,0.0,,0.9314978718757629,0.0,0.9314978718757629,0.0,0.029924815520644188,1.0,,,,,,,
959,23.0,95.2479476928711,0.4347778856754303,0.06818099319934845,95.2479476928711,2.282878875732422,0.0,3.8707025051116943,0.3917195200920105,7.4889068603515625,17.065895080566406,0.06714188307523727,0.8388795852661133,0.8166192173957825,1.0,0.0,,0.8058035373687744,0.0,0.8058035373687744,0.0,0.029866231605410576,1.0,0.9825695157051086,,,,,,
960,,,0.440947949886322,,,,,,,,,,,,1.0,0.0,,2.3132779598236084,0.0,2.3132779598236084,0.0,0.030377114191651344,1.0,,,,,,,
961,,,0.4466323256492615,,,,,,,,,,,,1.0,0.0,,0.9014506340026855,0.0,0.9014506340026855,0.0,0.030455827713012695,1.0,,,,,,,
962,,,0.4160268306732178,,,,,,,,,,,,1.0,0.0,,1.2891271114349365,0.0,1.2891271114349365,0.0,0.030455898493528366,1.0,,,,,,,
963,,,0.4111354947090149,,,,,,,,,,,,1.0,0.0,,0.7464695572853088,0.0,0.7464695572853088,0.0,0.030416864901781082,1.0,,,,,,,
964,,,0.42322245240211487,,,,,,,,,,,,1.0,0.0,,0.6687877774238586,0.0,0.6687877774238586,0.0,0.030604287981987,1.0,,,,,,,
965,,,0.3654121458530426,,,,,,,,,,,,1.0,0.0,,1.3344889879226685,0.0,1.3344889879226685,0.0,0.031049218028783798,1.0,,,,,,,
966,,,0.4679662883281708,,,,,,,,,,,,1.0,0.0,,0.7959508895874023,0.0,0.7959508895874023,0.0,0.03099035657942295,1.0,,,,,,,
967,,,0.41627416014671326,,,,,,,,,,,,1.0,0.0,,0.880242109298706,0.0,0.880242109298706,0.0,0.03116876445710659,1.0,,,,,,,
968,,,0.4353245198726654,,,,,,,,,,,,1.0,0.0,,0.7873890399932861,0.0,0.7873890399932861,0.0,0.031017502769827843,1.0,,,,,,,
969,,,0.36903196573257446,,,,,,,,,,,,1.0,0.0,,1.139464020729065,0.0,1.139464020729065,0.0,0.03073762357234955,1.0,,,,,,,
970,,,0.43772318959236145,,,,,,,,,,,,1.0,0.0,,0.6699949502944946,0.0,0.6699949502944946,0.0,0.030620375648140907,1.0,,,,,,,
971,,,0.43123307824134827,,,,,,,,,,,,1.0,0.0,,0.6982048749923706,0.0,0.6982048749923706,0.0,0.030562635511159897,1.0,,,,,,,
972,,,0.40661105513572693,,,,,,,,,,,,1.0,0.0,,0.8124017119407654,0.0,0.8124017119407654,0.0,0.030328210443258286,1.0,,,,,,,
973,,,0.4049399793148041,,,,,,,,,,,,1.0,0.0,,1.364852786064148,0.0,1.364852786064148,0.0,0.030869117006659508,1.0,,,,,,,
974,,,0.4068332314491272,,,,,,,,,,,,1.0,0.0,,0.751676082611084,0.0,0.751676082611084,0.0,0.030599646270275116,1.0,,,,,,,
975,,,0.44715768098831177,,,,,,,,,,,,1.0,0.0,,0.5929582118988037,0.0,0.5929582118988037,0.0,0.030461816117167473,1.0,,,,,,,
976,,,0.4533492922782898,,,,,,,,,,,,1.0,0.0,,1.002871036529541,0.0,1.002871036529541,0.0,0.030171971768140793,1.0,,,,,,,
977,,,0.45923101902008057,,,,,,,,,,,,1.0,0.0,,1.4943714141845703,0.0,1.4943714141845703,0.0,0.030041974037885666,1.0,,,,,,,
978,,,0.42771652340888977,,,,,,,,,,,,1.0,0.0,,0.6947107315063477,0.0,0.6947107315063477,0.0,0.02974614128470421,1.0,,,,,,,
979,,,0.4226173460483551,,,,,,,,,,,,1.0,0.0,,0.5600020885467529,0.0,0.5600020885467529,0.0,0.029501480981707573,1.0,,,,,,,
980,,,0.4350959360599518,,,,,,,,,,,,1.0,0.0,,0.6094095706939697,0.0,0.6094095706939697,0.0,0.029537145048379898,1.0,,,,,,,
981,,,0.3757137656211853,,,,,,,,,,,,1.0,0.0,,1.047914743423462,0.0,1.047914743423462,0.0,0.0293961800634861,1.0,,,,,,,
982,,,0.4810713827610016,,,,,,,,,,,,1.0,0.0,,1.1680796146392822,0.0,1.1680796146392822,0.0,0.029343318194150925,1.0,,,,,,,
983,,,0.42803245782852173,,,,,,,,,,,,1.0,0.0,,0.8624697327613831,0.0,0.8624697327613831,0.0,0.02932354249060154,1.0,,,,,,,
984,,,0.4475476145744324,,,,,,,,,,,,1.0,0.0,,0.6879847049713135,0.0,0.6879847049713135,0.0,0.029329588636755943,1.0,,,,,,,
985,,,0.37938132882118225,,,,,,,,,,,,1.0,0.0,,0.635238528251648,0.0,0.635238528251648,0.0,0.029064971953630447,1.0,,,,,,,
986,,,0.4500097334384918,,,,,,,,,,,,1.0,0.0,,0.7317697405815125,0.0,0.7317697405815125,0.0,0.029058480635285378,1.0,,,,,,,
987,,,0.4433274269104004,,,,,,,,,,,,1.0,0.0,,1.808267593383789,0.0,1.808267593383789,0.0,0.029255077242851257,1.0,,,,,,,
988,,,0.4180770516395569,,,,,,,,,,,,1.0,0.0,,1.0275774002075195,0.0,1.0275774002075195,0.0,0.02917545475065708,1.0,,,,,,,
989,,,0.41625985503196716,,,,,,,,,,,,1.0,0.0,,1.236146092414856,0.0,1.236146092414856,0.0,0.029270928353071213,1.0,,,,,,,
990,,,0.4182370901107788,,,,,,,,,,,,1.0,0.0,,1.443756103515625,0.0,1.443756103515625,0.0,0.02932644635438919,1.0,,,,,,,
991,,,0.45973265171051025,,,,,,,,,,,,1.0,0.0,,1.171638011932373,0.0,1.171638011932373,0.0,0.029519489035010338,1.0,,,,,,,
992,,,0.46568647027015686,,,,,,,,,,,,1.0,0.0,,1.500270128250122,0.0,1.500270128250122,0.0,0.029797712340950966,1.0,,,,,,,
993,,,0.4717271029949188,,,,,,,,,,,,1.0,0.0,,1.369579792022705,0.0,1.369579792022705,0.0,0.029756641015410423,1.0,,,,,,,
994,,,0.4393136501312256,,,,,,,,,,,,1.0,0.0,,0.6486156582832336,0.0,0.6486156582832336,0.0,0.029462315142154694,1.0,,,,,,,
995,,,0.4340057075023651,,,,,,,,,,,,1.0,0.0,,0.9163377285003662,0.0,0.9163377285003662,0.0,0.029566919431090355,1.0,,,,,,,
996,,,0.4468446671962738,,,,,,,,,,,,1.0,0.0,,0.9383751749992371,0.0,0.9383751749992371,0.0,0.029783831909298897,1.0,,,,,,,
997,,,0.3859052360057831,,,,,,,,,,,,1.0,0.0,,0.7612424492835999,0.0,0.7612424492835999,0.0,0.029669739305973053,1.0,,,,,,,
998,,,0.4940907955169678,,,,,,,,,,,,1.0,0.0,,0.972838819026947,0.0,0.972838819026947,0.0,0.02974831499159336,1.0,,,,,,,
999,24.0,68.35541534423828,0.4396262764930725,0.20499271154403687,68.35541534423828,6.904186248779297,0.0,3.9471652507781982,0.40148717164993286,8.008544921875,17.055627822875977,0.09195582568645477,0.8846487998962402,0.8569768071174622,1.0,0.0,0.0007856781594455242,0.8091318011283875,0.0,0.8091318011283875,0.0,0.029691072180867195,1.0,0.9965734481811523,0.8091318011283875,0.8091318011283875,0.02402399107813835,0.0,0.8091318011283875,0.0
1000,,,0.4597150981426239,,,,,,,,,,,,1.0,0.0,,0.0004109828732907772,0.0,0.0004109828732907772,0.9193207025527954,87.81421661376953,87.88512420654297,,,,,,,
1001,,,0.3896961808204651,,,,,,,,,,,,1.0,0.0,,0.0004168871382717043,0.0,0.0004168871382717043,1.2495938539505005,88.10447692871094,87.88512420654297,,,,,,,
1002,,,0.46225646138191223,,,,,,,,,,,,1.0,0.0,,0.0009635332389734685,0.0,0.0009635332389734685,1.2996097803115845,88.1484375,87.88512420654297,,,,,,,
1003,,,0.4553632438182831,,,,,,,,,,,,1.0,0.0,,0.00046130764530971646,0.0,0.00046130764530971646,0.9516744017601013,87.8426513671875,87.88512420654297,,,,,,,
1004,,,0.4294380247592926,,,,,,,,,,,,1.0,0.0,,0.0015529724769294262,0.0,0.0015529724769294262,1.1561111211776733,88.02232360839844,87.88512420654297,,,,,,,
1005,,,0.42746230959892273,,,,,,,,,,,,1.0,0.0,,0.001304551842622459,0.0,0.001304551842622459,1.2074531316757202,88.06744384765625,87.88512420654297,,,,,,,
1006,,,0.4295988380908966,,,,,,,,,,,,1.0,0.0,,0.0014231797540560365,0.0,0.0014231797540560365,1.1060396432876587,87.97831726074219,87.88512420654297,,,,,,,
1007,,,0.4722190499305725,,,,,,,,,,,,1.0,0.0,,0.0024865351151674986,0.0,0.0024865351151674986,1.1553945541381836,88.02169036865234,87.88512420654297,,,,,,,
1008,,,0.47835665941238403,,,,,,,,,,,,1.0,0.0,,0.0019738173577934504,0.0,0.0019738173577934504,1.0705108642578125,87.94709014892578,87.88512420654297,,,,,,,
1009,,,0.4845521152019501,,,,,,,,,,,,1.0,0.0,,0.0020420532673597336,0.0,0.0020420532673597336,1.169123649597168,88.03376007080078,87.88512420654297,,,,,,,
1010,,,0.45130467414855957,,,,,,,,,,,,1.0,0.0,,0.00246307416819036,0.0,0.00246307416819036,1.2480792999267578,88.1031494140625,87.88512420654297,,,,,,,
1011,,,0.44550105929374695,,,,,,,,,,,,1.0,0.0,,0.002549313474446535,0.0,0.002549313474446535,1.121233582496643,87.99166870117188,87.88512420654297,,,,,,,
1012,,,0.45911991596221924,,,,,,,,,,,,1.0,0.0,,0.002989096101373434,0.0,0.002989096101373434,1.1134189367294312,87.98480224609375,87.88512420654297,,,,,,,
1013,,,0.3966633975505829,,,,,,,,,,,,1.0,0.0,,0.001939132111147046,0.0,0.001939132111147046,0.9908974170684814,87.87712097167969,87.88512420654297,,,,,,,
1014,,,0.507300615310669,,,,,,,,,,,,1.0,0.0,,0.0022870663087815046,0.0,0.0022870663087815046,0.9064185619354248,87.8028793334961,87.88512420654297,,,,,,,
1015,,,0.4516928493976593,,,,,,,,,,,,1.0,0.0,,0.002734983107075095,0.0,0.002734983107075095,1.0915439128875732,87.965576171875,87.88512420654297,,,,,,,
1016,,,0.47200849652290344,,,,,,,,,,,,1.0,0.0,,0.003259016200900078,0.0,0.003259016200900078,1.191300392150879,88.0532455444336,87.88512420654297,,,,,,,
1017,,,0.40008679032325745,,,,,,,,,,,,1.0,0.0,,0.003143868176266551,0.0,0.003143868176266551,1.1535534858703613,88.02007293701172,87.88512420654297,,,,,,,
1018,,,0.4745996296405792,,,,,,,,,,,,1.0,0.0,,0.0027280733920633793,0.0,0.0027280733920633793,1.1110854148864746,87.98274993896484,87.88512420654297,,,,,,,
1019,,,0.46757766604423523,,,,,,,,,,,,1.0,0.0,,0.0028055114671587944,0.0,0.0028055114671587944,0.9575973749160767,87.84785461425781,87.88512420654297,,,,,,,
1020,,,0.4412706196308136,,,,,,,,,,,,1.0,0.0,,0.003133767982944846,0.0,0.003133767982944846,1.0751367807388306,87.95115661621094,87.88512420654297,,,,,,,
1021,,,0.4389151632785797,,,,,,,,,,,,1.0,0.0,,0.0034499315079301596,0.0,0.0034499315079301596,1.1534119844436646,88.01995086669922,87.88512420654297,,,,,,,
1022,,,0.4411291480064392,,,,,,,,,,,,1.0,0.0,,0.0032227765768766403,0.0,0.0032227765768766403,1.1119736433029175,87.98352813720703,87.88512420654297,,,,,,,
1023,,,0.4849967062473297,,,,,,,,,,,,1.0,0.0,,0.003014881396666169,0.0,0.003014881396666169,1.0564497709274292,87.93473052978516,87.88512420654297,,,,,,,
1024,,,0.4907706081867218,,,,,,,,,,,,1.0,0.0,,0.002933577634394169,0.0,0.002933577634394169,1.0669499635696411,87.94396209716797,87.88512420654297,,,,,,,
1025,,,0.49708259105682373,,,,,,,,,,,,1.0,0.0,,0.0024969473015516996,0.0,0.0024969473015516996,1.0773330926895142,87.95308685302734,87.88512420654297,,,,,,,
1026,,,0.46313318610191345,,,,,,,,,,,,1.0,0.0,,0.0032925023697316647,0.0,0.0032925023697316647,1.0672309398651123,87.94420623779297,87.88512420654297,,,,,,,
1027,,,0.456996351480484,,,,,,,,,,,,1.0,0.0,,0.0022424189373850822,0.0,0.0022424189373850822,0.9079667329788208,87.80423736572266,87.88512420654297,,,,,,,
1028,,,0.47108203172683716,,,,,,,,,,,,1.0,0.0,,0.002749912440776825,0.0,0.002749912440776825,0.9462770223617554,87.83790588378906,87.88512420654297,,,,,,,
1029,,,0.4068804085254669,,,,,,,,,,,,1.0,0.0,,0.0029132533818483353,0.0,0.0029132533818483353,0.992837131023407,87.87882995605469,87.88512420654297,,,,,,,
1030,,,0.5205100774765015,,,,,,,,,,,,1.0,0.0,,0.003204478183761239,0.0,0.003204478183761239,1.1153150796890259,87.98646545410156,87.88512420654297,,,,,,,
1031,,,0.46326419711112976,,,,,,,,,,,,1.0,0.0,,0.003534270916134119,0.0,0.003534270916134119,1.1009924411773682,87.973876953125,87.88512420654297,,,,,,,
1032,,,0.4843025207519531,,,,,,,,,,,,1.0,0.0,,0.0033570576924830675,0.0,0.0033570576924830675,1.116715431213379,87.98770141601562,87.88512420654297,,,,,,,
1033,,,0.4104386270046234,,,,,,,,,,,,1.0,0.0,,0.004337545949965715,0.0,0.004337545949965715,1.3415040969848633,88.18525695800781,87.88512420654297,,,,,,,
1034,,,0.48690277338027954,,,,,,,,,,,,1.0,0.0,,0.0028298550751060247,0.0,0.0028298550751060247,1.0601575374603271,87.93799591064453,87.88512420654297,,,,,,,
1035,,,0.4797172546386719,,,,,,,,,,,,1.0,0.0,,0.003401967929676175,0.0,0.003401967929676175,1.1297767162322998,87.99917602539062,87.88512420654297,,,,,,,
1036,,,0.45271778106689453,,,,,,,,,,,,1.0,0.0,,0.0027127626817673445,0.0,0.0027127626817673445,0.9387747049331665,87.83131408691406,87.88512420654297,,,,,,,
1037,,,0.45038262009620667,,,,,,,,,,,,1.0,0.0,,0.0028007617220282555,0.0,0.0028007617220282555,0.9524683952331543,87.84334564208984,87.88512420654297,,,,,,,
1038,,,0.45270267128944397,,,,,,,,,,,,1.0,0.0,,0.003641759976744652,0.0,0.003641759976744652,1.0854073762893677,87.9601821899414,87.88512420654297,,,,,,,
1039,25.0,83.5580062866211,0.49762365221977234,0.3731021583080292,83.5580062866211,0.004238754976540804,0.0,6.279002666473389,0.682269811630249,13.795746803283691,21.257104873657227,0.029098404571413994,0.4496464729309082,1.312198281288147,1.0,0.0,,0.0033172292169183493,0.0,0.0033172292169183493,1.1553341150283813,88.02163696289062,87.88512420654297,0.002621645573526621,,,,,,
1040,,,0.5032263398170471,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.0029438987839967012,0.012666868977248669,0.002983681159093976,0.950015127658844,87.84119415283203,87.88512420654297,,,,,,,
1041,,,0.5097560286521912,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.002882758155465126,0.013262576423585415,0.0029217142146080732,0.9946932196617126,87.88045501708984,87.88512420654297,,,,,,,
1042,,,0.47513604164123535,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.003149953670799732,0.014356162399053574,0.0031925204675644636,1.0767121315002441,87.9525375366211,87.88512420654297,,,,,,,
1043,,,0.4687487483024597,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.0030765400733798742,0.01333136111497879,0.00311811501160264,0.9998520612716675,87.88499450683594,87.88512420654297,,,,,,,
1044,,,0.4832371175289154,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.002896292833611369,0.013483462855219841,0.0029354318976402283,1.01125967502594,87.89501953125,87.88512420654297,,,,,,,
1045,,,0.41702091693878174,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.0035372788552194834,0.015404070727527142,0.0035850799176841974,1.15530526638031,88.02161407470703,87.88512420654297,,,,,,,
1046,,,0.5339781641960144,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.0033948146738111973,0.014779713936150074,0.0034406904596835375,1.1084785461425781,87.98046112060547,87.88512420654297,,,,,,,
1047,,,0.47484874725341797,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.003575050737708807,0.015287021175026894,0.0036233621649444103,1.146526575088501,88.01390075683594,87.88512420654297,,,,,,,
1048,,,0.49676525592803955,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.0029372158460319042,0.013685835525393486,0.0029769078828394413,1.0264376401901245,87.90835571289062,87.88512420654297,,,,,,,
1049,26.0,84.3901596069336,0.4208855628967285,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,0.0007700431742705405,0.003167283721268177,0.012803100980818272,0.0032100847456604242,0.9602325558662415,87.85017395019531,87.88512420654297,,0.01597038470208645,0.01597038470208645,0.28200650215148926,84.3901596069336,0.003167283721268177,0.012803100980818272
1050,,,0.49927327036857605,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.0023810553830116987,0.013136391527950764,0.0024132318794727325,0.9852293133735657,87.87213897705078,87.88512420654297,,,,,,,
1051,,,0.491990864276886,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.0031629977747797966,0.014221678487956524,0.0032057410571724176,1.0666258335113525,87.94367980957031,87.88512420654297,,,,,,,
1052,,,0.46419721841812134,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.00402054563164711,0.016432516276836395,0.004074877128005028,1.2324386835098267,88.08940124511719,87.88512420654297,,,,,,,
1053,,,0.4621869623661041,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.0031995177268981934,0.014113674871623516,0.003242754377424717,1.058525562286377,87.93656158447266,87.88512420654297,,,,,,,
1054,,,0.46450284123420715,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.0033758552744984627,0.01384676806628704,0.0034214749466627836,1.0385075807571411,87.9189682006836,87.88512420654297,,,,,,,
1055,,,0.5103209614753723,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.003565161721780896,0.014424030669033527,0.003613339504227042,1.081802248954773,87.95701599121094,87.88512420654297,,,,,,,
1056,,,0.5155378580093384,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.004188524559140205,0.016138717532157898,0.004245126154273748,1.2104038000106812,88.07003784179688,87.88512420654297,,,,,,,
1057,,,0.5221885442733765,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.0030674096196889877,0.013216902501881123,0.003108861157670617,0.9912676811218262,87.87744903564453,87.88512420654297,,,,,,,
1058,,,0.486756831407547,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.0030619732569903135,0.01351335272192955,0.0031033512204885483,1.0135014057159424,87.89698791503906,87.88512420654297,,,,,,,
1059,,,0.4803597033023834,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.003180431667715311,0.013902273960411549,0.003223410341888666,1.042670488357544,87.92262268066406,87.88512420654297,,,,,,,
1060,,,0.49506229162216187,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.003588911611586809,0.015984516590833664,0.003637410467490554,1.198838710784912,88.05987548828125,87.88512420654297,,,,,,,
1061,,,0.4271577000617981,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.0035676173865795135,0.015490942634642124,0.003615828463807702,1.161820650100708,88.02733612060547,87.88512420654297,,,,,,,
1062,,,0.5471336245536804,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.0034019562881439924,0.014014196582138538,0.003447928698733449,1.0510647296905518,87.93000030517578,87.88512420654297,,,,,,,
1063,,,0.486451119184494,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.0033775651827454567,0.014321664348244667,0.0034232079051434994,1.074124813079834,87.95026397705078,87.88512420654297,,,,,,,
1064,,,0.5089143514633179,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.0028047249652445316,0.012574856169521809,0.0028426265344023705,0.943114161491394,87.83512878417969,87.88512420654297,,,,,,,
1065,,,0.43116071820259094,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.0030700177885591984,0.012455891817808151,0.0031115044839680195,0.934191882610321,87.82728576660156,87.88512420654297,,,,,,,
1066,,,0.511480450630188,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.003314045025035739,0.015130957588553429,0.00335882930085063,1.1348217725753784,88.00360870361328,87.88512420654297,,,,,,,
1067,,,0.5041025280952454,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.0038806642405688763,0.01665986329317093,0.003933105617761612,1.249489665031433,88.10438537597656,87.88512420654297,,,,,,,
1068,,,0.47552770376205444,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.0032150321640074253,0.015326296910643578,0.003258478594943881,1.1494722366333008,88.01648712158203,87.88512420654297,,,,,,,
1069,,,0.47352397441864014,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.003267371328547597,0.01425239723175764,0.0033115248661488295,1.0689297914505005,87.9457015991211,87.88512420654297,,,,,,,
1070,,,0.47595396637916565,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.0026781370397657156,0.0132364546880126,0.0027143280021846294,0.9927340745925903,87.87873840332031,87.88512420654297,,,,,,,
1071,,,0.5227160453796387,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.002615123987197876,0.012865920551121235,0.0026504634879529476,0.9649440050125122,87.85431671142578,87.88512420654297,,,,,,,
1072,,,0.5278468728065491,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.0025930539704859257,0.014840841293334961,0.0026280952151864767,1.113063097000122,87.98448944091797,87.88512420654297,,,,,,,
1073,,,0.5346304178237915,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.0034447340294718742,0.014979449100792408,0.0034912845585495234,1.1234586238861084,87.99362182617188,87.88512420654297,,,,,,,
1074,,,0.4983789622783661,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.0029687851201742887,0.013483906164765358,0.0030089037027209997,1.0112929344177246,87.89505004882812,87.88512420654297,,,,,,,
1075,,,0.4918866753578186,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.002581388922408223,0.013016760349273682,0.0026162725407630205,0.9762570261955261,87.8642578125,87.88512420654297,,,,,,,
1076,,,0.5068667531013489,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.0032922399695962667,0.014286522753536701,0.0033367297146469355,1.0714892148971558,87.94795227050781,87.88512420654297,,,,,,,
1077,,,0.43729615211486816,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.0032330334652215242,0.013664928264915943,0.0032767229713499546,1.0248695611953735,87.906982421875,87.88512420654297,,,,,,,
1078,,,0.5602418184280396,,,,,,,,,,,,0.9866666793823242,0.013333333656191826,,0.00354784051887691,0.0145363574847579,0.003595784306526184,1.0902267694473267,87.96441650390625,87.88512420654297,,,,,,,
