id,filename,best_loss,nmse_6d,mu_rel_error,runtime_s,n_restarts,n_epochs,loss_name,mu_mode,raw7_feasible,est_mu,gt_mu,est_D_div_mu,gt_D_div_mu,est_T0_div_mu,gt_T0_div_mu,est_Ly,gt_Ly,est_op_x,gt_op_x,est_op_y,gt_op_y
0001,random_IR_0001.npz,1.0627144497732388e-08,0.031236900225532233,0.11151377558497305,25.088950634002686,4,100,L1_STFT,profile,False,54.386905670166016,48.930482792750816,4.358828067779541,13.780474006253689,29.689990997314453,12.31885144054178,3.743251323699951,2.691559161389242,0.7373815774917603,0.8264881154026615,0.786565899848938,0.7244177335187193
