id,filename,best_loss,nmse_6d,mu_rel_error,runtime_s,n_restarts,n_epochs,loss_name,mu_mode,raw7_feasible,est_mu,gt_mu,est_D_div_mu,gt_D_div_mu,est_T0_div_mu,gt_T0_div_mu,est_Ly,gt_Ly,est_op_x,gt_op_x,est_op_y,gt_op_y
0001,random_IR_0001.npz,1.0167679143080477e-08,0.032459500238777285,0.5728849682518475,20.439107418060303,4,100,L1_STFT,profile,False,76.96202087402344,48.930482792750816,31.82451057434082,13.780474006253689,47.79000473022461,12.31885144054178,2.150251865386963,2.691559161389242,0.7470629811286926,0.8264881154026615,0.6203519701957703,0.7244177335187193
