id,filename,best_loss,gt_loss,loss_ratio,nmse_6d,nmse_7d,evals_spent,waves,mu_rel_error,runtime_s,space,normalize,n_restarts,n_epochs,loss_name,est_mu,gt_mu,est_D_div_mu,gt_D_div_mu,est_T0_div_mu,gt_T0_div_mu,est_Ly,gt_Ly,est_op_x,gt_op_x,est_op_y,gt_op_y,est_raw_E,gt_raw_E,est_raw_rho,gt_raw_rho,est_raw_h,gt_raw_h,est_raw_Ly,gt_raw_Ly,est_raw_T0,gt_raw_T0,est_raw_op_x,gt_raw_op_x,est_raw_op_y,gt_raw_op_y
0001,random_IR_0001.npz,1.4776379989381305e-13,2.930500894032795e-13,0.5042271107806031,6.498947794749978e-14,0.02880265466566385,48000,2,1.9693247606110063e-07,378.66002106666565,raw7,False,16,3000,L1_STFT,48.93049242875095,48.93048279274982,13.780478097738586,13.78047400625313,12.318825434784266,12.31885144054203,2.6915588676929474,2.691559161389242,0.8264879387617111,0.8264881154026615,0.7244174951314926,0.7244177335187193,196374029040.3366,131819184298.85242,14474.674468040466,12673.80384034166,0.0033804209232330324,0.0038607574654896,2.6915588676929474,2.691559161389242,602.7661946678162,602.7673484378831,0.8264879387617111,0.8264881154026615,0.7244174951314926,0.7244177335187193
