step,epoch,epoch,lr-Adam,lw/param_w,lw/perc_w,lw/sw_w,train/param_grad/AMP_0,train/param_grad/AMP_1,train/param_grad/BFRQ_0,train/param_grad/CUTOFF_0,train/param_grad/MULT_0,train/param_grad/M_OSC_0,train/param_grad/M_OSC_1,train/param_grad/Q_FILT_0,train/total,val_id/loud,val_id/lsd,val_id/mfcc,val_id/param,val_id/param_group/harmor_amplitudes,val_id/param_group/harmor_cutoff,val_id/param_group/harmor_f0_hz,val_id/param_group/harmor_f0_mult,val_id/param_group/harmor_osc_mix,val_id/param_group/harmor_q,val_id/perc,val_id/spec,val_id/wave,val_ood/loud,val_ood/lsd,val_ood/mfcc,val_ood/param,val_ood/perc,val_ood/spec,val_ood/wave
9449,37,,0.000780431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499,37,37,0.000780431,10,0,0,4.78684e-05,4.84238e-05,0.0260416,9.19424e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.329774,6.06109,14.8803,1.28702,0.0515424,0.048455,0.0329687,0.00654424,0.0369344,0.100372,0.0839801,0,5.18005,0,6.05155,17.4599,2.57661,0,0,9.94899,0
9549,38,,0.00077522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9599,38,,0.00077522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9649,38,,0.00077522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9699,38,,0.00077522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9749,38,38,0.00077522,10,0,0,4.78135e-05,4.83381e-05,0.0260416,9.18776e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.323488,6.03587,14.9616,1.28054,0.0520867,0.0487347,0.0317261,0.00651335,0.0378924,0.101071,0.0865834,0,5.02682,0,6.12893,17.4285,2.57421,0,0,9.84877,0
9799,39,,0.000770043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9849,39,,0.000770043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9899,39,,0.000770043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9949,39,,0.000770043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9999,39,39,0.000770043,10,0,0,4.76897e-05,4.82046e-05,0.02604,9.16843e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.317221,6.01892,15.301,1.28535,0.0515709,0.0476555,0.031216,0.00722489,0.0355767,0.100977,0.0867749,0,5.25244,0,6.03971,17.5085,2.58128,0,0,9.81377,0
10049,40,,0.000764901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10099,40,,0.000764901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10149,40,,0.000764901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10199,40,,0.000764901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10249,40,40,0.000764901,10,0,0,4.8076e-05,4.83575e-05,0.0260416,9.16439e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.321945,6.02951,14.5634,1.26978,0.0509677,0.0483833,0.0312997,0.00583242,0.0355008,0.0996287,0.0851613,0,4.66667,0,6.31179,17.4927,2.61016,0,0,9.1637,0
10299,41,,0.000759793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10349,41,,0.000759793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10399,41,,0.000759793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10449,41,,0.000759793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10499,41,41,0.000759793,10,0,0,4.77208e-05,4.8247e-05,0.0260416,9.17859e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.315414,6.01667,14.9366,1.27365,0.0512546,0.0479364,0.0315563,0.00630869,0.0371689,0.100307,0.0842509,0,4.93854,0,6.10241,17.4842,2.57604,0,0,9.78962,0
10549,42,,0.000754719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10599,42,,0.000754719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10649,42,,0.000754719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10699,42,,0.000754719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10749,42,42,0.000754719,10,0,0,4.77329e-05,4.82197e-05,0.0260416,9.18562e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.305969,5.99238,14.8408,1.28773,0.050912,0.0476884,0.0312922,0.00606182,0.0357769,0.101362,0.083291,0,4.94219,0,6.18227,17.5354,2.58515,0,0,9.8861,0
10799,43,,0.000749679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10849,43,,0.000749679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10899,43,,0.000749679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10949,43,,0.000749679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10999,43,43,0.000749679,10,0,0,4.77506e-05,4.82447e-05,0.0260416,9.15353e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.304508,6.05591,14.6986,1.28747,0.0521148,0.0511979,0.0330961,0.00612651,0.0349222,0.104803,0.0825432,0,4.64715,0,6.11247,17.3934,2.5718,0,0,9.21528,0
11049,44,,0.000744673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11099,44,,0.000744673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11149,44,,0.000744673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11199,44,,0.000744673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11249,44,44,0.000744673,10,0,0,4.7702e-05,4.81454e-05,0.0260416,9.14642e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.301049,6.05699,14.6864,1.26181,0.0513313,0.0479464,0.0314667,0.00618809,0.036046,0.103121,0.0832202,0,4.80835,0,6.01796,17.4898,2.5773,0,0,9.64205,0
11299,45,,0.0007397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11349,45,,0.0007397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399,45,,0.0007397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11449,45,,0.0007397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11499,45,45,0.0007397,10,0,0,4.78353e-05,4.82498e-05,0.0260416,9.13904e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.299801,5.89407,14.6908,1.26492,0.0520237,0.0481931,0.032254,0.00565063,0.0348673,0.100124,0.0910539,0,5.06179,0,6.04108,17.595,2.60313,0,0,10.3602,0
11549,46,,0.000734761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11599,46,,0.000734761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11649,46,,0.000734761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11699,46,,0.000734761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11749,46,46,0.000734761,10,0,0,4.7741e-05,4.81077e-05,0.0260416,9.12031e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.300614,6.04299,14.8409,1.28597,0.0505041,0.0471927,0.0314723,0.00618113,0.0358397,0.100489,0.0818494,0,4.94805,0,6.05035,17.4596,2.57552,0,0,9.62934,0
11799,47,,0.000729854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11849,47,,0.000729854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11899,47,,0.000729854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11949,47,,0.000729854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11999,47,47,0.000729854,10,0,0,4.76145e-05,4.81012e-05,0.02604,9.10876e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.291282,6.06344,14.5822,1.25883,0.050646,0.0481526,0.0319338,0.00557426,0.0362728,0.0990204,0.0829218,0,5.07648,0,6.023,17.5642,2.55113,0,0,10.2699,0
12049,48,,0.00072498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12099,48,,0.00072498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12149,48,,0.00072498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12199,48,,0.00072498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12249,48,48,0.00072498,10,0,0,4.77123e-05,4.81404e-05,0.0260416,9.12129e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.286944,6.01576,15.7279,1.32257,0.0513779,0.0493644,0.0312347,0.00831881,0.0348228,0.098565,0.085962,0,5.20168,0,5.97661,17.3108,2.54218,0,0,9.14916,0
12299,49,,0.000720139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12349,49,,0.000720139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12399,49,,0.000720139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12449,49,,0.000720139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499,49,49,0.000720139,10,0,0,4.75743e-05,4.80402e-05,0.0260416,9.0854e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.278299,6.09628,16.0696,1.34661,0.0510201,0.0481047,0.0310114,0.00815139,0.0368652,0.0988684,0.0831198,0,5.61243,0,6.10706,17.6095,2.59727,0,0,10.3261,0
