filename,target_npz,runtime,best_loss,n_restarts_run,total_evaluations,cmaes_gen_count,best_popsize,loss_name,gt_loss,terrain_mean,early_threshold,nmse,gt_available,mu,D_mu,T0_mu,E,rho,h,Ly,T0,op_x,op_y,gt_E,gt_rho,gt_h,gt_Ly,gt_T0,gt_op_x,gt_op_y
random_IR_0001.npz,random_IR_0001.npz,42.14421510696411,1.370360405417159e-05,1,4128,129,32,L1_STFT_sc,1.683558730292134e-05,1.505635738372803,0.01432021516376517,0.01643472890024185,True,16.36035927536129,13.7804706487668,12.31887869611245,166566633669.4952,6600.634773221641,0.002478603927872852,2.691559000306089,201.541281337994,0.8264879778586056,0.7244176005330794,131819184298.8524,12673.80384034166,0.0038607574654896,2.691559161389242,602.7673484378831,0.8264881154026615,0.7244177335187193
random_IR_0002.npz,random_IR_0002.npz,86.89607834815979,2.424712874926627e-05,1,7308,126,58,L1_STFT_sc,2.48722226388054e-05,1.989024043083191,0.01892036434581405,0.02316480114478704,True,45.38745576093277,17.89719251270166,4.561792061170087,192855023851.6978,12542.62392263525,0.003618657151875818,3.68614164675715,207.0481353669317,0.7883418893919181,0.9635423200643306,147920922722.1944,17314.43071595409,0.0048546510420041,3.686141702268032,383.4476844105894,0.7883418349360268,0.9635423527634041
random_IR_0003.npz,random_IR_0003.npz,346.4836275577545,0.4587111473083496,20,16517,411,39,L1_STFT_sc,5.687545126420446e-05,2.939931869506836,0.02798568789479213,0.004536356013536296,True,11.8910272202239,1.655899976124447,47.19867905793706,212220606662.3004,11722.31062236244,0.001014392776586179,1.306389069719206,561.2407774365412,0.9368810983427596,0.9880546647637878,186057982895.3271,18083.25309630123,0.0013485171988061,1.306004568773872,20.22819525635132,0.9363059526409414,0.9895229876940544
random_IR_0004.npz,random_IR_0004.npz,187.2983908653259,2.619352744659409e-05,9,14674,407,31,L1_STFT_sc,3.011238550243434e-05,2.086259365081787,0.01984929028611714,7.861451655034411e-05,True,15.49627349645555,25.51222022246048,58.93646645389714,198725956374.1266,5498.819378889912,0.002818109202849266,3.417559771038266,913.2956030842676,0.5802432103466022,0.9728877895364899,164907916263.1111,4653.559206335945,0.0028459174490117,3.417559836228498,780.5313709946926,0.5802431108304328,0.972887769354296
random_IR_0005.npz,random_IR_0005.npz,95.88774847984314,9.333662092103623e-06,1,6090,105,58,L1_STFT_sc,9.773804777069017e-06,1.668288230895996,0.01585841914714365,0.00342924167783882,True,30.28096237105517,5.059945294683886,5.858515539335945,186557582950.9969,14430.6082334892,0.002098384342579682,2.613360004910538,177.4014885968737,0.7885327084149412,0.5192069770655293,136791000829.1319,16985.59336136327,0.002658647759962,2.613360133075208,264.5629665485059,0.7885326349456379,0.519207002213814
random_IR_0006.npz,random_IR_0006.npz,87.6121289730072,1.177524882223224e-05,1,6496,112,58,L1_STFT_sc,1.441203039576067e-05,1.533543705940247,0.01458294032253934,0.01285312697698476,True,40.75906043097317,8.976844159109538,8.868837786621919,194341890305.8404,14731.47323155691,0.002766801377588053,2.89114292729597,361.4854952974212,0.6861587594862435,0.7241456341741377,171318505762.8329,20172.46387607493,0.0034483828908896,2.891142941520044,616.9378275347882,0.6861588712811552,0.7241456573616774
random_IR_0007.npz,random_IR_0007.npz,1625.759382963181,1.037410402204841e-05,13,24701,530,33,L1_STFT_sc,1.362011062155943e-05,1.653303861618042,0.01571987740494205,0.0005993351862938798,True,24.8804238992469,0.9028048234783714,35.73129596594045,68681972362.85622,16116.496516587,0.001543786136995725,3.123130293991866,889.0097901020491,0.5731738896075088,0.6645598151884213,99188531844.29764,15037.9919488214,0.001240901886517,3.123130468189068,666.7700477785132,0.5731738858508781,0.6645598919528501
random_IR_0008.npz,random_IR_0008.npz,60.06070852279663,7.248529072967358e-06,1,4060,116,35,L1_STFT_sc,7.636713235115167e-06,1.795614004135132,0.01706589720374313,0.001301427991619651,True,59.76868997998023,3.76179830598742,6.36271431135624,109926797889.1827,21013.62643722653,0.00284428250204817,2.1547611532415,380.2910991066345,0.6123495966383593,0.589041676751983,82612856044.4483,21011.42815551345,0.0032807870816715,2.154761235733606,438.6071274471857,0.612349610486469,0.5890416637636482
random_IR_0009.npz,random_IR_0009.npz,492.8743715286255,0.3929734826087952,20,9009,213,37,L1_STFT_sc,1.339831396762747e-05,1.537925362586975,0.0146235619745612,0.009720678897307601,True,34.72406125252081,6.708956141794306,14.61708939305947,146857234662.6744,13287.69444237359,0.002613249529714354,3.290317251049316,507.5647074181693,0.5276124456539417,0.8170728675939578,91322346297.76453,7025.201129630132,0.0020131664101591,2.994014143849656,466.3161097485777,0.5640838191705095,0.831601498837984
random_IR_0010.npz,random_IR_0010.npz,164.2254266738892,1.459812483517453e-05,2,10360,238,50,L1_STFT_sc,1.541772144264542e-05,1.579045414924622,0.01501620269487284,0.0001738894924708546,True,28.56195954929058,1.299656608058204,11.55454206096995,147170250284.1813,20174.60136174975,0.001415738484104223,1.500730506832996,330.0203629560004,0.9205929481179551,0.5570882582577771,81856495196.33838,17864.67272114118,0.0017863294467202,1.50073055891098,368.7314834092575,0.920593004674414,0.5570882198680419
random_IR_0011.npz,random_IR_0011.npz,86.51281785964966,1.257032090506982e-05,1,5043,123,41,L1_STFT_sc,1.343673102383036e-05,1.566572427749634,0.01489574714570062,4.285526701786331e-06,True,39.14675135500416,9.585648968344859,24.62051278584317,205301001602.3573,14289.03258311449,0.002739636229905748,3.931732515285962,963.8130922601035,0.5292020477328874,0.6485753827377955,180107327647.9402,13801.09577120686,0.0028746048065908,3.931732448538848,976.7613205794552,0.5292020182046171,0.6485754116624407
random_IR_0012.npz,random_IR_0012.npz,113.0435838699341,1.005586273095105e-05,2,9362,200,41,L1_STFT_sc,9.740341738506686e-06,1.489984393119812,0.0141644995431302,0.0205037248157954,True,54.74728497999975,6.578048486638077,6.46435609693666,207939273477.8091,20345.60932139663,0.002690864850256626,1.448570004075367,353.9059454511902,0.541432205630252,0.8493112689565704,130382238160.7445,8408.083772606749,0.0021845607900885,1.44857002751819,118.7365316770545,0.5414322732109044,0.8493113384913098
random_IR_0013.npz,random_IR_0013.npz,87.62983989715576,3.758748789550737e-05,2,10104,255,43,L1_STFT_sc,3.781226405408233e-05,2.020544290542603,0.01923262380770029,0.0009243729026774459,True,16.37481174937275,13.9656740181622,60.4884527588996,142863000371.6585,6247.208371996952,0.002621140639837255,2.743144287163521,990.4870269378074,0.9653550911958942,0.6660987583022009,155119813820.0954,4196.081602258703,0.0020615579637577,2.743144217199068,523.252820986165,0.965355136812345,0.6660987867011486
random_IR_0014.npz,random_IR_0014.npz,134.4951539039612,1.069166228262475e-05,1,5580,124,45,L1_STFT_sc,1.241246991412481e-05,1.556459665298462,0.01479866137178533,3.651764788117501e-05,True,13.55555807712312,2.503032445846548,59.59353472741931,133831745874.2967,9558.541908553012,0.001418161703616487,3.035489989760147,807.8236210185861,0.7973912100790266,0.5198526611096287,95028278387.08888,7870.83454740738,0.0015271914496175,3.035490101894677,716.3300408465243,0.7973913380569407,0.5198526976318718
random_IR_0015.npz,random_IR_0015.npz,540.1239495277405,4.805779462913051e-05,19,28459,712,31,L1_STFT_sc,5.085323573439382e-05,2.400908231735229,0.0228589983314796,5.32217963135547e-05,True,9.500588321500883,2.206073758583907,88.6371531190544,212210348297.8164,9172.724197412797,0.001035743375362857,3.503926065312178,842.1051017739738,0.9814722814544548,0.6318890659298348,179484685384.757,7506.149896012699,0.0010187819047701,3.503926084730353,677.8197586308621,0.9814723871075448,0.6318890403247794
random_IR_0016.npz,random_IR_0016.npz,35.6295473575592,1.660942689341027e-05,1,5148,143,36,L1_STFT_sc,1.823141974455211e-05,1.859143376350403,0.01767992029658581,0.001815493449171066,True,33.13571176960186,32.39145071270677,25.64971727418346,177865809492.8229,8122.705728540445,0.004079393354504295,2.770856466948455,849.9216385691209,0.7290914177243831,0.9247401803332342,212770598762.0987,6623.934693643624,0.0033681677250873,2.770856269811727,572.2561832718154,0.7290914355226374,0.9247402495108528
random_IR_0017.npz,random_IR_0017.npz,176.078560590744,1.995425009226892e-05,6,9537,227,34,L1_STFT_sc,2.16522348637227e-05,1.759958744049072,0.0167410546070987,0.001836109345546919,True,10.75766345868655,8.702205618060528,37.59911400292651,174750612912.3423,5911.407759566151,0.001819814145163296,3.12848972060163,404.4786147882724,0.7948236345568778,0.9420503371146728,201808789158.0077,9884.307927923312,0.0021897478034205,3.128489898420763,813.7996817242802,0.7948237075915707,0.9420503273088778
random_IR_0018.npz,random_IR_0018.npz,59.31939268112183,1.392261037835851e-05,1,4640,116,40,L1_STFT_sc,1.457037706131814e-05,1.589581966400146,0.01511546063928063,3.295404087774736e-05,True,78.13935266710304,10.97382259353929,6.298255057472912,136045859425.4079,18878.6744059674,0.004139027507270521,3.108341656585274,492.1415731232412,0.7176888963747241,0.8071325997574315,165530500482.1345,20404.37233279661,0.0039010171192785,3.108341611225521,501.329368682883,0.717688973793508,0.8071326749226829
random_IR_0019.npz,random_IR_0019.npz,77.71766686439514,7.819267921149731e-06,2,11124,248,51,L1_STFT_sc,7.745195944153238e-06,1.51916766166687,0.01443976440241795,0.0003114926854166611,True,21.87723325197506,8.867140491609252,37.95590834574827,210884434869.5442,10039.16832907851,0.002179187810668292,1.155660294612682,830.3702601705219,0.7200965676085191,0.5763823138460151,161556360636.8228,7883.459015556348,0.0022062992666981,1.155660275097067,660.1769357573102,0.7200966634634254,0.5763822914690007
random_IR_0020.npz,random_IR_0020.npz,85.67192196846008,1.228189285029657e-05,2,9858,194,45,L1_STFT_sc,1.208772846439388e-05,1.517233610153198,0.01442569219149937,0.01383875015545972,True,73.27102766133711,12.06829372650354,13.6198168580188,154338685110.03,18274.56252130129,0.004009454539660283,1.965018658625133,997.9379777462411,0.829530605814603,0.7213950134709819,166939725438.1414,13227.31467837208,0.003279859642805,1.965018745272489,590.8768525205608,0.8295306023008275,0.7213950333626472
random_IR_0021.npz,random_IR_0021.npz,85.24938631057739,1.250526747753611e-05,1,4070,110,37,L1_STFT_sc,1.352376875729533e-05,1.645035743713379,0.0156412348582312,0.006203983482842517,True,27.41298946009804,5.377944377272826,9.190869157848422,152613369333.6682,12375.95866259231,0.00221501947505342,3.699985039409027,251.949199353239,0.8549054978754249,0.5591110901556929,190347680324.0511,19198.15907429464,0.0024702474801915,3.699985127968082,435.8705666163742,0.8549054059347795,0.5591111747830275
random_IR_0022.npz,random_IR_0022.npz,38.70423436164856,1.256033374374965e-05,1,5130,135,38,L1_STFT_sc,1.491971488576382e-05,1.617407202720642,0.01538014640344045,0.0005302446417031213,True,14.3587883881214,50.42948456728151,49.42567339196832,81031789831.81689,3088.052369081108,0.00464978785071383,3.766499640155015,709.6927851756755,0.5896214807998484,0.8116241214025095,199823286777.3368,5239.628127570282,0.0038569651981964,3.766499579859553,998.8470180978009,0.5896215379914237,0.8116241864990836
random_IR_0023.npz,random_IR_0023.npz,203.1135032176971,0.4922349750995636,20,23061,486,55,L1_STFT_sc,1.31011502162437e-05,1.478487253189087,0.01405860559458551,0.01367341795614212,True,28.61294310002422,13.82348024671631,33.7196001487836,142204903684.4231,9080.084819820971,0.003151175750865769,1.386989361281172,964.8170004127134,0.5472385803741527,0.861534461711962,129299044475.5779,13129.09388595436,0.0043920329172889,1.45907795026338,807.3208855354235,0.5438918277730177,0.8517400988408361
random_IR_0024.npz,random_IR_0024.npz,71.20881795883179,1.071771293936763e-05,2,8239,233,39,L1_STFT_sc,1.219261503138114e-05,1.569466590881348,0.01492200939856139,0.007947251415592381,True,58.10874458136193,12.80696137693691,10.72821115017382,181684120430.5797,16208.16234376003,0.003585153168442515,2.415273626031217,623.4028815403697,0.5157399162862657,0.6863892032660821,197937911386.0695,20769.80429405425,0.0038882223978813,2.4152737797664,866.3836621053699,0.5157399012506509,0.6863892515943983
random_IR_0025.npz,random_IR_0025.npz,72.27093577384949,1.339658047072589e-05,1,4524,116,39,L1_STFT_sc,1.439225889043882e-05,1.586841106414795,0.01508924604337153,9.196185454803778e-05,True,8.257473691575392,7.149282886124518,89.5089195250488,206939306799.5062,5598.10183413419,0.001475048853385588,3.216972524212919,739.1175481394293,0.5190756425299701,0.8989118460195651,97599468309.14922,3451.554180777968,0.0016865187090457,3.216972631029768,521.0413958380673,0.5190756792857009,0.8989118746451361
random_IR_0026.npz,random_IR_0026.npz,418.1093103885651,7.758203537377995e-06,9,14600,315,30,L1_STFT_sc,8.447638720099349e-06,1.655867576599121,0.01573910936384391,5.681001308142958e-06,True,36.71821475893039,2.311631103198688,24.86569936943355,163610507527.58,20393.93755176299,0.001800447543086461,1.749381541386384,913.0240895778613,0.5907001481309748,0.8145244408125456,71871356218.2901,15672.99075616242,0.0023814067227876,1.749381595375102,928.0820126526562,0.5907001366839773,0.8145244167348842
