ir_name,popsize,n_runs,n_success,success_rate,successful_run_indices,success_threshold,mean_best_loss,std_best_loss,min_best_loss,max_best_loss,total_runtime_s,avg_runtime_s
random_IR_0001,10,20,0,0.0,,0.01,0.3421994355507195,0.1494765572030531,0.01512526161968708,0.5134627819061279,337.95877838134766,16.897938919067382
random_IR_0001,30,20,0,0.0,,0.01,0.2570135726593435,0.17386622358120105,0.025809193029999733,0.4843219816684723,320.08795046806335,16.004397523403167
random_IR_0001,50,20,3,0.15,3;6;11,0.01,0.21042670425958931,0.17007345642557503,0.0021557544823735952,0.4743952751159668,313.43627977371216,15.671813988685608
random_IR_0001,100,20,2,0.1,1;8,0.01,0.1513543939916417,0.17762904026080217,0.006819790694862604,0.4706454277038574,297.2389659881592,14.86194829940796
