ir_name,popsize,n_runs,n_success,success_rate,successful_run_indices,success_threshold,mean_best_loss,std_best_loss,min_best_loss,max_best_loss,total_runtime_s,avg_runtime_s
random_IR_0002,10,20,0,0.0,,0.01,0.6118482246994972,0.09252083765729394,0.41512230038642883,0.7504658699035645,374.86826944351196,18.743413472175597
random_IR_0002,30,20,1,0.05,16,0.01,0.4644113350834232,0.23720138338273716,0.0004350639646872878,0.6646949052810669,373.5140805244446,18.675704026222228
random_IR_0002,50,20,2,0.1,1;14,0.01,0.31972790927393363,0.22729126509758454,0.003662840696051717,0.6044111847877502,426.991658449173,21.349582922458648
random_IR_0002,100,20,3,0.15,0;1;4,0.01,0.18830518831964582,0.24690912093646417,0.0024476228281855583,0.6216607689857483,356.437616109848,17.821880805492402
