ir_name,popsize,n_runs,n_success,success_rate,successful_run_indices,success_threshold,mean_best_loss,std_best_loss,min_best_loss,max_best_loss,total_runtime_s,avg_runtime_s
random_IR_0008,10,20,0,0.0,,0.01,0.3548051089048386,0.07905794926648488,0.1405988186597824,0.488409161567688,521.0983996391296,26.05491998195648
random_IR_0008,30,20,0,0.0,,0.01,0.2007649600505829,0.1067549982748811,0.020973719656467438,0.40319186449050903,488.5775320529938,24.428876602649687
random_IR_0008,50,20,1,0.05,7,0.01,0.12683071271749213,0.09901493131566624,0.0036829684395343065,0.2950533628463745,493.83412504196167,24.691706252098083
random_IR_0008,100,20,4,0.2,9;11;13;19,0.01,0.07612030171167135,0.06667834553086238,1.112258541979827e-05,0.21881556510925293,477.238746881485,23.86193734407425
